initial_state_id,R,eta,SAA_T1_kg,DRO_T1_kg,delta_T1_kg,SAA_T2_kg,DRO_T2_kg,delta_T2_kg,SAA_T3_kg,DRO_T3_kg,delta_T3_kg,SAA_T4_kg,DRO_T4_kg,delta_T4_kg,SAA_TerminalLOH_total_kg,DRO_TerminalLOH_total_kg
7,100,0.001,19.6383274691105,19.6383260031099,-1.46600062578273e-06,39.5494094864032,39.549300894598,-0.000108591805215497,8.18263644546273,8.18274585530519,0.000109409842458774,54.5509096364182,54.5509102508289,6.14410744503857e-07,121.921283037395,121.921283003842
7,100,0.01,19.6383274691105,19.6383199437824,-7.52532817216434e-06,39.5494094864032,39.548856133551,-0.000553352852158184,8.18263644546273,8.18319399319841,0.00055754773567962,54.5509096364182,54.5509127995639,3.16314572046394e-06,121.921283037395,121.921282870096
7,100,0.05,19.6383274691105,19.6383249987772,-2.47033334233038e-06,39.5494094864032,39.5492099492629,-0.000199537140254336,8.18263644546273,8.18283735942753,0.000200913964805594,54.5509096364182,54.5509106761468,1.03972860898693e-06,121.921283037395,121.921282983614
7,500,0.001,65.4610915637018,66.2738319625034,0.812740398801594,51.5506096064152,50.7372488341856,-0.813360772229565,44.7317459018629,44.733106548636,0.00136064677307957,82.0991190028094,82.0983406053926,-0.000778397416794974,243.842566074789,243.842527950718
7,500,0.01,65.4610915637018,66.2790718428609,0.817980279159059,51.5506096064152,50.732309822314,-0.818299784101178,44.7317459018629,44.7322970157762,0.000551113913324741,82.0991190028094,82.0988638871174,-0.000255115691913943,243.842566074789,243.842542568069
7,500,0.05,65.4610915637018,80.187431399395,14.7263398356932,51.5506096064152,50.7311193664926,-0.819490239922558,44.7317459018629,30.8250856067086,-13.9066602951543,82.0991190028094,82.0989085479069,-0.000210454902415336,243.842566074789,243.842544920503
7,2000,0.01,66.2793552082481,111.280595805932,45.0012405976844,50.7323459618689,50.7357704063364,0.00342444446748402,44.7317459018629,82.9166027390724,38.1848568372095,87.2814554182691,93.8281767307721,6.54672131250297,249.024902490249,338.761145682113
19,100,0.001,290.756348362109,290.756348564513,2.02403896309988e-07,89.1907372555438,88.645281392203,-0.545455863340749,75.8257643946213,76.371220172278,0.545455777656755,137.468292283774,137.468292162571,-1.21202560876554e-07,593.241142296048,593.241142291565
19,100,0.01,290.756348362109,292.938187628941,2.18183926683264,89.1907372555438,86.4633021916312,-2.72743506391254,75.8257643946213,76.3718555594241,0.546091164802831,137.468292283774,137.467796886667,-0.00049539710659019,593.241142296048,593.241142266664
19,100,0.05,290.756348362109,294.02948974703,3.27314138492108,89.1907372555438,85.3720540309683,-3.81868322457548,75.8257643946213,79.6443590288097,3.81859463418843,137.468292283774,134.195239315678,-3.27305296809587,593.241142296048,593.241142122486
19,500,0.001,300,299.999999999846,-1.53988821693929e-10,102.282955568284,102.282955566613,-1.67061386946443e-09,59.4604915036958,59.4604915126117,8.91592577545453e-09,150,149.999999999965,-3.51008111465489e-11,611.74344707198,611.743447079036
19,500,0.01,300,299.99999999637,-3.62979335477576e-09,102.282955568284,102.282956016139,4.4785514319301e-07,59.4604915036958,59.4604919528505,4.49154683224151e-07,150,149.999999997699,-2.30119212574209e-09,611.74344707198,611.743447963059
19,500,0.05,300,299.999999993485,-6.51459686196176e-09,102.282955568284,102.282956787672,1.21938741415306e-06,59.4604915036958,59.4604921898731,6.86177294539903e-07,150,149.999999994045,-5.95539972891856e-09,611.74344707198,611.743448965075
19,2000,0.01,272.769549682241,278.497395027103,5.7278453448622,139.377574121048,133.649728678163,-5.72784544288507,90.00900090009,100,9.99099909991,150,150,0,652.156124703379,662.147123705266
19,5000,0.01,300,300,0,137.483293783924,138.331544714926,0.848250931002582,93.8425660747893,100,6.15743392521074,150,150,0,681.325859858713,688.331544714926
19,15000,0.01,294.589913536808,300,5.41008646319193,138.832065024684,143.468740452331,4.63667542764725,93.0093009300931,100,6.99069906990694,150,150,0,676.431279491585,693.468740452331
