a0,loc0,lfw0,quantile_level,path_code,a_W1,a_W2,a_W3,loc_W1,loc_W2,loc_W3,lfw_W1,lfw_W2,lfw_W3,path_probability,grid_max_wind_mps,grid_cumulative_excess_mps,road_max_wind_mps,road_cumulative_excess_mps,selected_grid_max,selected_grid_excess,selected_road_max,selected_road_excess,pareto_grid_max,pareto_grid_excess,pareto_road_max,pareto_road_excess,pareto_only_output
2,6,0,0.95,19266502,4,6,6,3,6,4,2,3,2,1.425e-12,55.2436058969182,1629.44074586729,55.2436058969182,1531.67222609789,1,1,1,1,0,1,0,1,1
2,6,0,0.95,23296611,3,5,6,4,1,-2,2,1,3,1.152e-15,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,6,0,0.95,26800995,3,5,6,4,1,4,2,1,3,1.44e-15,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,6,0,0.95,27386931,3,5,6,4,2,5,2,1,3,3.6e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,0,1,0,0,1
2,6,0,0.95,24468483,3,5,6,4,3,0,2,1,3,6.336e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,0,1
2,6,0,0.95,26812227,3,5,6,4,7,4,2,1,3,1.44e-15,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,6,0,0.95,17480307,3,5,6,4,1,1,2,2,2,2.0736e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,6,0,0.95,19232499,3,5,6,4,1,4,2,2,2,5.76e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,6,0,0.95,23102236,4,6,4,4,1,-2,2,1,3,1.6e-15,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,6,0,0.95,26606620,4,6,4,4,1,4,2,1,3,2e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,6,0,0.95,27386932,4,5,6,4,2,5,2,1,3,1.68e-14,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,6,0,0.95,27387244,4,6,6,4,2,5,2,1,3,9.5e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,6,0,0.95,24468484,4,5,6,4,3,0,2,1,3,2.9568e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,0,1
2,6,0,0.95,24468796,4,6,6,4,3,0,2,1,3,1.672e-13,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,0,1
2,6,0,0.95,17480308,4,5,6,4,1,1,2,2,2,9.6768e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,6,0,0.95,19232500,4,5,6,4,1,4,2,2,2,2.688e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,6,0,0.95,7940908,4,6,4,4,1,-2,2,2,1,1.6e-14,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,6,0,0.95,17480620,4,6,6,4,1,1,2,2,2,5.472e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,6,0,0.95,19232812,4,6,6,4,1,4,2,2,2,1.52e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,6,0,0.95,17485924,4,5,6,4,4,1,2,2,2,9.6768e-13,55.2436058969182,1574.68227545229,55.2436058969182,1423.69235194449,1,1,1,1,0,1,0,1,1
2,6,0,0.95,27386937,3,5,6,5,2,5,2,1,3,3.168e-15,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,0,1
2,6,0,0.95,27386938,4,5,6,5,2,5,2,1,3,1.4784e-14,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
2,6,0,0.95,27387250,4,6,6,5,2,5,2,1,3,8.36e-14,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,1,1,1,1,0,1,0,0,1
2,6,0,0.95,24468495,3,5,6,6,3,0,2,1,3,2.0736e-15,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187,1,1,1,1,1,0,1,1,1
2,6,0,0.95,24468496,4,5,6,6,3,0,2,1,3,9.6768e-15,54.4752973178521,1082.45185638344,54.4752973178521,865.829674919108,1,1,1,1,0,1,0,1,1
2,6,0,0.95,24468808,4,6,6,6,3,0,2,1,3,5.472e-14,54.4752973178521,1292.11726116844,54.4752973178521,1134.83809572621,1,1,1,1,0,1,0,0,1
2,6,0,0.95,25054437,3,5,6,7,4,1,2,1,3,3.2256e-15,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,6,0,0.95,17485941,3,5,6,7,4,1,2,2,2,1.29024e-13,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,6,0,0.99,18670815,3,5,6,3,0,3,1,3,2,2.25e-14,55.4697563798479,1113.57443590957,55.4697563798479,1010.20360992121,1,1,1,1,0,0,0,1,1
2,6,0,0.99,19266111,3,5,6,3,6,4,1,3,2,5.4e-14,55.2436058969182,1206.72922599752,55.2436058969182,1139.13206235449,1,1,1,1,0,0,0,1,1
2,6,0,0.99,26215053,3,5,6,3,0,3,2,1,3,6e-16,33.4103533865744,187.058494503667,33.4103533865744,18.2912391799912,1,1,1,1,1,1,1,1,1
2,6,0,0.99,23296605,3,5,6,3,1,-2,2,1,3,1.152e-15,42.8919946985263,621.472028087234,42.8919946985263,370.190944580329,1,1,1,1,1,0,1,1,1
2,6,0,0.99,26800989,3,5,6,3,1,4,2,1,3,1.44e-15,50.8813148382754,519.271424140522,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,6,0,0.99,24468477,3,5,6,3,3,0,2,1,3,2.0736e-15,54.4752973178521,1000.2979268416,54.4752973178521,854.548908219187,1,1,1,1,1,1,1,1,1
2,6,0,0.99,25054413,3,5,6,3,4,1,2,1,3,3.2256e-15,55.4927759888396,724.102383047858,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,6,0,0.99,26226285,3,5,6,3,6,3,2,1,3,5.76e-16,31.3084336782159,147.56290225067,31.3084336782159,5.09187692747624,1,1,1,1,1,1,1,1,1
2,6,0,0.99,26810349,3,5,6,3,6,4,2,1,3,1.44e-15,50.8813148382754,425.495534697558,50.8813148382754,233.953103257829,1,1,1,1,1,0,1,0,1
2,6,0,0.99,29730669,3,5,6,3,6,9,2,1,3,7.2e-16,33.2385467352784,325.142290193557,33.2385467352784,58.9231307194968,1,1,1,1,0,1,0,1,1
2,6,0,0.99,17480301,3,5,6,3,1,1,2,2,2,2.0736e-13,55.2436058969182,1371.47511416928,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,6,0,0.99,19232493,3,5,6,3,1,4,2,2,2,5.76e-14,55.2436058969182,1338.98670548224,55.2436058969182,1269.77418293579,1,1,1,1,0,0,0,1,1
2,6,0,0.99,17485917,3,5,6,3,4,1,2,2,2,1.29024e-13,55.2436058969182,1344.43070910006,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,6,0,0.99,18670893,3,5,6,3,0,3,2,3,2,2.25e-14,55.4697563798479,1136.53255350267,55.4697563798479,1010.20360992121,1,1,1,1,0,0,0,1,1
2,6,0,0.99,19266189,3,5,6,3,6,4,2,3,2,5.4e-14,55.2436058969182,1229.68734359061,55.2436058969182,1139.13206235449,1,1,1,1,0,0,0,1,1
2,6,0,0.99,26020678,4,6,4,3,0,3,2,1,3,8.33333333333333e-16,40.1358141332225,514.299649959065,40.1358141332225,306.206973684608,1,1,1,1,1,1,1,1,1
2,6,0,0.99,24468478,4,5,6,3,3,0,2,1,3,9.6768e-15,54.4752973178521,1152.42475080283,54.4752973178521,928.300253681368,1,1,1,1,0,1,0,1,1
2,6,0,0.99,24468790,4,6,6,3,3,0,2,1,3,5.472e-14,54.4752973178521,1362.09015558783,54.4752973178521,1197.30867448847,1,1,1,1,0,1,0,1,1
2,6,0,0.99,26031910,4,6,4,3,6,3,2,1,3,8e-16,37.1615977944702,466.853646278517,37.1615977944702,246.480119118476,1,1,1,1,1,1,1,1,1
2,6,0,0.99,19266502,4,6,6,3,6,4,2,3,2,1.425e-12,55.2436058969182,1629.44074586729,55.2436058969182,1531.67222609789,1,1,1,1,0,1,0,1,1
2,6,0,0.99,23296611,3,5,6,4,1,-2,2,1,3,1.152e-15,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,6,0,0.99,26800995,3,5,6,4,1,4,2,1,3,1.44e-15,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,6,0,0.99,27386931,3,5,6,4,2,5,2,1,3,3.6e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,0,1,0,0,1
2,6,0,0.99,24468483,3,5,6,4,3,0,2,1,3,6.336e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,0,1
2,6,0,0.99,26812227,3,5,6,4,7,4,2,1,3,1.44e-15,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,6,0,0.99,17480307,3,5,6,4,1,1,2,2,2,2.0736e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,6,0,0.99,19232499,3,5,6,4,1,4,2,2,2,5.76e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,6,0,0.99,23102236,4,6,4,4,1,-2,2,1,3,1.6e-15,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,6,0,0.99,26606620,4,6,4,4,1,4,2,1,3,2e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,6,0,0.99,27386932,4,5,6,4,2,5,2,1,3,1.68e-14,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,6,0,0.99,27387244,4,6,6,4,2,5,2,1,3,9.5e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,6,0,0.99,24468484,4,5,6,4,3,0,2,1,3,2.9568e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,0,1
2,6,0,0.99,24468796,4,6,6,4,3,0,2,1,3,1.672e-13,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,0,1
2,6,0,0.99,17480308,4,5,6,4,1,1,2,2,2,9.6768e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,6,0,0.99,19232500,4,5,6,4,1,4,2,2,2,2.688e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,6,0,0.99,7940908,4,6,4,4,1,-2,2,2,1,1.6e-14,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,6,0,0.99,17480620,4,6,6,4,1,1,2,2,2,5.472e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,6,0,0.99,19232812,4,6,6,4,1,4,2,2,2,1.52e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,6,0,0.99,17485924,4,5,6,4,4,1,2,2,2,9.6768e-13,55.2436058969182,1574.68227545229,55.2436058969182,1423.69235194449,1,1,1,1,0,1,0,1,1
2,6,0,0.99,27386937,3,5,6,5,2,5,2,1,3,3.168e-15,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,0,1
2,6,0,0.99,27386938,4,5,6,5,2,5,2,1,3,1.4784e-14,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
2,6,0,0.99,27387250,4,6,6,5,2,5,2,1,3,8.36e-14,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,1,1,1,1,0,1,0,0,1
2,6,0,0.99,24468495,3,5,6,6,3,0,2,1,3,2.0736e-15,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187,1,1,1,1,1,0,1,1,1
2,6,0,0.99,24468496,4,5,6,6,3,0,2,1,3,9.6768e-15,54.4752973178521,1082.45185638344,54.4752973178521,865.829674919108,1,1,1,1,0,1,0,1,1
2,6,0,0.99,24468808,4,6,6,6,3,0,2,1,3,5.472e-14,54.4752973178521,1292.11726116844,54.4752973178521,1134.83809572621,1,1,1,1,0,1,0,0,1
2,6,0,0.99,25054437,3,5,6,7,4,1,2,1,3,3.2256e-15,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,6,0,0.99,17485941,3,5,6,7,4,1,2,2,2,1.29024e-13,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,6,0,0.995,18670815,3,5,6,3,0,3,1,3,2,2.25e-14,55.4697563798479,1113.57443590957,55.4697563798479,1010.20360992121,1,1,1,1,0,0,0,1,1
2,6,0,0.995,19266111,3,5,6,3,6,4,1,3,2,5.4e-14,55.2436058969182,1206.72922599752,55.2436058969182,1139.13206235449,1,1,1,1,0,0,0,1,1
2,6,0,0.995,26215053,3,5,6,3,0,3,2,1,3,6e-16,33.4103533865744,187.058494503667,33.4103533865744,18.2912391799912,1,1,1,1,1,1,1,1,1
2,6,0,0.995,23296605,3,5,6,3,1,-2,2,1,3,1.152e-15,42.8919946985263,621.472028087234,42.8919946985263,370.190944580329,1,1,1,1,1,0,1,1,1
2,6,0,0.995,26800989,3,5,6,3,1,4,2,1,3,1.44e-15,50.8813148382754,519.271424140522,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,6,0,0.995,24468477,3,5,6,3,3,0,2,1,3,2.0736e-15,54.4752973178521,1000.2979268416,54.4752973178521,854.548908219187,1,1,1,1,1,1,1,1,1
2,6,0,0.995,25054413,3,5,6,3,4,1,2,1,3,3.2256e-15,55.4927759888396,724.102383047858,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,6,0,0.995,26226285,3,5,6,3,6,3,2,1,3,5.76e-16,31.3084336782159,147.56290225067,31.3084336782159,5.09187692747624,0,1,0,0,0,1,0,0,1
2,6,0,0.995,26810349,3,5,6,3,6,4,2,1,3,1.44e-15,50.8813148382754,425.495534697558,50.8813148382754,233.953103257829,1,1,1,1,1,0,1,0,1
2,6,0,0.995,29730669,3,5,6,3,6,9,2,1,3,7.2e-16,33.2385467352784,325.142290193557,33.2385467352784,58.9231307194968,1,1,1,1,0,1,0,1,1
2,6,0,0.995,17480301,3,5,6,3,1,1,2,2,2,2.0736e-13,55.2436058969182,1371.47511416928,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,6,0,0.995,19232493,3,5,6,3,1,4,2,2,2,5.76e-14,55.2436058969182,1338.98670548224,55.2436058969182,1269.77418293579,1,1,1,1,0,0,0,1,1
2,6,0,0.995,17485917,3,5,6,3,4,1,2,2,2,1.29024e-13,55.2436058969182,1344.43070910006,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,6,0,0.995,18670893,3,5,6,3,0,3,2,3,2,2.25e-14,55.4697563798479,1136.53255350267,55.4697563798479,1010.20360992121,1,1,1,1,0,0,0,1,1
2,6,0,0.995,19266189,3,5,6,3,6,4,2,3,2,5.4e-14,55.2436058969182,1229.68734359061,55.2436058969182,1139.13206235449,1,1,1,1,0,0,0,1,1
2,6,0,0.995,26020678,4,6,4,3,0,3,2,1,3,8.33333333333333e-16,40.1358141332225,514.299649959065,40.1358141332225,306.206973684608,1,1,1,1,1,1,1,1,1
2,6,0,0.995,24468478,4,5,6,3,3,0,2,1,3,9.6768e-15,54.4752973178521,1152.42475080283,54.4752973178521,928.300253681368,1,1,1,1,0,1,0,1,1
2,6,0,0.995,24468790,4,6,6,3,3,0,2,1,3,5.472e-14,54.4752973178521,1362.09015558783,54.4752973178521,1197.30867448847,1,1,1,1,0,1,0,1,1
2,6,0,0.995,26031910,4,6,4,3,6,3,2,1,3,8e-16,37.1615977944702,466.853646278517,37.1615977944702,246.480119118476,1,1,1,1,1,1,1,1,1
2,6,0,0.995,19266502,4,6,6,3,6,4,2,3,2,1.425e-12,55.2436058969182,1629.44074586729,55.2436058969182,1531.67222609789,1,1,1,1,0,1,0,1,1
2,6,0,0.995,23296611,3,5,6,4,1,-2,2,1,3,1.152e-15,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,6,0,0.995,26800995,3,5,6,4,1,4,2,1,3,1.44e-15,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,6,0,0.995,27386931,3,5,6,4,2,5,2,1,3,3.6e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,0,1,0,0,1
2,6,0,0.995,24468483,3,5,6,4,3,0,2,1,3,6.336e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,0,1
2,6,0,0.995,26812227,3,5,6,4,7,4,2,1,3,1.44e-15,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,6,0,0.995,17480307,3,5,6,4,1,1,2,2,2,2.0736e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,6,0,0.995,19232499,3,5,6,4,1,4,2,2,2,5.76e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,6,0,0.995,23102236,4,6,4,4,1,-2,2,1,3,1.6e-15,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,6,0,0.995,26606620,4,6,4,4,1,4,2,1,3,2e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,6,0,0.995,27386932,4,5,6,4,2,5,2,1,3,1.68e-14,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,6,0,0.995,27387244,4,6,6,4,2,5,2,1,3,9.5e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,6,0,0.995,24468484,4,5,6,4,3,0,2,1,3,2.9568e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,0,1
2,6,0,0.995,24468796,4,6,6,4,3,0,2,1,3,1.672e-13,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,0,1
2,6,0,0.995,17480308,4,5,6,4,1,1,2,2,2,9.6768e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,6,0,0.995,19232500,4,5,6,4,1,4,2,2,2,2.688e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,6,0,0.995,7940908,4,6,4,4,1,-2,2,2,1,1.6e-14,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,6,0,0.995,17480620,4,6,6,4,1,1,2,2,2,5.472e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,6,0,0.995,19232812,4,6,6,4,1,4,2,2,2,1.52e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,6,0,0.995,17485924,4,5,6,4,4,1,2,2,2,9.6768e-13,55.2436058969182,1574.68227545229,55.2436058969182,1423.69235194449,1,1,1,1,0,1,0,1,1
2,6,0,0.995,27386937,3,5,6,5,2,5,2,1,3,3.168e-15,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,0,1
2,6,0,0.995,27386938,4,5,6,5,2,5,2,1,3,1.4784e-14,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
2,6,0,0.995,27387250,4,6,6,5,2,5,2,1,3,8.36e-14,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,1,1,1,1,0,1,0,0,1
2,6,0,0.995,24468495,3,5,6,6,3,0,2,1,3,2.0736e-15,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187,1,1,1,1,1,0,1,1,1
2,6,0,0.995,24468496,4,5,6,6,3,0,2,1,3,9.6768e-15,54.4752973178521,1082.45185638344,54.4752973178521,865.829674919108,1,1,1,1,0,1,0,1,1
2,6,0,0.995,24468808,4,6,6,6,3,0,2,1,3,5.472e-14,54.4752973178521,1292.11726116844,54.4752973178521,1134.83809572621,1,1,1,1,0,1,0,0,1
2,6,0,0.995,25054437,3,5,6,7,4,1,2,1,3,3.2256e-15,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,6,0,0.995,17485941,3,5,6,7,4,1,2,2,2,1.29024e-13,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,7,0,0.95,19256757,3,5,6,4,1,4,1,3,2,2.16e-14,55.2436058969182,1074.22085335331,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,7,0,0.95,23296611,3,5,6,4,1,-2,2,1,3,4.608e-16,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,7,0,0.95,23880675,3,5,6,4,1,-1,2,1,3,1.152e-15,51.9667788761672,838.805694867216,51.9667788761672,619.379165631724,1,1,1,1,1,0,1,0,1
2,7,0,0.95,25048803,3,5,6,4,1,1,2,1,3,2.0736e-15,55.4927759888396,735.190016555631,55.4927759888396,500.817890894134,1,1,1,1,1,0,1,0,1
2,7,0,0.95,26800995,3,5,6,4,1,4,2,1,3,5.76e-16,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,7,0,0.95,23882547,3,5,6,4,2,-1,2,1,3,1.152e-15,51.9667788761672,873.122171719039,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,7,0,0.95,27386931,3,5,6,4,2,5,2,1,3,1.44e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,7,0,0.95,24468483,3,5,6,4,3,0,2,1,3,2.5344e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,0,1
2,7,0,0.95,25054419,3,5,6,4,4,1,2,1,3,2.0736e-15,55.4927759888396,748.245075529681,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,7,0,0.95,26812227,3,5,6,4,7,4,2,1,3,5.76e-16,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,7,0,0.95,27396291,3,5,6,4,7,5,2,1,3,1.44e-15,54.5213928208875,830.458372933781,54.5213928208875,731.937067993158,1,1,1,1,1,0,1,0,1
2,7,0,0.95,17480307,3,5,6,4,1,1,2,2,2,8.2944e-14,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,7,0,0.95,19232499,3,5,6,4,1,4,2,2,2,2.304e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,7,0,0.95,19256835,3,5,6,4,1,4,2,3,2,2.16e-14,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,7,0,0.95,23102236,4,6,4,4,1,-2,2,1,3,6.4e-16,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,7,0,0.95,26606620,4,6,4,4,1,4,2,1,3,8e-16,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,7,0,0.95,23882548,4,5,6,4,2,-1,2,1,3,5.376e-15,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702,1,1,1,1,0,1,0,0,1
2,7,0,0.95,27386932,4,5,6,4,2,5,2,1,3,6.72e-15,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,7,0,0.95,27387244,4,6,6,4,2,5,2,1,3,3.8e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,7,0,0.95,24468484,4,5,6,4,3,0,2,1,3,1.18272e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,1,1
2,7,0,0.95,24468796,4,6,6,4,3,0,2,1,3,6.688e-14,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,1,1
2,7,0,0.95,17480308,4,5,6,4,1,1,2,2,2,3.87072e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,7,0,0.95,19232500,4,5,6,4,1,4,2,2,2,1.0752e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,7,0,0.95,7940908,4,6,4,4,1,-2,2,2,1,6.4e-15,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,7,0,0.95,17480620,4,6,6,4,1,1,2,2,2,2.1888e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,7,0,0.95,19232812,4,6,6,4,1,4,2,2,2,6.08e-13,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,7,0,0.95,17485924,4,5,6,4,4,1,2,2,2,3.87072e-13,55.2436058969182,1574.68227545229,55.2436058969182,1423.69235194449,1,1,1,1,0,1,0,1,1
2,7,0,0.95,23882553,3,5,6,5,2,-1,2,1,3,1.152e-15,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845,1,1,1,1,1,0,1,1,1
2,7,0,0.95,27386937,3,5,6,5,2,5,2,1,3,1.44e-15,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,0,1,1,1
2,7,0,0.95,24468495,3,5,6,6,3,0,2,1,3,2.5344e-15,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187,1,1,1,1,0,0,0,1,1
2,7,0,0.95,25054437,3,5,6,7,4,1,2,1,3,2.0736e-15,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,7,0,0.95,17485941,3,5,6,7,4,1,2,2,2,8.2944e-14,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,7,0,0.99,19256757,3,5,6,4,1,4,1,3,2,2.16e-14,55.2436058969182,1074.22085335331,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
