state_id,a,loc,lf,P_a1,P_lf8,P_stage7,probability_sum,proxy_definition,expected_terminal_target_proxy_site1_kg,conditional_target_given_stage7_site1_kg,expected_terminal_target_proxy_site2_kg,conditional_target_given_stage7_site2_kg,expected_terminal_target_proxy_site3_kg,conditional_target_given_stage7_site3_kg,expected_terminal_target_proxy_site4_kg,conditional_target_given_stage7_site4_kg,expected_terminal_target_proxy_total_kg,conditional_target_given_stage7_total_kg
228,5,1,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,175.616975544,186.826569728,77.4615692472,82.405924731,39.1418003597,41.6402131486,107.319102775,114.169258271,399.539447925,425.041965878
229,5,1,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,177.805194,197.561326667,81.4321326536,90.4801473929,40.3282833783,44.8092037537,110.767484483,123.074982759,410.333094515,455.925660572
230,5,1,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,212.341786178,212.341786178,107.241529442,107.241529442,51.0186675409,51.0186675409,133.669497467,133.669497467,504.271480628,504.271480628
231,5,1,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,213.67250824,213.67250824,99.8292358032,99.8292358032,42.5500362049,42.5500362049,172.652254293,172.652254293,528.704034541,528.704034541
232,5,1,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
233,5,2,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,155.276537829,166.361149961,64.9314894698,69.5667060068,34.0044012971,36.4318485113,90.4369690998,96.8929265737,344.649397695,369.252631053
234,5,2,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,158.969465794,170.514350609,67.184522153,72.0636828504,34.9367376964,37.4739583538,93.4542006415,100.241151686,354.544926285,380.293143498
235,5,2,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,164.6254712,176.263377152,70.4833002374,75.4659922432,36.3155562079,38.8828200986,98.08429141,105.018186575,369.508619056,395.630376068
236,5,2,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,173.735761505,184.825278197,76.350821269,81.2242779458,38.7234892572,41.1952013375,105.530051346,112.266012071,394.340123378,419.510769551
237,5,2,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,175.181796603,194.64644067,79.6595004881,88.5105560978,39.6607447008,44.067494112,108.576469185,120.640521317,403.078510977,447.865012197
238,5,2,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,208.733137399,208.733137399,101.91922817,101.91922817,49.1720596395,49.1720596395,132.496550983,132.496550983,492.320976192,492.320976192
239,5,2,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,229.663686475,229.663686475,96.284841278,96.284841278,44.1863287464,44.1863287464,172.922006523,172.922006523,543.056863022,543.056863022
240,5,2,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
241,5,3,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,153.794330464,164.773133348,63.8461101968,68.403845561,33.611025841,36.0103914505,89.0692341698,95.427554155,340.320700671,364.614924514
242,5,3,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,156.83100735,168.220590288,65.5933269896,70.3569298671,34.3661102588,36.8618900772,91.4669212125,98.1095494963,348.257365811,373.548959728
243,5,3,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,161.329528103,172.734433198,68.5251655148,73.3694306564,35.5960925193,38.1124951996,94.9014431595,101.610332507,360.352229297,385.826691562
244,5,3,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,168.8718914,179.650948298,72.9110307278,77.5649263061,37.4659304577,39.8573728274,100.940132152,107.383119311,380.188984738,404.456366742
245,5,3,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,169.077927994,187.864364438,73.7887364815,81.9874849794,37.5478222801,41.7198025335,103.144916394,114.60546266,383.55940315,426.177114611
246,5,3,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,201.948590576,201.948590576,85.320180643,85.320180643,43.5036000895,43.5036000895,128.518584313,128.518584313,459.290955622,459.290955622
247,5,3,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,222.567734271,222.567734271,130.103902281,130.103902281,58.9149805351,58.9149805351,140.741346562,140.741346562,552.327963649,552.327963649
248,5,3,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
249,5,4,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,151.553360017,162.372188391,62.2564371175,66.7006916574,33.0318686517,35.3898903923,86.9890229432,93.1988444177,333.83068873,357.661614858
250,5,4,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,153.580572635,164.734098326,63.2911221916,67.8875313941,33.5316465319,35.9668248532,88.4242763062,94.8459377219,338.827617665,363.434392295
251,5,4,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,156.646342521,167.72017811,65.2089932408,69.8188274602,34.4077593814,36.8401549564,90.5320083501,96.9320082473,346.795103494,371.311168774
252,5,4,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,161.822774104,172.151887345,67.5416034639,71.8527696424,35.529375639,37.7972081266,94.2927618658,100.311448793,359.186515073,382.113313908
253,5,4,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,159.603993331,177.337770368,65.9292717399,73.2547463777,34.6775555281,38.5306172535,94.0741629728,104.526847748,354.284983572,393.649981747
254,5,4,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,186.229558174,186.229558174,70.4970908063,70.4970908063,37.9094485154,37.9094485154,112.666172189,112.666172189,407.302269685,407.302269685
255,5,4,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,220.386801719,220.386801719,137.407832013,137.407832013,70.1586416901,70.1586416901,118.978112198,118.978112198,546.93138762,546.93138762
256,5,4,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
257,5,5,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,149.013024334,159.65050763,60.4942149041,64.8126709816,32.3874384495,34.6994567247,84.6324774418,90.6740739339,326.527155129,349.83670927
258,5,5,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,149.910844378,160.797862348,60.7105991135,65.1196022532,32.59090643,34.9577651148,84.9866308086,91.1586391158,328.19898073,352.033868832
259,5,5,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,151.585728023,162.301812438,60.9844284087,65.2956145036,32.9067061326,35.2329874081,85.7764011924,91.840211869,331.253263756,354.670626219
260,5,5,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,153.865517238,163.686720466,61.6305423657,65.5644067721,33.4693576734,35.6056996526,86.7565263199,92.2941769361,335.721943597,357.151003827
261,5,5,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,148.047748002,164.49749778,59.3749404377,65.9721560419,32.4265379997,36.0294866664,83.0596090161,92.2884544624,322.908835456,358.787594951
262,5,5,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,162.693298494,162.693298494,68.0043089923,68.0043089923,36.9443240209,36.9443240209,89.8269765205,89.8269765205,357.468908028,357.468908028
263,5,5,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,222.566581025,222.566581025,72.5527245908,72.5527245908,44.1862627463,44.1862627463,116.193766196,116.193766196,455.499334558,455.499334558
264,5,5,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
265,5,6,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.69084233,157.162553726,58.8579716072,63.0596223864,31.7907125712,34.0601328146,82.4832697335,88.3714423138,319.822796242,342.65375124
266,5,6,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.546805846,157.189516287,58.3044525644,62.5387134375,31.7176278415,34.0210661665,81.8564368714,87.8011202122,318.425323123,341.550416104
267,5,6,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.695166893,157.065521756,57.3089459934,61.3603003724,31.5830982419,33.8158094032,81.1799657378,86.9188395554,316.767176866,339.160471087
268,5,6,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.705434083,156.069610727,56.2401458311,59.8299423735,31.5788072871,33.5944758374,79.8097911617,84.9040331507,314.334178363,334.398062089
269,5,6,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,138.8093259,154.232584333,52.636734213,58.4852602366,30.1395822579,33.488424731,73.7795324606,81.9772582895,295.365174831,328.18352759
270,5,6,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,148.993247084,148.993247084,59.7972623599,59.7972623599,34.3934732923,34.3934732923,75.2826316372,75.2826316372,318.466614373,318.466614373
271,5,6,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,181.110531726,181.110531726,39.2766550497,39.2766550497,30.3656051663,30.3656051663,81.8263641708,81.8263641708,332.579156112,332.579156112
272,5,6,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
273,5,7,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,144.663057463,154.99001287,57.3931955478,61.4902814346,31.258595819,33.4900302347,80.6070062402,86.3612393769,313.92185507,336.331563916
274,5,7,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,143.603471009,154.032426806,56.1651476717,60.244045196,30.9459891802,33.1933885708,79.119662599,84.865592402,309.83427046,332.335452974
275,5,7,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,142.248327846,152.304321303,54.4667895394,58.3172227044,30.5466055527,32.7060437001,77.0006339869,82.4440573527,304.262356925,325.77164506
276,5,7,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,140.506209776,149.474691252,51.6799929489,54.9787159031,29.9498741075,31.8615681994,73.7130082819,78.4180939169,295.849085115,314.733069271
277,5,7,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,131.560486625,146.178318473,45.7236776612,50.8040862903,27.7367055458,30.8185617175,66.2057486186,73.5619429096,271.226618451,301.36290939
278,5,7,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,142.022488228,142.022488228,43.7675843967,43.7675843967,29.129626571,29.129626571,66.525767655,66.525767655,281.445466851,281.445466851
279,5,7,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,98.0506663239,98.0506663239,13.0922661935,13.0922661935,18.0016621128,18.0016621128,32.7306403147,32.7306403147,161.875234945,161.875234945
280,5,7,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
281,6,1,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,164.987972865,176.721962939,68.6455462202,73.527636375,36.3859627425,38.9737424349,96.6824271316,103.558507979,366.701908959,392.781849728
282,6,1,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,171.133784249,183.542682545,71.9046316304,77.1184312598,38.0037497998,40.7593989441,101.550795853,108.914236702,382.592961533,410.334749451
283,6,1,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,179.887801649,192.599359367,76.3486943554,81.7437841064,40.1937743912,43.0340196908,108.82609437,116.516160995,405.256364765,433.89332416
284,6,1,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,192.648809514,204.945542036,83.5655798257,88.8995530061,43.9524969539,46.7579754829,119.886041704,127.538342239,440.052927998,468.141412764
285,6,1,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,196.391396809,218.212663121,87.7254683369,97.4727425965,46.2911858513,51.4346509459,125.852847296,139.836496995,456.260898293,506.956553659
286,6,1,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,234.986375269,234.986375269,113.257395166,113.257395166,60.54593653,60.54593653,155.270010789,155.270010789,564.059717755,564.059717755
287,6,1,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,223.653538862,223.653538862,108.973506743,108.973506743,49.0958186212,49.0958186212,191.483163741,191.483163741,573.206027967,573.206027967
288,6,1,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
289,6,2,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,164.501368195,176.200750811,68.2488199285,73.1026948002,36.241668091,38.819185508,96.1948326879,103.036235684,365.186688903,391.158866804
290,6,2,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,170.47309449,182.834086219,71.3086385268,76.4792227394,37.7949706543,40.5354812379,100.860897021,108.174313356,380.437600692,408.023103552
291,6,2,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,178.918968274,191.562064533,75.6265119056,80.9705694921,39.9790461209,42.8041179025,107.684876745,115.294300583,402.209403046,430.631052511
292,6,2,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,191.110548754,203.309094419,82.5043438607,87.7705785752,43.5205700682,46.298478796,118.127370088,125.667414987,435.262832771,463.045566777
293,6,2,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,194.207878503,215.78653167,86.1730306937,95.7478118819,45.4192083773,50.4657870859,123.602377722,137.335975247,449.402495296,499.336105884
294,6,2,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,231.697462277,231.697462277,108.832656734,108.832656734,57.4784979718,57.4784979718,153.422262609,153.422262609,551.430879592,551.430879592
295,6,2,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,240.164440519,240.164440519,104.049902902,104.049902902,54.0050862863,54.0050862863,188.475046349,188.475046349,586.694476057,586.694476057
296,6,2,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
297,6,3,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,163.129109869,174.730897095,67.1442200726,71.9195354983,35.8421951241,38.3913019136,94.8115907112,101.554617157,360.927115777,386.596351664
298,6,3,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,168.567318503,180.790122553,69.6874692139,74.7405025571,37.2226037245,39.9216120235,98.8642518006,106.032891535,374.341643242,401.485128668
299,6,3,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,176.124841588,188.570494205,73.5901579749,78.7903190309,39.3224818124,42.1011582574,104.544223745,111.931717071,393.581705119,421.393688565
300,6,3,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,187.212599019,199.162339382,79.1880073006,84.242560958,42.2220442191,44.9170683182,113.536495044,120.783505365,422.159145583,449.105474024
301,6,3,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,189.540911624,210.601012916,80.9149461373,89.9054957081,42.9395803987,47.7106448874,117.989079885,131.09897765,431.384518045,479.316131161
302,6,3,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,227.029377197,227.029377197,94.8695243007,94.8695243007,49.7897088049,49.7897088049,148.2743328,148.2743328,519.962943103,519.962943103
303,6,3,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,255.553774624,255.553774624,124.114138527,124.114138527,78.1158038733,78.1158038733,174.184477924,174.184477924,631.968194949,631.968194949
304,6,3,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
305,6,4,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,161.054888303,172.50915632,65.5236409216,70.1837003116,35.2600000971,37.767701016,92.7119729551,99.3056740081,354.550502277,379.766231656
306,6,4,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,165.654147225,177.665717437,67.3442336545,72.2273591571,36.3827621099,39.0208735542,95.8006681025,102.747167605,365.181811092,391.661117754
307,6,4,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,172.101158997,184.262482866,70.2097497164,75.1710382402,38.1089226957,40.801844428,100.138666586,107.214846452,380.558497995,407.450211986
308,6,4,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,181.755139202,193.356531066,73.9604343475,78.6813131357,40.3111004641,42.8841494299,107.009977085,113.840401155,403.036651099,428.762394786
309,6,4,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,182.985838266,203.317598073,73.6483570672,81.8315078524,40.2323427727,44.7026030808,109.380269173,121.533632414,406.246807278,451.38534142
310,6,4,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,217.949320972,217.949320972,82.3343295411,82.3343295411,44.9902967639,44.9902967639,134.215344327,134.215344327,479.489291604,479.489291604
311,6,4,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,253.053580911,253.053580911,126.620866568,126.620866568,77.9448771616,77.9448771616,153.82965852,153.82965852,611.448983161,611.448983161
312,6,4,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
313,6,5,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,158.702567269,169.989537566,63.7232334556,68.2552473708,34.6144716603,37.076262419,90.3326021092,96.7570816523,347.372874494,372.078129008
314,6,5,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,162.360766721,174.133534152,64.7297827633,69.4233346212,35.4350861626,38.0044816926,92.3391699365,99.0346764578,354.864805584,380.596026923
315,6,5,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,167.76249993,179.617237613,66.0366533804,70.7030550111,36.537898145,39.1198052944,95.3557674434,102.093969425,365.692818899,391.534067344
316,6,5,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,175.63478272,186.845513532,68.0042723691,72.3449706054,38.2549175872,40.6967208375,99.6314149333,105.99086695,381.52538761,405.878071925
317,6,5,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,174.923001491,194.358890546,66.6964369188,74.107152132,38.2473410012,42.4970455568,98.8989105943,109.887678438,378.765690005,420.850766673
318,6,5,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,202.762618699,202.762618699,77.569889945,77.569889945,45.6957629795,45.6957629795,113.266777579,113.266777579,439.295049202,439.295049202
319,6,5,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,261.11748278,261.11748278,90.0835937911,90.0835937911,49.0963034326,49.0963034326,145.559929473,145.559929473,545.857309476,545.857309476
320,6,5,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
321,6,6,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,156.552229583,167.686267271,62.0526958427,66.4659006627,34.0137065525,36.4327707312,88.1604935937,94.4304921809,340.779125572,365.015430846
322,6,6,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,159.35122931,170.905775401,62.2882393296,66.8047550501,34.5560750957,37.061733597,89.1890799185,95.6561736408,345.384623654,370.428437689
323,6,6,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,163.59854414,175.159040835,62.3716691777,66.7790890554,35.2046280455,37.6923212478,90.7755248875,97.1900694727,351.950366251,376.820520611
324,6,6,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,170.022554912,180.875058417,62.6562982923,66.6556364812,36.3583063239,38.6790492807,92.7900825022,98.7128537257,361.827242031,384.922597905
325,6,6,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,168.248731985,186.943035539,59.9774389433,66.6415988259,35.9684071036,39.9648967818,89.8360535073,99.8178372303,354.030631539,393.367368377
326,6,6,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,193.97066917,193.97066917,68.9309025293,68.9309025293,43.2178797663,43.2178797663,99.0777593177,99.0777593177,405.197210783,405.197210783
327,6,6,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,244.660859991,244.660859991,68.734986808,68.734986808,34.3670731198,34.3670731198,120.285902356,120.285902356,468.048822275,468.048822275
328,6,6,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
329,6,7,1,3.87991296e-05,0.066359230176,0.933601970694,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,154.675263191,165.675810512,60.5610369702,64.8681546003,33.475836845,35.8566475819,86.2647564969,92.3999297396,334.976893503,358.800542434
330,6,7,2,7.69824e-06,0.0676,0.93239230176,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,156.721661526,168.085537848,60.109362052,64.4678875389,33.7810092014,36.2304677308,86.4357949956,92.7032482276,337.047827775,361.487141345
331,6,7,3,0,0.066,0.934,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,159.803646547,171.095981314,59.4403330046,63.6406134953,34.2043723645,36.6213836879,86.6058823231,92.7257840718,340.054234239,364.083762569
332,6,7,4,0,0.06,0.94,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,165.124101325,175.66393758,58.2344412022,61.9515331938,34.6991740535,36.9140149505,86.7750431096,92.3138756485,344.832759691,366.843361373
