record_type,path_id,path_group,stage,state_id,global_hour,origin_site,destination_site,flow_kg,ex_post_origin_target_kg,ex_post_destination_target_kg,proxy_origin_target_kg,proxy_destination_target_kg,ex_post_aligned_kg,information_proxy_aligned_kg,ex_post_non_aligned_kg,conservative_expost_nonaligned_but_information_aligned_kg,strict_flow_row_reversal,alignment_scope,group,path_count_with_HTT,flow_row_count,total_HTT_kg,ex_post_aligned_HTT_kg,ex_post_alignment_fraction,information_proxy_aligned_HTT_kg,information_proxy_alignment_fraction,strict_reversal_path_count,strict_reversal_flow_row_count,proxy_limit
FLOW,3,other,3,69,17,2,3,0.617513454709,0,0,1.89832022962,1.31193566991,0,0,0.617513454709,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,6,other,3,93,17,2,3,1.38627250897,0,0,1.39569970541,0.928304794574,0,0,1.38627250897,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,9,other,4,222,25,2,1,8.91869968598,0,0,33.3513433439,95.7194729988,0,0,8.91869968598,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,9,other,4,222,25,3,1,18.0477180273,0,0,19.3518908719,95.7194729988,0,0,18.0477180273,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,9,other,4,222,26,2,4,10.0273521717,0,0,33.3513433439,45.7830515806,0,0,10.0273521717,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,11,pure_location,4,197,25,2,1,26.060235319,60.2781032687,168.321498891,54.5067327575,132.519669844,16.43003467,22.2014051811,9.63020064899,5.77137051113,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,11,pure_location,4,197,25,2,4,2.73453065986,60.2781032687,132.558689603,54.5067327575,77.2731714563,2.73453065986,2.73453065986,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,11,pure_location,4,197,25,3,1,32.0987634627,34.3670729582,168.321498891,28.1772106093,132.519669844,0,6.07285718578,32.0987634627,6.07285718578,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,11,pure_location,5,214,33,3,2,6.48900991566,34.3670729582,60.2781032687,22.9469140891,48.6567954331,0,0,6.48900991566,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,11,pure_location,5,214,40,4,2,2.98765947656,132.558689603,60.2781032687,54.3445013045,48.6567954331,0,0,2.98765947656,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,2,124,9,3,1,38.3129099656,34.3670729582,168.321498891,17.1124359028,75.6395928269,3.94583700744,0,34.3670729582,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,2,124,14,2,1,49.5214496123,60.2781032687,168.321498891,31.5879774875,75.6395928269,19.0157489557,0,30.5057006566,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,2,124,16,3,1,8.41241787245,34.3670729582,168.321498891,17.1124359028,75.6395928269,0,0,8.41241787245,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,3,182,18,1,3,30.7298594253,168.321498891,34.3670729582,175.071745569,38.1563038041,29.0894813503,30.7298594253,1.64037807495,1.64037807495,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,3,182,24,1,2,31.4655948134,168.321498891,60.2781032687,175.071745569,82.8533665286,0,19.6710260283,31.4655948134,19.6710260283,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,16,pure_location,3,182,24,1,4,7.90774733231,168.321498891,132.558689603,175.071745569,106.015467993,7.90774733231,7.90774733231,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,17,other,3,93,17,2,3,1.38627250897,0,0,1.39569970541,0.928304794574,0,0,1.38627250897,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,18,other,5,78,35,2,3,1.22184412659,0,0,1.08012962388,0.821854656921,0,0,1.22184412659,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,19,positive_target_adequate,5,166,33,2,1,3.15772719632,47.7705448833,70.8777395635,11.8907958849,27.9766941233,0,0,3.15772719632,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,19,positive_target_adequate,5,166,33,3,1,9.04093648575,22.9113388566,70.8777395635,6.71895337245,27.9766941233,0,0,9.04093648575,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,22,other,5,133,33,2,4,17.6571387928,0,0,27.2650128823,40.4594292369,0,0,17.6571387928,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,22,other,5,133,33,3,4,7.14391994459,0,0,15.1733220937,40.4594292369,0,0,7.14391994459,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,22,other,6,126,41,2,1,18.1199753192,0,0,33.174885262,78.3554166453,0,0,18.1199753192,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,22,other,6,126,41,4,1,10.1415126457,0,0,48.2748598858,78.3554166453,0,0,10.1415126457,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,22,other,6,126,48,3,1,5.11927770512,0,0,19.0189053016,78.3554166453,0,0,5.11927770512,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,24,pure_location,3,204,17,3,1,17.2934397495,34.3670602262,184.298449791,27.9273092214,130.505689433,13.710062443,10.3232515489,3.58337730649,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,24,pure_location,3,204,18,4,1,12.640256903,85.6444457484,184.298449791,73.6389087724,130.505689433,0,0,12.640256903,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,24,pure_location,4,198,26,3,4,8.7737206367,34.3670602262,85.6444457484,29.4010943613,87.3789361494,3.05489402809,8.02085989302,5.71882660862,4.96596586494,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,24,pure_location,4,198,30,1,4,3.32257063708,184.298449791,85.6444457484,146.996039797,87.3789361494,0,0.471891569465,3.32257063708,0.471891569465,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,24,pure_location,4,198,31,2,4,51.2886248055,82.4559747849,85.6444457484,52.4474618184,87.3789361494,0,0,51.2886248055,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,3,124,24,2,3,3.47707757168,37.6405887247,31.0934028472,31.5879774875,17.1124359028,0,0,3.47707757168,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,4,189,25,3,4,33.6352365858,31.0934028472,76.4273318331,30.8908374857,86.0195413188,0.278750986844,9.87096047251,33.356485599,9.59220948567,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,4,189,32,2,4,6.48671967686,37.6405887247,76.4273318331,62.0393001786,86.0195413188,0,0,6.48671967686,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,5,270,35,4,1,14.8294775316,76.4273318331,201.698362762,75.2826316372,148.993247084,9.69197602166,0,5.13750150991,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,5,270,37,4,3,2.37666333377,76.4273318331,31.0934028472,75.2826316372,34.3934732923,0,0,2.37666333377,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,27,positive_target_adequate,5,270,40,2,3,3.56396972624,37.6405887247,31.0934028472,59.7972623599,34.3934732923,0,0,3.56396972624,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,2,156,11,3,1,40.7767589702,29.4574724764,169.268163717,12.5985693552,56.4543154405,11.3192864938,0,29.4574724764,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,2,156,12,3,1,1.54710161165,29.4574724764,169.268163717,12.5985693552,56.4543154405,0,0,1.54710161165,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,2,156,13,3,1,1.54710161165,29.4574724764,169.268163717,12.5985693552,56.4543154405,0,0,1.54710161165,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,2,156,16,3,1,2.15141660421,29.4574724764,169.268163717,12.5985693552,56.4543154405,0,0,2.15141660421,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,3,205,17,2,3,19.0337103347,50.7550168597,29.4574724764,49.429376576,25.5289582934,19.0337103347,19.0337103347,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,4,198,25,2,4,35.5998706248,50.7550168597,67.4600784407,52.4474618184,87.3789361494,0,2.60007544914,35.5998706248,2.60007544914,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,4,198,25,3,4,6.62224965561,29.4574724764,67.4600784407,29.4010943613,87.3789361494,0,2.60007544914,6.62224965561,2.60007544914,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,28,positive_target_adequate,4,198,30,1,4,9.71653716318,169.268163717,67.4600784407,146.996039797,87.3789361494,0,0,9.71653716318,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,3,213,17,2,1,15.4090988464,82.4559747849,184.298449791,43.966780069,109.344170618,2.94781532759,0,12.4612835188,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,3,213,17,3,1,9.449809199,34.3670602262,184.298449791,23.0912337808,109.344170618,9.449809199,0,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,3,213,17,4,1,12.0781128658,85.6444457484,184.298449791,58.7797321844,109.344170618,0,0,12.0781128658,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,4,182,25,3,2,14.0587992795,34.3670602262,82.4559747849,38.1563038041,82.8533665286,0,0,14.0587992795,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,4,182,25,3,4,3.93761754674,34.3670602262,85.6444457484,38.1563038041,106.015467993,3.93761754674,3.93761754674,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,29,positive_target_adequate,4,182,30,1,4,42.1639167564,184.298449791,85.6444457484,175.071745569,106.015467993,0,14.230635551,42.1639167564,14.230635551,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,30,other,5,78,33,2,3,3.68660743807,0,0,1.08012962388,0.821854656921,0,0,3.68660743807,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,30,other,5,78,33,2,4,3.23881596951,0,0,1.08012962388,2.21088938196,0,0,3.23881596951,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,31,other,4,86,32,2,3,4.94377830058,0,0,0.695844108908,0.670291948209,0,0,4.94377830058,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,33,other,5,62,35,2,3,4.01889665179,0,0,1.51904357652,1.22007911644,0,0,4.01889665179,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,34,other,5,78,40,2,4,4.42868915254,0,0,1.08012962388,2.21088938196,0,0,4.42868915254,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,37,other,5,78,35,2,3,1.22184412659,0,0,1.08012962388,0.821854656921,0,0,1.22184412659,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,38,other,3,85,17,2,3,1.03349081966,0,0,1.59362567105,1.07547910667,0,0,1.03349081966,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,39,other,5,62,33,2,4,4.29723883048,0,0,1.51904357652,2.47210419783,0,0,4.29723883048,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,39,other,5,62,36,2,3,1.00569879857,0,0,1.51904357652,1.22007911644,0,0,1.00569879857,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,42,positive_target_adequate,5,133,33,2,1,6.67832727074,47.7705448833,70.8777395635,27.2650128823,65.9443336107,0,0,6.67832727074,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,42,positive_target_adequate,5,133,33,3,1,2.1332936897,22.9113388566,70.8777395635,15.1733220937,65.9443336107,0,0,2.1332936897,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,43,other,3,69,17,2,3,0.617513454709,0,0,1.89832022962,1.31193566991,0,0,0.617513454709,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,45,other,4,148,25,2,1,4.41927287792,0,0,25.2985016707,61.588969745,0,0.975353796985,4.41927287792,0.975353796985,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,45,other,4,148,25,2,4,15.3003150907,0,0,25.2985016707,35.7925943886,0,4.04048060299,15.3003150907,4.04048060299,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,45,other,4,148,32,3,1,18.5235918893,0,0,13.8100835105,61.588969745,0,0,18.5235918893,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,53,other,5,86,33,2,3,1.55378501749,0,0,0.695844108908,0.670291948209,0,0,1.55378501749,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,54,other,4,86,32,2,3,5.89373750838,0,0,0.695844108908,0.670291948209,0,0,5.89373750838,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,55,mixed,4,133,25,2,4,8.19510918641,50.7550168597,67.4600784407,27.2650128823,40.4594292369,0,5.26084839062,8.19510918641,5.26084839062,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,55,mixed,4,133,25,3,1,3.6123848431,29.4574724764,169.268163717,15.1733220937,65.9443336107,0,3.6123848431,3.6123848431,3.6123848431,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,57,other,3,94,17,2,3,4.26922864853,0,0,0.886396808726,0.655987744471,0,0,4.26922864853,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,59,other,4,86,32,2,3,5.89373750838,0,0,0.695844108908,0.670291948209,0,0,5.89373750838,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,3,132,17,2,4,8.64506768199,72.5527245908,116.193766196,30.2027822469,43.2157300951,0,4.3977376375,8.64506768199,4.3977376375,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,3,132,17,3,1,28.3950072825,44.1862627463,222.566581025,16.3153753845,72.1746169294,0,3.81926096778,28.3950072825,3.81926096778,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,3,132,22,3,1,0.452757252648,44.1862627463,222.566581025,16.3153753845,72.1746169294,0,0,0.452757252648,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,3,132,23,3,1,0.920527857008,44.1862627463,222.566581025,16.3153753845,72.1746169294,0,0,0.920527857008,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,3,132,24,3,1,1.79578761738,44.1862627463,222.566581025,16.3153753845,72.1746169294,0,0,1.79578761738,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,4,205,25,2,1,19.5772949376,72.5527245908,222.566581025,49.429376576,119.647648287,0,0,19.5772949376,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,4,205,25,2,3,0.861110558,72.5527245908,44.1862627463,49.429376576,25.5289582934,0,0.861110558,0.861110558,0.861110558,True,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,4,205,25,4,1,6.09823902358,116.193766196,222.566581025,67.2771088655,119.647648287,0,0,6.09823902358,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,61,mixed,5,222,37,3,2,4.22219729267,44.1862627463,72.5527245908,19.3518908719,33.3513433439,0,0,4.22219729267,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,66,other,5,86,33,2,3,1.9704904107,0,0,0.695844108908,0.670291948209,0,0,1.9704904107,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,70,other,3,93,17,2,3,1.38627250897,0,0,1.39569970541,0.928304794574,0,0,1.38627250897,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,72,other,5,62,36,2,3,6.60102865899,0,0,1.51904357652,1.22007911644,0,0,6.60102865899,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,3,116,24,2,4,3.56857964131,0,0,32.0689619442,46.6097665861,0,0,3.56857964131,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,3,116,24,3,1,3.91337767682,0,0,17.4308266843,76.9642844255,0,0,3.91337767682,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,4,133,25,2,1,20.6960797354,0,0,27.2650128823,65.9443336107,0,0,20.6960797354,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,4,133,25,3,1,13.9068444008,0,0,15.1733220937,65.9443336107,0,0,13.9068444008,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,5,118,38,3,4,11.2609816723,0,0,20.8076959053,48.5538643128,0,0,11.2609816723,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,5,118,39,2,4,1.6487600479,0,0,35.2737188203,48.5538643128,0,0,1.6487600479,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,73,other,5,118,39,3,1,1.76799418929,0,0,20.8076959053,83.412038587,0,0,1.76799418929,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,3,156,17,3,2,0.237286461309,30.3656051663,39.2766550497,12.5985693552,22.9592640034,0,0,0.237286461309,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,4,221,25,2,1,8.09998857504,39.2766550497,181.110531726,37.7043319517,100.998207276,8.09998857504,0,0,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,4,221,27,3,1,30.4557083111,30.3656051663,181.110531726,21.0605005573,100.998207276,13.8778682994,0,16.5778400117,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,5,262,33,1,4,13.580067598,181.110531726,81.8263641708,162.693298494,89.8269765205,0,0,13.580067598,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,5,262,33,2,4,14.5776281174,39.2766550497,81.8263641708,68.0043089923,89.8269765205,0,0,14.5776281174,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,77,positive_target_adequate,5,262,35,2,3,8.18180868536,39.2766550497,30.3656051663,68.0043089923,36.9443240209,0,0,8.18180868536,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,78,other,5,78,33,2,3,3.68660743807,0,0,1.08012962388,0.821854656921,0,0,3.68660743807,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,78,other,5,78,33,2,4,3.25856085885,0,0,1.08012962388,2.21088938196,0,0,3.25856085885,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,81,other,3,94,24,2,3,4.26922864853,0,0,0.886396808726,0.655987744471,0,0,4.26922864853,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,83,other,3,61,17,2,3,1.9233560133,0,0,1.93023779398,1.35175675434,0,0,1.9233560133,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,84,other,5,61,33,2,3,1.11263767249,0,0,1.93023779398,1.35175675434,0,0,1.11263767249,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
FLOW,84,other,6,86,48,2,3,5.53002963553,0,0,0.695844108908,0.670291948209,0,0,5.53002963553,0,False,FINAL_TARGET_EX_POST_VS_UNCONDITIONAL_EXPECTED_TERMINAL_TARGET_PROXY,,,,,,,,,,,
