cut_id,T1,T2,T3,T4,nominal_risk,extreme_risk,nominal_g1,nominal_g2,nominal_g3,nominal_g4,extreme_g1,extreme_g2,extreme_g3,extreme_g4,active_path_ids,active_replica_rows,case_id,eta,design,risk_type,top_k,kappa,beta_ext
26,295.991753549705,137.335963071924,93.3274025188581,150,10091.687788945,899141.407567379,-2.77887157272268,-2.9295116505013,-2.01084814023571,-5.62162754834976,0,0,0,0,617,95,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
27,296.198919737044,137.578166603982,93.1561518102951,150,10091.0390376823,899141.407567379,-1.99059988525029,-2.01333942787586,-2.01132081672466,-4.70549942492422,0,0,0,0,617,95,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
28,294.453689445502,138.894732873138,92.9367607990763,150,10092.391578573,899141.407567379,-2.91166989555018,-2.80043797034492,-2.14224533536521,-5.62480308644372,0,0,0,0,617,95,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
29,294.524022732419,138.929919667895,92.9019116176618,150,10092.1881045083,899141.407567379,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617,95,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
30,294.602701903989,138.819276657501,93.0135631784209,150,10092.0067204118,899141.407567379,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617,95,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,899141.407567379,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599,11,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
3,150,100,50,75,27550.3497419371,899141.407567379,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
4,300,200,100,150,10015.9395484092,899141.407567379,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607,49,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
6,234.375714187288,0,65.1171286359157,150,19449.4883478276,954207.488048253,-80.946803346402,-167.607556857194,-82.1928220793428,-71.9845194491366,0,-2000,0,0,617,94,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
7,291.145829346971,52.2570917074139,12.8600369285018,150,14484.2543490418,910520.638796344,-48.2363739649642,-68.3894246510652,-122.372552300186,-52.4230143560097,0,0,-2000,0,610,63,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
8,300,27.533040240437,57.0620435261508,150,12960.509042309,899165.04896316,-34.040562235088,-62.7803942710941,-43.6171336537091,-39.0508867945745,0,-1996.46989864625,0,0,617,94,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
9,300,96.7044700758435,18.847769608151,150,11536.4491315361,899141.407567379,-23.543529309559,-30.8115248852649,-42.6913694890514,-27.431345326631,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
10,300,55.8234334928732,78.4394964819967,150,11055.584500739,899141.407567379,-19.8676066182483,-28.4764283201485,-21.7897220262165,-23.2170010262456,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
11,300,120.103635915473,32.8124134862221,150,10554.598005809,899141.407567379,-13.8216490816554,-17.5916568106763,-20.2167736501826,-16.8816022329263,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
12,300,81.9472484685745,83.698338154282,150,10437.9191068541,899141.407567379,-5.53406652755744,-9.6688096726522,-5.79107626428237,-8.06053005208533,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
13,300,136.048898548444,37.2898121380234,150,10358.4728035682,899141.407567379,-2.91507487423395,-4.79443479441554,-8.14213049722836,-5.53327880334226,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
14,300,117.600857977309,73.4328641086043,150,10225.4202965569,899141.407567379,-3.95587350371352,-5.64192147258011,-4.87440951388117,-6.55689321727706,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
15,300,147.881399900838,59.0134398521978,150,10168.3736891864,899141.407567379,-2.25971554421328,-2.80949197561533,-4.64323215317133,-4.72175393528542,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
16,300,130.782993043898,80.30608887482,150,10134.8915190514,899141.407567379,-3.29958566057589,-3.99736864432717,-3.49175110914571,-5.75942602485789,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
17,300,141.561610874494,76.3607031003425,150,10116.9065966513,899141.407567379,-1.73389997366816,-1.89437528489432,-2.85496022948952,-4.58356161122539,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
18,300,132.726184741976,87.755277559737,150,10106.4124415513,899141.407567379,-2.64650679436829,-3.07574647395506,-2.16220369666814,-5.62330991494421,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
19,300,136.893253005369,87.2118910891514,150,10098.0232099008,899141.407567379,-1.86079110312966,-2.01968265271663,-2.28981402256959,-4.83648276930944,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
20,300,134.674056366607,94.3358314370278,150,10087.6626060644,899141.407567379,-1.85810705224607,-2.14700840424265,-1.88480374838635,-4.70383576646273,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
21,295.452385168726,137.739049515212,91.7004337787203,150,10095.509193575,899141.407567379,-2.91095070846062,-2.80383280236019,-2.27831717662057,-5.62502114811847,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
22,296.235087450503,137.979870024873,91.7709550505132,150,10093.0738300558,899141.407567379,-1.98981196337996,-2.01535794226832,-2.14728988474482,-4.70520355409523,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
23,295.930646656537,137.093152788632,94.0655300480344,150,10091.1133614172,899141.407567379,-2.77923423457744,-2.93062297610199,-1.88265058182584,-5.49354042108024,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
24,296.385041853492,137.290932915466,93.9367299733465,150,10089.7140040341,899141.407567379,-1.98971475841878,-2.14121449885065,-1.8825876779961,-4.70474786991193,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
25,295.472601345533,137.949363603977,93.4921162276533,150,10091.0622372589,899141.407567379,-2.77995710585922,-2.80142957426486,-2.01082267605746,-5.49379659154538,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
26,295.605448834099,137.950165619127,93.4924487727847,150,10090.7953528507,899141.407567379,-1.99168541838683,-2.01315788679247,-2.01082267605746,-4.705524904073,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
27,294.365421158405,139.151289549237,92.6841442263474,150,10092.5529569562,899141.407567379,-2.12339820807779,-2.01202660280997,-2.2756660584175,-4.83666194944948,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
28,294.503524660491,138.918453901001,92.9186249439981,150,10092.2188970616,899141.407567379,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
29,294.595216971012,138.826761590479,93.0110683180344,150,10092.0115889077,899141.407567379,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617,95,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,899141.407567379,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599,11,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
3,150,100,50,75,27550.3497419371,899141.407567379,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
4,300,200,100,150,10015.9395484092,899141.407567379,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607,49,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
6,234.375714187288,0,65.1171286359157,150,19449.4883478276,954207.488048253,-80.946803346402,-167.607556857194,-82.1928220793428,-71.9845194491366,0,-2000,0,0,617,94,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
7,291.145829346971,52.2570917074139,12.8600369285018,150,14484.2543490418,910520.638796344,-48.2363739649642,-68.3894246510652,-122.372552300186,-52.4230143560097,0,0,-2000,0,610,63,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
8,300,27.533040240437,57.0620435261508,150,12960.509042309,899165.04896316,-34.040562235088,-62.7803942710941,-43.6171336537091,-39.0508867945745,0,-1996.46989864625,0,0,617,94,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
9,300,96.7044700758435,18.847769608151,150,11536.4491315361,899141.407567379,-23.543529309559,-30.8115248852649,-42.6913694890514,-27.431345326631,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
10,300,55.8234334928732,78.4394964819967,150,11055.584500739,899141.407567379,-19.8676066182483,-28.4764283201485,-21.7897220262165,-23.2170010262456,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
11,300,120.103635915473,32.8124134862221,150,10554.598005809,899141.407567379,-13.8216490816554,-17.5916568106763,-20.2167736501826,-16.8816022329263,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
12,300,81.9472484685745,83.698338154282,150,10437.9191068541,899141.407567379,-5.53406652755744,-9.6688096726522,-5.79107626428237,-8.06053005208533,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
13,300,136.048898548444,37.2898121380234,150,10358.4728035682,899141.407567379,-2.91507487423395,-4.79443479441554,-8.14213049722836,-5.53327880334226,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
14,300,117.600857977309,73.4328641086043,150,10225.4202965569,899141.407567379,-3.95587350371352,-5.64192147258011,-4.87440951388117,-6.55689321727706,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
15,300,147.881399900838,59.0134398521978,150,10168.3736891864,899141.407567379,-2.25971554421328,-2.80949197561533,-4.64323215317133,-4.72175393528542,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
16,300,130.782993043898,80.30608887482,150,10134.8915190514,899141.407567379,-3.29958566057589,-3.99736864432717,-3.49175110914571,-5.75942602485789,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
17,300,141.561610874494,76.3607031003425,150,10116.9065966513,899141.407567379,-1.73389997366816,-1.89437528489432,-2.85496022948952,-4.58356161122539,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
18,300,132.726184741976,87.755277559737,150,10106.4124415513,899141.407567379,-2.64650679436829,-3.07574647395506,-2.16220369666814,-5.62330991494421,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
19,300,136.893253005369,87.2118910891514,150,10098.0232099008,899141.407567379,-1.86079110312966,-2.01968265271663,-2.28981402256959,-4.83648276930944,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
20,300,134.674056366607,94.3358314370278,150,10087.6626060644,899141.407567379,-1.85810705224607,-2.14700840424265,-1.88480374838635,-4.70383576646273,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
21,295.452385168726,137.739049515212,91.7004337787203,150,10095.509193575,899141.407567379,-2.91095070846062,-2.80383280236019,-2.27831717662057,-5.62502114811847,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
22,296.235087450503,137.979870024873,91.7709550505132,150,10093.0738300558,899141.407567379,-1.98981196337996,-2.01535794226832,-2.14728988474482,-4.70520355409523,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
23,295.930646656537,137.093152788632,94.0655300480344,150,10091.1133614172,899141.407567379,-2.77923423457744,-2.93062297610199,-1.88265058182584,-5.49354042108024,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
24,296.385041853492,137.290932915466,93.9367299733465,150,10089.7140040341,899141.407567379,-1.98971475841878,-2.14121449885065,-1.8825876779961,-4.70474786991193,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
25,295.472601345533,137.949363603977,93.4921162276533,150,10091.0622372589,899141.407567379,-2.77995710585922,-2.80142957426486,-2.01082267605746,-5.49379659154538,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
26,295.605448834099,137.950165619127,93.4924487727847,150,10090.7953528507,899141.407567379,-1.99168541838683,-2.01315788679247,-2.01082267605746,-4.705524904073,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
27,294.365421158405,139.151289549237,92.6841442263474,150,10092.5529569562,899141.407567379,-2.12339820807779,-2.01202660280997,-2.2756660584175,-4.83666194944948,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
28,294.503524660491,138.918453901001,92.9186249439981,150,10092.2188970616,899141.407567379,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
29,294.595216971012,138.826761590479,93.0110683180344,150,10092.0115889077,899141.407567379,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617,95,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,879011.626917991,NaN,NaN,NaN,NaN,0,0,0,0,617;605,95;42,6,0,R2_TOPK_5PCT,R2_TOPK,2,0,0
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,879011.626917991,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600,11;17,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
3,150,100,50,75,27550.3497419371,879011.626917991,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
4,300,200,100,150,10015.9395484092,879011.626917991,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609,49;59,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
6,300,0,45.7436352645927,150,16679.5944633593,946196.904813924,-52.0105652468841,-148.63138308936,-69.7498268127918,-56.42251022494,0,-2000,-993.05254245069,0,617;609,94;59,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
7,300,62.2974891664908,3.42582162180013,150,15032.3738820968,929052.225045234,-43.8751873351112,-62.1743452252203,-224.027019404099,-48.1887512930862,0,0,-2000,0,610;600,63;20,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
8,300,51.1930619843586,27.411384752471,150,13034.2176652955,890298.86951247,-38.7748331583105,-56.0458771224353,-54.2731601159844,-43.6767815217688,0,0,-997.513607049178,0,617;610,95;63,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
9,300,89.6955700318754,38.7267618207284,150,11084.6354604834,879030.718195596,-19.2175534103336,-25.7588984986654,-25.8180561354919,-22.5600322530182,0,0,-993.207210913162,0,617;610,95;63,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
10,300,123.93245511921,38.7459836682906,150,10419.9693151492,879011.626917991,-4.09819063938034,-7.39587615833496,-9.52907617854031,-6.75094915427482,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
11,300,78.0904583041894,100,150,10393.3396083909,879011.626917991,-5.5280441172619,-9.48200955570354,-4.45949275253495,-7.88890705998972,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
12,300,115.908451839679,72.5560546525659,150,10239.4924813034,879011.626917991,-4.21779063617256,-6.04726467808247,-5.01903109465362,-6.81941589352294,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
13,300,158.70795685657,41.4971018427475,150,10239.8242822024,879011.626917991,-2.39235339601895,-2.82110376033531,-6.66064879856314,-4.73306011301223,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
14,300,139.526229394167,66.7054961812079,150,10158.4449330046,879011.626917991,-2.25791935077436,-2.9523828406829,-4.20870735127333,-4.71931825468821,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
15,300,123.559805320968,87.6883776761712,150,10139.816189978,879011.626917991,-3.29788251707971,-4.27363213419659,-3.08120895343992,-5.75838125598795,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
16,300,135.599602173312,81.8032296006656,150,10113.7660370912,879011.626917991,-1.98933689952706,-2.28544291057392,-2.70249411553549,-4.96728732630725,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
17,300,129.878179435144,92.6428686454791,150,10104.6352756197,879011.626917991,-2.64684214129431,-3.08036519923379,-2.15249784096999,-5.62309709516877,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
18,300,136.299270588155,89.0373064936061,150,10095.2844602975,879011.626917991,-1.85822193156719,-2.1479093839962,-2.1555974728969,-4.83384830776494,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
19,288.581353465631,143.083000712715,85.1913137627664,150,10115.4536377708,879011.626917991,-2.92404924445244,-2.79505200005268,-2.2942183358518,-5.62667775038082,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
20,292.040200560353,145.793579367446,83.6804212045904,150,10105.1744454239,879011.626917991,-1.99775976299025,-1.74550692442624,-2.29757824251655,-4.70931567952934,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
21,294.934083662739,139.503982681316,90.7925281527601,150,10094.9422240787,879011.626917991,-2.12340269847936,-2.01193122067658,-2.27792415406143,-4.83724844333692,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
22,295.991897518409,137.204918660492,93.392247977855,150,10091.9408906338,879011.626917991,-2.77887157272268,-2.9295116505013,-2.01084814023571,-5.62162754834976,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
23,296.265778737656,137.532207276611,93.1623396160822,150,10090.9860707096,879011.626917991,-1.98979855693996,-2.01333942787586,-2.01132081672466,-4.7050287570617,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
24,294.389668632872,138.851708358907,92.9739263268841,150,10092.6188558506,879011.626917991,-2.91166989555018,-2.80043797034492,-2.14224533536521,-5.62480308644372,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
25,294.530968978124,138.923247765153,92.903493716373,150,10092.1833905967,879011.626917991,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
26,294.609967030464,138.812011531022,93.0159847734284,150,10092.0019948867,879011.626917991,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617;605,95;42,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,879011.626917991,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600,11;17,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
3,150,100,50,75,27550.3497419371,879011.626917991,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
4,300,200,100,150,10015.9395484092,879011.626917991,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609,49;59,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
6,300,0,45.7436352645927,150,16679.5944633593,946196.904813924,-52.0105652468841,-148.63138308936,-69.7498268127918,-56.42251022494,0,-2000,-993.05254245069,0,617;609,94;59,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
7,300,62.2974891664908,3.42582162180013,150,15032.3738820968,929052.225045234,-43.8751873351112,-62.1743452252203,-224.027019404099,-48.1887512930862,0,0,-2000,0,610;600,63;20,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
8,300,51.1930619843586,27.411384752471,150,13034.2176652955,890298.86951247,-38.7748331583105,-56.0458771224353,-54.2731601159844,-43.6767815217688,0,0,-997.513607049178,0,617;610,95;63,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
9,300,89.6955700318754,38.7267618207284,150,11084.6354604834,879030.718195596,-19.2175534103336,-25.7588984986654,-25.8180561354919,-22.5600322530182,0,0,-993.207210913162,0,617;610,95;63,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
10,300,123.93245511921,38.7459836682906,150,10419.9693151492,879011.626917991,-4.09819063938034,-7.39587615833496,-9.52907617854031,-6.75094915427482,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
11,300,78.0904583041894,100,150,10393.3396083909,879011.626917991,-5.5280441172619,-9.48200955570354,-4.45949275253495,-7.88890705998972,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
12,300,115.908451839679,72.5560546525659,150,10239.4924813034,879011.626917991,-4.21779063617256,-6.04726467808247,-5.01903109465362,-6.81941589352294,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
13,300,158.70795685657,41.4971018427475,150,10239.8242822024,879011.626917991,-2.39235339601895,-2.82110376033531,-6.66064879856314,-4.73306011301223,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
14,300,139.526229394167,66.7054961812079,150,10158.4449330046,879011.626917991,-2.25791935077436,-2.9523828406829,-4.20870735127333,-4.71931825468821,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
15,300,123.559805320968,87.6883776761712,150,10139.816189978,879011.626917991,-3.29788251707971,-4.27363213419659,-3.08120895343992,-5.75838125598795,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
16,300,135.599602173312,81.8032296006656,150,10113.7660370912,879011.626917991,-1.98933689952706,-2.28544291057392,-2.70249411553549,-4.96728732630725,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
17,300,129.878179435144,92.6428686454791,150,10104.6352756197,879011.626917991,-2.64684214129431,-3.08036519923379,-2.15249784096999,-5.62309709516877,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
18,300,136.299270588155,89.0373064936061,150,10095.2844602975,879011.626917991,-1.85822193156719,-2.1479093839962,-2.1555974728969,-4.83384830776494,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
19,288.581353465631,143.083000712715,85.1913137627664,150,10115.4536377708,879011.626917991,-2.92404924445244,-2.79505200005268,-2.2942183358518,-5.62667775038082,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
20,292.040200560353,145.793579367446,83.6804212045904,150,10105.1744454239,879011.626917991,-1.99775976299025,-1.74550692442624,-2.29757824251655,-4.70931567952934,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
21,294.934083662739,139.503982681316,90.7925281527601,150,10094.9422240787,879011.626917991,-2.12340269847936,-2.01193122067658,-2.27792415406143,-4.83724844333692,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
22,295.991897518409,137.204918660492,93.392247977855,150,10091.9408906338,879011.626917991,-2.77887157272268,-2.9295116505013,-2.01084814023571,-5.62162754834976,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
