cut_id,T1,T2,T3,T4,nominal_risk,extreme_risk,nominal_g1,nominal_g2,nominal_g3,nominal_g4,extreme_g1,extreme_g2,extreme_g3,extreme_g4,active_path_ids,active_replica_rows,case_id,eta,design,risk_type,top_k,kappa,beta_ext
23,296.265778737656,137.532207276611,93.1623396160822,150,10090.9860707096,879011.626917991,-1.98979855693996,-2.01333942787586,-2.01132081672466,-4.7050287570617,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
24,294.389668632872,138.851708358907,92.9739263268841,150,10092.6188558506,879011.626917991,-2.91166989555018,-2.80043797034492,-2.14224533536521,-5.62480308644372,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
25,294.530968978124,138.923247765153,92.903493716373,150,10092.1833905967,879011.626917991,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
26,294.609967030464,138.812011531022,93.0159847734284,150,10092.0019948867,879011.626917991,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617;605,95;42,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,879011.626917991,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600,11;17,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
3,150,100,50,75,27550.3497419371,879011.626917991,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
4,300,200,100,150,10015.9395484092,879011.626917991,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609,49;59,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
6,222.567888541868,20.5136164565082,54.6684025041017,150,18207.385739051,901301.5475756,-82.7105518905844,-116.98156426069,-84.714975391256,-72.0123983968913,0,-1997.15622376111,0,0,617;609,94;59,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
7,296.080624082505,75.18201896061,0,150,15197.1829556859,935903.868288834,-40.6148178060227,-56.1347382076194,-219.726877535926,-45.2205941772364,0,0,-2000,0,610;600,63;20,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
8,300,51.955557323622,28.4461206854218,150,12935.6424498685,889266.719617498,-38.6401313190831,-55.6939840759665,-53.8863561667608,-43.6575530199401,0,0,-997.49236781779,0,617;610,95;63,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
9,300,90.0211464763565,38.7269940337985,150,11076.2743971668,879030.487559901,-19.0887460064894,-25.61839400143,-25.6811735031418,-22.4301009459248,0,0,-993.207210913162,0,617;610,95;63,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
10,300,124.133505608723,38.7459836682906,150,10418.4843883742,879011.626917991,-3.9680924408781,-7.26386491764237,-9.3985279283602,-6.75089017184726,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
11,300,78.4387603054451,100,150,10390.0792685617,879011.626917991,-5.52762343066089,-9.21740436519038,-4.45458306585929,-7.88780920378153,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
12,300,117.475272851175,71.8620165086075,150,10233.7988211605,879011.626917991,-3.95603379246164,-5.64841146258892,-4.88745770072329,-6.55884822413122,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
13,300,164.193028163467,38.7459836682906,150,10243.2615881172,879011.626917991,-2.26344507708198,-2.68115686252557,-6.67759716338425,-4.73475243422089,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
14,300,142.715131172625,65.4256218733951,150,10154.5171890762,879011.626917991,-2.25754224572908,-2.94328536822435,-4.35312363593421,-4.71776099919759,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
15,300,127.124773594164,84.7918149349827,150,10134.3838429362,879011.626917991,-3.29968606468027,-4.00759096170052,-3.21840433969256,-5.75922872105783,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
16,300,138.66547413825,79.5038259613387,150,10113.4488410357,879011.626917991,-1.7336668960567,-1.89817064789937,-2.84149427557776,-4.58327595528683,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
17,300,133.243892961274,87.8343937436555,150,10104.6491990552,879011.626917991,-2.64650679436829,-3.07512999021549,-2.16102921038302,-5.62297382679245,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
18,300,136.853025096136,87.3454183896561,150,10097.7987151694,879011.626917991,-1.86079110312966,-2.01968265271663,-2.28961957176925,-4.83634315859608,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
19,300,134.680876665954,94.33496465605,150,10087.6495965364,879011.626917991,-1.85810705224607,-2.14700840424265,-1.88480374838635,-4.70383576646273,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
20,295.459257614098,137.740510889986,91.7029653105937,150,10095.4793231422,879011.626917991,-2.91095070846062,-2.80383280236019,-2.27831717662057,-5.62502114811847,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
21,296.234832749186,137.979128179296,91.7728747383561,150,10093.0717098216,879011.626917991,-1.98981196337996,-2.01535794226832,-2.14728988474482,-4.70520355409523,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
22,295.930646656543,137.093152788623,94.0655300480404,150,10091.1133614172,879011.626917991,-2.77923423457744,-2.93062297610199,-1.88265058182584,-5.49354042108024,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
23,296.385041853502,137.290932915459,93.9367299733515,150,10089.714004034,879011.626917991,-1.98971475841878,-2.14121449885065,-1.8825876779961,-4.70474786991193,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
24,295.472601345524,137.949363603983,93.4921162276492,150,10091.0622372589,879011.626917991,-2.77995710585922,-2.80142957426486,-2.01082267605746,-5.49379659154538,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
25,295.605448834092,137.950165619133,93.4924487727807,150,10090.7953528507,879011.626917991,-1.99168541838683,-2.01315788679247,-2.01082267605746,-4.705524904073,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
26,294.365421158421,139.151289549216,92.6841442263613,150,10092.5529569561,879011.626917991,-2.12339820807779,-2.01202660280997,-2.2756660584175,-4.83666194944948,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
27,294.503524660501,138.918453900993,92.9186249439996,150,10092.2188970616,879011.626917991,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
28,294.595216971031,138.826761590463,93.0110683180436,150,10092.0115889077,879011.626917991,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617;605,95;42,9,0,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000130201663394346
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,879011.626917991,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600,11;17,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
3,150,100,50,75,27550.3497419371,879011.626917991,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
4,300,200,100,150,10015.9395484092,879011.626917991,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609,49;59,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
6,222.567888541868,20.5136164565082,54.6684025041017,150,18207.385739051,901301.5475756,-82.7105518905844,-116.98156426069,-84.714975391256,-72.0123983968913,0,-1997.15622376111,0,0,617;609,94;59,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
7,296.080624082505,75.18201896061,0,150,15197.1829556859,935903.868288834,-40.6148178060227,-56.1347382076194,-219.726877535926,-45.2205941772364,0,0,-2000,0,610;600,63;20,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
8,300,51.955557323622,28.4461206854218,150,12935.6424498685,889266.719617498,-38.6401313190831,-55.6939840759665,-53.8863561667608,-43.6575530199401,0,0,-997.49236781779,0,617;610,95;63,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
9,300,90.0211464763565,38.7269940337985,150,11076.2743971668,879030.487559901,-19.0887460064894,-25.61839400143,-25.6811735031418,-22.4301009459248,0,0,-993.207210913162,0,617;610,95;63,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
10,300,124.133505608723,38.7459836682906,150,10418.4843883742,879011.626917991,-3.9680924408781,-7.26386491764237,-9.3985279283602,-6.75089017184726,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
11,300,78.4387603054451,100,150,10390.0792685617,879011.626917991,-5.52762343066089,-9.21740436519038,-4.45458306585929,-7.88780920378153,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
12,300,117.475272851175,71.8620165086075,150,10233.7988211605,879011.626917991,-3.95603379246164,-5.64841146258892,-4.88745770072329,-6.55884822413122,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
13,300,164.193028163467,38.7459836682906,150,10243.2615881172,879011.626917991,-2.26344507708198,-2.68115686252557,-6.67759716338425,-4.73475243422089,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
14,300,142.715131172625,65.4256218733951,150,10154.5171890762,879011.626917991,-2.25754224572908,-2.94328536822435,-4.35312363593421,-4.71776099919759,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
15,300,127.124773594164,84.7918149349827,150,10134.3838429362,879011.626917991,-3.29968606468027,-4.00759096170052,-3.21840433969256,-5.75922872105783,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
16,300,138.66547413825,79.5038259613387,150,10113.4488410357,879011.626917991,-1.7336668960567,-1.89817064789937,-2.84149427557776,-4.58327595528683,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
17,300,133.243892961274,87.8343937436555,150,10104.6491990552,879011.626917991,-2.64650679436829,-3.07512999021549,-2.16102921038302,-5.62297382679245,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
18,300,136.853025096136,87.3454183896561,150,10097.7987151694,879011.626917991,-1.86079110312966,-2.01968265271663,-2.28961957176925,-4.83634315859608,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
19,300,134.680876665954,94.33496465605,150,10087.6495965364,879011.626917991,-1.85810705224607,-2.14700840424265,-1.88480374838635,-4.70383576646273,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
20,295.459257614098,137.740510889986,91.7029653105937,150,10095.4793231422,879011.626917991,-2.91095070846062,-2.80383280236019,-2.27831717662057,-5.62502114811847,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
21,296.234832749186,137.979128179296,91.7728747383561,150,10093.0717098216,879011.626917991,-1.98981196337996,-2.01535794226832,-2.14728988474482,-4.70520355409523,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
22,295.930646656543,137.093152788623,94.0655300480404,150,10091.1133614172,879011.626917991,-2.77923423457744,-2.93062297610199,-1.88265058182584,-5.49354042108024,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
23,296.385041853502,137.290932915459,93.9367299733515,150,10089.714004034,879011.626917991,-1.98971475841878,-2.14121449885065,-1.8825876779961,-4.70474786991193,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
24,295.472601345524,137.949363603983,93.4921162276492,150,10091.0622372589,879011.626917991,-2.77995710585922,-2.80142957426486,-2.01082267605746,-5.49379659154538,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
25,295.605448834092,137.950165619133,93.4924487727807,150,10090.7953528507,879011.626917991,-1.99168541838683,-2.01315788679247,-2.01082267605746,-4.705524904073,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
26,294.365421158421,139.151289549216,92.6841442263613,150,10092.5529569561,879011.626917991,-2.12339820807779,-2.01202660280997,-2.2756660584175,-4.83666194944948,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
27,294.503524660501,138.918453900993,92.9186249439996,150,10092.2188970616,879011.626917991,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
28,294.595216971031,138.826761590463,93.0110683180436,150,10092.0115889077,879011.626917991,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617;605,95;42,10,0,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.00065100831697173
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,872171.138280415,NaN,NaN,NaN,NaN,0,0,0,0,617;605;609,95;42;60,11,0,R2_TOPK_10PCT,R2_TOPK,3,0,0
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,872171.138280415,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600;601,11;17;21,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
3,150,100,50,75,27550.3497419371,872171.138280415,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
4,300,200,100,150,10015.9395484092,872171.138280415,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609;610,49;59;63,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
6,300,0,45.7436352645927,150,16679.5944633593,943503.463947873,-52.0105652468841,-148.63138308936,-69.7498268127918,-56.42251022494,0,-2000,-1324.15900942164,0,617;609;610,94;59;63,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
7,300,62.2974891664908,3.42582162180013,150,15032.3738820968,926617.235205971,-43.8751873351112,-62.1743452252203,-224.027019404099,-48.1887512930862,0,0,-2000,0,610;600;617,63;20;95,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
8,300,51.1930619843586,27.411384752471,150,13034.2176652955,887129.768648591,-38.7748331583105,-56.0458771224353,-54.2731601159844,-43.6767815217688,0,0,-1329.98332863751,0,617;610;600,95;63;20,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
9,300,89.7614918588123,38.65861623732,150,11084.6968173357,872359.549343153,-19.2175534103336,-25.7568605859426,-25.8180561354919,-22.5595359836055,0,0,-662.138140608774,0,617;610;605,95;63;42,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
10,300,123.737665492577,38.9431657160208,150,10419.5313064471,872172.911373713,-4.09739098630537,-7.39685927410524,-9.52787425382608,-6.7504109059501,0,0,-0.165738122999596,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
11,300,78.1114576549592,100,150,10393.1404993149,872171.138280415,-5.5280441172619,-9.47946411281314,-4.45694730964455,-7.88890705998972,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
12,300,115.910101552979,72.561080739431,150,10239.4572789641,872171.138280415,-4.21779063617256,-6.04726467808247,-5.01903109465362,-6.81941589352294,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
13,300,158.714730670571,41.4881997782775,150,10239.8644660953,872172.489564545,-2.39235339601895,-2.82110376033531,-6.66064879856314,-4.73306011301223,0,0,-0.165738122999596,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
14,300,139.526229394165,66.7054961812094,150,10158.4449330046,872171.138280415,-2.25791935077436,-2.9523828406829,-4.20870735127333,-4.71931825468821,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
15,300,123.559805320968,87.6883776761707,150,10139.816189978,872171.138280415,-3.29788251707971,-4.27363213419659,-3.08120895343992,-5.75838125598795,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
16,300,135.599602173313,81.8032296006646,150,10113.7660370912,872171.138280415,-1.98933689952706,-2.28544291057392,-2.70249411553549,-4.96728732630725,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
17,300,129.878179435142,92.6428686454818,150,10104.6352756197,872171.138280415,-2.64684214129431,-3.08036519923379,-2.15249784096999,-5.62309709516877,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
18,300,136.299270588154,89.0373064936084,150,10095.2844602975,872171.138280415,-1.85822193156719,-2.1479093839962,-2.1555974728969,-4.83384830776494,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
19,288.581353465634,143.083000712713,85.1913137627697,150,10115.4536377708,872171.138280415,-2.92404924445244,-2.79505200005268,-2.2942183358518,-5.62667775038082,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
20,292.040200560354,145.793579367443,83.6804212045942,150,10105.1744454239,872171.138280415,-1.99775976299025,-1.74550692442624,-2.29757824251655,-4.70931567952934,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
21,294.934083662739,139.503982681316,90.7925281527601,150,10094.9422240787,872171.138280415,-2.12340269847936,-2.01193122067658,-2.27792415406143,-4.83724844333692,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
22,295.991897518409,137.204918660492,93.392247977855,150,10091.9408906338,872171.138280415,-2.77887157272268,-2.9295116505013,-2.01084814023571,-5.62162754834976,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
23,296.265778737656,137.532207276611,93.1623396160822,150,10090.9860707096,872171.138280415,-1.98979855693996,-2.01333942787586,-2.01132081672466,-4.7050287570617,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
24,294.389668632872,138.851708358907,92.9739263268841,150,10092.6188558506,872171.138280415,-2.91166989555018,-2.80043797034492,-2.14224533536521,-5.62480308644372,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
25,294.530968978124,138.923247765153,92.903493716373,150,10092.1833905967,872171.138280415,-2.12339820807779,-2.01216628287253,-2.14224533536521,-4.83653139897133,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
26,294.609967030464,138.812011531022,93.0159847734284,150,10092.0019948867,872171.138280415,-1.99240909587796,-2.01235468612241,-2.01124974470079,-4.70555120280992,0,0,0,0,617;605;609,95;42;60,12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05
1,294.589913536808,138.832065024684,93.0093009300931,150,10092.0150377861,872171.138280415,-1.99240909587796,-1.75019405512395,-1.74927751695221,-4.70555120280992,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
2,0,0,0,0,263526.207166166,1215939.77579576,-1153.89684826365,-1157.8453906544,-1157.94971382097,-1156.1371816338,-2000,-2000,-2000,-2000,599;600;601,11;17;21,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
3,150,100,50,75,27550.3497419371,872171.138280415,-224.322883390432,-207.903122370441,-192.110598449505,-218.542239680648,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
4,300,200,100,150,10015.9395484092,872171.138280415,-1.46589971427304,-0.14077387067491,-1.06880721030722,-4.04937965382203,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
5,288.396432574072,0,0,150,23166.1889158726,1029375.66483921,-77.9815777511603,-176.598336672339,-259.149160280796,-73.7717693482719,0,-2000,-2000,0,607;609;610,49;59;63,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
6,300,0,45.7436352645927,150,16679.5944633593,943503.463947873,-52.0105652468841,-148.63138308936,-69.7498268127918,-56.42251022494,0,-2000,-1324.15900942164,0,617;609;610,94;59;63,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
7,300,62.2974891664908,3.42582162180013,150,15032.3738820968,926617.235205971,-43.8751873351112,-62.1743452252203,-224.027019404099,-48.1887512930862,0,0,-2000,0,610;600;617,63;20;95,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
8,300,51.1930619843586,27.411384752471,150,13034.2176652955,887129.768648591,-38.7748331583105,-56.0458771224353,-54.2731601159844,-43.6767815217688,0,0,-1329.98332863751,0,617;610;600,95;63;20,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
9,300,89.7614918588123,38.65861623732,150,11084.6968173357,872359.549343153,-19.2175534103336,-25.7568605859426,-25.8180561354919,-22.5595359836055,0,0,-662.138140608774,0,617;610;605,95;63;42,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
10,300,123.737665492577,38.9431657160208,150,10419.5313064471,872172.911373713,-4.09739098630537,-7.39685927410524,-9.52787425382608,-6.7504109059501,0,0,-0.165738122999596,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
11,300,78.1114576549592,100,150,10393.1404993149,872171.138280415,-5.5280441172619,-9.47946411281314,-4.45694730964455,-7.88890705998972,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
12,300,115.910101552979,72.561080739431,150,10239.4572789641,872171.138280415,-4.21779063617256,-6.04726467808247,-5.01903109465362,-6.81941589352294,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
13,300,158.714730670571,41.4881997782775,150,10239.8644660953,872172.489564545,-2.39235339601895,-2.82110376033531,-6.66064879856314,-4.73306011301223,0,0,-0.165738122999596,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
14,300,139.526229394165,66.7054961812094,150,10158.4449330046,872171.138280415,-2.25791935077436,-2.9523828406829,-4.20870735127333,-4.71931825468821,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
15,300,123.559805320968,87.6883776761707,150,10139.816189978,872171.138280415,-3.29788251707971,-4.27363213419659,-3.08120895343992,-5.75838125598795,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
16,300,135.599602173313,81.8032296006646,150,10113.7660370912,872171.138280415,-1.98933689952706,-2.28544291057392,-2.70249411553549,-4.96728732630725,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
17,300,129.878179435142,92.6428686454818,150,10104.6352756197,872171.138280415,-2.64684214129431,-3.08036519923379,-2.15249784096999,-5.62309709516877,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
18,300,136.299270588154,89.0373064936084,150,10095.2844602975,872171.138280415,-1.85822193156719,-2.1479093839962,-2.1555974728969,-4.83384830776494,0,0,0,0,617;605;609,95;42;60,13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05
