iteration,cut_count,lower_bound,upper_bound,absolute_gap,relative_gap,master_T1,master_T2,master_T3,master_T4,case_id,eta,design,risk_type,top_k,kappa,beta_ext
6,9,11476.7092419826,11502.1019847531,25.3927427705767,0.00220766106962332,300,41.6242210320882,88.4197129271008,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
7,10,11481.3358260906,11502.1019847531,20.7661586624963,0.00180542292965437,300,94.414358954843,54.2755625031413,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
8,11,11486.1813141902,11502.1019847531,15.9206705629222,0.00138415313861989,300,149.663695598398,18.5542959634461,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
9,12,11486.4591991716,11502.1019847531,15.6427855815291,0.001359993643098,300,128.915817912472,40.3346648578415,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
10,13,11488.75713511,11502.1019847531,13.3448496431338,0.00116020964349154,300,78.2304547334313,100,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
11,14,11491.9360507097,11502.1019847531,10.1659340434799,0.000883832716572636,300,114.526003258116,76.5161539452863,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
12,15,11494.7612964695,11502.1019847531,7.34068828359523,0.000638204068554238,300,146.78349527308,55.6450001156268,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
13,16,11496.4180463287,11502.1019847531,5.68393842440855,0.000494165191018392,300,131.842660345134,77.1391205474716,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
14,17,11498.4821247388,11502.1019847531,3.61986001431251,0.000314712912397307,300,144.053469083456,73.2054717079566,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
15,18,11498.9355618229,11502.1019847531,3.16642293024051,0.000275290806361988,300,133.993814476968,85.0368741897467,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
16,19,11500.4751280515,11502.1019847531,1.62685670166502,0.000141439947569717,292.560255718958,125.364910772261,100,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
17,20,11500.8777217235,11502.1019847531,1.22426302965505,0.000106438199841898,300,131.743313929842,95.0254012885564,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
18,21,11501.0570980627,11502.1019847531,1.04488669042985,9.08431077915081e-05,300,135.134355784346,92.3621934771331,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
19,22,11501.256799238,11502.1019847531,0.845185515092453,7.34809616722932e-05,289.889354561167,140.584573979173,88.0345130183491,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
20,23,11501.5012095363,11502.1019847531,0.600775216851616,5.22317762134249e-05,292.53255354971,144.767182365882,84.7619927322879,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
21,24,11501.7267132865,11502.1019847531,0.375271466589766,3.26263379586805e-05,294.989934955618,139.488117808694,90.8467749777585,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
22,25,11501.8186460445,11502.1019847531,0.283338708608426,2.46336460052268e-05,295.991753549705,137.335963071924,93.3274025188581,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
23,26,11501.8377861025,11502.1019847531,0.264198650640537,2.29695972954119e-05,296.198919737044,137.578166603982,93.1561518102951,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
24,27,11502.0984180484,11502.1019847531,0.00356670468681841,3.10091554704204e-07,294.453689445502,138.894732873138,92.9367607990763,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
25,28,11502.0990043389,11502.1019847531,0.00298041423411632,2.59119093020309e-07,294.524022732419,138.929919667895,92.9019116176618,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
26,29,11502.0999558597,11502.1019847531,0.00202889339379908,1.76393271115882e-07,294.602701903989,138.819276657501,93.0135631784209,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
27,30,11502.1019847487,11502.1019847531,4.42378222942352e-09,3.84606416747788e-13,294.589913026798,138.832065534691,93.0093004197412,150,3,0,R1_MAX,R1_MAX,1,0.005,6.3643368553859e-05
1,4,11501.2787605585,11559.326372737,58.0476121784868,0.00502171236512483,288.396432574072,0,0,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
2,5,11517.1950226452,11559.326372737,42.1313500918259,0.00364479284806716,234.375714187288,0,65.1171286359157,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
3,6,11517.578063527,11559.326372737,41.7483092099446,0.00361165589271787,291.145829346971,52.2570917074139,12.8600369285018,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
4,7,11522.5514964995,11559.326372737,36.7748762374504,0.00318140305512828,300,27.533040240437,57.0620435261508,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
5,8,11530.2497532434,11559.326372737,29.0766194935804,0.00251542508239568,300,96.7044700758435,18.847769608151,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
6,9,11534.9784130032,11559.326372737,24.3479597337846,0.00210634763209126,300,55.8234334928732,78.4394964819967,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
7,10,11539.5962541633,11559.326372737,19.7301185737124,0.00170685712449875,300,120.103635915473,32.8124134862221,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
8,11,11542.822807129,11559.326372737,16.5035656079817,0.00142772728062302,300,81.9472484685745,83.698338154282,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
9,12,11544.7020600692,11559.326372737,14.6243126678091,0.00126515267380122,300,136.048898548444,37.2898121380234,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
10,13,11549.1555055982,11559.326372737,10.1708671388042,0.00087988407030296,300,117.600857977309,73.4328641086043,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
11,14,11553.1044911311,11559.326372737,6.22188160592668,0.000538256417830816,300,147.881399900838,59.0134398521978,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
12,15,11554.1717532839,11559.326372737,5.15461945308016,0.000445927321962072,300,130.782993043898,80.30608887482,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
13,16,11555.8751191776,11559.326372737,3.45125355940945,0.000298568744243552,300,141.561610874494,76.3607031003425,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
14,17,11556.5248532059,11559.326372737,2.80151953109453,0.000242360103068116,300,132.726184741976,87.755277559737,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
15,18,11557.4295724256,11559.326372737,1.89680031135504,0.000164092633964268,300,136.893253005369,87.2118910891514,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
16,19,11558.6613359255,11559.326372737,0.665036811462414,5.75324884874714e-05,300,134.674056366607,94.3358314370278,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
17,20,11558.7317154822,11559.326372737,0.594657254810954,5.14439367516667e-05,295.452385168726,137.739049515212,91.7004337787203,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
18,21,11558.8154965635,11559.326372737,0.510876173504585,4.41960160160804e-05,296.235087450503,137.979870024873,91.7709550505132,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
19,22,11559.1669798865,11559.326372737,0.159392850498989,1.37891123893622e-05,295.930646656537,137.093152788632,94.0655300480344,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
20,23,11559.1875427338,11559.326372737,0.138830003208568,1.20102157108396e-05,296.385041853492,137.290932915466,93.9367299733465,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
21,24,11559.2336217233,11559.326372737,0.0927510136589262,8.02391165956541e-06,295.472601345533,137.949363603977,93.4921162276533,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
22,25,11559.2349138806,11559.326372737,0.0914588564173755,7.91212683751918e-06,295.605448834099,137.950165619127,93.4924487727847,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
23,26,11559.3228887247,11559.326372737,0.00348401227893191,3.01402708651696e-07,294.365421158405,139.151289549237,92.6841442263474,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
24,27,11559.3245629138,11559.326372737,0.00180982318670431,1.56568222779212e-07,294.503524660491,138.918453901001,92.9186249439981,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
25,28,11559.3255312893,11559.326372737,0.000841447637867532,7.27938299114135e-08,294.595216971012,138.826761590479,93.0110683180344,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
26,29,11559.3263688717,11559.326372737,3.86524152418133e-06,3.34382938896649e-10,294.589318732608,138.831472549201,93.0098938316839,150,4,0,R1_MAX,R1_MAX,1,0.01,0.000127286737107718
1,4,11959.0738644293,12017.1214766078,58.0476121784868,0.0048304090369296,288.396432574072,0,0,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
2,5,11974.9901265159,12017.1214766078,42.1313500918259,0.00350594359671222,234.375714187288,0,65.1171286359157,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
3,6,11975.3731673978,12017.1214766078,41.7483092099446,0.00347406900156672,291.145829346971,52.2570917074139,12.8600369285018,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
4,7,11980.3466003703,12017.1214766078,36.7748762374504,0.00306020674826625,300,27.533040240437,57.0620435261508,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
5,8,11988.0448571142,12017.1214766078,29.0766194935804,0.00241959936497108,300,96.7044700758435,18.847769608151,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
6,9,11992.773516874,12017.1214766078,24.3479597337846,0.0020261058175354,300,55.8234334928732,78.4394964819967,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
7,10,11997.391358034,12017.1214766078,19.7301185737124,0.00164183399594642,300,120.103635915473,32.8124134862221,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
8,11,12000.6179109998,12017.1214766078,16.5035656079817,0.00137333766993262,300,81.9472484685745,83.698338154282,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
9,12,12002.4971639399,12017.1214766078,14.6243126678091,0.00121695638146593,300,136.048898548444,37.2898121380234,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
10,13,12006.9506094689,12017.1214766078,10.1708671388042,0.000846364677148562,300,117.600857977309,73.4328641086043,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
11,14,12010.8995950018,12017.1214766078,6.22188160592668,0.000517751411437261,300,147.881399900838,59.0134398521978,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
12,15,12011.9668571547,12017.1214766078,5.15461945308016,0.000428939614458755,300,130.782993043898,80.30608887482,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
13,16,12013.6702230483,12017.1214766078,3.45125355940945,0.000287194696843798,300,141.561610874494,76.3607031003425,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
14,17,12014.3199570767,12017.1214766078,2.80151953109453,0.00023312733723695,300,132.726184741976,87.755277559737,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
15,18,12015.2246762964,12017.1214766078,1.89680031135504,0.000157841486003724,300,136.893253005369,87.2118910891514,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
16,19,12016.4564397963,12017.1214766078,0.665036811462414,5.53407746403296e-05,300,134.674056366607,94.3358314370278,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
17,20,12016.5268193529,12017.1214766078,0.594657254810954,4.94841677325556e-05,295.452385168726,137.739049515212,91.7004337787203,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
18,21,12016.6106004342,12017.1214766078,0.510876173504585,4.25123582630869e-05,296.235087450503,137.979870024873,91.7709550505132,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
19,22,12016.9620837573,12017.1214766078,0.159392850498989,1.32638128697675e-05,295.930646656537,137.093152788632,94.0655300480344,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
20,23,12016.9826466045,12017.1214766078,0.138830003208568,1.155268368376e-05,296.385041853492,137.290932915466,93.9367299733465,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
21,24,12017.0287255941,12017.1214766078,0.0927510136589262,7.71823883443911e-06,295.472601345533,137.949363603977,93.4921162276533,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
22,25,12017.0300177513,12017.1214766078,0.0914588564173755,7.61071248180417e-06,295.605448834099,137.950165619127,93.4924487727847,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
23,26,12017.1179925955,12017.1214766078,0.00348401227893191,2.8992070070306e-07,294.365421158405,139.151289549237,92.6841442263474,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
24,27,12017.1196667846,12017.1214766078,0.00180982318670431,1.5060371905429e-07,294.503524660491,138.918453901001,92.9186249439981,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
25,28,12017.1206351601,12017.1214766078,0.000841447637867532,7.00207316290739e-08,294.595216971012,138.826761590479,93.0110683180344,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
26,29,12017.1214727425,12017.1214766078,3.86524152418133e-06,3.21644541224395e-10,294.589318732608,138.831472549201,93.0098938316839,150,5,0,R1_MAX,R1_MAX,1,0.05,0.00063643368553859
1,0,11444.8775967691,11444.8775967691,0,0,294.589913536808,138.832065024684,93.0093009300931,150,6,0,R2_TOPK_5PCT,R2_TOPK,2,0,0
1,4,11398.2748621876,11456.3224743661,58.0476121784868,0.00506686262614993,288.396432574072,0,0,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
2,5,11410.5984868775,11456.3224743661,45.7239874885381,0.00399115751069745,300,0,45.7436352645927,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
3,6,11415.030465311,11456.3224743661,41.2920090550233,0.00360429877453395,300,62.2974891664908,3.42582162180013,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
4,7,11418.0508702923,11456.3224743661,38.2716040737323,0.00334065352641447,300,51.1930619843586,27.411384752471,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
5,8,11430.4791002625,11456.3224743661,25.8433741035806,0.0022558176204804,300,89.6955700318754,38.7267618207284,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
6,9,11439.0364970407,11456.3224743661,17.2859773253767,0.00150885917920474,300,123.93245511921,38.7459836682906,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
7,10,11442.9426527826,11456.3224743661,13.3798215834213,0.0011678984781861,300,78.0904583041894,100,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
8,11,11445.5089982689,11456.3224743661,10.8134760971079,0.000943887196026777,300,115.908451839679,72.5560546525659,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
9,12,11448.4133912906,11456.3224743661,7.90908307547761,0.000690368405146981,300,158.70795685657,41.4971018427475,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
10,13,11449.9419929597,11456.3224743661,6.38048140639148,0.000556939752758186,300,139.526229394167,66.7054961812079,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
11,14,11451.2143654577,11456.3224743661,5.10810890837456,0.000445876843970143,300,123.559805320968,87.6883776761712,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
12,15,11452.7464393479,11456.3224743661,3.57603501815356,0.000312145108184155,300,135.599602173312,81.8032296006656,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
13,16,11454.0349351514,11456.3224743661,2.28753921463976,0.000199674827568639,300,129.878179435144,92.6428686454791,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
14,17,11454.7349663985,11456.3224743661,1.58750796752611,0.000138570468060603,300,136.299270588155,89.0373064936061,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
15,18,11455.3786278138,11456.3224743661,0.943846552283503,8.23865210145223e-05,288.581353465631,143.083000712715,85.1913137627664,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
16,19,11455.7031875186,11456.3224743661,0.619286847413605,5.40563386548591e-05,292.040200560353,145.793579367446,83.6804212045904,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
17,20,11455.9371411785,11456.3224743661,0.385333187563447,3.36349808959763e-05,294.934083662739,139.503982681316,90.7925281527601,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
18,21,11456.0226592918,11456.3224743661,0.299815074284197,2.61702719136132e-05,295.991897518409,137.204918660492,93.392247977855,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
19,22,11456.0488537445,11456.3224743661,0.273620621546797,2.38838093252903e-05,296.265778737656,137.532207276611,93.1623396160822,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
20,23,11456.3169921395,11456.3224743661,0.00548222655197605,4.78532841951921e-07,294.389668632872,138.851708358907,92.9739263268841,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
21,24,11456.3182766669,11456.3224743661,0.00419769919972168,3.66408959691401e-07,294.530968978124,138.923247765153,92.903493716373,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
22,25,11456.3192928981,11456.3224743661,0.00318146798417729,2.77704122880265e-07,294.609967030464,138.812011531022,93.0159847734284,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
23,26,11456.3224743616,11456.3224743661,4.42560121882707e-09,3.86302081556234e-13,294.589913026827,138.832065534658,93.0093004197678,150,7,0,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.30201663394346e-05
1,4,11444.0543725746,11502.1019847531,58.0476121784868,0.00504669600873241,288.396432574072,0,0,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
2,5,11459.4443384845,11502.1019847531,42.657646268648,0.0037086826673241,300,0,45.7436352645927,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
3,6,11461.7952073282,11502.1019847531,40.3067774249466,0.00350429664754983,300,62.2974891664908,3.42582162180013,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
4,7,11463.9381601511,11502.1019847531,38.1638246020175,0.00331798697773732,300,51.1930619843586,27.411384752471,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
5,8,11476.2586106496,11502.1019847531,25.8433741035806,0.00224683924189142,300,89.6955700318754,38.7267618207284,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
6,9,11484.8160074278,11502.1019847531,17.2859773253767,0.00150285376953626,300,123.93245511921,38.7459836682906,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
7,10,11488.7221631697,11502.1019847531,13.3798215834213,0.00116325012603411,300,78.0904583041894,100,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
8,11,11491.288508656,11502.1019847531,10.8134760971079,0.000940130431067466,300,115.908451839679,72.5560546525659,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
9,12,11494.1929016777,11502.1019847531,7.90908307547761,0.000687620670201122,300,158.70795685657,41.4971018427475,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
10,13,11495.7215033467,11502.1019847531,6.38048140639148,0.000554723077125318,300,139.526229394167,66.7054961812079,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
11,14,11496.9938758448,11502.1019847531,5.10810890837456,0.000444102209765287,300,123.559805320968,87.6883776761712,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
12,15,11498.525949735,11502.1019847531,3.57603501815356,0.000310902739594368,300,135.599602173312,81.8032296006656,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
13,16,11499.8144455385,11502.1019847531,2.28753921463976,0.000198880101886774,300,129.878179435144,92.6428686454791,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
14,17,11500.5144767856,11502.1019847531,1.58750796752611,0.000138018943809615,300,136.299270588155,89.0373064936061,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
15,18,11501.1581382008,11502.1019847531,0.943846552283503,8.20586144632207e-05,288.581353465631,143.083000712715,85.1913137627664,150,8,0,R2_TOPK_5PCT,R2_TOPK,2,0.005,6.5100831697173e-05
