candidate,stage1_6_production_kg,ordinary_shortage_kg,HTT_kg,late_stage5_6_share,Vmin_pu,bus18_Vmin_pu,max_line_utilization,max_substation_utilization,max_HTT_utilization
ARM-B1011,132.6,0,3.18786655769067,0,0.908954710121679,0.908954710121679,0.758080473266822,0.832082612372607,0.0199241659855667
