candidate,stage,hour_in_stage,global_hour,site,bus,Pmax_kW,P_EL_kW,Pmax_utilization,production_kg,begin_inventory_kg,inventory_pre_HTT_kg,end_inventory_kg,tank_capacity_kg,tank_headroom_kg,ordinary_demand_kg,ordinary_served_kg,ordinary_shortage_kg,HTT_in_kg,HTT_out_kg,site_voltage_pu,P_EL_ge90pct,P_EL_ge99pct,tank_binding
ARM-B1011,5,6,38,2,14,200,0,0,0,21.8503739634695,19.893852224339,19.893852224339,200,180.106147775661,1.95652173913043,1.95652173913043,0,0,0,0.936342889846972,0,0,0
ARM-B1011,5,7,39,2,14,200,0,0,0,19.893852224339,17.4093801746496,17.4093801746496,200,182.59061982535,2.48447204968944,2.48447204968944,0,0,0,0.939753770789519,0,0,0
ARM-B1011,5,8,40,2,14,200,0,0,0,17.4093801746496,14.3037901125378,14.3037901125378,200,185.696209887462,3.1055900621118,3.1055900621118,0,0,0,0.938472382903484,0,0,0
ARM-B1011,5,1,33,3,18,150,0,0,0,15.8476415005701,14.1429099656223,14.1429099656223,100,85.8570900343777,1.70473153494786,1.70473153494786,0,0,0,0.933695183382614,0,0,0
ARM-B1011,5,2,34,3,18,150,0,0,0,14.1429099656223,12.779124737664,12.779124737664,100,87.220875262336,1.36378522795829,1.36378522795829,0,0,0,0.934506838151662,0,0,0
ARM-B1011,5,3,35,3,18,150,0,0,0,12.779124737664,11.9267589701901,11.9267589701901,100,88.0732410298099,0.852365767473929,0.852365767473929,0,0,0,0.932348215697739,0,0,0
ARM-B1011,5,4,36,3,18,150,0,0,0,11.9267589701901,11.1338605818422,11.1338605818422,100,88.8661394181578,0.792898388347841,0.792898388347841,0,0,0,0.932029559840564,0,0,0
ARM-B1011,5,5,37,3,18,150,0,0,0,11.1338605818422,10.3409621934944,10.3409621934944,100,89.6590378065056,0.792898388347841,0.792898388347841,0,0,0,0.932031097678759,0,0,0
ARM-B1011,5,6,38,3,18,150,0,0,0,10.3409621934944,9.34983920805957,9.34983920805957,100,90.6501607919404,0.991122985434801,0.991122985434801,0,0,0,0.932999291691874,0,0,0
ARM-B1011,5,7,39,3,18,150,0,0,0,9.34983920805957,8.1604916255378,8.1604916255378,100,91.8395083744622,1.18934758252176,1.18934758252176,0,0,0,0.93679221777158,0,0,0
ARM-B1011,5,8,40,3,18,150,0,0,0,8.1604916255378,6.77291944592908,6.77291944592908,100,93.2270805540709,1.38757217960872,1.38757217960872,0,0,0,0.93526856944726,0,0,0
ARM-B1011,5,1,33,4,31,187.5,0,0,0,24.7123084666148,22.6264402239588,22.6264402239588,200,177.373559776041,2.08586824265601,2.08586824265601,0,0,0,0.937150630561584,0,0,0
ARM-B1011,5,2,34,4,31,187.5,0,0,0,22.6264402239588,21.3227725722988,21.3227725722988,200,178.677227427701,1.30366765166,1.30366765166,0,0,0,0.937559696080622,0,0,0
ARM-B1011,5,3,35,4,31,187.5,0,0,0,21.3227725722988,20.2798384509708,20.2798384509708,200,179.720161549029,1.042934121328,1.042934121328,0,0,0,0.934867934583353,0,0,0
ARM-B1011,5,4,36,4,31,187.5,0,0,0,20.2798384509708,19.0491761878037,19.0491761878037,200,180.950823812196,1.23066226316704,1.23066226316704,0,0,0,0.9335609229386,0,0,0
ARM-B1011,5,5,37,4,31,187.5,0,0,0,19.0491761878037,17.5108483588449,17.5108483588449,200,182.489151641155,1.5383278289588,1.5383278289588,0,0,0,0.932988021271496,0,0,0
ARM-B1011,5,6,38,4,31,187.5,0,0,0,17.5108483588449,15.6648549640943,15.6648549640943,200,184.335145035906,1.84599339475056,1.84599339475056,0,0,0,0.932442286835158,0,0,0
ARM-B1011,5,7,39,4,31,187.5,0,0,0,15.6648549640943,13.511196003552,13.511196003552,200,186.488803996448,2.15365896054233,2.15365896054233,0,0,0,0.9353965009238,0,0,0
ARM-B1011,5,8,40,4,31,187.5,0,0,0,13.511196003552,11.425327760896,11.425327760896,200,188.574672239104,2.08586824265601,2.08586824265601,0,0,0,0.93462508263946,0,0,0
ARM-B1011,6,1,41,1,24,375,0,0,0,24.2324378844091,19.2053559615926,19.2053559615926,300,280.794644038407,5.02708192281652,5.02708192281652,0,0,0,0.978107087433679,0,0,0
ARM-B1011,6,2,42,1,24,375,0,0,0,19.2053559615926,14.6809822310577,14.6809822310577,300,285.319017768942,4.52437373053487,4.52437373053487,0,0,0,0.978617935865678,0,0,0
ARM-B1011,6,3,43,1,24,375,0,0,0,14.6809822310577,11.6647330773678,11.6647330773678,300,288.335266922632,3.01624915368991,3.01624915368991,0,0,0,0.977471414178767,0,0,0
ARM-B1011,6,4,44,1,24,375,0,0,0,11.6647330773678,9.80285088373203,9.80285088373203,300,290.197149116268,1.86188219363575,1.86188219363575,0,0,0,0.974247247050156,0,0,0
ARM-B1011,6,5,45,1,24,375,0,0,0,9.80285088373203,8.40643923850522,8.40643923850522,300,291.593560761495,1.39641164522681,1.39641164522681,0,0,0,0.973599205346691,0,0,0
ARM-B1011,6,6,46,1,24,375,0,0,0,8.40643923850522,7.47549814168735,7.47549814168735,300,292.524501858313,0.930941096817874,0.930941096817874,0,0,0,0.974247247050156,0,0,0
ARM-B1011,6,7,47,1,24,375,0,0,0,7.47549814168735,7.01002759327841,7.01002759327841,300,292.989972406722,0.465470548408937,0.465470548408937,0,0,0,0.974563915357715,0,0,0
ARM-B1011,6,8,48,1,24,375,0,0,0,7.01002759327841,6.54455704486947,6.54455704486947,300,293.455442955131,0.465470548408937,0.465470548408937,0,0,0,0.976576647204817,0,0,0
ARM-B1011,6,1,41,2,14,200,0,0,0,14.3037901125378,11.5087590566372,11.5087590566372,200,188.491240943363,2.79503105590062,2.79503105590062,0,0,0,0.937777793160594,0,0,0
ARM-B1011,6,2,42,2,14,200,0,0,0,11.5087590566372,9.6454050193701,6.45753846167942,200,193.542461538321,1.86335403726708,1.86335403726708,0,0,3.18786655769067,0.938378923913478,0,0,0
ARM-B1011,6,3,43,2,14,200,0,0,0,6.45753846167942,5.2153024368347,5.2153024368347,200,194.784697563165,1.24223602484472,1.24223602484472,0,0,0,0.933667463683105,0,0,0
ARM-B1011,6,4,44,2,14,200,0,0,0,5.2153024368347,4.28362541820116,4.28362541820116,200,195.716374581799,0.93167701863354,0.93167701863354,0,0,0,0.923309231212958,0,0,0
ARM-B1011,6,5,45,2,14,200,0,0,0,4.28362541820116,3.6625074057788,3.6625074057788,200,196.337492594221,0.62111801242236,0.62111801242236,0,0,0,0.921323983730229,0,0,0
ARM-B1011,6,6,46,2,14,200,0,0,0,3.6625074057788,3.35194839956762,3.35194839956762,200,196.648051600432,0.31055900621118,0.31055900621118,0,0,0,0.923309231212958,0,0,0
ARM-B1011,6,7,47,2,14,200,0,0,0,3.35194839956762,3.04138939335644,3.04138939335644,200,196.958610606644,0.31055900621118,0.31055900621118,0,0,0,0.924278259268741,0,0,0
ARM-B1011,6,8,48,2,14,200,0,0,0,3.04138939335644,2.42027138093408,2.42027138093408,200,197.579728619066,0.62111801242236,0.62111801242236,0,0,0,0.930421081723434,0,0,0
ARM-B1011,6,1,41,3,18,150,0,0,0,6.77291944592908,5.1871226692334,5.1871226692334,100,94.8128773307666,1.58579677669568,1.58579677669568,0,0,0,0.934353864330492,0,0,0
ARM-B1011,6,2,42,3,18,150,0,0,0,5.1871226692334,2.7093152056464,5.89718176333707,100,94.1028182366629,2.477807463587,2.477807463587,0,3.18786655769067,0,0.934719750392014,0,0,0
ARM-B1011,6,3,43,3,18,150,0,0,0,5.89718176333707,3.66715504610876,3.66715504610876,100,96.3328449538912,2.2300267172283,2.2300267172283,0,0,0,0.929315773171461,0,0,0
ARM-B1011,6,4,44,3,18,150,0,0,0,3.66715504610876,2.18047056795656,2.18047056795656,100,97.8195294320434,1.4866844781522,1.4866844781522,0,0,0,0.918067572956939,0,0,0
ARM-B1011,6,5,45,3,18,150,0,0,0,2.18047056795656,1.18934758252176,1.18934758252176,100,98.8106524174782,0.991122985434801,0.991122985434801,0,0,0,0.915940163768486,0,0,0
ARM-B1011,6,6,46,3,18,150,0,0,0,1.18934758252176,0.594673791260881,0.594673791260881,100,99.4053262087391,0.594673791260881,0.594673791260881,0,0,0,0.918067572956939,0,0,0
ARM-B1011,6,7,47,3,18,150,0,0,0,0.594673791260881,0.19822459708696,0.19822459708696,100,99.801775402913,0.396449194173921,0.396449194173921,0,0,0,0.919105863079785,0,0,0
ARM-B1011,6,8,48,3,18,150,0,0,0,0.19822459708696,0,0,100,100,0.19822459708696,0.19822459708696,0,0,0,0.925685799078383,0,0,0
ARM-B1011,6,1,41,4,31,187.5,0,0,0,11.425327760896,8.817992457576,8.817992457576,200,191.182007542424,2.60733530332001,2.60733530332001,0,0,0,0.934510174314166,0,0,0
ARM-B1011,6,2,42,4,31,187.5,0,0,0,8.817992457576,6.47139068458799,6.47139068458799,200,193.528609315412,2.34660177298801,2.34660177298801,0,0,0,0.936064849522856,0,0,0
ARM-B1011,6,3,43,4,31,187.5,0,0,0,6.47139068458799,4.90698950259599,4.90698950259599,200,195.093010497404,1.564401181992,1.564401181992,0,0,0,0.932540321529529,0,0,0
ARM-B1011,6,4,44,4,31,187.5,0,0,0,4.90698950259599,3.96834879340079,3.96834879340079,200,196.031651206599,0.938640709195203,0.938640709195203,0,0,0,0.922608220694844,0,0,0
ARM-B1011,6,5,45,4,31,187.5,0,0,0,3.96834879340079,3.26436826150439,3.26436826150439,200,196.735631738496,0.703980531896402,0.703980531896402,0,0,0,0.920604012870456,0,0,0
ARM-B1011,6,6,46,4,31,187.5,0,0,0,3.26436826150439,2.79504790690679,2.79504790690679,200,197.204952093093,0.469320354597601,0.469320354597601,0,0,0,0.922608220694844,0,0,0
ARM-B1011,6,7,47,4,31,187.5,0,0,0,2.79504790690679,2.53431437657478,2.53431437657478,200,197.465685623425,0.260733530332001,0.260733530332001,0,0,0,0.92358648741973,0,0,0
ARM-B1011,6,8,48,4,31,187.5,0,0,0,2.53431437657478,2.27358084624278,2.27358084624278,200,197.726419153757,0.260733530332001,0.260733530332001,0,0,0,0.929787631267956,0,0,0
