candidate,stage,state_id,begin_inventory_kg,end_inventory_kg,production_kg,ordinary_shortage_kg,HTT_kg,Pmax_utilization,tank_fill_mean,Vmin_pu,max_line_utilization,max_substation_utilization,first4h_production_share,last4h_production_share
ARM-B1011,1,81,166.638409272046,245.358731134483,117.73125,0,0,0.827054794520548,0.315927609143153,0.908954710121679,0.704104215682408,0.782528423087398,0.604554865424431,0.395445134575569
ARM-B1011,2,81,245.358731134483,185.865725203772,0,0,0,0,0.239581665026956,0.93136217871749,0.629331353080456,0.641748101271007,0,0
ARM-B1011,3,81,185.865725203772,155.238409272046,14.86875,0,0,0.104452054794521,0.193169612957582,0.910990781789388,0.758080473266822,0.832082612372607,0,1
ARM-B1011,4,81,155.238409272046,116.227481134483,0,0,0,0,0.145633338309819,0.934819904639515,0.570230843746456,0.595675879947497,0,0
ARM-B1011,5,81,116.227481134483,56.734475203772,0,0,0,0,0.0692873941936225,0.93136217871749,0.629331353080456,0.641748101271007,0,0
ARM-B1011,6,81,56.734475203772,11.2384092720463,0,0,3.18786655769067,0,0.0113211128213623,0.915940163768486,0.728225106375464,0.760720216728473,0,0
