path_id,terminal_state,terminal_state_k,a,loc,lf,saa_terminal_loh_target,dro_terminal_loh_target,delta_terminal_loh_target,saa_final_inventory,dro_final_inventory,delta_final_inventory,saa_terminal_gap,dro_terminal_gap,delta_terminal_gap,delta_production,delta_htt,delta_ordinary_shortage,delta_operating_cost,input_output_difference_compression_kg
165,2.0,71.0,2.0,2.0,7.0,0.0,110.465721330482,110.465721330482,388.628416723994,429.062961964856,40.43454524086201,0.0,0.0,0.0,40.43454524086201,15.242129691613204,0.0,1440.078085712299,70.03117608961999
166,4.0,87.0,2.0,4.0,7.0,0.0,67.6431305846633,67.6431305846633,382.401876551292,428.139445925389,45.737569374097006,0.0,0.0,0.0,45.73756937409598,19.2787220649723,0.0,2081.6237394763994,21.90556121056629
168,21.0,223.0,4.0,7.0,7.0,405.313258598587,434.497947905568,29.184689306981,461.805101509697,461.805101509697,0.0,0.0,5.6843418860808e-14,5.6843418860808e-14,0.0,2.1086863960564983,0.0,-88.4039141926005,29.184689306981
169,6.0,103.0,2.0,6.0,7.0,0.0,0.71367875842609,0.71367875842609,370.126763501471,408.937407220862,38.81064371939101,0.0,0.0,0.0,38.81064371939101,10.082087959717999,0.0,1419.4222413475,-38.09696496096492
170,2.0,71.0,2.0,2.0,7.0,0.0,110.465721330482,110.465721330482,315.177093140662,315.177093140662,0.0,0.0,0.0,0.0,0.0,4.481523834641003,0.0,93.9264783423805,110.465721330482
173,2.0,71.0,2.0,2.0,7.0,0.0,110.465721330482,110.465721330482,315.177093140662,315.177093140662,0.0,0.0,0.0,0.0,0.0,-9.348468864654702,0.0,-230.13297850285016,110.465721330482
174,3.0,79.0,2.0,3.0,7.0,0.0,79.4853371037635,79.4853371037635,360.402439983246,382.998409272046,22.595969288800006,0.0,0.0,0.0,22.59596928880103,8.685431031499803,0.0,1084.6632830618,56.88936781496349
177,3.0,79.0,2.0,3.0,7.0,0.0,79.4853371037635,79.4853371037635,544.723250365178,551.895101509697,7.171851144518996,0.0,0.0,0.0,0.0,9.629804305279308,7.171851144518897,1675.0214413139038,72.3134859592445
180,24.0,247.0,5.0,3.0,7.0,613.424978861523,626.532860250673,13.107881389150066,511.598280672679,511.598280672679,0.0,101.826698188844,114.934579577995,13.10788138915099,0.0,-15.898694220155697,0.0,-415.29709161609935,13.107881389150066
181,4.0,87.0,2.0,4.0,7.0,0.0,67.6431305846633,67.6431305846633,315.177093140662,315.177093140662,0.0,0.0,0.0,0.0,0.0,-9.348468864654702,0.0,-230.13297850285016,67.6431305846633
185,17.0,191.0,4.0,3.0,7.0,562.147123803289,578.512356224272,16.365232420983034,461.805101509697,461.805101509697,0.0,100.342022293592,116.707254714574,16.36523242098201,0.0,-5.429218495595308,0.0,-198.6065157746998,16.365232420983034
189,7.0,111.0,2.0,7.0,7.0,0.0,0.0,0.0,336.265877866642,351.455601361378,15.189723494736029,0.0,0.0,0.0,15.189723494736029,24.4351736078084,0.0,1329.3903400195995,-15.189723494736029
190,12.0,151.0,3.0,5.0,7.0,325.668930529416,382.364473540397,56.695543010981,277.737093140662,315.177093140662,37.44,63.3390525838255,67.1873803997348,3.8483278159093075,37.43999999999997,48.5267488770147,0.0,3010.4807198014305,19.255543010981
191,4.0,87.0,2.0,4.0,7.0,0.0,67.6431305846633,67.6431305846633,315.177093140662,315.177093140662,0.0,0.0,0.0,0.0,0.0,-1.7918398259604018,0.0,-23.67181626513957,67.6431305846633
192,14.0,167.0,3.0,7.0,7.0,185.745847312004,299.484469224306,113.738621912302,435.394163749496,451.125611007335,15.731447257839022,0.0,0.0,0.0,15.731447257839989,18.002112317190402,0.0,1176.2714664695995,98.00717465446297
193,1.0,63.0,2.0,1.0,7.0,0.0,112.166696626405,112.166696626405,315.177093140662,315.177093140662,0.0,0.0,0.0,0.0,0.0,4.481523834641003,0.0,93.9264783423805,112.166696626405
194,4.0,87.0,2.0,4.0,7.0,0.0,67.6431305846633,67.6431305846633,389.411131340271,426.917988324872,37.50685698460097,0.0,0.0,0.0,37.506856984601995,10.493552544027303,0.0,1399.5847826710997,30.136273600062324
195,12.0,151.0,3.0,5.0,7.0,325.668930529416,382.364473540397,56.695543010981,407.496960573224,441.804453472972,34.30749289974801,8.6684765526366,29.5703100097614,20.901833457124802,34.30749289974699,18.900621776263602,0.0,1519.5400024809987,22.388050111232985
