group,path_count,path_share,mean_delta_inventory_kg,median_delta_inventory_kg,share_of_total_positive_inventory_gain,terminal_hit_share,mean_delta_terminal_loh_hit_only_kg,high_gap_state_top7_share_among_hits,mean_saa_ordinary_shortage_kg,mean_dro_ordinary_shortage_kg
all_paths,10000,1.0,15.514788165600883,11.295134625180026,,,,,,
inventory_increased,5600,0.56,27.708478426676376,28.311032101102,,,,,,
inventory_equal_solver_tolerance_1e-8,4397,0.4397,1.9262382102025004e-15,0.0,,,,,,
inventory_decreased,3,0.0003,-6.5325111263009985,-6.255157402835039,,,,,,
inventory_nearly_unchanged_abs_le_1kg,4405,0.4405,0.00109703380523525,0.0,,,,,,
top_1_percent_inventory_gain,100,0.01,59.183690393839946,58.914251261103004,0.038141813415428244,0.93,40.21620747774039,0.0,14.025574683742413,14.27098279619346
top_5_percent_inventory_gain,500,0.05,49.71027217349832,48.61198716788448,0.16018263760289908,0.9,39.012759758089764,0.0022222222222222222,5.5186132470937945,5.668266836377278
top_10_percent_inventory_gain,1000,0.1,45.7547741557833,43.25845957272503,0.29487347732147906,0.87,46.5414891244158,0.0011494252873563218,4.480478450027445,4.56462380456784
