component,saa_mean,dro_mean,dro_minus_saa,share_of_operating_cost_delta
ordinary_shortage_penalty,2450.4119479095,2499.24291745274,48.8309695432413,0.06034805534281658
production_electricity_and_om,8911.83563527609,9444.88386258265,533.048227306559,0.6587709443983164
htt_transport_cost,844.032860579477,1070.19255665705,226.159696077571,0.2795008574039852
inventory_holding_cost,54.7613064510937,55.8780568306795,1.11675037958578,0.0013801428548674403
unresolved_residual,1.7397724150214298e-12,1.5580553736071998e-12,-1.81717041414231e-13,-2.2457612811246643e-16
operating_cost_total_excluding_terminal_gap_penalty,12261.041750216373,13070.197393523234,809.1556433069687,1.0
