policy,arm,penalty,path_id,state_sequence,termination_type,termination_stage,termination_state,operating_stage_count,reached_stage7,physical_dissipation_a1,lf8_absorbing,reported_objective,actual_operating_cost,holding_cost,production_cost,electricity_cost,production_om_cost,ordinary_shortage_total,ordinary_shortage_any,ordinary_shortage_cost,total_H2_production,total_HTT,HTT_cost,terminal_inventory_total,inventory_site1,inventory_site2,inventory_site3,inventory_site4,terminal_state_id,terminal_a,terminal_loc,target_site1,target_site2,target_site3,target_site4,target_total,gap_site1,gap_site2,gap_site3,gap_site4,terminal_site_gap,terminal_total_quantity_shortfall,terminal_spatial_component,terminal_gap_any,terminal_gap_class,surplus_site1,surplus_site2,surplus_site3,surplus_site4,terminal_penalty_cost,final_a,final_loc,final_lf,D_site_kg,S_site_kg,Q_total_kg,K_req_kg,K_req_formula_minus_equiv_kg,positive_target,sitewise_failure,failure_type,tail_group
Base,Arm-A,1000,7986,81-98-164-149-118-199-272-256,STAGE7_TERMINAL_CHECK,6,199,5,1,0,0,155722.374228,89599.7017652,69.8793062503,87824.7712833,87537.7264006,287.044882679,0,0,0,466.447934353,65.4485115292,1705.05117565,390.582409557,193.565623802,84.9238602171,22.4256380995,89.6672874381,199,4,4,168.56298044,132.558988567,40.9131822127,81.8263755451,423.861526765,0,47.6351283498,18.4875441133,0,66.1226724631,33.2791172086,32.8435552544,1,MIXED_QUANTITY_AND_SPATIAL,25.0026433614,0,0,7.84091189297,66122.6724631,4,4,7,66.1226724631,32.8435552544,33.2791172086,32.8435552544,-4.26325641456e-14,True,True,MIXED,difficult4
Base,Arm-A,1000,7987,81-67-84-109-110-87-104-96,STAGE7_TERMINAL_CHECK,6,87,5,1,0,0,77380.9281283,77380.9281283,42.0699764306,77338.8581519,77229.4251652,109.432986665,0,0,0,177.828603331,0,0,101.963078535,47.6324378844,18.2037901125,10.0765227773,26.0503277609,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,47.6324378844,18.2037901125,10.0765227773,26.0503277609,0,2,4,7,0,101.963078535,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7988,81-67-94-111-112-32-40-16,STAGE7_TERMINAL_CHECK,4,111,3,1,0,0,49901.2641267,49901.2641267,28.8795182805,49838.1657244,49757.2857243,80.88,0,0,0,131.43,4.26922864853,34.218884101,154.068409272,61.5445570449,37.3389092901,22.9113620908,32.2735808462,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,61.5445570449,37.3389092901,22.9113620908,32.2735808462,0,2,7,7,0,154.068409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7989,81-98-83-70-71-80-88-72,STAGE7_TERMINAL_CHECK,5,71,4,1,0,0,58426.5952477,58426.5952477,37.6371963851,58388.9580513,58274.9358477,114.022203666,0,0,0,185.286080958,0,0,168.913562092,70.8777395635,32.8621752057,22.9113388566,42.2623084666,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.8777395635,32.8621752057,22.9113388566,42.2623084666,0,2,2,7,0,168.913562092,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7990,81-35-53-54-47-32-24-16,PHYSICAL_DISSIPATION_A1,2,35,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,5,3,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7991,81-82-107-76-101-15-48-24,PHYSICAL_DISSIPATION_A1,6,15,5,0,1,0,78459.7648647,78459.7648647,47.4043660974,78412.3604986,78269.2004986,143.16,0,0,0,232.635,0,0,156.769475204,65.1824378844,37.7037901125,21.9829194459,31.9003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,65.1824378844,37.7037901125,21.9829194459,31.9003277609,0,1,2,7,0,156.769475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7992,81-123-68-5-23-48-40-24,PHYSICAL_DISSIPATION_A1,4,5,3,0,1,0,54426.3459926,54426.3459926,40.1602682805,54386.1857243,54240.3857244,145.8,0,0,0,236.925,0,0,259.563409272,96.6445570449,72.8081379386,37.3621334423,52.7485808462,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,96.6445570449,72.8081379386,37.3621334423,52.7485808462,0,1,1,5,0,259.563409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7993,81-66-4-22-15-24-40-24,PHYSICAL_DISSIPATION_A1,3,4,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,1,4,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7994,81-98-107-109-102-111-112-112,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,77299.8426255,77299.8426255,41.6539174071,77258.1887081,77150.4160847,107.772623444,0,0,0,175.130513096,0,0,99.2649883,47.6324378844,18.2037901125,10.3034325422,23.1253277609,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,47.6324378844,18.2037901125,10.3034325422,23.1253277609,0,2,7,7,0,99.2649883,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7995,81-60-69-87-72-96-88-80,STAGE7_TERMINAL_CHECK,4,87,3,1,0,0,50128.7319509,50128.7319509,29.593695287,50093.5270005,50007.5320651,85.9949354244,0,0,0,139.741770065,0.754587323921,5.6112550716,162.380179337,64.5913271096,40.8535506147,21.7367207662,35.1985808462,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,64.5913271096,40.8535506147,21.7367207662,35.1985808462,0,2,4,7,0,162.380179337,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7996,81-98-91-101-86-127-168-168,STAGE7_TERMINAL_CHECK,6,127,5,1,0,0,146474.872373,77628.1351566,43.3380705082,77565.7965755,77450.3599329,115.436642528,0,0,0,187.584544107,2.4025212153,19.0005106399,111.719019311,49.4297247555,19.6383954592,16.6005713356,26.0503277609,127,3,2,84.2807927532,19.6383954592,21.0048007503,55.6417675651,180.565756528,34.8510679977,0,4.40422941469,29.5914398043,68.8467372167,68.8467372167,1.76214598469e-12,1,PURE_QUANTITY_SHORTFALL,0,1.75859327101e-12,0,0,68846.7372167,3,2,7,68.8467372167,1.80122583515e-12,68.8467372167,1.80477854883e-12,3.5527136788e-15,True,True,PURE_QUANTITY,difficult4
Base,Arm-A,1000,7997,81-34-43-52-37-15-32-16,PHYSICAL_DISSIPATION_A1,2,34,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,5,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7998,81-92-101-95-104-32-24-40,STAGE7_TERMINAL_CHECK,4,95,3,1,0,0,49613.7064926,49613.7064926,28.4407682805,49585.2657243,49509.7857243,75.48,0,0,0,122.655,0,0,145.293409272,55.6945570449,41.6081379386,18.6421334423,29.3485808462,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,41.6081379386,18.6421334423,29.3485808462,0,2,5,7,0,145.293409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,7999,81-107-92-77-86-103-88-80,STAGE7_TERMINAL_CHECK,6,103,5,1,0,0,78120.7739722,78120.7739722,45.3377547062,78005.302676,77873.6602846,131.642391439,0,0,0,213.918886088,5.49927929507,70.1335415033,138.053361291,59.3324378844,24.0183969051,21.0048007503,33.6977257516,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,59.3324378844,24.0183969051,21.0048007503,33.6977257516,0,2,6,7,0,138.053361291,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8000,81-99-52-54-55-56-56-56,PHYSICAL_DISSIPATION_A1,3,52,2,0,1,0,28954.6708721,28954.6708721,21.1760978169,28933.4947743,28863.4147742,70.08,0,0,0,113.88,0,0,182.014475204,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,1,7,4,0,182.014475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8001,81-74-68-69-78-71-88-88,STAGE7_TERMINAL_CHECK,6,71,5,1,0,0,78423.8952705,78423.8952705,46.3299235924,78234.2733192,78099.2234232,135.049895992,0,0,0,219.456080987,10.6483384948,143.292027646,143.59055619,63.824487644,19.6383954592,21.0048007503,39.1228723369,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.824487644,19.6383954592,21.0048007503,39.1228723369,0,2,2,7,0,143.59055619,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8002,81-98-107-110-111-168-112-112,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,57395.78746,57395.78746,34.3788923372,57361.4085677,57282.0885677,79.32,0,0,0,128.895,0,0,112.522481134,40.8553559616,32.8621752057,17.0176415006,21.7873084666,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,32.8621752057,17.0176415006,21.7873084666,0,2,7,7,0,112.522481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8003,81-106-107-52-53-30-23-16,PHYSICAL_DISSIPATION_A1,4,52,3,0,1,0,49729.8584926,49729.8584926,28.7527682805,49701.1057244,49621.7857243,79.32,0,0,0,128.895,0,0,151.533409272,55.6945570449,45.5081379386,20.9821334423,29.3485808462,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,45.5081379386,20.9821334423,29.3485808462,0,1,7,4,0,151.533409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8004,81-91-68-39-24-56-40-56,PHYSICAL_DISSIPATION_A1,4,39,3,0,1,0,49983.1972426,49983.1972426,29.1915182805,49954.0057243,49869.2857243,84.72,0,0,0,137.67,0,0,160.308409272,61.5445570449,45.5081379386,20.9821334423,32.2735808462,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,61.5445570449,45.5081379386,20.9821334423,32.2735808462,0,1,5,7,0,160.308409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8005,81-58-83-68-78-71-96-88,STAGE7_TERMINAL_CHECK,6,71,5,1,0,0,78852.0857096,78852.0857096,49.3056160974,78769.0604986,78618.7004986,150.36,0,0,0,244.335,1.50368915254,33.7195948862,168.469475204,71.0324378844,36.20010096,21.9829194459,39.2540169134,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,71.0324378844,36.20010096,21.9829194459,39.2540169134,0,2,2,7,0,168.469475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8006,81-122-179-182-199-184-176-200,STAGE7_TERMINAL_CHECK,5,199,4,1,0,0,83320.5769345,77998.3417976,70.3187321794,68783.7993524,68495.3144697,288.484882679,39.0109281376,1,7802.18562751,468.787934353,41.17487606,1342.03808549,491.426343625,184.1334836,127.23675343,45.1965741012,134.859532493,199,4,4,168.56298044,132.558988567,40.9131822127,81.8263755451,423.861526765,0,5.3222351369,0,0,5.3222351369,0,5.3222351369,1,PURE_SPATIAL_MISMATCH,15.5705031601,0,4.28339188844,53.033156948,5322.2351369,4,4,7,5.3222351369,72.8870519965,0,5.3222351369,0,True,True,PURE_LOCATION,not_stage7_tail
Base,Arm-A,1000,8007,81-106-107-108-53-54-47-56,PHYSICAL_DISSIPATION_A1,5,53,4,0,1,0,58641.7285233,58641.7285233,38.0706090453,58603.6579143,58478.901401,124.75651333,0,0,0,202.729334162,0,0,186.356815296,75.9553559616,39.4215093676,28.7176415006,42.2623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,75.9553559616,39.4215093676,28.7176415006,42.2623084666,0,1,7,5,0,186.356815296,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8008,81-90-107-92-125-134-119-128,STAGE7_TERMINAL_CHECK,7,119,6,1,0,0,109459.798382,109459.798382,69.3971832787,108021.342233,107739.097351,282.244882679,0,0,0,458.647934353,45.0419756469,1369.05896487,337.286343625,168.69963991,58.7592419081,31.6169881787,78.2104736285,119,3,1,63.824487644,13.0921787815,11.4556774055,54.550939968,142.923283799,0,0,0,0,0,0,0,0,NO_GAP,104.875152266,45.6670631266,20.1613107732,23.6595336604,0,3,1,7,0,194.363059826,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8009,81-98-108-110-55-56-40-16,PHYSICAL_DISSIPATION_A1,5,55,4,0,1,0,57279.32346,57279.32346,33.7548923372,57245.5685677,57170.0885677,75.48,0,0,0,122.655,0,0,106.282481134,40.8553559616,28.9621752057,14.6776415006,21.7873084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,28.9621752057,14.6776415006,21.7873084666,0,1,7,7,0,106.282481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8010,81-99-85-102-111-96-112-104,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,58178.6762738,58178.6762738,36.5736564272,58134.2410004,58025.5085193,108.732481107,0,0,0,176.690281799,1.03349081966,7.86161702358,160.317762933,70.3548673538,27.928684386,22.9113388566,39.1228723369,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,27.928684386,22.9113388566,39.1228723369,0,2,7,7,0,160.317762933,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8011,81-66-77-63-88-120-80-40,STAGE7_TERMINAL_CHECK,4,63,3,1,0,0,49761.3559926,49761.3559926,28.8502682805,49732.5057243,49653.7857243,78.72,0,0,0,127.92,0,0,150.558409272,55.6945570449,41.6081379386,20.9821334423,32.2735808462,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,41.6081379386,20.9821334423,32.2735808462,0,2,1,7,0,150.558409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8012,81-107-108-109-111-104-88-16,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,58093.5305143,58093.5305143,36.2633255282,58057.2671888,57950.9141649,106.353023889,0,0,0,172.82366382,0,0,156.451144954,70.1053559616,28.9621752057,20.9713053203,36.4123084666,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.1053559616,28.9621752057,20.9713053203,36.4123084666,0,2,7,7,0,156.451144954,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8013,81-74-83-68-69-79-112-24,STAGE7_TERMINAL_CHECK,6,79,5,1,0,0,78864.6741935,78864.6741935,48.9143682201,78804.7236307,78653.7789892,150.94464151,0,0,0,245.285042454,1.48411940164,11.03619456,169.419517657,71.0324378844,36.2196707109,23.4670388476,38.7003702144,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,71.0324378844,36.2196707109,23.4670388476,38.7003702144,0,2,3,7,0,169.419517657,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8014,81-106-100-111-88-16-32-16,STAGE7_TERMINAL_CHECK,4,111,3,1,0,0,49657.2634926,49657.2634926,28.5577682805,49628.7057244,49551.7857243,76.92,0,0,0,124.995,0,0,147.633409272,55.6945570449,41.6081379386,20.9821334423,29.3485808462,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,41.6081379386,20.9821334423,29.3485808462,0,2,7,7,0,147.633409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8015,81-2-13-31-48-56-32-24,PHYSICAL_DISSIPATION_A1,2,2,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,1,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8016,81-59-133-144-208-128-152-144,LF8_ABSORBING,4,144,3,0,0,1,55181.6373392,55181.6373392,34.0279149982,54003.156509,53860.7116264,142.444882679,0,0,0,231.472934353,39.1832622225,1144.45291515,254.111343625,126.896169365,45.2266875991,20.3082559121,61.6802307488,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,126.896169365,45.2266875991,20.3082559121,61.6802307488,0,3,4,8,0,254.111343625,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8017,81-18-51-52-53-39-56-56,PHYSICAL_DISSIPATION_A1,2,18,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,3,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8018,81-115-125-150-135-152-168-152,STAGE7_TERMINAL_CHECK,5,135,4,1,0,0,69663.2972549,69663.2972549,67.7461507733,68434.4504605,68153.6213932,280.829067304,0,0,0,456.347234369,49.4317370098,1161.10064369,439.974715504,184.298449791,133.314053333,36.4430005806,85.9192117999,135,3,3,70.3548673538,24.0183969051,22.9113790089,39.1228723369,156.407515605,0,0,0,0,0,0,0,0,NO_GAP,113.943582437,109.295656427,13.5316215716,46.7963394629,0,3,3,7,0,283.567199899,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8019,81-59-78-95-88-104-112-112,STAGE7_TERMINAL_CHECK,4,95,3,1,0,0,50164.3808329,50164.3808329,29.2860148105,50025.2124211,49941.1293869,84.0830342149,0,0,0,136.634930599,6.44074142711,109.88239703,159.273339871,63.824487644,35.1673965115,21.0048007503,39.2766549653,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.824487644,35.1673965115,21.0048007503,39.2766549653,0,2,5,7,0,159.273339871,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8020,81-123-76-93-102-111-104-112,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,81551.5637367,81551.5637367,61.0194870599,81479.0798526,81322.3344928,156.745359769,0,0,0,254.711209625,1.41154043698,11.4643969967,178.845684829,65.4186475094,46.9153305495,22.9113790089,43.6003277609,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,65.4186475094,46.9153305495,22.9113790089,43.6003277609,0,2,7,7,0,178.845684829,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8021,81-98-91-84-95-144-104-112,STAGE7_TERMINAL_CHECK,5,95,4,1,0,0,59379.79946,59379.79946,40.1508923372,59339.6485677,59194.6885677,144.96,0,0,0,235.56,0,0,219.187481134,87.6553559616,52.3621752057,31.0576415006,48.1123084666,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,87.6553559616,52.3621752057,31.0576415006,48.1123084666,0,2,5,7,0,219.187481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8022,81-107-92-69-94-47-56-56,PHYSICAL_DISSIPATION_A1,6,47,5,0,1,0,78036.5792006,78036.5792006,45.2232011385,77946.4031825,77815.4657361,130.937446406,0,0,0,212.77335041,5.60841941071,44.9528169148,136.907825614,59.3324378844,25.6887211122,22.9113388566,28.9753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,59.3324378844,25.6887211122,22.9113388566,28.9753277609,0,1,6,7,0,136.907825614,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8023,81-59-76-93-55-56-32-40,PHYSICAL_DISSIPATION_A1,5,55,4,0,1,0,58721.877289,58721.877289,38.5987983466,58683.2784907,58561.021186,122.257304731,0,0,0,198.668120187,0,0,182.295601322,81.8053559616,32.8621752057,22.4407616879,45.1873084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,81.8053559616,32.8621752057,22.4407616879,45.1873084666,0,1,7,7,0,182.295601322,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8024,81-107-85-103-96-104-96-88,STAGE7_TERMINAL_CHECK,4,103,3,1,0,0,49665.1251097,49665.1251097,28.5577682805,49628.7057244,49551.7857243,76.92,0,0,0,124.995,1.03349081966,7.86161702358,147.633409272,55.6945570449,40.574647119,22.015624262,29.3485808462,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,40.574647119,22.015624262,29.3485808462,0,2,6,7,0,147.633409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8025,81-11-12-21-14-23-32-48,PHYSICAL_DISSIPATION_A1,2,11,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,2,3,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8026,81-106-100-110-55-48-56-56,PHYSICAL_DISSIPATION_A1,5,55,4,0,1,0,57322.99746,57322.99746,33.9888923372,57289.0085677,57212.0885677,76.92,0,0,0,124.995,0,0,108.622481134,40.8553559616,28.9621752057,17.0176415006,21.7873084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,28.9621752057,17.0176415006,21.7873084666,0,1,7,7,0,108.622481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8027,81-35-44-29-39-24-32-24,PHYSICAL_DISSIPATION_A1,2,35,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,5,3,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8028,81-58-27-44-39-16-8-48,PHYSICAL_DISSIPATION_A1,3,27,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,4,3,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8029,81-123-213-182-215-192-128-184,STAGE7_TERMINAL_CHECK,5,215,4,1,0,0,86259.4178913,86259.4178913,74.2643896199,68783.7993524,68495.3144697,288.484882679,72.4280110158,1,14485.6022032,468.787934353,97.0973544938,2915.7519461,524.843426503,194.591050927,142.553490546,47.9001358317,139.798749198,215,4,6,105.8300632,19.6384176651,22.9113581487,40.97548225,189.355321264,0,0,0,0,0,0,0,0,NO_GAP,88.7609877273,122.915072881,24.988777683,98.8232669482,0,4,6,7,0,335.488105239,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8030,81-34-19-38-23-8-40-56,PHYSICAL_DISSIPATION_A1,2,34,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,5,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8031,81-67-78-7-16-24-56-56,PHYSICAL_DISSIPATION_A1,4,7,3,0,1,0,50125.880224,50125.880224,28.9935148105,49921.4124211,49839.1293869,82.2830342149,0,0,0,133.709930599,9.36574142711,175.474288064,156.348339871,63.824487644,32.2423965115,21.0048007503,39.2766549653,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.824487644,32.2423965115,21.0048007503,39.2766549653,0,1,1,7,0,156.348339871,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8032,81-99-93-79-72-80-96-88,STAGE7_TERMINAL_CHECK,4,79,3,1,0,0,49667.9269648,49667.9269648,28.5577682805,49628.7057244,49551.7857243,76.92,0,0,0,124.995,1.38627250897,10.6634721909,147.633409272,55.6945570449,40.2218654297,22.3684059513,29.3485808462,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,40.2218654297,22.3684059513,29.3485808462,0,2,3,7,0,147.633409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8033,81-107-45-54-15-40-56-24,PHYSICAL_DISSIPATION_A1,3,45,2,0,1,0,28954.6708721,28954.6708721,21.1760978169,28933.4947743,28863.4147742,70.08,0,0,0,113.88,0,0,182.014475204,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,1,6,5,0,182.014475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8034,81-90-165-166-167-216-280-264,STAGE7_TERMINAL_CHECK,5,167,4,1,0,0,65409.3375454,65409.3375454,50.3501857725,63874.2793524,63659.7144697,214.564882679,0,0,0,348.667934353,53.1341997365,1484.70800718,332.295415487,168.991672946,67.1977331773,30.443700897,65.6623084666,167,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,168.991672946,67.1977331773,30.443700897,65.6623084666,0,3,7,7,0,332.295415487,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,8035,81-83-108-111-72-80-40-16,STAGE7_TERMINAL_CHECK,4,111,3,1,0,0,49613.7064926,49613.7064926,28.4407682805,49585.2657243,49509.7857243,75.48,0,0,0,122.655,0,0,145.293409272,55.6945570449,41.6081379386,18.6421334423,29.3485808462,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,41.6081379386,18.6421334423,29.3485808462,0,2,7,7,0,145.293409272,0,0,0,False,False,NO_GAP,not_stage7_tail
