record_type,terminal_a,terminal_loc,early_arrival_after_stage,late_arrival_after_stage,early_path_count,late_path_count,descriptive_only,early_mean_cumulative_production_kg,early_CI95_low_cumulative_production_kg,early_CI95_high_cumulative_production_kg,early_mean_ending_inventory_kg,early_CI95_low_ending_inventory_kg,early_CI95_high_ending_inventory_kg,early_mean_htt_kg,early_CI95_low_htt_kg,early_CI95_high_htt_kg,early_mean_ordinary_shortage_kg,early_CI95_low_ordinary_shortage_kg,early_CI95_high_ordinary_shortage_kg,early_mean_terminal_gap_kg,early_CI95_low_terminal_gap_kg,early_CI95_high_terminal_gap_kg,late_mean_cumulative_production_kg,late_minus_early_mean_cumulative_production_kg,late_mean_ending_inventory_kg,late_minus_early_mean_ending_inventory_kg,late_mean_htt_kg,late_minus_early_mean_htt_kg,late_mean_ordinary_shortage_kg,late_minus_early_mean_ordinary_shortage_kg,late_mean_terminal_gap_kg,late_minus_early_mean_terminal_gap_kg
ARRIVAL_GROUP,5,1,5,,5,,YES,412.619306171,369.710825748,455.527786594,387.11604592,364.053502029,410.178589811,187.941540386,133.630499517,242.252581254,50.362264545,18.8799878157,81.8445412742,190.063674692,172.762568253,207.36478113,,,,,,,,,,
ARRIVAL_GROUP,5,1,6,,2,,YES,557.557051761,403.74206221,711.372041311,486.176456002,430.324216593,542.028695412,212.214271876,95.7859560726,328.64258768,49.9809949698,-47.981755171,147.943745111,145.851965706,118.974130693,172.729800718,,,,,,,,,,
ARRIVAL_GROUP,5,2,3,,2,,YES,342.427934353,337.841534353,347.014334353,389.50030818,376.706292028,402.294324332,110.974189693,52.1450876747,169.803291711,24.4339645549,7.05354840298,41.8143807068,188.724711605,107.001108198,270.448315012,,,,,,,,,,
ARRIVAL_GROUP,5,2,4,,9,,YES,415.675088752,380.774287897,450.575889606,435.058951887,403.833336963,466.28456681,159.925602883,116.699180744,203.152025023,35.7563820006,23.169059638,48.3437043633,164.030684514,144.090024778,183.971344251,,,,,,,,,,
ARRIVAL_GROUP,5,2,5,,12,,YES,520.651578154,496.765026168,544.538130141,461.186031994,440.890263104,481.481800885,206.865281489,153.136748419,260.593814558,16.3999786361,2.48904004584,30.3109172264,152.345642434,134.095162397,170.596122472,,,,,,,,,,
ARRIVAL_GROUP,5,2,6,,7,,YES,585.501966312,530.410439905,640.593492719,486.254331442,448.253805871,524.254857013,207.732180898,147.666644347,267.797717449,22.1139558578,1.3047829755,42.9231287402,175.774090758,153.809987444,197.738194072,,,,,,,,,,
ARRIVAL_GROUP,5,3,3,,1,,YES,344.767934353,344.767934353,344.767934353,376.14134149,376.14134149,376.14134149,184.557390264,184.557390264,184.557390264,8.73499786503,8.73499786503,8.73499786503,228.69439837,228.69439837,228.69439837,,,,,,,,,,
ARRIVAL_GROUP,5,3,4,,6,,YES,431.708883626,395.807323131,467.610444121,434.871204061,408.889230907,460.853177216,169.084404261,127.119331109,211.049477414,19.5348393007,3.62931819883,35.4403604026,159.773538246,121.627446865,197.919629627,,,,,,,,,,
ARRIVAL_GROUP,5,3,5,,4,,YES,472.810277141,459.126601421,486.493952861,407.894533014,392.822692813,422.966373215,203.139350462,133.93103326,272.347667664,10.9497806687,-3.34643838446,25.2459997219,196.874654996,168.141791474,225.607518517,,,,,,,,,,
ARRIVAL_GROUP,5,3,6,,1,,YES,588.593431788,588.593431788,588.593431788,467.23184106,467.23184106,467.23184106,218.580818218,218.580818218,218.580818218,0,0,0,169.792463093,169.792463093,169.792463093,,,,,,,,,,
ARRIVAL_GROUP,5,4,4,,7,,YES,441.724976808,409.620284115,473.829669501,451.806459015,406.424187562,497.188730469,157.978467831,124.3511861,191.605749561,26.4540010727,7.75236394712,45.1556381982,136.605840321,102.302199955,170.909480688,,,,,,,,,,
ARRIVAL_GROUP,5,4,5,,7,,YES,483.139218444,432.521103439,533.757333448,428.161011456,387.698995924,468.623026988,200.100804916,133.30450411,266.897105723,20.8873178087,-3.62570351878,45.4003391362,171.59574513,132.917712139,210.273778121,,,,,,,,,,
ARRIVAL_GROUP,5,4,6,,4,,YES,545.313956108,477.856876461,612.771035755,444.703948361,394.685527864,494.722368858,257.000371111,184.154178286,329.846563935,20.751582981,-9.49031510388,50.9934810659,165.754365125,125.064933006,206.443797244,,,,,,,,,,
ARRIVAL_GROUP,5,5,3,,2,,YES,335.659410906,317.806704952,353.512116861,358.297820178,340.445114224,376.150526133,164.404051735,149.020778527,179.787324943,0,0,0,168.963760895,139.99555692,197.93196487,,,,,,,,,,
ARRIVAL_GROUP,5,5,4,,5,,YES,387.447606786,335.559325047,439.335888524,399.891152786,360.901076743,438.881228829,178.341064058,112.758896225,243.923231891,28.8160648661,13.9840377195,43.6480920126,119.932163293,83.7824530348,156.081873551,,,,,,,,,,
ARRIVAL_GROUP,5,5,5,,10,,YES,474.87927375,442.693233716,507.065313783,421.460039173,384.549742571,458.370335775,229.9427009,179.967005147,279.918396653,22.4462902196,2.57562106085,42.3169593783,106.969094696,88.9394466036,124.998742789,,,,,,,,,,
ARRIVAL_GROUP,5,5,6,,6,,YES,552.13418843,500.14608646,604.1222904,456.309985581,406.388969614,506.231001547,173.633035872,115.041873421,232.224198323,25.537387879,7.6217494949,43.4530262632,101.873560488,82.5799296741,121.167191301,,,,,,,,,,
ARRIVAL_GROUP,5,6,4,,6,,YES,414.139300774,369.227620023,459.050981526,416.046786383,381.166506787,450.927065979,245.426194111,189.571260469,301.281127754,18.2800044741,4.50694523078,32.0530637174,90.7645319569,70.5792924151,110.949771499,,,,,,,,,,
ARRIVAL_GROUP,5,6,5,,7,,YES,498.416935931,462.953783487,533.880088375,431.023263808,400.024506891,462.022020725,153.190540449,117.503666824,188.877414075,8.47185267278,-0.193845626757,17.1375509723,50.8851209329,31.0852387893,70.6850030764,,,,,,,,,,
ARRIVAL_GROUP,5,6,6,,3,,YES,521.867233343,418.938473871,624.795992815,435.424677377,367.596977872,503.252376881,186.811647231,97.7048455596,275.918448903,34.9190347622,-0.23587867998,70.0739482043,60.1021808028,36.6796684895,83.524693116,,,,,,,,,,
ARRIVAL_GROUP,5,7,3,,1,,YES,326.55088746,326.55088746,326.55088746,371.431200416,371.431200416,371.431200416,138.867562116,138.867562116,138.867562116,22.2419036844,22.2419036844,22.2419036844,18.0016621128,18.0016621128,18.0016621128,,,,,,,,,,
ARRIVAL_GROUP,5,7,4,,10,,YES,403.100117614,369.751160096,436.449075131,405.713840804,377.038800887,434.38888072,179.512758149,146.838947637,212.186568661,18.9862420555,9.02717622393,28.945307887,20.0588204564,5.80652694552,34.3111139673,,,,,,,,,,
ARRIVAL_GROUP,5,7,5,,22,,YES,491.674379619,470.757418854,512.591340384,428.730750062,408.110509304,449.350990821,186.654334337,159.660673664,213.647995009,12.9218952397,5.25135309618,20.5924373831,15.8978684717,11.2786737521,20.5170631913,,,,,,,,,,
ARRIVAL_GROUP,5,7,6,,10,,YES,542.567026905,512.973484302,572.160569508,445.192298255,413.067625202,477.316971309,146.696777246,76.8813250289,216.512229463,23.9868620782,12.0240063291,35.9497178273,13.1610619642,9.66214304265,16.6599808857,,,,,,,,,,
ARRIVAL_GROUP,6,1,6,,1,,YES,592.833731129,592.833731129,592.833731129,471.472140402,471.472140402,471.472140402,160.965237876,160.965237876,160.965237876,0,0,0,150.090709628,150.090709628,150.090709628,,,,,,,,,,
ARRIVAL_GROUP,6,5,6,,1,,YES,541.145402194,541.145402194,541.145402194,419.783811466,419.783811466,419.783811466,107.307721972,107.307721972,107.307721972,0,0,0,126.07349801,126.07349801,126.07349801,,,,,,,,,,
ARRIVAL_GROUP,6,7,4,,1,,YES,451.202586393,451.202586393,451.202586393,473.840995666,473.840995666,473.840995666,193.8338857,193.8338857,193.8338857,39.0109281376,39.0109281376,39.0109281376,37.6405887247,37.6405887247,37.6405887247,,,,,,,,,,
ARRIVAL_GROUP,6,7,5,,1,,YES,567.468770755,567.468770755,567.468770755,491.603245959,491.603245959,491.603245959,225.182267303,225.182267303,225.182267303,0,0,0,40.6641847537,40.6641847537,40.6641847537,,,,,,,,,,
EARLIEST_VS_LATEST,2,1,3,6,67,18,YES,130.64489258,,,153.962347612,,,20.0457015153,,,0.679045760175,,,0,,,273.158466957,142.513574377,152.216946917,-1.74540069495,34.6943059707,14.6486044554,0.420070687757,-0.258975072418,0,0
EARLIEST_VS_LATEST,2,2,2,6,12,43,YES,112.66125,,,180.795725204,,,0,,,0,,,0,,,270.125767876,157.464517876,149.720311918,-31.0754132853,28.4826536527,28.4826536527,0.956134769945,0.956134769945,0,0
EARLIEST_VS_LATEST,2,3,2,6,12,34,YES,112.66125,,,180.795725204,,,0,,,0,,,0,,,264.526122068,151.864872068,144.964862519,-35.8308626843,21.4888435938,21.4888435938,1.80033117961,1.80033117961,0,0
EARLIEST_VS_LATEST,2,4,2,6,18,42,YES,111.1175,,,179.251975204,,,0,,,0,,,0,,,275.767579046,164.650079046,156.145017979,-23.106957225,28.4452831439,28.4452831439,1.73902966037,1.73902966037,0,0
EARLIEST_VS_LATEST,2,5,2,6,6,44,YES,110.955,,,179.089475204,,,0,,,0,,,0,,,256.310032041,145.355032041,134.948441313,-44.1410338911,29.7817421432,29.7817421432,0,0,0,0
EARLIEST_VS_LATEST,2,6,2,6,5,35,YES,111.735,,,179.869475204,,,0,,,0,,,0,,,250.258024027,138.523024027,128.896433299,-50.9730419048,21.3389510234,21.3389510234,0,0,0,0
EARLIEST_VS_LATEST,2,7,2,6,15,87,YES,110.175,,,178.309475204,,,0,,,0,,,0,,,244.75896726,134.58396726,123.693179345,-54.6162958586,18.7295920288,18.7295920288,0.295802812676,0.295802812676,0,0
EARLIEST_VS_LATEST,3,1,3,6,9,7,YES,232.48063592,,,259.534280357,,,57.6721448702,,,4.4152351649,,,13.0618520576,,,376.549486428,144.068850508,260.71105796,1.17677760358,69.2966868776,11.6245420073,5.52316226051,1.10792709562,16.8858441013,3.82399204368
EARLIEST_VS_LATEST,3,2,3,6,19,7,YES,205.045882597,,,230.078821655,,,48.8362865581,,,2.39452978588,,,36.171998567,,,360.924142157,155.87825956,249.483471661,19.4046500065,53.9021809846,5.06589442647,9.92092023255,7.52639044667,19.2982823598,-16.8737162071
EARLIEST_VS_LATEST,3,3,3,6,16,8,YES,215.026965016,,,244.732235598,,,50.3462919714,,,7.06686130986,,,24.9730803552,,,378.608283865,163.581318849,271.122154089,26.389918491,64.5686516784,14.222359707,13.875460952,6.80859964217,14.1981876328,-10.7748927224
EARLIEST_VS_LATEST,3,4,3,6,19,10,YES,162.799002438,,,185.43741171,,,35.0161125194,,,0,,,45.7464789133,,,327.582042194,164.783039756,215.371987278,29.934575568,41.201183832,6.18507131253,9.15153581193,9.15153581193,40.4298076943,-5.31667121895
EARLIEST_VS_LATEST,3,5,3,6,21,8,YES,211.136654792,,,234.159221096,,,43.6932416631,,,0.384157031334,,,5.5329970993,,,338.393517107,127.256862315,221.54688667,-12.6123344256,43.0885826444,-0.604659018661,4.51496029079,4.13080325946,2.37145738799,-3.1615397113
EARLIEST_VS_LATEST,3,6,3,5,17,30,YES,210.770680926,,,236.382381851,,,45.6801806489,,,2.97329165336,,,0,,,319.178001548,108.407320622,247.562871249,11.1804893978,72.8560715139,27.175890865,4.25039449742,1.27710284407,0,0
EARLIEST_VS_LATEST,3,7,2,6,5,19,YES,109.98,,,178.114475204,,,0,,,0,,,0,,,404.608445612,294.628445612,287.775166809,109.660691605,92.7977188324,92.7977188324,4.52831192472,4.52831192472,0,0
EARLIEST_VS_LATEST,4,1,4,6,12,7,YES,371.845463148,,,367.920121733,,,127.70606124,,,12.4471774498,,,108.588160997,,,511.542458154,139.696995006,412.778689573,44.8585678399,164.08932359,36.3832623496,22.597822146,10.1506446962,96.5689567363,-12.0192042605
EARLIEST_VS_LATEST,4,2,3,6,6,5,YES,285.682934353,,,326.286117614,,,117.249059534,,,17.9647739894,,,133.03066341,,,470.326818948,184.643884595,374.025877325,47.7397597104,131.771536455,14.5224769212,25.0606491048,7.09587511541,101.56116569,-31.4694977205
EARLIEST_VS_LATEST,4,3,3,5,6,21,YES,295.402084406,,,335.078412424,,,97.3890396449,,,17.0379187454,,,104.647724728,,,466.990391261,171.588306855,406.687284161,71.6088717371,142.038909369,44.6498697242,15.5624176958,-1.47550104965,69.3559534807,-35.2917712468
EARLIEST_VS_LATEST,4,4,3,6,5,6,YES,296.748775485,,,347.205900427,,,101.545890954,,,27.8187156697,,,150.251071492,,,467.229220927,170.480445442,363.75930818,16.5534077527,109.532949752,7.98705879803,17.8916779807,-9.92703768896,129.381568849,-20.8695026429
EARLIEST_VS_LATEST,4,5,3,6,5,8,YES,297.499102066,,,343.50943654,,,72.3157028349,,,23.3719252018,,,43.1862341993,,,504.589918914,207.090816848,391.121243916,47.6118073762,193.130168268,120.814465434,7.89291573022,-15.4790094716,49.2851575759,6.09892337662
EARLIEST_VS_LATEST,4,6,4,5,19,18,YES,372.69978285,,,367.051948047,,,136.056107122,,,10.724684062,,,22.2177408056,,,440.907507572,68.2077247224,383.019420474,15.9674724275,183.046309423,46.9902023006,17.9774376978,7.25275363587,20.150448402,-2.0672924036
EARLIEST_VS_LATEST,4,7,3,6,8,10,YES,294.152974748,,,316.791384021,,,108.873485556,,,0,,,0,,,448.55226221,154.399287462,340.930908263,24.1395242429,145.598436731,36.7249511747,13.7402367813,13.7402367813,0.650925533858,0.650925533858
EARLIEST_VS_LATEST,5,2,4,6,9,7,YES,415.675088752,,,435.058951887,,,159.925602883,,,35.7563820006,,,164.030684514,,,585.501966312,169.82687756,486.254331442,51.1953795552,207.732180898,47.8065780148,22.1139558578,-13.6424261428,175.774090758,11.7434062438
EARLIEST_VS_LATEST,5,4,4,5,7,7,YES,441.724976808,,,451.806459015,,,157.978467831,,,26.4540010727,,,136.605840321,,,483.139218444,41.4142416352,428.161011456,-23.6454475595,200.100804916,42.1223370859,20.8873178087,-5.56668326396,171.59574513,34.989904809
EARLIEST_VS_LATEST,5,5,4,6,5,6,YES,387.447606786,,,399.891152786,,,178.341064058,,,28.8160648661,,,119.932163293,,,552.13418843,164.686581644,456.309985581,56.4188327949,173.633035872,-4.70802818624,25.537387879,-3.27867698703,101.873560488,-18.0586028054
EARLIEST_VS_LATEST,5,6,4,5,6,7,YES,414.139300774,,,416.046786383,,,245.426194111,,,18.2800044741,,,90.7645319569,,,498.416935931,84.2776351568,431.023263808,14.9764774248,153.190540449,-92.2356536618,8.47185267278,-9.80815180132,50.8851209329,-39.879411024
EARLIEST_VS_LATEST,5,7,4,6,10,10,YES,403.100117614,,,405.713840804,,,179.512758149,,,18.9862420555,,,20.0588204564,,,542.567026905,139.466909292,445.192298255,39.4784574518,146.696777246,-32.815980903,23.9868620782,5.0006200227,13.1610619642,-6.89775849228
