path,bytes,sha256,role
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/README.md,3301,739384abb877fc7b9996b9b46d472d4a346adf37332bb3c89cc1ded7f3894acf,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/stage89n_parameter_audit.csv,1039,c3999a67035a941679b06d5f5eb0c6a78e9b7eb3d0010decfeba6cac1d886dfc,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/formal_8h_runtime_audit.csv,272,6f25d8fd49b25c357481402ff54a6561c3cdaf47a9ef8361d780209ac96a85c2,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/training_iteration_summary.csv,3325,e85b496b109fdb309fba5a222c63209d62cf6db1f9520c39d9f4b1a71201bcdf,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/oos/loc4/oos_path_manifest.csv,318828,a186e8d4ac870082d0925a05311ab8f4c5a0b70cb61b6fd06955a48a647b3941,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/oos/loc4/oos_path_summary.csv,3022384,78d224b6e480b0e08fd1a9d8dafcd8c0af33f2be3e92ca9b01c8495c3c51ca84,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/oos/loc4/oos_stage_summary.csv,6633453,527dca77aba0506ee1b86f5af5a7770b0263f8443685e190c5e3891b08848f78,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89n-stage89k-adopted-loc4-fresh-8h-retraining/run-003/oos/loc4/oos_stage_site_summary.csv,18015657,879e887d3b3e1b1a37c852af14507ff9ddf74735c971fc149791fc3b23299ae5,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000/run-003/README.md,3673,9b69e4065bd32ddb3ccc17b41690c8ed85f30171ab2c9cfe6a3a596ee44dca42,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000/run-003/oos/loc4/oos_path_manifest.csv,318828,a186e8d4ac870082d0925a05311ab8f4c5a0b70cb61b6fd06955a48a647b3941,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000/run-003/oos/loc4/oos_path_summary.csv,3226265,44e9fa38b1b24234c8ab629ab188b44402e77f57309a9810b4947a4ba46ad468,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000/run-003/oos/loc4/oos_stage_summary.csv,6925260,2e43ca056f8ff5927b68d17ca60339ac2432daadda04aa865e5643d8a9404c20,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000/run-003/oos/loc4/oos_stage_site_summary.csv,18335356,ae562f3eed1e5d0f9658e84031528a4fce5aea894507d4d1f0df0231bdea27a3,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89o-comprehensive-policy-mechanism-analysis/run-005/README.md,6559,82b6e24c43c8ffb8f9041aed4ad324b9cb2682e1393b53255e5d060b048dfb78,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89o-comprehensive-policy-mechanism-analysis/run-005/path_cohort_master.csv,1593232,137a198b27ef5b94fd41980980fa9814c356dcf0f1db279b613514819f45012e,READ_ONLY_SOURCE
results/task-002-stage2b-b3-smoke/stage89o-comprehensive-policy-mechanism-analysis/run-005/early_a1_residual_inventory.csv,2238618,3524d7e114fa754d6e98ddda77e7da3382d15ab22a1fa2ab3d0b626881a525b2,READ_ONLY_SOURCE
fa_h2/forward_pass_h2.m,1856,096a35bf429a833e75a564837fa61bc814087bd999d565eac333441ffe1bda9d,READ_ONLY_SOURCE
fa_msp/current_hourly_stage89_adopted/launcher/run_stage89n_stage85r_single_loc4_gap1000_h2.m,34303,6b52e4892c6518c21196cb948ca1c4a839a3e13bd10eae9fd68dd2126d1d48ab,READ_ONLY_SOURCE
tmp/pdfs/siddig_song_2201.10678.pdf,1153263,7d255a8790e95c9c047987decf92850aeb626e94a99663bceab7249cc2a51121,READ_ONLY_SOURCE
