policy,metric,denominator,N,mean,std,SE,CI_low,CI_high,q95,q99,event_probability,event_events,event_CI95_low,event_CI95_high
Stage89N,actual_operating_cost_yuan,ALL_INITIAL_PATHS,10000,56182.4504173,24241.1196731,242.411196731,55707.3244717,56657.5763629,98639.25832,110809.105882,,,,
Stage89N,reported_objective_yuan,ALL_INITIAL_PATHS,10000,61765.4773114,39105.7165985,391.057165985,60999.0052661,62531.9493568,115200.742293,239051.36068,,,,
Stage89N,total_h2_production_kg,ALL_INITIAL_PATHS,10000,186.00516516,93.0692069841,0.930692069841,184.181008703,187.829321617,400.641978939,507.429152858,,,,
Stage89N,total_htt_kg,ALL_INITIAL_PATHS,10000,22.511338232,48.3983752158,0.483983752158,21.5627300778,23.4599463862,125.743583529,242.32137906,,,,
Stage89N,ordinary_shortage_kg,ALL_INITIAL_PATHS,10000,1.54182380137,7.71697843414,0.0771697843414,1.39057102406,1.69307657868,4.55413991262,39.443739183,,,,
Stage89N,terminal_gap_kg,CONDITIONAL_ON_STAGE7_PATHS,6124,9.11663437969,31.4679337041,0.402115334932,8.32848832323,9.90478043616,69.7557512827,166.519673242,,,,
Stage89N,probability_any_ordinary_shortage,ALL_INITIAL_PATHS,10000,,,,,,,,0.0534,534,0.0491623454128,0.0579806545324
Stage89N,probability_terminal_gap_positive,CONDITIONAL_ON_STAGE7_PATHS,6124,,,,,,,,0.147942521228,906,0.139270868581,0.157055589988
Stage89N,terminal_gap_kg_unconditional_accounting_contribution,ALL_INITIAL_PATHS_WITH_NON_STAGE7_ZERO_CONTRIBUTION_NOT_A_PHYSICAL_GAP,10000,5.58302689412,25.022173906,0.25022173906,5.09259228557,6.07346150268,29.5059845725,150.091141929,,,,
