interval_type,section,group,metric,denominator,N,mean,std,SE,CI_low,CI_high,events,probability
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS4,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,291,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS5,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,213.832754675,55.7683332124,4.19180461474,205.616817631,222.04869172,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS5,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,138.466110683,57.4304874915,4.31673978093,130.005300712,146.926920653,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS5,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,13.6213087693,30.2793597615,2.27593604952,9.16047411228,18.0821434264,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS5,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,0.498880803638,5.16122868514,0.38794170408,-0.261484936359,1.25924654363,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS5,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS6,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,42,275.767579046,62.8727205588,9.70147140345,256.752695096,294.782462997,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS6,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,42,156.145017979,65.8352241365,10.1585956298,136.234170544,176.055865413,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS6,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,42,28.4452831439,31.9386291172,4.92823746598,18.7859377106,38.1046285772,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS6,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,42,1.73902966037,6.01121471115,0.927550567271,-0.0789694514776,3.55702877223,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc4_afterS6,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,42,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS2,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,6,110.955,1.51046350502,0.616644143733,109.746377478,112.163622522,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS2,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,6,179.089475204,1.51046350502,0.616644143733,177.880852682,180.298097725,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS2,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,6,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS2,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,6,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS2,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,6,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS3,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,136,126.497960177,32.3704821178,2.77574594179,121.057498131,131.938422223,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS3,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,136,149.470899346,33.6332281456,2.88402552037,143.818209326,155.123589366,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS3,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,136,12.7483532919,21.1771107986,1.81592226968,9.18914564333,16.3075609405,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS3,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,136,0.334529896557,3.90125546842,0.334529896557,-0.321148700695,0.990208493808,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS3,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,136,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS4,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,282,169.606406145,48.9690049673,2.91606181012,163.890924997,175.321887293,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS4,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,282,153.40241014,49.3905338472,2.94116348963,147.6377297,159.16709058,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS4,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,282,13.8171899716,27.4927702448,1.63717064333,10.6083355106,17.0260444325,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS4,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,282,0.168522860655,2.08665603995,0.124258558919,-0.0750239148269,0.412069636137,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS4,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,282,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS5,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,207.881566961,55.8782439984,4.20006601532,199.649437571,216.113696351,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS5,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,132.453295356,56.443900706,4.24258337706,124.137831937,140.768758775,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS5,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,14.841654829,30.0325657908,2.25738587874,10.4171785067,19.2661311513,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS5,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,0.437253190888,2.85317702379,0.214457917712,0.0169156721718,0.857590709604,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS5,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,177,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS6,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,44,256.310032041,78.432118069,11.8240866885,233.134822131,279.48524195,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS6,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,44,134.948441313,78.432118069,11.8240866885,111.773231403,158.123651222,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS6,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,44,29.7817421432,39.1232598025,5.89805333365,18.2215576092,41.3419266771,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS6,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,44,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc5_afterS6,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,44,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS2,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,5,111.735,3.92429930051,1.755,108.2952,115.1748,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS2,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,5,179.869475204,3.92429930051,1.755,176.429675204,183.309275204,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS2,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,5,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS2,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,5,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS2,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,5,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS3,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,104,124.53036559,16.3389003523,1.60216099475,121.39013004,127.67060114,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS3,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,104,147.168774862,16.3389003523,1.60216099475,144.028539312,150.309010412,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS3,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,104,9.76480301595,12.9731766706,1.27212463455,7.27143873222,12.2581672997,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS3,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,104,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS3,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,104,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS4,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,214,176.288659109,54.5127639966,3.72641583113,168.98488408,183.592434138,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS4,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,214,160.112917276,54.7664488119,3.7437573681,152.775152835,167.450681717,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS4,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,214,13.1282729968,26.9733302227,1.84385889452,9.51430956355,16.7422364301,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS4,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,214,0.196777032941,2.33541158683,0.159645449457,-0.116128047995,0.509682113877,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS4,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,214,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS5,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,169,204.190735701,45.3601270171,3.48924053977,197.351824243,211.029647159,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS5,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,169,128.866642821,46.182616566,3.55250896661,121.903725246,135.829560396,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS5,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,169,13.9958462585,23.9828193641,1.84483225878,10.3799750313,17.6117174857,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS5,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,169,0.541431916452,4.59565632516,0.353512025012,-0.151451652572,1.23431548548,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS5,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,169,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS6,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,250.258024027,57.8574362606,9.77969168467,231.089828325,269.426219729,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS6,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,128.896433299,57.8574362606,9.77969168467,109.728237597,148.064629001,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS6,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,21.3389510234,35.2042508359,5.9506044757,9.67576625106,33.0021357958,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS6,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc6_afterS6,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS2,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,15,110.175,0.75523175251,0.195,109.7928,110.5572,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS2,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,15,178.309475204,0.75523175251,0.195,177.927275204,178.691675204,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS2,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,15,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS2,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,15,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS2,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,15,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS3,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,237,121.066813623,20.1463379553,1.3086452766,118.501868881,123.631758366,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS3,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,237,143.897189418,21.3200698674,1.38488735723,141.182810198,146.611568639,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS3,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,237,6.25664746522,13.089760687,0.85027132637,4.59011566553,7.9231792649,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS3,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,237,0.191966522919,2.95528705601,0.191966522919,-0.184287862002,0.568220907839,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS3,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,237,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS4,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,522,161.814722445,45.1172013539,1.9747262568,157.944258982,165.685185908,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS4,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,522,145.538105578,45.4151752093,1.98776821814,141.64207987,149.434131285,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS4,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,522,7.86395035123,20.7106439756,0.906480260889,6.08724903989,9.64065166257,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS4,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,522,0.0959019981462,1.55640976773,0.0681222048894,-0.037617523437,0.229421519729,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS4,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,522,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS5,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,349,196.019123413,47.5667139971,2.54618782436,191.028595277,201.009651548,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS5,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,349,120.243177624,47.6971543084,2.55317013414,115.238964161,125.247391087,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS5,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,349,7.99992223018,21.0288817162,1.12565023072,5.79364777796,10.2061966824,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS5,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,349,0.0895790073306,1.6734739602,0.0895790073306,-0.0859958470374,0.265153861699,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS5,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,349,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS6,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,87,244.75896726,60.8433246228,6.52308909894,231.973712626,257.544221894,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS6,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,87,123.693179345,61.7166757645,6.61672216956,110.724403893,136.661954797,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS6,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,87,18.7295920288,31.2673357815,3.35221026223,12.1592599148,25.2999241428,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS6,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,87,0.295802812676,2.10160274258,0.225315464357,-0.145815497465,0.737421122816,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a2_loc7_afterS6,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,87,0,0,0,0,0,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS3,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,9,232.48063592,89.3396319387,29.7798773129,174.112076386,290.849195453,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS3,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,9,259.534280357,89.5316766842,29.8438922281,201.04025159,318.028309124,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS3,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,9,57.6721448702,32.2243972253,10.7414657418,36.6188720164,78.7254177241,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS3,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,9,4.4152351649,10.2699232546,3.42330775152,-2.29444802808,11.1249183579,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS3,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,9,13.0618520576,6.11907130044,2.03969043348,9.06405880795,17.0596453072,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS4,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,286.077454673,86.3586880429,14.5972825264,257.466780921,314.688128425,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS4,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,277.500852033,87.0005295102,14.7057735358,248.677535902,306.324168163,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS4,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,62.080028472,37.2359113641,6.29401778361,49.7437536161,74.4163033279,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS4,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,7.79591622488,11.6742372822,1.97330626194,3.92823595147,11.6635964983,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS4,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,35,7.4218671243,7.46081791805,1.26110840144,4.95009465748,9.89363959112,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS5,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,19,325.417263956,86.7732200448,19.9071419569,286.399265721,364.435262192,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS5,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,19,254.747660738,89.8416277753,20.6110829682,214.349938121,295.145383356,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS5,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,19,63.3739355802,47.5245787855,10.902886119,42.0042787871,84.7435923734,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS5,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,19,5.1959215784,10.6038746338,2.43269568098,0.427838043673,9.96400511313,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS5,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,19,12.5054662417,9.15798279522,2.10098534374,8.38753496795,16.6233975154,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS6,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,7,376.549486428,125.167767844,47.3089694108,283.823906382,469.275066473,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS6,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,7,260.71105796,126.840108804,47.9410548807,166.746590394,354.675525526,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS6,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,7,69.2966868776,53.175451008,20.0984313173,29.9037614958,108.689612259,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS6,ordinary_shortage_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,7,5.52316226051,6.21176531466,2.34782660361,0.921422117435,10.1249024036,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc1_afterS6,terminal_gap_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,7,16.8858441013,10.0945905385,3.81539659312,9.40766677873,24.3640214238,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc2_afterS2,cumulative_production_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,1,109.98,0,0,109.98,109.98,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc2_afterS2,ending_inventory_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,1,178.114475204,0,0,178.114475204,178.114475204,,
NORMAL_MEAN_95,N_SAME_TERMINAL_ARRIVAL,a3_loc2_afterS2,htt_kg,STAGE7_PATHS_WITH_SAME_TERMINAL_STATE_AND_ARRIVAL,1,0,0,0,0,0,,
