interval_type,section,group,metric,denominator,N,mean,std,SE,CI_low,CI_high,events,probability
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc3,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1227,0.490876218572,3.17492556901,0.0906381989235,0.313225348682,0.668527088462,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc3,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1227,8.36013793519,21.5434203565,0.61502443989,7.15469003301,9.56558583737,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc4,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1344,27.4057508639,28.9764119025,0.790396433997,25.8565738533,28.9549278746,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc4,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1344,169.675504251,53.0789407031,1.44784680702,166.837724509,172.513283993,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc4,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1344,0.211370913881,2.03276409501,0.0554481865202,0.102692468301,0.32004935946,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc4,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1344,9.5887325329,20.4526479226,0.557891709927,8.49526478144,10.6822002844,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc5,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1004,27.2419121409,31.3866166296,0.99055283744,25.3004285795,29.1833957023,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc5,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1004,170.715027594,57.7257982963,1.82181003995,167.144279915,174.285775272,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc5,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1004,0.352658678684,2.83166029937,0.0893664066218,0.177500521705,0.527816835663,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc5,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1004,11.2972551394,23.4253145467,0.739296371634,9.84823425099,12.7462760278,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc6,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,636,27.1434099285,36.5092582939,1.44768625917,24.3059448605,29.9808749965,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc6,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,636,169.914421113,61.1043535384,2.4229452234,165.165448475,174.66339375,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc6,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,636,0.342912612607,3.06306321725,0.12145835708,0.10485423273,0.580970992483,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc6,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,636,9.35053801081,27.7507425218,1.10038851809,7.19377651536,11.5072995063,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc7,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1930,21.5022459388,33.3772427599,0.75975191419,20.013132187,22.9913596907,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc7,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1930,162.585428623,56.0964671469,1.27689991054,160.082704798,165.088152448,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc7,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1930,0.252256848973,2.60053796636,0.0591949344672,0.136234777417,0.368278920528,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage3_loc7,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1930,7.8142993389,25.1346316987,0.572128880834,6.69292673247,8.93567194534,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc1,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,439,72.6465402186,25.1995278068,1.20270784241,70.2892328475,75.0038475897,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc1,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,439,213.274138861,72.7342480414,3.47141625833,206.470162994,220.078114727,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc1,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,439,2.00710635517,8.30446419398,0.396350451073,1.23025947107,2.78395323927,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc1,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,439,10.7008147372,23.7139797699,1.13180650299,8.48247399134,12.919155483,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc2,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,910,75.259071032,26.5501598496,0.880129228799,73.5340177436,76.9841243205,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc2,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,910,216.803978097,77.6888580106,2.5753605656,211.756271388,221.851684805,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc2,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,910,2.45396941951,8.20954126778,0.272143643041,1.92056787915,2.98737095987,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc2,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,910,15.3949869037,32.4622322686,1.07611252111,13.2858063623,17.504167445,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc3,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,831,75.7406777215,26.7094336178,0.926539986614,73.9246593477,77.5566960952,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc3,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,831,216.171368861,75.7536365839,2.6278645377,211.020754367,221.321983355,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc3,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,831,1.29880618943,6.34489364467,0.220101921917,0.867406422473,1.73020595639,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc3,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,831,15.8108552904,32.224398528,1.11785199971,13.619865371,18.0018452099,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc4,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,783,70.0282627363,30.267522688,1.08167301574,67.9081836254,72.1483418471,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc4,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,783,208.591084904,76.064655544,2.71832902223,203.263160021,213.919009788,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc4,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,783,1.4590899879,6.67762672138,0.238638910365,0.991357723581,1.92682225221,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc4,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,783,13.25543585,30.8542845503,1.10264217399,11.094257189,15.416614511,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc5,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,829,69.8882418249,26.7782945354,0.93004861166,68.065346546,71.7111371037,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc5,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,829,205.078794071,75.9923310288,2.63932274988,199.905721482,210.251866661,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc5,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,829,0.886340579894,4.76508460424,0.165498228977,0.5619640511,1.21071710869,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc5,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,829,12.2930886705,27.8119465337,0.965948829456,10.3998289648,14.1863483763,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc6,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,620,69.3875837069,26.6786119235,1.07143883826,67.287563584,71.4876038299,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc6,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,620,204.806408052,76.0345482475,3.05362094084,198.821311008,210.791505096,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc6,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,620,0.413443490733,3.89726062911,0.156517753354,0.10666869416,0.720218287306,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc6,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,620,8.60064013126,23.4734859371,0.942717881068,6.75291308436,10.4483671782,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc7,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1442,41.2966746498,45.6427377614,1.20195734678,38.9408382501,43.6525110495,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc7,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1442,172.942370418,90.9304265605,2.3945648226,168.249023365,177.63571747,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc7,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1442,0.364497679259,3.64753066608,0.0960541916797,0.176231463566,0.552763894951,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage4_loc7,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,1442,8.61443380192,23.7418899889,0.625219706319,7.38900317754,9.83986442631,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc1,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,201,29.4147463066,38.4316189144,2.71075739117,24.1016618199,34.7278307933,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc1,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,201,207.051278972,105.606555726,7.4489121087,192.451411239,221.651146705,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc1,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,201,4.08230507572,13.0483571844,0.920360153414,2.27839917503,5.88621097641,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc1,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,201,13.4490738487,21.1779173643,1.49377511659,10.5212746202,16.3768730773,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc2,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,349,25.017599331,38.2916964879,2.04970751979,21.0001725922,29.0350260698,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc2,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,349,193.519841691,98.0994338985,5.25114230477,183.227602774,203.812080609,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc2,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,349,2.66721262184,10.1069674958,0.54101356635,1.6068260318,3.72759921189,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc2,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,349,13.26446801,17.6566683705,0.945139788854,11.4119940239,15.1169419962,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc3,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,379,29.0958392946,45.5509690855,2.33979611713,24.509838905,33.6818396842,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc3,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,379,205.201653595,110.128810019,5.65693699253,194.11405709,216.289250101,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc3,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,379,1.80209775776,8.79562117273,0.451800712056,0.916568362126,2.68762715339,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc3,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,379,19.1076923741,24.6725972445,1.26734619243,16.623693837,21.5916909113,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc4,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,321,21.9858445021,43.6585030284,2.43678001536,17.209755672,26.7619333322,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc4,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,321,185.030136065,103.749312751,5.79072195294,173.680321037,196.379951092,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc4,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,321,1.42421915364,8.47251673644,0.472889770171,0.497355204107,2.35108310318,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc4,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,321,18.0221368834,29.0779416891,1.6229724402,14.8411109006,21.2031628662,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc5,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,346,20.3481876936,42.3694645224,2.27779652417,15.8837065062,24.8126688809,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc5,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,346,181.190685172,110.36272416,5.93313680792,169.561737028,192.819633315,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc5,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,346,1.46429639848,8.58679244127,0.461628821534,0.55950390827,2.36908888868,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc5,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,346,13.1260653604,24.0197871963,1.29131175963,10.5950943115,15.6570364092,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc6,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,250,26.0749232596,48.0574840751,3.03942216589,20.1176558145,32.0321907048,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc6,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,250,177.721233506,108.135696854,6.83910196859,164.316593648,191.125873365,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc6,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,250,1.52828136204,8.8401868027,0.559102504758,0.432440452711,2.62412227136,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc6,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,250,12.0285097725,27.2606033225,1.72411193779,8.64925037448,15.4077691706,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc7,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,735,20.3797231462,42.2781017397,1.55945127569,17.3231986458,23.4362476465,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc7,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,735,167.464334787,106.700779381,3.93571753876,159.750328411,175.178341163,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc7,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,735,0.524772038146,5.2211957054,0.192586704898,0.147302096546,0.902241979747,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage5_loc7,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,735,7.49423447852,19.8534478357,0.732305455546,6.05891578565,8.92955317139,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc1,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,43,64.972513225,25.4464783147,3.880551563,57.3666321615,72.5783942884,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc1,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,43,217.490136988,122.601975785,18.6966260272,180.844749975,254.135524001,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc1,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,43,3.7324917214,11.5046062638,1.75443600748,0.293797146746,7.17118629605,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc1,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,43,6.54338944347,10.4473853011,1.59321132214,3.42069525208,9.66608363486,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc2,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,66,51.0254490616,34.0648471958,4.19309283131,42.8069871122,59.243911011,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc2,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,66,231.018587786,124.07666564,15.2727817694,201.083935518,260.953240054,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc2,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,66,4.59642071089,12.173486686,1.4984526266,1.65945356276,7.53338785903,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc2,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,66,11.2501995929,16.0269995671,1.97278727263,7.3835365385,15.1168626472,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc3,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,62,40.1933662313,34.2045188421,4.34397823693,31.6791688869,48.7075635757,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc3,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,62,195.95948449,115.249286459,14.636674017,167.271603417,224.647365564,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc3,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,62,3.10153395788,9.82980249948,1.24838616582,0.654697072867,5.54837084289,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc3,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,62,13.3160048911,21.9458364679,2.78712401855,7.85324181474,18.7787679675,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc4,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,60,40.7428782511,37.3473045223,4.82151628135,31.2927063397,50.1930501626,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc4,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,60,207.233620739,125.957198634,16.2610044215,175.362052073,239.105189405,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc4,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,60,1.3590272591,6.23428548945,0.804842795871,-0.218464620812,2.936519139,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc4,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,60,13.958441499,23.9916870737,3.0973134828,7.88770707274,20.0291759253,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc5,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,63,47.8479507874,38.1742126214,4.80949871866,38.4213332988,57.2745682759,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc5,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,63,197.210768662,121.039491027,15.2495424798,167.321665402,227.099871923,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc5,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,63,1.55385819847,4.86458941595,0.612880658335,0.352612108139,2.75510428881,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc5,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,63,14.1083127344,20.3148701559,2.55943306425,9.09182392852,19.1248015404,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc6,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,51,28.2259752202,34.4898468659,4.82954456675,18.7600678693,37.691882571,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc6,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,51,187.661437854,133.14295934,18.6437434293,151.119700733,224.203174976,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc6,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,51,1.59511663904,8.03206122248,1.12471353635,-0.609321892211,3.79955517029,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc6,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,51,9.0043219851,14.0073501592,1.96142134579,5.15993614734,12.8487078229,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc7,production_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,129,19.8842553326,39.6517016794,3.49113766809,13.0416255031,26.726885162,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc7,ending_inventory_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,129,178.376016195,126.342673099,11.1238521038,156.573266072,200.178766319,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc7,ordinary_shortage_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,129,0.442351367939,3.43797714892,0.302697009669,-0.150934771012,1.03563750689,,
NORMAL_MEAN_95,Stage89N_ACTION_BY_LOC,Stage6_loc7,htt_kg,ACTIVE_PATHS_WITH_OBSERVED_STATE,129,9.40434064792,13.984555015,1.23127141375,6.99104867697,11.8176326189,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S1->A1,cumulative_production_kg,PATHS_IN_TERMINATION_TIMING_GROUP,1078,109.98,0,0,109.98,109.98,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S1->A1,ending_inventory_kg,PATHS_IN_TERMINATION_TIMING_GROUP,1078,237.607481134,5.68698024403e-14,1.73209751704e-15,237.607481134,237.607481134,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S1->A1,ordinary_shortage_kg,PATHS_IN_TERMINATION_TIMING_GROUP,1078,0,0,0,0,0,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S1->A1,htt_kg,PATHS_IN_TERMINATION_TIMING_GROUP,1078,0,0,0,0,0,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S1->A1,actual_operating_cost_yuan,PATHS_IN_TERMINATION_TIMING_GROUP,1078,9704.96321741,3.63966735618e-12,1.1085424109e-13,9704.96321741,9704.96321741,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S2->A1,cumulative_production_kg,PATHS_IN_TERMINATION_TIMING_GROUP,937,111.053852721,1.52284136549,0.0497490589137,110.956344566,111.151360877,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S2->A1,ending_inventory_kg,PATHS_IN_TERMINATION_TIMING_GROUP,937,179.188327925,1.52284136549,0.0497490589137,179.09081977,179.285836081,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S2->A1,ordinary_shortage_kg,PATHS_IN_TERMINATION_TIMING_GROUP,937,0,0,0,0,0,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S2->A1,htt_kg,PATHS_IN_TERMINATION_TIMING_GROUP,937,0,0,0,0,0,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S2->A1,actual_operating_cost_yuan,PATHS_IN_TERMINATION_TIMING_GROUP,937,28900.042569,54.1174869358,1.76794123593,28896.5774041,28903.5077338,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S3->A1,cumulative_production_kg,PATHS_IN_TERMINATION_TIMING_GROUP,767,128.888157311,12.9748563507,0.468494909483,127.969907289,129.806407334,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S3->A1,ending_inventory_kg,PATHS_IN_TERMINATION_TIMING_GROUP,767,151.526566583,12.9748563507,0.468494909483,150.608316561,152.444816606,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S3->A1,ordinary_shortage_kg,PATHS_IN_TERMINATION_TIMING_GROUP,767,0,0,0,0,0,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S3->A1,htt_kg,PATHS_IN_TERMINATION_TIMING_GROUP,767,5.0219648458,11.8984388413,0.429627725906,4.17989450302,5.86403518857,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S3->A1,actual_operating_cost_yuan,PATHS_IN_TERMINATION_TIMING_GROUP,767,49850.8487917,605.835750391,21.875461074,49807.972888,49893.7246954,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S4->A1,cumulative_production_kg,PATHS_IN_TERMINATION_TIMING_GROUP,485,188.055964221,34.8539037392,1.58263424268,184.954001105,191.157927337,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S4->A1,ending_inventory_kg,PATHS_IN_TERMINATION_TIMING_GROUP,485,171.797508735,35.0438171796,1.59125776778,168.67864351,174.91637396,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S4->A1,ordinary_shortage_kg,PATHS_IN_TERMINATION_TIMING_GROUP,485,0.114063379668,1.77440597612,0.0805716248958,-0.0438570051281,0.271983764464,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S4->A1,htt_kg,PATHS_IN_TERMINATION_TIMING_GROUP,485,7.78023867616,18.5032516024,0.840189374656,6.13346750183,9.42700985048,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S4->A1,actual_operating_cost_yuan,PATHS_IN_TERMINATION_TIMING_GROUP,485,58691.7287454,1468.3278474,66.6733330121,58561.0490127,58822.4084781,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S5->A1,cumulative_production_kg,PATHS_IN_TERMINATION_TIMING_GROUP,197,212.492677056,40.9097976097,2.91470239529,206.779860361,218.20549375,,
NORMAL_MEAN_95,Stage89N_TERMINATION_TIMING,A1_S5->A1,ending_inventory_kg,PATHS_IN_TERMINATION_TIMING_GROUP,197,136.852991288,41.8964499869,2.98499846653,131.002394294,142.703588283,,
