terminal_a,terminal_loc,terminal_state_id,path_count,path_share,metric,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
2.0,3.0,79.0,632,0.0632,terminal_surplus_site4_kg,66.65485427539137,42.66752802286608,-23.987326252525154,-25.669901465588232,-22.304751039462076,NO
2.0,3.0,79.0,632,0.0632,site4_cumulative_production_kg,77.98851957790536,45.81849711524966,-32.17002246265575,-32.83663887580807,-31.503406049503436,NO
2.0,3.0,79.0,632,0.0632,site4_last_active_production_kg,13.749076183668706,9.99457977171117,-3.754496411957603,-4.2389329704087135,-3.2700598535064924,NO
2.0,4.0,87.0,660,0.066,production_kg,353.8331422783632,181.9670813312598,-171.8660609471032,-175.00991925867737,-168.72220263552902,NO
2.0,4.0,87.0,660,0.066,stage1_production_kg,120.12000000000013,109.98000000000089,-10.140000000000102,-10.140000000000109,-10.140000000000095,NO
2.0,4.0,87.0,660,0.066,stage2_6_production_kg,233.71314227836288,71.98708133125989,-161.72606094710332,-164.8699192586775,-158.58220263552914,NO
2.0,4.0,87.0,660,0.066,last_active_stage_production_kg,56.58229898706942,28.122122419279926,-28.460176567789546,-30.433001834425,-26.487351301154092,NO
2.0,4.0,87.0,660,0.066,terminal_inventory_kg,326.7539316312915,153.38444575860075,-173.36948587269055,-176.35878403487115,-170.38018771050994,NO
2.0,4.0,87.0,660,0.066,terminal_target_kg,5.436320869062464,0.0,-5.436320869062464,-5.436320869062468,-5.4363208690624605,NO
2.0,4.0,87.0,660,0.066,terminal_gap_kg,0.07301901386018074,0.0,-0.07301901386018074,-0.11025739744444754,-0.035780630275913945,NO
2.0,4.0,87.0,660,0.066,terminal_surplus_kg,321.3176107622298,153.38444575860075,-167.93316500362803,-170.92246316580864,-164.94386684144743,NO
2.0,4.0,87.0,660,0.066,ordinary_shortage_kg,1.822451643525266,0.3190267179378569,-1.50342492558741,-2.0960066044316927,-0.9108432467431271,NO
2.0,4.0,87.0,660,0.066,htt_kg,20.679098335827995,12.82321737680551,-7.855880959022472,-9.508963860303385,-6.202798057741559,NO
2.0,4.0,87.0,660,0.066,operating_cost_yuan,70794.88082483907,64189.92225217766,-6604.958572661243,-6729.325956959015,-6480.591188363472,NO
2.0,4.0,87.0,660,0.066,total_objective_yuan,70867.89983869923,64189.92225217766,-6677.977586521426,-6812.03519816422,-6543.919974878632,NO
2.0,4.0,87.0,660,0.066,terminal_inventory_site1_kg,146.98343448904197,63.957666142817864,-83.02576834622427,-84.79016026401871,-81.26137642842983,NO
2.0,4.0,87.0,660,0.066,terminal_target_site1_kg,0.0,0.0,0.0,0.0,0.0,NO
2.0,4.0,87.0,660,0.066,terminal_gap_site1_kg,0.0,0.0,0.0,0.0,0.0,NO
2.0,4.0,87.0,660,0.066,terminal_surplus_site1_kg,146.98343448904197,63.957666142817864,-83.02576834622427,-84.79016026401871,-81.26137642842983,NO
