cohort,cohort_timing,stage,site,local_hour,time_resolution,metric,path_count,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,14.839201083276874,14.839201083276874,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,14.839201083276874,14.839201083276874,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,90.00535596159213,90.00535596159213,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,58.04455704486956,58.04455704486956,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,31.199999999999893,23.40000000000002,-7.799999999999973,-7.799999999999977,-7.79999999999997,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,12.645962732919273,12.645962732919273,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,12.645962732919273,12.645962732919273,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,68.86217520570564,61.06217520570546,-7.799999999999973,-7.799999999999977,-7.79999999999997,NO
EARLY_A1,S5->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,50.308137938624725,50.308137938624725,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,18.719999999999924,16.380000000000074,-2.3399999999999905,-2.339999999999992,-2.339999999999989,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,3.9644919417391997,3.9644919417391997,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,3.9644919417391997,3.9644919417391997,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,40.01764150056994,37.67764150056997,-2.340000000000016,-2.3400000000000176,-2.340000000000014,NO
EARLY_A1,S5->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,25.26213344230928,25.26213344230928,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,23.40000000000002,23.40000000000002,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,7.561272379628009,7.561272379628009,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,7.561272379628009,7.561272379628009,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,48.86230846661478,48.86230846661478,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,33.02358084624295,33.02358084624295,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,46.80000000000004,1.4253807106598986,-45.37461928934016,-46.50749407505552,-44.2417445036248,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,22.47291807718343,22.47291807718343,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,22.052810659136135,22.47291807718343,0.4201074180472946,0.032109031315379455,0.8081058047792098,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.4201074180472936,0.0,-0.4201074180472936,-0.8081058047792078,-0.032109031315379455,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.9371151156533828,0.9371151156533828,0.01925080878221741,1.8549794225245482,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,114.7525453024558,69.89493371072224,-44.85761159173397,-46.49147067419845,-43.22375250926949,NO
EARLY_A1,S5->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,90.00535596159213,90.00535596159213,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,22.70982405419909,0.9502538071065989,-21.759570247092494,-22.655502708879915,-20.863637785305073,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,14.658385093167748,14.658385093167748,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,14.462377281710513,14.658385093167748,0.19600781145723523,-0.030333655395770404,0.4223492783102408,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.19600781145723523,0.0,-0.19600781145723523,-0.4223492783102408,0.030333655395770404,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.48682152519330196,0.48682152519330196,0.0031906190604099605,0.970452431326194,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,77.10962197819418,46.867222394451,-30.242399583743037,-30.974307121941134,-29.51049204554494,NO
EARLY_A1,S5->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,68.86217520570564,61.06217520570546,-7.799999999999973,-7.799999999999977,-7.79999999999997,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,12.8377993992702,0.5463959390862944,-12.291403460183906,-12.985883447596013,-11.596923472771799,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,9.074722054641079,9.074722054641079,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,8.890463738810801,9.074722054641079,0.1842583158302749,0.003962465466345905,0.3645541661942039,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.1842583158302749,0.0,-0.1842583158302749,-0.3645541661942039,-0.003962465466345905,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,1.382591230090196,1.382591230090196,0.2815713705855114,2.4836110895948806,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,43.96497716102955,27.766724154925182,-16.198253006104377,-17.349899169433062,-15.046606842775693,NO
EARLY_A1,S5->A1,2,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,40.01764150056994,37.67764150056997,-2.340000000000016,-2.3400000000000176,-2.340000000000014,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,23.40000000000002,2.2865482233502576,-21.113451776649743,-21.67783885771667,-20.549064695582818,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,13.28698070571878,13.28698070571878,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,13.15208750058458,13.28698070571878,0.13489320513420103,-0.05273682867978491,0.32252323894818696,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.13489320513420103,0.0,-0.13489320513420103,-0.32252323894818696,0.05273682867978491,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.9322976396301151,0.9322976396301151,0.13921741221168205,1.7253778670485482,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,59.11022096603029,38.794173623876254,-20.316047342153823,-21.546197150394143,-19.085897533913503,NO
EARLY_A1,S5->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,48.86230846661478,48.86230846661478,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,27.434612254684147,10.720050761421318,-16.7145614932628,-18.072345599399405,-15.356777387126193,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,17.687880839539535,17.687880839539535,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,17.550233787719897,17.598094642384513,0.047860854664614226,-0.20200867277084672,0.2977303821000752,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.13764705181963816,0.08978619715502334,-0.047860854664614795,-0.2977303821000758,0.20200867277084622,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,1.5759802358331056,1.5759802358331056,0.30191906368761745,2.850041407978594,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,124.63692376942042,64.59287006559234,-60.04405370382809,-63.319840274321145,-56.76826713333504,NO
EARLY_A1,S5->A1,3,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,114.7525453024558,69.89493371072224,-44.85761159173397,-46.49147067419845,-43.22375250926949,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,8.287059293711014,4.828941189438962,-3.458118104272039,-3.704208637572684,-3.2120275709713937,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,8.695652173913016,8.695652173913016,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,8.563231074817894,8.695652173913016,0.13242109909512242,-0.017584476216162714,0.28242667440640756,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.13242109909512242,0.0,-0.13242109909512242,-0.28242667440640756,0.017584476216162714,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.9454855672369735,0.0,-0.9454855672369735,-1.9240319630086855,0.03306082853473857,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.262486965507232,0.9939975068210838,0.7315105413138517,-0.3418876725523975,1.8049087551801009,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,77.51644879881697,42.00651390315607,-35.509934895660976,-37.54253526468538,-33.477334526636575,NO
EARLY_A1,S5->A1,3,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,77.10962197819418,46.867222394451,-30.242399583743037,-30.974307121941134,-29.51049204554494,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,4.924901538706695,2.836472680786856,-2.088428857919835,-2.323982804135489,-1.8528749117041814,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,9.960786003619715,9.960786003619715,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,9.809098907117892,9.959730611927213,0.15063170480932167,-0.021229331047280003,0.32249274066592337,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.1516870965018236,0.0010553916925019492,-0.15063170480932167,-0.32249274066592337,0.021229331047280003,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.262486965507232,0.4087032180126485,0.14621625250541648,-0.5139092373835329,0.8063417423943658,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.8455860913731708,0.8455860913731708,0.13767545489898603,1.5534967278473555,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,39.343266758125516,20.206583350424147,-19.136683407701288,-20.829044830692872,-17.444321984709703,NO
EARLY_A1,S5->A1,3,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,43.96497716102955,27.766724154925182,-16.198253006104377,-17.349899169433062,-15.046606842775693,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,14.365495192728913,6.099827725823008,-8.265667466905905,-8.667623150621703,-7.863711783190107,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,9.151746914653192,9.151746914653192,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,9.151746914653192,9.105291346558506,-0.04645556809468639,-0.13807250890982734,0.045161372720454555,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.04645556809468639,0.04645556809468639,-0.045161372720454555,0.13807250890982734,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.9454855672369735,0.1450998556515003,-0.8003857115854732,-1.616324000195297,0.015552577024350533,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,63.3784836768691,35.64361014748946,-27.734873529379577,-29.916583473986613,-25.55316358477254,NO
EARLY_A1,S5->A1,3,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,59.11022096603029,38.794173623876254,-20.316047342153823,-21.546197150394143,-19.085897533913503,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,45.82314397614549,31.314742530065804,-14.508401446079656,-16.2282340826972,-12.788568809462111,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,14.839201083276874,14.839201083276874,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,14.658717094130328,14.7890413045752,0.1303242104448739,-0.02595328951628631,0.2866017104060341,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.18048398914654906,0.05015977870167533,-0.13032421044487374,-0.2866017104060338,0.025953289516286338,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.5032111437760787,0.7886557367201431,0.2854445929440645,-0.7448173799968267,1.3157065658849558,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.13726771580477767,0.13726771580477767,-0.13344360493686544,0.40797903654642076,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,156.3045617952118,81.76995931199822,-74.53460248321359,-78.10576749027116,-70.96343747615602,NO
EARLY_A1,S5->A1,4,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,124.63692376942042,64.59287006559234,-60.04405370382809,-63.319840274321145,-56.76826713333504,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,23.752064227819208,8.980692876279445,-14.771371351539715,-15.62305726228028,-13.91968544079915,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,12.645962732919273,12.645962732919273,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,12.581770028691256,12.645962732919273,0.06419270422801675,-0.06240437390985089,0.1907897823658844,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.06419270422801675,0.0,-0.06419270422801675,-0.1907897823658844,0.06240437390985089,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,1.428187869916151,0.10420584538275188,-1.3239820245333995,-2.072787190466806,-0.575176858599993,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,2.0445372409615215,1.5016710415622743,-0.5428661993992473,-1.3551960173757414,0.26946361857724677,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,88.07039362689953,36.94377885033667,-51.12661477656298,-52.78926838946115,-49.46396116366481,NO
EARLY_A1,S5->A1,4,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,77.51644879881697,42.00651390315607,-35.509934895660976,-37.54253526468538,-33.477334526636575,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,10.748183242531644,10.89556570229525,0.14738245976363382,-1.1466431885946693,1.4414081081219368,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,3.9644919417391997,3.9644919417391997,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,3.9330969828736833,3.9644919417391997,0.031394958865516395,-0.013994341970695712,0.0767842597017285,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.031394958865516395,0.0,-0.031394958865516395,-0.0767842597017285,0.013994341970695712,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,1.3305092920710775,0.9064818525021844,-0.42402743956889316,-1.3300847207743995,0.4820298416366133,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,1.6607560412418512,0.4533038324729209,-1.2074522087689303,-1.916471501875712,-0.49843291566214876,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,45.828106268612736,27.59083513100961,-18.23727113760313,-21.12819645809515,-15.34634581711111,NO
EARLY_A1,S5->A1,4,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,39.343266758125516,20.206583350424147,-19.136683407701288,-20.829044830692872,-17.444321984709703,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,23.0567403356923,17.76639759526744,-5.290342740424834,-6.239675403843949,-4.34101007700572,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,7.561272379628009,7.561272379628009,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,7.446126099735197,7.522890286330405,0.07676418659520833,-0.0300111466191868,0.18353951980960345,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.11514627989281248,0.03838209329760416,-0.07676418659520833,-0.18353951980960345,0.0300111466191868,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.6233711390573492,0.6070509352623904,-0.016320203794958837,-0.6757253903102654,0.6430849827203478,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.17998616261728478,0.31415178002749694,0.13416561741021216,-0.5814345380117106,0.849765772832135,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,197,79.43248288926615,46.18001661166124,-33.25246627760479,-35.23939088019117,-31.2655416750184,NO
EARLY_A1,S5->A1,4,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,197,63.3784836768691,35.64361014748946,-27.734873529379577,-29.916583473986613,-25.55316358477254,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,197,9.033762577249098,1.3399856303009294,-7.6937769469481685,-9.115207350846289,-6.272346543050048,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,197,22.47291807718343,22.47291807718343,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,197,22.47291807718343,22.47291807718343,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,197,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,197,0.6352732187212219,0.0,-0.6352732187212219,-1.0690161845918025,-0.20153025285064136,NO
EARLY_A1,S5->A1,5,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,197,0.0,0.06621581391619796,0.06621581391619796,-0.0643711222336707,0.19680275006606662,NO
