arrival_group,last_active_stage,path_count,path_share,metric,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
S2->Stage7,2.0,80,0.008,production_kg,199.39968749999986,112.79774999999987,-86.60193749999999,-91.92180772479445,-81.28206727520553,NO
S2->Stage7,2.0,80,0.008,stage1_production_kg,120.12000000000003,109.97999999999976,-10.13999999999999,-10.139999999999992,-10.139999999999988,NO
S2->Stage7,2.0,80,0.008,stage2_6_production_kg,79.2796875,2.81775,-76.4619375,-81.78180772479446,-71.14206727520555,NO
S2->Stage7,2.0,80,0.008,last_active_stage_production_kg,79.2796875,2.81775,-76.4619375,-81.78180772479446,-71.14206727520555,NO
S2->Stage7,2.0,80,0.008,terminal_inventory_kg,268.2778252779058,180.93222520377208,-87.3456000741339,-92.32443257775188,-82.36676757051592,NO
S2->Stage7,2.0,80,0.008,terminal_target_kg,20.09984794622337,6.777978913317938,-13.321869032905434,-21.199025694120415,-5.444712371690453,NO
S2->Stage7,2.0,80,0.008,terminal_gap_kg,4.765934796183492,0.6339570247703945,-4.131977771413098,-9.003954180848613,0.7399986380224179,NO
S2->Stage7,2.0,80,0.008,terminal_surplus_kg,252.22691508488606,174.21890984531836,-78.0080052395678,-83.6133557613344,-72.40265471780118,NO
S2->Stage7,2.0,80,0.008,ordinary_shortage_kg,0.7436625741338875,0.0,-0.7436625741338875,-2.223885900979912,0.7365607527121371,NO
S2->Stage7,2.0,80,0.008,htt_kg,9.551033715500758,0.8602366772175525,-8.690797038283204,-11.5815971479046,-5.799996928661809,NO
S2->Stage7,2.0,80,0.008,operating_cost_yuan,32696.995114538346,28993.21220409376,-3703.78291044462,-4041.3508898263262,-3366.214931062914,NO
S2->Stage7,2.0,80,0.008,total_objective_yuan,37462.92991072184,29627.169228864157,-7835.760681857716,-12687.722155308002,-2983.7992084074294,NO
S2->Stage7,2.0,80,0.008,terminal_inventory_site1_kg,118.46221097652305,69.14772437748324,-49.31448659903985,-52.24815457839875,-46.38081861968096,NO
S2->Stage7,2.0,80,0.008,terminal_target_site1_kg,5.686931205080674,2.825453398503298,-2.861477806577377,-6.229585755998452,0.5066301428436981,NO
S2->Stage7,2.0,80,0.008,terminal_gap_site1_kg,1.3910108098485299,0.29298697783795724,-1.0980238320105729,-3.030761201743732,0.8347135377225865,NO
S2->Stage7,2.0,80,0.008,terminal_surplus_site1_kg,114.16629058129088,66.6152579568179,-47.55103262447305,-51.06807922067067,-44.033986028275436,NO
S2->Stage7,2.0,80,0.008,site1_cumulative_production_kg,90.74812500000013,47.82375000000006,-42.92437500000004,-44.729509897799225,-41.119240102200855,NO
S2->Stage7,2.0,80,0.008,site1_last_active_production_kg,43.94812500000005,1.0237500000000002,-42.92437500000004,-44.729509897799225,-41.119240102200855,NO
S2->Stage7,2.0,80,0.008,terminal_inventory_site2_kg,68.58138228764616,46.52508992839443,-22.056292359251845,-26.042633069388533,-18.069951649115158,NO
S2->Stage7,2.0,80,0.008,terminal_target_site2_kg,6.887604379498471,1.4397435653218724,-5.447860814176599,-9.29896526050323,-1.5967563678499683,NO
S2->Stage7,2.0,80,0.008,terminal_gap_site2_kg,2.0006906091595327,0.03416886926841175,-1.966521739891121,-4.765133710677192,0.8320902308949498,NO
S2->Stage7,2.0,80,0.008,terminal_surplus_site2_kg,63.694468517307236,45.119515232340966,-18.574953284966362,-22.40572627021078,-14.744180299721943,NO
S2->Stage7,2.0,80,0.008,site2_cumulative_production_kg,44.557499999999976,23.79000000000003,-20.767499999999988,-23.646917673829776,-17.8880823261702,NO
S2->Stage7,2.0,80,0.008,site2_last_active_production_kg,13.357499999999991,0.39,-12.96749999999999,-15.846917673829779,-10.088082326170202,NO
S2->Stage7,2.0,80,0.008,terminal_inventory_site3_kg,25.075376531863505,28.245382952854964,3.170006420991503,0.1967871840038926,6.143225657979113,NO
S2->Stage7,2.0,80,0.008,terminal_target_site3_kg,2.669521702839805,0.8353434807951462,-1.83417822204466,-2.3792251489853093,-1.2891312951040108,NO
S2->Stage7,2.0,80,0.008,terminal_gap_site3_kg,0.20002883714596126,0.0,-0.20002883714596126,-0.5981762780470672,0.19811860375514467,NO
S2->Stage7,2.0,80,0.008,terminal_surplus_site3_kg,22.605883666169646,27.41003947205982,4.804155805890206,1.7120081499694,7.896303461811012,NO
S2->Stage7,2.0,80,0.008,site3_cumulative_production_kg,20.913750000000014,16.61400000000002,-4.299749999999999,-4.83315017906523,-3.7663498209347672,NO
S2->Stage7,2.0,80,0.008,site3_last_active_production_kg,2.193750000000001,0.23399999999999999,-1.959750000000001,-2.4931501790652324,-1.4263498209347696,NO
S2->Stage7,2.0,80,0.008,terminal_inventory_site4_kg,56.15885548187323,37.01402794503946,-19.144827536833734,-20.395212734859868,-17.8944423388076,NO
S2->Stage7,2.0,80,0.008,terminal_target_site4_kg,4.855790658804449,1.6774384686976251,-3.178352190106824,-5.408166323290187,-0.9485380569234603,NO
S2->Stage7,2.0,80,0.008,terminal_gap_site4_kg,1.1742045400294725,0.3068011776640255,-0.867403362365447,-2.7091361095782713,0.9743293848473774,NO
S2->Stage7,2.0,80,0.008,terminal_surplus_site4_kg,52.47726936309825,35.643390654005856,-16.833878709092364,-18.411787362475373,-15.255970055709353,NO
S2->Stage7,2.0,80,0.008,site4_cumulative_production_kg,43.18031250000004,24.57000000000003,-18.6103125,-19.805833119703788,-17.41479188029621,NO
S2->Stage7,2.0,80,0.008,site4_last_active_production_kg,19.780312500000015,1.1699999999999995,-18.6103125,-19.805833119703788,-17.41479188029621,NO
S3->Stage7,3.0,1149,0.1149,production_kg,265.71550208919194,142.30068820570315,-123.41481388349,-125.6818501619986,-121.1477776049814,NO
S3->Stage7,3.0,1149,0.1149,stage1_production_kg,120.1199999999981,109.97999999999878,-10.139999999999928,-10.139999999999931,-10.139999999999924,NO
S3->Stage7,3.0,1149,0.1149,stage2_6_production_kg,145.5955020891926,32.32068820570287,-113.27481388348977,-115.54185016199837,-111.00777760498117,NO
S3->Stage7,3.0,1149,0.1149,last_active_stage_production_kg,48.1364951201962,23.068841793125735,-25.06765332707059,-26.151666707713694,-23.983639946427488,NO
S3->Stage7,3.0,1149,0.1149,terminal_inventory_kg,294.9356366725169,165.79340110911602,-129.14223556340076,-130.95783845802467,-127.32663266877687,NO
S3->Stage7,3.0,1149,0.1149,terminal_target_kg,47.2200453050478,22.047519424714995,-25.172525880332877,-28.312308024124,-22.032743736541754,NO
S3->Stage7,3.0,1149,0.1149,terminal_gap_kg,9.344969199628471,5.224153267209712,-4.120815932418769,-5.173109168179924,-3.068522696657614,NO
S3->Stage7,3.0,1149,0.1149,terminal_surplus_kg,252.53352087311336,146.10048948927096,-106.43303138384212,-109.87126558189311,-102.99479718579113,NO
S3->Stage7,3.0,1149,0.1149,ordinary_shortage_kg,6.581725311277455,0.8543036313668293,-5.727421679910624,-6.691073997215035,-4.763769362606213,NO
S3->Stage7,3.0,1149,0.1149,htt_kg,24.7869602658332,20.760320700841895,-4.026639564991427,-5.724075605027945,-2.329203524954909,NO
S3->Stage7,3.0,1149,0.1149,operating_cost_yuan,57048.623560221116,51007.58117455478,-6041.0423856660755,-6202.719131244484,-5879.365640087667,NO
S3->Stage7,3.0,1149,0.1149,total_objective_yuan,66393.59275984959,56231.734441764405,-10161.858318084856,-11265.32277112723,-9058.393865042483,NO
S3->Stage7,3.0,1149,0.1149,terminal_inventory_site1_kg,137.03458184278568,71.20705541574479,-65.82752642703977,-67.51503088347287,-64.14002197060667,NO
S3->Stage7,3.0,1149,0.1149,terminal_target_site1_kg,20.33742658028069,9.720104685448613,-10.617321894832084,-12.316831071556411,-8.917812718107758,NO
S3->Stage7,3.0,1149,0.1149,terminal_gap_site1_kg,1.5664602711519446,0.812797670747601,-0.7536626004043431,-1.1945272432253131,-0.31279795758337303,NO
S3->Stage7,3.0,1149,0.1149,terminal_surplus_site1_kg,118.26361553365672,62.29974840104384,-55.96386713261219,-58.29711985552541,-53.630614409698964,NO
S3->Stage7,3.0,1149,0.1149,site1_cumulative_production_kg,120.2128876287973,61.13809443765012,-59.074793191147734,-60.24407034050922,-57.90551604178625,NO
S3->Stage7,3.0,1149,0.1149,site1_last_active_production_kg,27.31549859485457,10.758851617806416,-16.556646977048377,-17.26765763334947,-15.845636320747287,NO
S3->Stage7,3.0,1149,0.1149,terminal_inventory_site2_kg,76.43314204692136,27.830066252893822,-48.60307579402757,-50.28469611882442,-46.921455469230715,NO
S3->Stage7,3.0,1149,0.1149,terminal_target_site2_kg,10.693740156089936,3.9149143581803103,-6.778825797909623,-7.795624176629128,-5.762027419190118,NO
S3->Stage7,3.0,1149,0.1149,terminal_gap_site2_kg,2.2112562246650485,1.9560488467387749,-0.2552073779262729,-0.8437161212835602,0.3333013654310144,NO
S3->Stage7,3.0,1149,0.1149,terminal_surplus_site2_kg,67.95065811549652,25.8712007414523,-42.07945737404426,-43.796175812632825,-40.362738935455695,NO
S3->Stage7,3.0,1149,0.1149,site2_cumulative_production_kg,59.74705612672323,29.193820210554357,-30.553235916169374,-31.25102023247137,-29.85545159986738,NO
S3->Stage7,3.0,1149,0.1149,site2_last_active_production_kg,7.481936045932231,3.7864818820283963,-3.695454163903901,-3.9282410562394374,-3.4626672715683644,NO
S3->Stage7,3.0,1149,0.1149,terminal_inventory_site3_kg,19.033068407056838,27.023644206643908,7.990575799586937,6.602316158926804,9.37883544024707,NO
S3->Stage7,3.0,1149,0.1149,terminal_target_site3_kg,3.5970071482448702,2.3613063229609073,-1.2357008252839832,-1.409146963085791,-1.0622546874821754,NO
S3->Stage7,3.0,1149,0.1149,terminal_gap_site3_kg,1.169916135551682,1.549314569215571,0.3793984336638888,0.09572171648400041,0.6630751508437772,NO
S3->Stage7,3.0,1149,0.1149,terminal_surplus_site3_kg,16.60597739436359,26.21165245289856,9.605675058534814,8.282800004551781,10.928550112517847,NO
S3->Stage7,3.0,1149,0.1149,site3_cumulative_production_kg,29.540173877748416,20.144320238971023,-9.395853638777492,-9.772651940553294,-9.01905533700169,NO
S3->Stage7,3.0,1149,0.1149,site3_last_active_production_kg,3.027592472571495,2.7236633298542032,-0.3039291427173105,-0.4126692254201735,-0.19518906001444747,NO
S3->Stage7,3.0,1149,0.1149,terminal_inventory_site4_kg,62.43484437575311,39.732635233833044,-22.702209141920225,-24.27642493784056,-21.12799334599989,NO
S3->Stage7,3.0,1149,0.1149,terminal_target_site4_kg,12.591871420432257,6.05119405812517,-6.540677362307039,-7.441503276288793,-5.6398514483252855,NO
S3->Stage7,3.0,1149,0.1149,terminal_gap_site4_kg,4.3973365682598065,0.9059921805077662,-3.49134438775204,-4.527173957281366,-2.4555148182227144,NO
S3->Stage7,3.0,1149,0.1149,terminal_surplus_site4_kg,54.24030952358074,34.58743335621562,-19.652876167365157,-21.097621352479443,-18.20813098225087,NO
S3->Stage7,3.0,1149,0.1149,site4_cumulative_production_kg,56.21538445592383,31.824453318528274,-24.390931137395942,-24.86527004211777,-23.916592232674112,NO
S3->Stage7,3.0,1149,0.1149,site4_last_active_production_kg,10.311468006837739,5.7998449634368265,-4.511623043401059,-4.727991625540685,-4.2952544612614325,NO
S4->Stage7,4.0,2613,0.2613,production_kg,368.15541938005305,204.73337252288917,-163.4220468571644,-165.48642672843502,-161.35766698589376,NO
S4->Stage7,4.0,2613,0.2613,stage1_production_kg,120.11999999999657,109.98000000000253,-10.139999999999642,-10.139999999999656,-10.139999999999628,NO
S4->Stage7,4.0,2613,0.2613,stage2_6_production_kg,248.03541938005313,94.7533725228903,-153.28204685716386,-155.3464267284345,-151.21766698589323,NO
S4->Stage7,4.0,2613,0.2613,last_active_stage_production_kg,85.33389390501516,53.45371000070112,-31.88018390431363,-32.88295758630502,-30.87741022232224,NO
S4->Stage7,4.0,2613,0.2613,terminal_inventory_kg,361.71194498494583,190.41033951472713,-171.30160547021953,-172.90538468356732,-169.69782625687174,NO
S4->Stage7,4.0,2613,0.2613,terminal_target_kg,77.0591415557225,41.35954500678796,-35.69959654893552,-38.15572417444549,-33.243468923425546,NO
S4->Stage7,4.0,2613,0.2613,terminal_gap_kg,10.95848348357876,8.73479965918612,-2.2236838243926385,-2.960189365321343,-1.4871782834639338,NO
S4->Stage7,4.0,2613,0.2613,terminal_surplus_kg,289.4202668296352,152.89271126036292,-136.52755556927292,-139.79375856781348,-133.26135257073236,NO
S4->Stage7,4.0,2613,0.2613,ordinary_shortage_kg,9.929044470409853,2.0494858573543984,-7.879558613055464,-8.563648733042296,-7.195468493068631,NO
S4->Stage7,4.0,2613,0.2613,htt_kg,30.159669669521776,30.564016099092317,0.40434642957050876,-1.0395041111439645,1.848196970284982,NO
S4->Stage7,4.0,2613,0.2613,operating_cost_yuan,67725.13561457339,60459.66981732616,-7265.465797246867,-7360.74724079084,-7170.1843537028935,NO
S4->Stage7,4.0,2613,0.2613,total_objective_yuan,78683.61909815224,69194.46947651224,-9489.149621639515,-10232.280224814032,-8746.019018464998,NO
S4->Stage7,4.0,2613,0.2613,terminal_inventory_site1_kg,168.98963355581833,86.78919709493609,-82.20043646088229,-83.66293744952951,-80.73793547223507,NO
S4->Stage7,4.0,2613,0.2613,terminal_target_site1_kg,35.16150039877585,18.4380645034614,-16.72343589531449,-18.08291516002752,-15.36395663060146,NO
S4->Stage7,4.0,2613,0.2613,terminal_gap_site1_kg,2.627947861960605,1.2032882427829072,-1.4246596191776977,-1.8481750066068836,-1.0011442317485117,NO
S4->Stage7,4.0,2613,0.2613,terminal_surplus_site1_kg,136.45608101900217,69.55442083425741,-66.90166018474544,-69.12005823857473,-64.68326213091615,NO
S4->Stage7,4.0,2613,0.2613,site1_cumulative_production_kg,167.4885027241595,87.55921982677313,-79.92928289738435,-81.0039671024035,-78.85459869236522,NO
S4->Stage7,4.0,2613,0.2613,site1_last_active_production_kg,42.32184396351349,23.47510343615066,-18.846740527361764,-19.40411671901581,-18.289364335707717,NO
S4->Stage7,4.0,2613,0.2613,terminal_inventory_site2_kg,83.17667433181249,30.210060131452213,-52.96661420036026,-54.01525885027554,-51.91796955044498,NO
S4->Stage7,4.0,2613,0.2613,terminal_target_site2_kg,16.916562250675547,7.746583618045002,-9.169978632630624,-9.942200975685665,-8.397756289575582,NO
S4->Stage7,4.0,2613,0.2613,terminal_gap_site2_kg,3.840585514687243,2.7182254768624237,-1.1223600378248162,-1.5759133324265888,-0.6688067432230436,NO
S4->Stage7,4.0,2613,0.2613,terminal_surplus_site2_kg,70.1006975958243,25.18170199026995,-44.91899560555455,-46.07342918358966,-43.76456202751944,NO
S4->Stage7,4.0,2613,0.2613,site2_cumulative_production_kg,81.6880777434568,39.62873099246815,-42.0593467509889,-42.726612478528715,-41.39208102344909,NO
S4->Stage7,4.0,2613,0.2613,site2_last_active_production_kg,17.70557669745091,7.5170392294118855,-10.188537468038914,-10.656998312638736,-9.720076623439093,NO
S4->Stage7,4.0,2613,0.2613,terminal_inventory_site3_kg,31.797390444673486,24.853020999806315,-6.944369444866924,-7.812632612947634,-6.076106276786214,NO
S4->Stage7,4.0,2613,0.2613,terminal_target_site3_kg,5.300602722320215,4.2983090417301515,-1.0022936805900933,-1.1391614148844198,-0.8654259462957667,NO
S4->Stage7,4.0,2613,0.2613,terminal_gap_site3_kg,0.2292490665312558,1.643286731032703,1.4140376645014474,1.1724919442987098,1.655583384704185,NO
S4->Stage7,4.0,2613,0.2613,terminal_surplus_site3_kg,26.726036788884542,22.197998689108935,-4.528038099775373,-5.328624260998654,-3.727451938552092,NO
S4->Stage7,4.0,2613,0.2613,site3_cumulative_production_kg,41.62311833868825,29.258038298077555,-12.365080040610973,-12.78142208714191,-11.948737994080036,NO
S4->Stage7,4.0,2613,0.2613,site3_last_active_production_kg,7.7523924438646254,7.806937970514279,0.05454552664965336,-0.2551780628968884,0.36426911619619506,NO
S4->Stage7,4.0,2613,0.2613,terminal_inventory_site4_kg,77.74824665264377,48.55806128853355,-29.19018536410998,-30.332525602297085,-28.047845125922873,NO
S4->Stage7,4.0,2613,0.2613,terminal_target_site4_kg,19.680476183951786,10.876587843551299,-8.803888340400537,-9.48481239280798,-8.122964287993094,NO
S4->Stage7,4.0,2613,0.2613,terminal_gap_site4_kg,4.260701040399657,3.1699992085080844,-1.0907018318915762,-1.645078256918664,-0.5363254068644885,NO
S4->Stage7,4.0,2613,0.2613,terminal_surplus_site4_kg,62.328471509091266,40.85147265349031,-21.476998855600968,-22.66633299290256,-20.287664718299375,NO
S4->Stage7,4.0,2613,0.2613,site4_cumulative_production_kg,77.35572057375136,48.287383405570715,-29.068337168179703,-29.482715007343277,-28.65395932901613,NO
S4->Stage7,4.0,2613,0.2613,site4_last_active_production_kg,17.554080800187638,14.654629364624855,-2.8994514355624363,-3.187309571803351,-2.611593299321522,NO
S5->Stage7,5.0,1841,0.1841,production_kg,424.0310041637435,257.0702509507308,-166.96075321301265,-169.31375634033037,-164.60775008569493,NO
S5->Stage7,5.0,1841,0.1841,stage1_production_kg,120.11999999999706,109.98000000000285,-10.139999999999736,-10.139999999999748,-10.139999999999723,NO
S5->Stage7,5.0,1841,0.1841,stage2_6_production_kg,303.9110041637434,147.09025095073093,-156.82075321301295,-159.17375634033067,-154.46775008569523,NO
S5->Stage7,5.0,1841,0.1841,last_active_stage_production_kg,32.14312723877059,24.901353299896673,-7.241773938873895,-8.14730066465657,-6.336247213091221,NO
S5->Stage7,5.0,1841,0.1841,terminal_inventory_kg,358.1771071207216,184.63600703691884,-173.54110008380172,-175.42572329123163,-171.6564768763718,NO
S5->Stage7,5.0,1841,0.1841,terminal_target_kg,90.07559402945654,49.50946905566276,-40.566124973794274,-43.64388714690437,-37.48836280068418,NO
S5->Stage7,5.0,1841,0.1841,terminal_gap_kg,9.833154209525658,10.869447344470098,1.036293134944455,0.1542955531606287,1.9182907167282814,NO
S5->Stage7,5.0,1841,0.1841,terminal_surplus_kg,272.47007050113024,139.23536723105164,-133.23470327007917,-137.52992796004176,-128.93947858011657,NO
S5->Stage7,5.0,1841,0.1841,ordinary_shortage_kg,10.011627753205238,3.431280882416167,-6.580346870789073,-7.3019539665252635,-5.858739775052883,NO
S5->Stage7,5.0,1841,0.1841,htt_kg,47.37878338786073,41.703875201720024,-5.674908186140705,-7.720359929507188,-3.6294564427742215,NO
S5->Stage7,5.0,1841,0.1841,operating_cost_yuan,89160.34745871187,81797.48750914897,-7362.859949562916,-7468.245778403177,-7257.474120722655,NO
S5->Stage7,5.0,1841,0.1841,total_objective_yuan,98993.50166823741,92666.9348536191,-6326.566814618455,-7203.603783753008,-5449.529845483902,NO
S5->Stage7,5.0,1841,0.1841,terminal_inventory_site1_kg,158.60294926237876,88.92998306038848,-69.67296620198978,-71.49082541837308,-67.85510698560648,NO
S5->Stage7,5.0,1841,0.1841,terminal_target_site1_kg,42.44212140763371,22.270691894307433,-20.1714295133263,-21.941281080088533,-18.401577946564064,NO
S5->Stage7,5.0,1841,0.1841,terminal_gap_site1_kg,3.0958986284056578,1.1014476934367552,-1.9944509349689026,-2.461185451272997,-1.5277164186648082,NO
S5->Stage7,5.0,1841,0.1841,terminal_surplus_site1_kg,119.25672648315052,67.76073885951774,-51.495987623632324,-54.51530908318581,-48.476666164078836,NO
S5->Stage7,5.0,1841,0.1841,site1_cumulative_production_kg,184.64030146760888,108.2249568392361,-76.41534462837356,-77.64687940184047,-75.18380985490666,NO
S5->Stage7,5.0,1841,0.1841,site1_last_active_production_kg,15.455329739379854,10.09746263948074,-5.357867099899196,-5.903589043821451,-4.812145155976942,NO
S5->Stage7,5.0,1841,0.1841,terminal_inventory_site2_kg,84.11610299058974,28.883045191853743,-55.23305779873625,-56.70305620708989,-53.76305939038261,NO
S5->Stage7,5.0,1841,0.1841,terminal_target_site2_kg,17.78461326192513,8.77645132291006,-9.008161939015013,-9.899200154112751,-8.117123723917274,NO
S5->Stage7,5.0,1841,0.1841,terminal_gap_site2_kg,2.2280259205778443,2.299643955390895,0.07161803481304996,-0.3588576248090979,0.5020936944351978,NO
S5->Stage7,5.0,1841,0.1841,terminal_surplus_site2_kg,68.55951564924264,22.406237824334546,-46.15327782490814,-47.75680800960969,-44.54974764020658,NO
S5->Stage7,5.0,1841,0.1841,site2_cumulative_production_kg,95.29184307371126,52.26358651070653,-43.02825656300511,-43.720115909717386,-42.33639721629283,NO
S5->Stage7,5.0,1841,0.1841,site2_last_active_production_kg,5.1001927883141285,5.478859174736921,0.3786663864227821,0.11090728241906034,0.6464254904265039,NO
S5->Stage7,5.0,1841,0.1841,terminal_inventory_site3_kg,22.407319924947892,19.339344865209448,-3.0679750597383864,-3.979864841891823,-2.1560852775849497,NO
S5->Stage7,5.0,1841,0.1841,terminal_target_site3_kg,5.944061042739649,5.029629683259202,-0.9144313594804615,-1.091657911371445,-0.7372048075894779,NO
S5->Stage7,5.0,1841,0.1841,terminal_gap_site3_kg,0.8782666900118433,3.138667482322946,2.260400792311102,1.8888115797650142,2.6319900048571894,NO
S5->Stage7,5.0,1841,0.1841,terminal_surplus_site3_kg,17.34152557222007,17.448382664273193,0.10685709205317476,-0.6827304137816633,0.8964445978880128,NO
S5->Stage7,5.0,1841,0.1841,site3_cumulative_production_kg,50.178204075167784,37.86464956429213,-12.313554510875562,-12.848183576687461,-11.778925445063663,NO
S5->Stage7,5.0,1841,0.1841,site3_last_active_production_kg,2.480507593047001,3.0498470546491765,0.5693394616021725,0.39851828203767314,0.7401606411666719,NO
S5->Stage7,5.0,1841,0.1841,terminal_inventory_site4_kg,93.05073494280543,47.48363391946739,-45.56710102333769,-47.078923292160226,-44.05527875451516,NO
S5->Stage7,5.0,1841,0.1841,terminal_target_site4_kg,23.90479831715845,13.432696155185939,-10.472102161972554,-11.359374439798877,-9.584829884146231,NO
S5->Stage7,5.0,1841,0.1841,terminal_gap_site4_kg,3.6309629705303004,4.329688213319508,0.6987252427892091,0.08207288471494956,1.3153776008634686,NO
S5->Stage7,5.0,1841,0.1841,terminal_surplus_site4_kg,72.77689959617685,38.380625977600985,-34.396273618576004,-36.023885275880026,-32.76866196127198,NO
S5->Stage7,5.0,1841,0.1841,site4_cumulative_production_kg,93.92065554725609,58.71705803649618,-35.203597510758996,-35.759000589268766,-34.64819443224923,NO
S5->Stage7,5.0,1841,0.1841,site4_last_active_production_kg,9.107097118029266,6.275184431029665,-2.831912686999679,-3.0813092565378652,-2.5825161174614926,NO
S6->Stage7,6.0,441,0.0441,production_kg,481.2456682565039,318.71572132409443,-162.52994693240944,-167.40264644618506,-157.65724741863383,NO
S6->Stage7,6.0,441,0.0441,stage1_production_kg,120.12000000000079,109.98000000000079,-10.13999999999999,-10.139999999999992,-10.139999999999988,NO
S6->Stage7,6.0,441,0.0441,stage2_6_production_kg,361.12566825650345,208.73572132409444,-152.38994693240912,-157.26264644618473,-147.5172474186335,NO
S6->Stage7,6.0,441,0.0441,last_active_stage_production_kg,38.04379623644614,39.55393304126984,1.5101368048237798,-0.8316167020895504,3.85189031173711,NO
S6->Stage7,6.0,441,0.0441,terminal_inventory_kg,371.2441607717949,202.313342977801,-168.930817793994,-172.9566212090103,-164.9050143789777,NO
S6->Stage7,6.0,441,0.0441,terminal_target_kg,115.59530614037413,70.72004028368549,-44.87526585668862,-51.44522027522867,-38.30531143814857,NO
S6->Stage7,6.0,441,0.0441,terminal_gap_kg,12.822288925064555,15.74221361590612,2.9199246908415617,0.3904072138903607,5.449442167792762,NO
S6->Stage7,6.0,441,0.0441,terminal_surplus_kg,260.5741921669904,137.0156288452623,-123.55856332172827,-132.5852021676295,-114.53192447582707,NO
S6->Stage7,6.0,441,0.0441,ordinary_shortage_kg,11.360083243244882,4.95921238166025,-6.400870861584631,-7.804540838263032,-4.9972008849062295,NO
S6->Stage7,6.0,441,0.0441,htt_kg,68.96132663686006,55.30579684560297,-13.65552979125713,-18.251280503337043,-9.059779079177218,NO
S6->Stage7,6.0,441,0.0441,operating_cost_yuan,112128.67139711702,104781.86211414235,-7346.809282974479,-7598.283175914779,-7095.335390034179,NO
S6->Stage7,6.0,441,0.0441,total_objective_yuan,124950.96032218153,120524.0757300485,-4426.884592132928,-6978.132308651462,-1875.6368756143952,NO
S6->Stage7,6.0,441,0.0441,terminal_inventory_site1_kg,162.90838329696786,102.32437012192585,-60.584013175042166,-64.57971903915204,-56.58830731093229,NO
S6->Stage7,6.0,441,0.0441,terminal_target_site1_kg,54.567271358673906,31.865615741008,-22.701655617665875,-26.49795090306202,-18.90536033226973,NO
S6->Stage7,6.0,441,0.0441,terminal_gap_site1_kg,3.6400048941379604,0.9232385431878316,-2.716766350950129,-3.638576846274318,-1.7949558556259402,NO
S6->Stage7,6.0,441,0.0441,terminal_surplus_site1_kg,111.98111683243204,71.38199292410575,-40.59912390832637,-46.98510855571585,-34.21313926093689,NO
S6->Stage7,6.0,441,0.0441,site1_cumulative_production_kg,208.96782622821928,136.0913172717446,-72.87650895647451,-75.23716928755967,-70.51584862538935,NO
S6->Stage7,6.0,441,0.0441,site1_last_active_production_kg,19.283050965213405,17.055673945308772,-2.2273770199046075,-3.4264405208826476,-1.0283135189265675,NO
S6->Stage7,6.0,441,0.0441,terminal_inventory_site2_kg,88.4007284012704,33.29477575422838,-55.10595264704203,-58.4777893584014,-51.73411593568266,NO
S6->Stage7,6.0,441,0.0441,terminal_target_site2_kg,22.54091897269758,12.57172577580948,-9.969193196888115,-11.869516015996584,-8.068870377779646,NO
S6->Stage7,6.0,441,0.0441,terminal_gap_site2_kg,3.039546740555724,2.9253454099607747,-0.11420133059494746,-1.1010241678138142,0.8726215066239194,NO
S6->Stage7,6.0,441,0.0441,terminal_surplus_site2_kg,68.89935616912851,23.648395388379704,-45.250960780748855,-48.93711821798834,-41.56480334350937,NO
S6->Stage7,6.0,441,0.0441,site2_cumulative_production_kg,106.13052833340706,68.7790301738724,-37.35149815953472,-38.70190057887624,-36.0010957401932,NO
S6->Stage7,6.0,441,0.0441,site2_last_active_production_kg,6.328896935922418,8.437648681646504,2.108751745724096,1.4700879882296762,2.747415503218516,NO
S6->Stage7,6.0,441,0.0441,terminal_inventory_site3_kg,22.48436138357247,16.297399128470236,-6.186962255102245,-8.447886318534774,-3.9260381916697176,NO
S6->Stage7,6.0,441,0.0441,terminal_target_site3_kg,7.655650446818609,7.026649290403518,-0.629001156415096,-1.0058410173946148,-0.25216129543557714,NO
S6->Stage7,6.0,441,0.0441,terminal_gap_site3_kg,1.5786692323637255,4.993187113979521,3.414517881615795,2.3491279388942843,4.479907824337306,NO
S6->Stage7,6.0,441,0.0441,terminal_surplus_site3_kg,16.40738016911758,14.263936952046237,-2.143443217071351,-4.046392808505609,-0.24049362563709287,NO
S6->Stage7,6.0,441,0.0441,site3_cumulative_production_kg,61.14281384870814,41.65755898498776,-19.485254863720424,-20.538462759654923,-18.432046967785926,NO
