metric,pair_count,Stage89H_mean,Stage89H_median,Stage89N_mean,Stage89N_median,paired_difference_mean,paired_difference_median,paired_difference_ci95_low,paired_difference_ci95_high,definition
PCR_prod,390,0.8407516118408626,0.875738788933139,0.8281881718270915,0.9034943340306607,-0.012563440013771042,0.0,-0.020941042111392454,-0.00418583791614963,Stage85U-D accepted canonical a1-versus-Stage7 formula
PCR_build,390,0.8561624397771469,1.0,0.8860379899878604,1.0,0.029875550210713565,0.0,0.01908281596278298,0.04066828445864415,Stage85U-D accepted canonical a1-versus-Stage7 formula
PCR_inventory_max,390,0.9098817134642239,0.9187258544956431,0.6883219413658311,0.6705740430027335,-0.221559772098394,-0.20370381330871057,-0.23164925358730704,-0.21147029060948097,Stage85U-D accepted canonical a1-versus-Stage7 formula
PCR_inventory_last,390,1.0135368259928275,1.0276484689710963,1.27167694518938,1.2966437834371716,0.25814011919655233,0.24683001587545117,0.23331998666958462,0.28296025172352,Stage85U-D accepted canonical a1-versus-Stage7 formula
WES_prod,390,0.15924838815913736,0.12426121106686108,0.17181182817290838,0.09650566596933927,0.012563440013771044,0.0,0.004185837916149633,0.020941042111392454,Stage85U-D accepted canonical a1-versus-Stage7 formula
WES_build,390,-0.011988068675411495,-0.04582321080976065,-0.29924646698329493,-0.39666686756918557,-0.2872583983078836,-0.2866638171489313,-0.3102629635400541,-0.26425383307571304,Stage85U-D accepted canonical a1-versus-Stage7 formula
WES_positive_build,390,0.14383756022285302,0.0,0.11396201001213943,0.0,-0.029875550210713555,0.0,-0.04066828445864414,-0.019082815962782967,Stage85U-D accepted canonical a1-versus-Stage7 formula
