cohort,cohort_timing,stage,local_hour,time_resolution,metric,path_count,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1841,57.11749467114366,59.49300593070906,2.375511259565608,1.973728047244145,2.777294471887071,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1841,2.375511259565606,0.0,-2.375511259565606,-2.7772944718870685,-1.973728047244143,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1841,0.0,5.247126296817406,5.247126296817406,4.426595654681365,6.067656938953447,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1841,296.9633139323947,190.64258765091773,-106.32072628148165,-107.4471641300632,-105.19428843290011,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1841,247.7474811344865,237.60748113447684,-10.139999999999723,-10.139999999999736,-10.139999999999711,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1841,61.389394499847185,34.02086482899377,-27.36852967085375,-28.03776599469719,-26.69929334701031,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1841,45.49606593172511,45.49606593172511,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1841,42.22670582707734,45.02782939648674,2.801123569409171,2.348686894049402,3.25356024476894,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1841,3.2693601046475207,0.46823653523834713,-2.801123569409171,-3.25356024476894,-2.348686894049402,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1841,5.078483675121641,8.734088111562238,3.6556044364405853,2.73178584193345,4.579423030947721,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1841,316.12600260516376,179.63562308341935,-136.4903795217431,-137.94656161499958,-135.03419742848664,NO
EARLY_STAGE7,S5->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1841,296.9633139323947,190.64258765091773,-106.32072628148165,-107.4471641300632,-105.19428843290011,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1841,104.04515495606863,75.63992037469754,-28.40523458137072,-29.48654179657875,-27.323927366162692,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1841,39.010928137562686,39.010928137562686,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1841,36.28548687238319,37.87949902139549,1.5940121490123436,1.3108977887640378,1.8771265092606493,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1841,2.7254412651795863,1.1314291161672418,-1.594012149012343,-1.8771265092606486,-1.3108977887640372,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1841,10.696836454875303,14.55265289491978,3.8558164400444785,2.785025238389919,4.926607641699038,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1841,383.885670688848,217.3960444367225,-166.48962625212565,-168.4124476587105,-164.5668048455408,NO
EARLY_STAGE7,S5->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1841,316.12600260516376,179.63562308341935,-136.4903795217431,-137.94656161499958,-135.03419742848664,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1841,32.14312723877059,24.901353299896673,-7.241773938873895,-8.14730066465657,-6.336247213091221,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1841,59.49300593070906,59.49300593070906,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1841,57.851690806896684,57.661390699698636,-0.19030010719804877,-0.5166714950268453,0.13607128063074778,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1841,1.6413151238125296,1.8316152310105804,0.19030010719804896,-0.13607128063074725,0.5166714950268452,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1841,31.603463257863766,13.170007898420675,-18.43345535944314,-19.868463737397796,-16.998446981488485,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1841,358.1771071207216,184.63600703691884,-173.54110008380172,-175.42572329123163,-171.6564768763718,NO
EARLY_STAGE7,S5->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1841,383.885670688848,217.3960444367225,-166.48962625212565,-168.4124476587105,-164.5668048455408,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,120.11999999999992,109.98,-10.139999999999992,-10.139999999999995,-10.139999999999988,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,39.010928137563425,39.010928137563425,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,39.010928137563425,39.010928137563425,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,247.74748113448283,237.60748113448312,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
STAGE6_TO_A1,S6->A1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,166.63840927204606,166.63840927204606,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,106.73717557240197,8.520909090909097,-98.21626648149288,-107.39517209409019,-89.03736086889558,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,59.49300593071103,59.49300593071103,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,58.44187807729859,59.49300593071103,1.0511278534124389,-0.4417821493466274,2.544037856171505,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,1.0511278534124395,0.0,-1.0511278534124395,-2.5440378561715065,0.4417821493466274,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,0.0,3.357693135576561,3.357693135576561,-1.4345581582874214,8.149944429440543,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,296.04277862958645,186.63538429468102,-109.40739433490533,-117.1345926575447,-101.68019601226597,NO
STAGE6_TO_A1,S6->A1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,247.74748113448283,237.60748113448312,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,56.20002368369311,31.348689012456493,-24.851334671236646,-28.76974977861615,-20.932919563857144,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,45.496065931725596,45.496065931725596,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,44.40624199932786,45.496065931725596,1.0898239323977332,-0.49073532165558054,2.6703831864510468,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,1.0898239323977332,0.0,-1.0898239323977332,-2.6703831864510477,0.4907353216555812,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,3.700131415197548,2.315830511447621,-1.3843009037499279,-4.799335545771516,2.030733738271661,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,307.8365603139518,172.4880073754116,-135.34855293854005,-145.5645502701998,-125.1325556068803,NO
STAGE6_TO_A1,S6->A1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,296.04277862958645,186.63538429468102,-109.40739433490533,-117.1345926575447,-101.68019601226597,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,114.52840198197018,87.39429466728357,-27.134107314686666,-31.8018806629882,-22.466333966385132,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,39.010928137563425,39.010928137563425,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,36.78736248512794,39.010928137563425,2.2235656524354797,-0.492468702691375,4.939600007562334,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,2.2235656524354757,0.0,-2.2235656524354757,-4.939600007562326,0.49246870269137455,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,7.462804154105807,7.471249047579668,0.008444893473859722,-3.470983207969779,3.4878729949174985,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,385.5775998107938,220.87137390513203,-164.70622590566177,-176.80166296465853,-152.610788846665,NO
STAGE6_TO_A1,S6->A1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,307.8365603139518,172.4880073754116,-135.34855293854005,-145.5645502701998,-125.1325556068803,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,26.206032862518466,14.249587310673967,-11.956445551844498,-18.394574263343536,-5.518316840345458,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,59.49300593071103,59.49300593071103,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,59.49300593071103,59.49300593071103,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,20.6402899054965,8.438457097333952,-12.20183280816255,-20.252377752460795,-4.1512878638643045,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,352.29062674260143,175.62795528509508,-176.66267145750638,-192.3102247334135,-161.01511818159926,NO
STAGE6_TO_A1,S6->A1,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,385.5775998107938,220.87137390513203,-164.70622590566177,-176.80166296465853,-152.610788846665,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,33,21.704941670732346,20.417854869126387,-1.2870868016059567,-5.25177680757651,2.6776032043645963,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,33,45.496065931725596,45.496065931725596,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,33,45.496065931725596,45.496065931725596,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,33,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,33,17.268241281920943,5.999346755068262,-11.26889452685267,-16.696033007597123,-5.841756046108217,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,33,328.49950248160803,150.54974422249575,-177.94975825911231,-192.7066390774042,-163.19287744082044,NO
STAGE6_TO_A1,S6->A1,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,33,352.29062674260143,175.62795528509508,-176.66267145750638,-192.3102247334135,-161.01511818159926,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,120.12000000000079,109.98000000000079,-10.13999999999999,-10.139999999999992,-10.139999999999988,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,39.01092813756301,39.01092813756301,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,39.01092813756301,39.01092813756301,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,0.0,0.0,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,247.747481134484,237.60748113448426,-10.139999999999938,-10.139999999999944,-10.139999999999933,NO
STAGE6_TO_STAGE7,S6->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,166.63840927204618,166.63840927204618,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,107.21557804685278,13.809625850340185,-93.4059521965126,-96.42339948219679,-90.38850491082842,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,59.493005930711426,59.493005930711426,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,57.75494350801766,59.493005930711426,1.7380624226937385,1.2597532181296247,2.2163716272578524,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,1.7380624226937362,0.0,-1.7380624226937362,-2.2163716272578493,-1.2597532181296232,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,0.0,6.955925072721719,6.955925072721719,5.018777359910039,8.893072785533398,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,297.2081156733177,191.924101054112,-105.28401461920652,-107.83026027999061,-102.73776895842242,NO
STAGE6_TO_STAGE7,S6->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,247.747481134484,237.60748113448426,-10.139999999999938,-10.139999999999944,-10.139999999999933,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,60.36220047178179,37.52436039756949,-22.837840074212554,-23.9816148979709,-21.69406525045421,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,45.49606593172573,45.49606593172573,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,43.338961218707794,44.90793957902967,1.568978360321879,0.9366708881187049,2.201285832525053,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,2.1571047130179286,0.5881263526960471,-1.5689783603218808,-2.201285832525055,-0.9366708881187064,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,5.884728664555321,4.686492378684652,-1.1982362858706708,-2.6349644731936106,0.23849190145226884,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,314.2313549263919,184.54052187265168,-129.69083305374127,-132.97270325786843,-126.40896284961411,NO
STAGE6_TO_STAGE7,S6->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,297.2081156733177,191.924101054112,-105.28401461920652,-107.83026027999061,-102.73776895842242,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,114.9805008232888,89.76209388983699,-25.218406933451472,-26.771141433017704,-23.66567243388524,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,39.01092813756301,39.01092813756301,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,36.154525030065955,38.41803438638751,2.2635093563216144,1.5739385532991563,2.9530801593440725,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,2.8564031074971408,0.5928937511755271,-2.263509356321613,-2.9530801593440703,-1.5739385532991557,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,14.368228875087762,17.13028109878665,2.762052223698905,0.37986133363224406,5.144243113765565,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,393.0573307196152,235.88458137610107,-157.17274934351423,-160.78051441169328,-153.56498427533518,NO
STAGE6_TO_STAGE7,S6->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,314.2313549263919,184.54052187265168,-129.69083305374127,-132.97270325786843,-126.40896284961411,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,40.52359267813442,28.085708145078268,-12.43788453305616,-14.225783594116315,-10.649985471996004,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,59.493005930711426,59.493005930711426,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,56.55548098089567,57.9234417559441,1.3679607750484202,0.4205316878815478,2.3153898622152926,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,2.9375249498157148,1.569564174767297,-1.367960775048418,-2.315389862215289,-0.4205316878815467,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,15.611529704041702,15.081390049236623,-0.5301396548050673,-3.0036586033012007,1.9433792936910663,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,377.02544241685433,206.0468477652355,-170.97859465161878,-175.57144725579772,-166.38574204743983,NO
STAGE6_TO_STAGE7,S6->STAGE7,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,393.0573307196152,235.88458137610107,-157.17274934351423,-160.78051441169328,-153.56498427533518,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,441,38.04379623644614,39.55393304126984,1.5101368048237798,-0.8316167020895504,3.85189031173711,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,441,45.49606593172573,45.49606593172573,0.0,0.0,0.0,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,441,43.82507788150536,43.28743782870433,-0.5376400528010158,-1.2187202421367493,0.14344013653471777,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,441,1.6709880502203647,2.20862810302138,0.5376400528010152,-0.14344013653471832,1.2187202421367487,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,441,33.096839393175316,11.451708246173268,-21.645131147002058,-24.60881285937156,-18.681449434632555,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,441,371.2441607717949,202.313342977801,-168.930817793994,-172.9566212090103,-164.9050143789777,NO
STAGE6_TO_STAGE7,S6->STAGE7,6,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,441,377.02544241685433,206.0468477652355,-170.97859465161878,-175.57144725579772,-166.38574204743983,NO
