terminal_loc,path_count,path_share,metric,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
6.0,681,0.0681,terminal_gap_site2_kg,0.11861859467101281,0.33251900198582596,0.21390040731481316,0.019093481075671243,0.40870733355395505,NO
6.0,681,0.0681,terminal_surplus_site2_kg,74.64443609324378,26.77739564821533,-47.8670404450285,-50.10668770049986,-45.62739318955714,NO
6.0,681,0.0681,site2_cumulative_production_kg,81.61269586003685,43.22680125394894,-38.385894606087994,-39.558360236068935,-37.21342897610705,NO
6.0,681,0.0681,site2_last_active_production_kg,9.001180787074741,5.662423694768638,-3.338757092306114,-4.0316604556866835,-2.6458537289255446,NO
6.0,681,0.0681,terminal_inventory_site3_kg,26.408378493818095,22.793514424521348,-3.6148640692967065,-5.305622855610065,-1.9241052829833476,NO
6.0,681,0.0681,terminal_target_site3_kg,2.7515503877987,2.1601146594039813,-0.5914357283947209,-0.8575491260414689,-0.3253223307479729,NO
6.0,681,0.0681,terminal_gap_site3_kg,0.18016670542145033,1.3130116612802611,1.132844955858811,0.7403726297837566,1.5253172819338654,NO
6.0,681,0.0681,terminal_surplus_site3_kg,23.836994811440793,21.94641142639764,-1.890583385043176,-3.4570565767025028,-0.32411019338384905,NO
6.0,681,0.0681,site3_cumulative_production_kg,42.451187226106626,30.782158991044955,-11.669028235061653,-12.457201555361097,-10.880854914762208,NO
6.0,681,0.0681,site3_last_active_production_kg,3.9000632086586893,4.67968653436543,0.7796233257067455,0.3809362097385199,1.1783104416749712,NO
6.0,681,0.0681,terminal_inventory_site4_kg,79.99002770722767,44.661474953337546,-35.32855275388992,-37.915404547284254,-32.74170096049559,NO
6.0,681,0.0681,terminal_target_site4_kg,12.144144869522274,4.509790842118399,-7.634354027403891,-8.778889531915816,-6.489818522891966,NO
6.0,681,0.0681,terminal_gap_site4_kg,1.617562126830895,1.3054758263941937,-0.3120863004367011,-1.0095861698224304,0.3854135689490282,NO
6.0,681,0.0681,terminal_surplus_site4_kg,69.46344496453621,41.457159937613355,-28.006285026922708,-30.70609514199637,-25.306474911849044,NO
6.0,681,0.0681,site4_cumulative_production_kg,79.06254479247788,48.7840927711681,-30.278452021309995,-31.158601936889017,-29.398302105730973,NO
6.0,681,0.0681,site4_last_active_production_kg,11.565828770442101,8.604774390584828,-2.961054379857297,-3.429716313544718,-2.492392446169876,NO
7.0,1578,0.1578,production_kg,356.9401322246031,206.92599372584945,-150.01413849875414,-152.6420217327844,-147.38625526472387,NO
7.0,1578,0.1578,stage1_production_kg,120.11999999999735,109.98000000000157,-10.13999999999979,-10.1399999999998,-10.139999999999779,NO
7.0,1578,0.1578,stage2_6_production_kg,236.82013222460387,96.94599372585007,-139.87413849875375,-142.50202173278402,-137.2462552647235,NO
7.0,1578,0.1578,last_active_stage_production_kg,46.858018203023,30.645216735969953,-16.212801467053133,-17.4902611240281,-14.935341810078167,NO
7.0,1578,0.1578,terminal_inventory_kg,329.2653350161091,173.0433844906507,-156.2219505254595,-158.46103101862076,-153.98287003229825,NO
7.0,1578,0.1578,terminal_target_kg,19.290257880520862,5.58772088805862,-13.702536992462255,-15.876854703513898,-11.528219281410612,NO
7.0,1578,0.1578,terminal_gap_kg,0.37113626743235906,0.5345501242578088,0.1634138568254499,-0.05509072693871567,0.38191844058961544,NO
7.0,1578,0.1578,terminal_surplus_kg,310.0037087810561,167.455663602592,-142.54804517846495,-146.15710529865518,-138.9389850582747,NO
7.0,1578,0.1578,ordinary_shortage_kg,7.727732276303406,1.5199202495981554,-6.207812026705254,-6.980715011380872,-5.434909042029635,NO
7.0,1578,0.1578,htt_kg,29.269507765978727,27.606155001686858,-1.6633527642919057,-3.4096626441947127,0.08295711561090147,NO
7.0,1578,0.1578,operating_cost_yuan,74597.03793045427,68084.27957227381,-6512.758358180293,-6634.089585822313,-6391.427130538273,NO
7.0,1578,0.1578,total_objective_yuan,74968.17419788663,68618.82969653164,-6349.344501354848,-6603.173167885203,-6095.515834824493,NO
7.0,1578,0.1578,terminal_inventory_site1_kg,150.52382653232476,80.29788928634915,-70.22593724597579,-72.0585199888286,-68.39335450312296,NO
7.0,1578,0.1578,terminal_target_site1_kg,12.618397529488318,3.143201896196246,-9.475195633292074,-11.009240680047926,-7.941150586536223,NO
7.0,1578,0.1578,terminal_gap_site1_kg,0.19692066332352015,0.0,-0.19692066332352015,-0.322363503161204,-0.07147782348583628,NO
7.0,1578,0.1578,terminal_surplus_site1_kg,138.10234966615988,77.1546873901528,-60.94766227600723,-63.78912271479498,-58.10620183721948,NO
7.0,1578,0.1578,site1_cumulative_production_kg,160.44866956927208,87.59578209252085,-72.85288747675106,-74.2114604801602,-71.49431447334193,NO
7.0,1578,0.1578,site1_last_active_production_kg,25.136609766897674,13.181657679755531,-11.954952087142217,-12.735536668589027,-11.174367505695407,NO
7.0,1578,0.1578,terminal_inventory_site2_kg,81.72353188320368,31.136639408207227,-50.58689247499647,-52.133497717471755,-49.04028723252118,NO
7.0,1578,0.1578,terminal_target_site2_kg,1.3944646591484373,0.40446680847209915,-0.9899978506763367,-1.157997913145811,-0.8219977882068626,NO
7.0,1578,0.1578,terminal_gap_site2_kg,0.0003646733272084778,0.04049946422625642,0.040134790899047944,-0.010323723212345384,0.09059330501044127,NO
7.0,1578,0.1578,terminal_surplus_site2_kg,80.32943189738248,30.772672063961377,-49.55675983342111,-51.151378183561825,-47.9621414832804,NO
7.0,1578,0.1578,site2_cumulative_production_kg,79.97075162265908,42.395830291299966,-37.574921331359924,-38.407557340278636,-36.74228532244121,NO
7.0,1578,0.1578,site2_last_active_production_kg,8.944972426544664,5.531691314573,-3.413281111971668,-3.896920096455605,-2.929642127487731,NO
7.0,1578,0.1578,terminal_inventory_site3_kg,25.728576105098632,22.018914645870836,-3.7096614592277626,-4.711753199815561,-2.707569718639964,NO
7.0,1578,0.1578,terminal_target_site3_kg,1.1242050580780294,0.5299482107393436,-0.5942568473386869,-0.7165336851717731,-0.47198000950560065,NO
7.0,1578,0.1578,terminal_gap_site3_kg,0.03808969941125801,0.30956509037349983,0.27147539096224177,0.15718164185862438,0.38576914006585916,NO
7.0,1578,0.1578,terminal_surplus_site3_kg,24.642460746431883,21.798531525504995,-2.843929220926829,-3.8141453828502216,-1.8737130590034363,NO
7.0,1578,0.1578,site3_cumulative_production_kg,40.19111477258105,30.79954924898277,-9.391565523598228,-9.89206597287632,-8.891065074320135,NO
7.0,1578,0.1578,site3_last_active_production_kg,3.178297889533967,4.694652069334069,1.516354179800088,1.258511153240432,1.7741972063597438,NO
7.0,1578,0.1578,terminal_inventory_site4_kg,71.28940049548262,39.589941150223275,-31.699459345259314,-33.13189644156173,-30.267022248956902,NO
7.0,1578,0.1578,terminal_target_site4_kg,4.153190633806039,1.5101039726509196,-2.6430866611551034,-3.0714907620793253,-2.2146825602308815,NO
7.0,1578,0.1578,terminal_gap_site4_kg,0.1357612313703721,0.18448556965805288,0.04872433828768073,-0.07536215271393697,0.17281082928929842,NO
7.0,1578,0.1578,terminal_surplus_site4_kg,67.27197109304691,38.26432274723041,-29.007648345816566,-30.405099193920574,-27.61019749771256,NO
7.0,1578,0.1578,site4_cumulative_production_kg,76.32959626009139,46.134832093046235,-30.19476416704498,-30.825633637452253,-29.563894696637707,NO
7.0,1578,0.1578,site4_last_active_production_kg,9.598138120046576,7.237215672307248,-2.3609224477393833,-2.714997481014536,-2.0068474144642305,NO
