initial_state_count,sample_rows,observed_unique_path_count_total,observed_unique_path_count_state_mean,observed_unique_path_count_state_min,observed_unique_path_count_state_max,path_count_coverage_equal_state_mean,path_count_coverage_state_min,path_count_coverage_state_max,theoretical_mass_coverage_equal_state_mean,theoretical_mass_coverage_state_min,theoretical_mass_coverage_state_max,unobserved_mass_equal_state_mean,high_exposure_any_q99_count_total,high_exposure_any_q995_count_total,pareto_any_proxy_count_total,overall_aggregation_mode
35,525000,256884,7339.54285714286,5266,8503,0.012175792979817,0.0101094767278728,0.0174146283823703,0.66754330910885,0.588788683701106,0.789271202400911,0.33245669089115,117412,83309,324,equal_weight_35_initial_states
