complexity_label,initial_state_id,pair_category,pair_count,d_new_min,d_new_median,d_new_q95,d_new_max,d_T_mean,d_T_median,d_T_q95,d_T_q99,d_loss_profile_mean,d_loss_profile_median,d_loss_profile_q95,d_loss_profile_q99,max_single_site_T_difference_median,capacity_saturation_pair_share,multiple_optimum_pair_share,wdro_active_destination_pair_share
simple,7,near,2119,0,0,0,0.649342886464067,0.00766626061709927,0,0,0.218999167012953,9712.06992422611,0,0,273300.057278455,0,0,0,0.00235960358659745
simple,7,middle,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simple,7,far,2119,0.0823687752353284,0.274951053216276,0.649342886464067,0.649342886464067,0.273198733822678,0.218999167012953,0.525279800651017,0.525279800651017,353560.844770902,273300.057278455,810626.517197174,810626.517197174,54.5509096330701,0,0,0.0906087777253421
medium,18,near,15073,0,0.241827418322273,0.618532534512969,0.960851784589882,0.297273163272431,0.278095991361608,0.606439734918851,0.759280473441701,416630.646909116,375349.300985099,991835.365352677,1215939.77579576,93.8275645746393,0.101373316526239,0,0.0359583360976581
medium,18,middle,15073,0.20713024653441,0.231689781963911,0.252024572182853,0.25546756466865,0.294640215951293,0.293097491509704,0.413450435905934,0.449249470352499,359814.639304039,414041.404140414,497504.295884134,508959.986907782,93.8275645746393,0.0435215285610031,0,0.0513500961985006
medium,18,far,15073,0.817788534481975,0.870823518766932,0.951700849023974,0.960851784589882,0.448419083625579,0.433768376893389,0.740402449263403,0.754882306411643,1151680.92149602,1174481.08447208,1215939.77579576,1215939.77579576,205.656929329297,0.527499502421548,0,0.0528096596563392
complex,30,near,19837,0,0.334083771768692,0.724286309754284,0.981845633035723,0.353810271657671,0.348191637245748,0.616696442316168,0.740841606816026,530155.754591147,491068.978306349,1054690.99046609,1215939.77579576,122.739546681941,0.678177143721329,0,0.0793970862529616
complex,30,middle,19837,0.319927076628358,0.339903988201323,0.358618255147279,0.360813690465552,0.3569262370518,0.355490094370357,0.567179558773998,0.661097155160515,476250.38149862,479436.774296843,718669.543537546,806859.399417325,116.708943621635,0.721429651661037,0,0.0609971265816404
complex,30,far,19837,0.877880466871261,0.919207090001455,0.972966825924118,0.981845633035723,0.388277779348514,0.388675231159471,0.586510923819646,0.642336960967681,1178695.25282853,1185391.26639937,1215939.77579576,1215939.77579576,158.743147041977,0.369057821243132,0,0.0982003327115995
