complexity_label,initial_state_id,scenario_index,path_id,site_id,T_representative,T_min,T_max,range_width,multiple_optimum_flag
medium,18,190,190,3,0,0,5e-09,5e-09,0
medium,18,190,190,4,0,0,5e-09,5e-09,0
medium,18,191,191,1,13.0922183127404,13.092218287499,13.0922183177401,3.02411891084375e-08,0
medium,18,191,191,2,54.0054005831433,54.0054005328489,54.0054005831426,5.02937140822723e-08,0
medium,18,191,191,3,78.0078007369887,78.0078007369884,78.0078008053191,6.83307064264227e-08,0
medium,18,191,191,4,93.8275645746393,93.8275645720514,93.8275645796392,7.58772955578024e-09,0
medium,18,192,192,1,162.561710716526,162.561710711736,162.561710721549,9.81339098871103e-09,0
medium,18,192,192,2,25.3661730176398,25.3661729764135,25.3661730176386,4.12250678039072e-08,0
medium,18,192,192,3,43.095218576065,43.0952185503576,43.0952186177699,6.74123228350254e-08,0
medium,18,192,192,4,76.3712734909855,76.3712734885646,76.3712735533982,6.48336140329775e-08,0
medium,18,193,193,1,0,0,5e-09,5e-09,0
medium,18,193,193,2,0,0,5e-09,5e-09,0
medium,18,193,193,3,0,0,5e-09,5e-09,0
medium,18,193,193,4,0,0,5e-09,5e-09,0
medium,18,194,194,1,101.464691923738,101.464691923346,101.464691928738,5.39186828518723e-09,0
medium,18,194,194,2,32.7305458234062,32.7305457795658,32.7305458234039,4.38381135836607e-08,0
medium,18,194,194,3,57.8239641730479,57.8239641730486,57.8239642215313,4.8482682757367e-08,0
medium,18,194,194,4,74.1892371055287,74.1892370986017,74.1892371105285,1.19268150911012e-08,0
medium,18,195,195,1,0,0,5e-09,5e-09,0
medium,18,195,195,2,0,0,5e-09,5e-09,0
medium,18,195,195,3,0,0,5e-09,5e-09,0
medium,18,195,195,4,0,0,5e-09,5e-09,0
medium,18,196,196,1,0,0,5e-09,5e-09,0
medium,18,196,196,2,0,0,5e-09,5e-09,0
medium,18,196,196,3,0,0,5e-09,5e-09,0
medium,18,196,196,4,0,0,5e-09,5e-09,0
medium,18,197,197,1,0,0,5e-09,5e-09,0
medium,18,197,197,2,0,0,5e-09,5e-09,0
medium,18,197,197,3,0,0,5e-09,5e-09,0
medium,18,197,197,4,0,0,5e-09,5e-09,0
medium,18,198,198,1,6.54610915637018,6.54610915274459,6.54610916137016,8.6255731446272e-09,0
medium,18,198,198,2,39.2766549764101,39.2766549360802,39.2766549764105,4.03303488383244e-08,0
medium,18,198,198,3,34.3670730327545,34.367073032754,34.3670730759435,4.31894164876212e-08,0
medium,18,198,198,4,93.8275645746393,93.8275645719,93.8275645796392,7.73925989960844e-09,0
medium,18,199,199,1,0,0,5e-09,5e-09,0
medium,18,199,199,2,0,0,5e-09,5e-09,0
medium,18,199,199,3,0,0,5e-09,5e-09,0
medium,18,199,199,4,0,0,5e-09,5e-09,0
medium,18,200,200,1,194.201238305649,194.201238284979,194.201238310649,2.56700047884806e-08,0
medium,18,200,200,2,50.7323460064371,50.7323459571047,50.7323460064385,4.93338703222435e-08,0
medium,18,200,200,3,66.552109711862,66.552109711859,66.5521097770998,6.52407834422775e-08,0
medium,18,200,200,4,93.8275645746393,93.8275645724227,93.8275645796391,7.21635728950787e-09,0
medium,18,201,201,1,173.47189264381,173.471892639205,173.47189264881,9.60471879807301e-09,0
medium,18,201,201,2,50.7323459991629,50.7323459568158,50.7323459991619,4.23460093657013e-08,0
medium,18,201,201,3,66.5521097191361,66.5521097191364,66.5521097614832,4.23467696464286e-08,0
medium,18,201,201,4,93.8275645746393,93.8275645721678,93.8275645896746,1.75067356167347e-08,0
medium,18,202,202,1,0,0,5.00001107184289e-09,5.00001107184289e-09,0
medium,18,202,202,2,39.2766549827924,39.2766549359437,39.2766549827926,4.68489105287517e-08,0
medium,18,202,202,3,34.3670730263722,34.3670730263722,34.3670730759435,4.95712910719703e-08,0
medium,18,202,202,4,0,0,4.99999686098818e-09,4.99999686098818e-09,0
medium,18,203,203,1,14.7287456018329,14.7287455995669,14.728745606833,7.26600291045543e-09,0
medium,18,203,203,2,9.81916378413903,9.81916373228959,9.81916378413888,5.18492910828172e-08,0
medium,18,203,203,3,34.3670730213597,34.3670730213597,34.3670730759435,5.45837650633985e-08,0
medium,18,203,203,4,0,0,5.00002350634077e-09,5.00002350634077e-09,0
medium,18,204,204,1,0,0,5e-09,5e-09,0
medium,18,204,204,2,0,0,5e-09,5e-09,0
medium,18,204,204,3,0,0,5e-09,5e-09,0
medium,18,204,204,4,0,0,5e-09,5e-09,0
medium,18,205,205,1,200.747347462019,200.747347435246,200.747347467019,3.17724015985732e-08,0
medium,18,205,205,2,92.1910373301161,92.1910372806617,92.1910373301178,4.94560481456574e-08,0
medium,18,205,205,3,66.5521097118608,66.5521097118602,66.5521097832005,7.1340338081427e-08,0
medium,18,205,205,4,45.8227640945913,45.8227640934456,45.8227640995911,6.14554096500797e-09,0
medium,18,206,206,1,108.010801103052,108.010801077646,108.010801103051,2.5404474968127e-08,0
medium,18,206,206,2,98.7371464419169,98.7371464369538,98.7371464864899,4.95360978902681e-08,0
medium,18,206,206,3,92.7365463589672,92.7365463373402,92.736546386911,4.95707581649185e-08,0
medium,18,206,206,4,45.8227640945913,45.8227640933674,45.8227640995916,6.22419804585661e-09,0
medium,18,207,207,1,0,0,5e-09,5e-09,0
medium,18,207,207,2,0,0,5e-09,5e-09,0
medium,18,207,207,3,0,0,5e-09,5e-09,0
medium,18,207,207,4,0,0,5e-09,5e-09,0
medium,18,208,208,1,0,0,5e-09,5e-09,0
medium,18,208,208,2,0,0,5e-09,5e-09,0
medium,18,208,208,3,0,0,5e-09,5e-09,0
medium,18,208,208,4,0,0,5e-09,5e-09,0
medium,18,209,209,1,29.4574912072017,29.457491198012,29.4574912086656,1.06535829047516e-08,0
medium,18,209,209,2,63.006300630063,63.0063006249121,63.0063006350629,1.01507993122141e-08,0
medium,18,209,209,3,87.8269645110974,87.8269645039777,87.8269645202869,1.63091868898846e-08,0
medium,18,209,209,4,46.9137822873196,46.9137822849838,46.9137822979752,1.29914141666632e-08,0
medium,18,210,210,1,0,0,5e-09,5e-09,0
medium,18,210,210,2,0,0,5e-09,5e-09,0
medium,18,210,210,3,0,0,5e-09,5e-09,0
medium,18,210,210,4,0,0,5e-09,5e-09,0
medium,18,211,211,1,0,0,5.00000396641553e-09,5.00000396641553e-09,0
medium,18,211,211,2,76.0985190171463,76.0985189385677,76.0985190171468,7.85790632562566e-08,0
medium,18,211,211,3,67.0976187784514,67.0976187784501,67.0976188577944,7.93442609392514e-08,0
medium,18,211,211,4,0,0,4.99994712299667e-09,4.99994712299667e-09,0
medium,18,212,212,1,0,0,5.00000396641553e-09,5.00000396641553e-09,0
medium,18,212,212,2,76.0985189873748,76.0985189379182,76.0985189873748,4.94565455255724e-08,0
medium,18,212,212,3,34.367073026372,34.367073026372,34.3670730759435,4.95714331805175e-08,0
medium,18,212,212,4,0,0,5.00000396641553e-09,5.00000396641553e-09,0
medium,18,213,213,1,0,0,5e-09,5e-09,0
medium,18,213,213,2,0,0,5e-09,5e-09,0
medium,18,213,213,3,0,0,5e-09,5e-09,0
medium,18,213,213,4,0,0,5e-09,5e-09,0
medium,18,214,214,1,132.013201320132,132.013201320127,132.013201325126,4.99898078487604e-09,0
medium,18,214,214,2,161.844366299336,161.844366254802,161.844366299353,4.45504895196791e-08,0
medium,18,214,214,3,99.999999955471,99.9999999554655,100,4.45345307298339e-08,0
medium,18,214,214,4,16.3652728909255,16.3652728909205,16.3652728959187,4.99822405686245e-09,0
medium,18,215,215,1,0,0,5e-09,5e-09,0
medium,18,215,215,2,0,0,5e-09,5e-09,0
medium,18,215,215,3,0,0,5e-09,5e-09,0
medium,18,215,215,4,0,0,5e-09,5e-09,0
medium,18,216,216,1,0,0,4.99999686098818e-09,4.99999686098818e-09,0
medium,18,216,216,2,3.27305462275649,3.27305457590772,3.27305462275649,4.68487719729183e-08,0
medium,18,216,216,3,11.4556909790764,11.4556909790764,11.4556910286478,4.95713994297375e-08,0
medium,18,216,216,4,0,0,4.99999863734502e-09,4.99999863734502e-09,0
medium,18,217,217,1,0,0,5.00002528269761e-09,5.00002528269761e-09,0
medium,18,217,217,2,56.4601915182642,56.4601914714154,56.4601915182642,4.68487897364867e-08,0
medium,18,217,217,3,34.367073026372,34.367073026372,34.3670730759435,4.95714331805175e-08,0
medium,18,217,217,4,0,0,5.00000396641553e-09,5.00000396641553e-09,0
medium,18,218,218,1,0,0,5e-09,5e-09,0
medium,18,218,218,2,0,0,5e-09,5e-09,0
medium,18,218,218,3,0,0,5e-09,5e-09,0
medium,18,218,218,4,0,0,5e-09,5e-09,0
medium,18,219,219,1,0,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,219,219,2,1.16853942252807e-09,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,219,219,3,9.81916373338673,9.81916373338673,9.81916373955527,6.16853945700768e-09,0
medium,18,219,219,4,0,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,220,220,1,0,0,5e-09,5e-09,0
medium,18,220,220,2,0,0,5e-09,5e-09,0
medium,18,220,220,3,0,0,5e-09,5e-09,0
medium,18,220,220,4,0,0,5e-09,5e-09,0
medium,18,221,221,1,300,299.999999999995,300,5.00222085975111e-12,0
medium,18,221,221,2,29.4574912036658,29.4574912036608,29.4574912086428,4.98191710107676e-09,0
medium,18,221,221,3,34.3670730709435,34.3670730709385,34.3670730759222,4.98376806490342e-09,0
medium,18,221,221,4,24.5479093363832,24.5479093363832,24.5479093413633,4.98006613725011e-09,0
medium,18,222,222,1,74.1892371055287,74.1892370982017,74.1892371105166,1.23149135333733e-08,0
medium,18,222,222,2,91.3727737154211,91.3727734264992,91.372773715407,2.88907799017579e-07,0
medium,18,222,222,3,34.3670729965228,34.367072996545,34.3670732855894,2.89044415069384e-07,0
medium,18,222,222,4,53.4598914436898,53.4598914419319,53.4598914676991,2.57671644021684e-08,0
medium,18,223,223,1,0,0,5e-09,5e-09,0
medium,18,223,223,2,0,0,5e-09,5e-09,0
medium,18,223,223,3,0,0,5e-09,5e-09,0
medium,18,223,223,4,0,0,5e-09,5e-09,0
medium,18,224,224,1,0,0,5e-09,5e-09,0
medium,18,224,224,2,0,0,5e-09,5e-09,0
medium,18,224,224,3,0,0,5e-09,5e-09,0
medium,18,224,224,4,0,0,5e-09,5e-09,0
medium,18,225,225,1,0,0,4.99999686098818e-09,4.99999686098818e-09,0
medium,18,225,225,2,25.3661730195235,25.3661729757804,25.3661730195236,4.37431530997401e-08,0
medium,18,225,225,3,22.3658729123424,22.3658729123424,22.3658729560855,4.3743042965616e-08,0
medium,18,225,225,4,33.8215639745793,33.8215639736215,33.8215639795793,5.95776583622865e-09,0
medium,18,226,226,1,0,0,5e-09,5e-09,0
medium,18,226,226,2,0,0,5e-09,5e-09,0
medium,18,226,226,3,0,0,5e-09,5e-09,0
medium,18,226,226,4,0,0,5e-09,5e-09,0
medium,18,227,227,1,63.8245642746093,63.824564268616,63.8245642796093,1.09933182557143e-08,0
medium,18,227,227,2,76.0985190111655,76.0985189380976,76.098519011171,7.30733376030912e-08,0
medium,18,227,227,3,99.8281645662831,99.8281645662807,99.8281646406384,7.43577430739606e-08,0
medium,18,227,227,4,140.741346861959,140.741346859488,140.741346870492,1.10048290480336e-08,0
medium,18,228,228,1,0,0,5e-09,5e-09,0
medium,18,228,228,2,0,0,5e-09,5e-09,0
medium,18,228,228,3,0,0,5e-09,5e-09,0
medium,18,228,228,4,0,0,5e-09,5e-09,0
medium,18,229,229,1,111.829364755087,111.829364752554,111.829364759671,7.11636971573171e-09,0
medium,18,229,229,2,70.9161825269139,70.9161825269139,70.9161825323563,5.4424162954092e-09,0
medium,18,229,229,3,14.7287456018329,14.7287456018279,14.7287456068612,5.03327157730382e-09,0
medium,18,229,229,4,39.2766549382211,39.2766549382161,39.2766549432394,5.02337371699468e-09,0
medium,18,230,230,1,58.9149824073316,58.9149824032619,58.9149824136981,1.04362385400236e-08,0
medium,18,230,230,2,72.5527098497624,72.5527098139043,72.55270984976,3.58557201707299e-08,0
medium,18,230,230,3,22.9113820139694,22.9113820139733,22.9113820522959,3.83226215205923e-08,0
medium,18,230,230,4,115.647928429207,115.64792842284,115.647928434206,1.13663389811336e-08,0
medium,18,231,231,1,0,0,5e-09,5e-09,0
medium,18,231,231,2,0,0,5e-09,5e-09,0
medium,18,231,231,3,0,0,5e-09,5e-09,0
medium,18,231,231,4,0,0,5e-09,5e-09,0
medium,18,232,232,1,245.479093624091,245.479093360183,245.479093624097,2.63913392473114e-07,0
medium,18,232,232,2,142.12012084281,142.120120842804,142.120121147346,3.04541401874303e-07,0
medium,18,232,232,3,24.5479093363882,24.5479093363832,24.5479093413882,5.00501684541632e-09,0
medium,18,232,232,4,150,149.999999955674,150,4.43258159066318e-08,0
medium,18,233,233,1,90.0090009088475,90.0090008973816,90.0090009088477,1.14661276029437e-08,0
medium,18,233,233,2,53.7326459918719,53.7326459849939,53.732645996872,1.18780150160092e-08,0
medium,18,233,233,3,4.90958186727764,4.90958186727263,4.90958187227731,5.00468377850893e-09,0
medium,18,233,233,4,43.640727700377,43.6407277003768,43.6407277141345,1.37576918746163e-08,0
medium,18,234,234,1,44.1862368054987,44.1862368032211,44.1862368104987,7.27764870589453e-09,0
medium,18,234,234,2,1.16853776193382e-09,0,4.9999933082745e-09,4.9999933082745e-09,0
medium,18,234,234,3,14.7287456006644,14.7287456006644,14.7287456068329,6.16857320778763e-09,0
medium,18,234,234,4,0,0,4.9999933082745e-09,4.9999933082745e-09,0
medium,18,235,235,1,0,0,5e-09,5e-09,0
medium,18,235,235,2,0,0,5e-09,5e-09,0
medium,18,235,235,3,0,0,5e-09,5e-09,0
medium,18,235,235,4,0,0,5e-09,5e-09,0
medium,18,236,236,1,0,0,5e-09,5e-09,0
medium,18,236,236,2,0,0,5e-09,5e-09,0
medium,18,236,236,3,0,0,5e-09,5e-09,0
medium,18,236,236,4,0,0,5e-09,5e-09,0
medium,18,237,237,1,13.0922183127404,13.0922183083261,13.0922183189128,1.05867439259555e-08,0
medium,18,237,237,2,13.0922183127404,13.0922183127354,13.092218317739,5.00360819444268e-09,0
medium,18,237,237,3,62.7335464033382,62.7335460764042,62.7335464033912,3.26986913989913e-07,0
medium,18,237,237,4,128.74014642049,128.740146420474,128.740146747423,3.26949361806328e-07,0
medium,18,238,238,1,0,0,5e-09,5e-09,0
medium,18,238,238,2,0,0,5e-09,5e-09,0
medium,18,238,238,3,0,0,5e-09,5e-09,0
medium,18,238,238,4,0,0,5e-09,5e-09,0
medium,18,239,239,1,137.468292283774,137.468292283769,137.468292288786,5.0171706789115e-09,0
medium,18,239,239,2,29.4574912036658,29.4574912036608,29.4574912086373,4.97650276543027e-09,0
medium,18,239,239,3,100,99.999999999995,100,5.04485342389671e-12,0
medium,18,239,239,4,57.2784551182341,57.2784551182341,57.2784551232598,5.02577535144155e-09,0
medium,18,240,240,1,0,0,4.99999863734502e-09,4.99999863734502e-09,0
medium,18,240,240,2,4.45714164243334e-08,0,4.45714164243334e-08,4.45714164243334e-08,0
medium,18,240,240,3,11.4556909790764,11.4556909790764,11.4556910286478,4.95714154169491e-08,0
medium,18,240,240,4,0,0,4.99999863734502e-09,4.99999863734502e-09,0
medium,18,241,241,1,76.9167825873496,76.916782577738,76.9167825923484,1.46103786846652e-08,0
medium,18,241,241,2,25.366173046144,25.3661729767126,25.3661730461456,6.94330708483903e-08,0
medium,18,241,241,3,33.2760548130056,33.2760548129649,33.2760548878212,7.48563522279255e-08,0
medium,18,241,241,4,46.9137822873196,46.9137822853325,46.9137822969938,1.16612781653203e-08,0
medium,18,242,242,1,49.0958186727764,49.0958186664894,49.095818677776,1.12865592427625e-08,0
medium,18,242,242,2,76.0985189873728,76.0985189379187,76.098518987371,4.94522822691579e-08,0
medium,18,242,242,3,99.8281645900759,99.8281645900777,99.828164640932,5.08543820387786e-08,0
medium,18,242,242,4,140.741346861959,140.741346859488,140.741346869958,1.04705861758703e-08,0
medium,18,243,243,1,0,0,5e-09,5e-09,0
medium,18,243,243,2,0,0,5e-09,5e-09,0
medium,18,243,243,3,0,0,5e-09,5e-09,0
medium,18,243,243,4,0,0,5e-09,5e-09,0
medium,18,244,244,1,0,0,5e-09,5e-09,0
medium,18,244,244,2,0,0,5e-09,5e-09,0
medium,18,244,244,3,0,0,5e-09,5e-09,0
medium,18,244,244,4,0,0,5e-09,5e-09,0
medium,18,245,245,1,0,0,5e-09,5e-09,0
medium,18,245,245,2,0,0,5e-09,5e-09,0
medium,18,245,245,3,0,0,5e-09,5e-09,0
medium,18,245,245,4,0,0,5e-09,5e-09,0
medium,18,246,246,1,213.839565774759,213.839565714906,213.839565779759,6.48530829039373e-08,0
medium,18,246,246,2,96.5551101010314,96.5551100484809,96.5551101010295,5.2548600137925e-08,0
medium,18,246,246,3,78.0078007355068,78.0078007355074,78.0078008399353,1.04427854807909e-07,0
medium,18,246,246,4,51.2778550582331,51.2778550582281,51.2778550632331,5.00503460898472e-09,0
medium,18,247,247,1,0,0,5e-09,5e-09,0
medium,18,247,247,2,0,0,5e-09,5e-09,0
medium,18,247,247,3,0,0,5e-09,5e-09,0
medium,18,247,247,4,0,0,5e-09,5e-09,0
medium,18,248,248,1,104.737746501923,104.737746497804,104.737746508535,1.07306448171585e-08,0
medium,18,248,248,2,19.6383274691105,19.6383274671752,19.638327503421,3.62458045799485e-08,0
medium,18,248,248,3,75.8257644880113,75.8257643603124,75.8257644880113,1.27698854157643e-07,0
medium,18,248,248,4,115.647928335817,115.647928335812,115.647928434662,9.88496537956962e-08,0
medium,18,249,249,1,0,0,4.99999508463134e-09,4.99999508463134e-09,0
medium,18,249,249,2,9.81916377912671,9.8191637322779,9.81916377912671,4.6848807500055e-08,0
medium,18,249,249,3,11.4556909790764,11.4556909790764,11.4556910286478,4.95714314041606e-08,0
medium,18,249,249,4,0,0,4.99999686098818e-09,4.99999686098818e-09,0
medium,18,250,250,1,73.6437280095779,73.6437280085968,73.6437280141802,5.58340218503872e-09,0
medium,18,250,250,2,73.6437280091645,73.6437280091594,73.6437280141801,5.02068076002615e-09,0
medium,18,250,250,3,54.5509096360049,54.5509096360045,54.5509096414264,5.42188161034574e-09,0
medium,18,250,250,4,38.1856367454927,38.1856367454877,38.1856367504988,5.01107422223868e-09,0
medium,18,251,251,1,75.8257643946213,75.8257643946162,75.8257643996239,5.0077346713806e-09,0
medium,18,251,251,2,19.6383274691105,19.6383274691056,19.6383274741002,4.99460028891008e-09,0
medium,18,251,251,3,14.7287456018329,14.7287456018279,14.7287456068352,5.00731722752334e-09,0
medium,18,251,251,4,56.1874369255057,56.1874369255057,56.187436930506,5.00035213235606e-09,0
medium,18,252,252,1,0,0,5e-09,5e-09,0
medium,18,252,252,2,0,0,5e-09,5e-09,0
medium,18,252,252,3,0,0,5e-09,5e-09,0
medium,18,252,252,4,0,0,5e-09,5e-09,0
medium,18,253,253,1,2.47135450863292e-09,0,4.99989027957781e-09,4.99989027957781e-09,0
medium,18,253,253,2,44.1862368054987,44.1862368004401,44.1862368104986,1.00584642837021e-08,0
medium,18,253,253,3,59.4604915036958,59.4604915000474,59.4604915087545,8.70707594913256e-09,0
medium,18,253,253,4,93.8275645721679,93.8275645721679,93.8275645796392,7.47131423395331e-09,0
medium,18,254,254,1,0,0,5e-09,5e-09,0
medium,18,254,254,2,0,0,5e-09,5e-09,0
medium,18,254,254,3,0,0,5e-09,5e-09,0
medium,18,254,254,4,0,0,5e-09,5e-09,0
medium,18,255,255,1,0,0,5e-09,5e-09,0
medium,18,255,255,2,0,0,5e-09,5e-09,0
medium,18,255,255,3,0,0,5e-09,5e-09,0
medium,18,255,255,4,0,0,5e-09,5e-09,0
medium,18,256,256,1,101.464691923738,101.464691923304,101.464691928738,5.43408873454609e-09,0
medium,18,256,256,2,37.6401276936999,37.6401276468511,37.6401276937003,4.68491663241366e-08,0
medium,18,256,256,3,36.0036003154646,36.0036003154634,36.003600365036,4.95726339977409e-08,0
medium,18,256,256,4,67.6431279491585,67.6431279481526,67.6431279541587,6.00604721512354e-09,0
medium,18,257,257,1,0,0,5e-09,5e-09,0
medium,18,257,257,2,0,0,5e-09,5e-09,0
medium,18,257,257,3,0,0,5e-09,5e-09,0
medium,18,257,257,4,0,0,5e-09,5e-09,0
medium,18,258,258,1,72.007200720072,72.0072006500177,72.0072007250722,7.50545439132111e-08,0
medium,18,258,258,2,25.3661730255057,25.3661729760491,25.3661730255074,4.94582934607024e-08,0
medium,18,258,258,3,43.0952185681992,43.0952185681967,43.0952186828247,1.1462795157513e-07,0
medium,18,258,258,4,46.9137822873196,46.9137822847235,46.9137822923199,7.59634133373766e-09,0
medium,18,259,259,1,144.014401440144,144.014401436147,144.014401445144,8.99666474651895e-09,0
medium,18,259,259,2,72.8254644013145,72.8254643528655,72.8254644013149,4.84494080410514e-08,0
medium,18,259,259,3,78.0078007433818,78.0078007433818,78.0078007918307,4.84489390828458e-08,0
medium,18,259,259,4,93.8275645746393,93.8275645719565,93.8275645842897,1.23332171142465e-08,0
medium,18,260,260,1,0,0,5e-09,5e-09,0
medium,18,260,260,2,0,0,5e-09,5e-09,0
medium,18,260,260,3,0,0,5e-09,5e-09,0
medium,18,260,260,4,0,0,5e-09,5e-09,0
medium,18,261,261,1,111.283855738857,111.283855656184,111.283855738855,8.26711072932085e-08,0
medium,18,261,261,2,50.7323459618689,50.732345956984,50.7323460064388,4.94548260121519e-08,0
medium,18,261,261,3,73.0982188322366,73.0982188322385,73.0982189203092,8.80707631267796e-08,0
medium,18,261,261,4,100.373673731009,100.373673723501,100.373673736009,1.25088064351075e-08,0
medium,18,262,262,1,112.920382951148,112.92038294292,112.920382952384,9.46434397519624e-09,0
medium,18,262,262,2,48.2775550282301,48.2775550244128,48.277555033228,8.8152276589426e-09,0
medium,18,262,262,3,56.1874369217487,56.1874369137343,56.1874369305097,1.67754237168083e-08,0
medium,18,262,262,4,69.8251643346153,69.8251643321904,69.8251643463917,1.42013050208334e-08,0
medium,18,263,263,1,144.014401440144,144.014401435611,144.014401445144,9.53261292124807e-09,0
medium,18,263,263,2,72.8254644034624,72.8254643596472,72.8254644034622,4.38150067338938e-08,0
medium,18,263,263,3,78.0078007412338,78.0078007412349,78.0078007850778,4.38428884308451e-08,0
medium,18,263,263,4,93.8275645746393,93.8275645721468,93.8275645959925,2.38456863144165e-08,0
medium,18,264,264,1,0,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,264,264,2,1.16242313058724e-09,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,264,264,3,4.90958186611521,4.90958186611521,4.90958187227764,6.16242346040963e-09,0
medium,18,264,264,4,0,0,5.00000041370185e-09,5.00000041370185e-09,0
medium,18,265,265,1,0,0,5e-09,5e-09,0
medium,18,265,265,2,0,0,5e-09,5e-09,0
medium,18,265,265,3,0,0,5e-09,5e-09,0
medium,18,265,265,4,0,0,5e-09,5e-09,0
medium,18,266,266,1,0,0,5e-09,5e-09,0
medium,18,266,266,2,0,0,5e-09,5e-09,0
medium,18,266,266,3,0,0,5e-09,5e-09,0
medium,18,266,266,4,0,0,5e-09,5e-09,0
medium,18,267,267,1,0,0,5.00001107184289e-09,5.00001107184289e-09,0
medium,18,267,267,2,39.2766549827924,39.2766549359437,39.2766549827926,4.68489105287517e-08,0
medium,18,267,267,3,34.3670730263722,34.3670730263722,34.3670730759434,4.95712768611156e-08,0
medium,18,267,267,4,0,0,4.99999686098818e-09,4.99999686098818e-09,0
medium,18,268,268,1,127.103619460201,127.10361945134,127.103619460199,8.85921735971351e-09,0
medium,18,268,268,2,19.6383274691105,19.6383274691055,19.6383274741104,5.00486407872813e-09,0
medium,18,268,268,3,22.9113820472956,22.9113820472906,22.9113820522963,5.00568120287426e-09,0
medium,18,268,268,4,96.2823555009315,96.2823555009335,96.2823555132767,1.23431789234019e-08,0
medium,18,269,269,1,0,0,5e-09,5e-09,0
medium,18,269,269,2,0,0,5e-09,5e-09,0
medium,18,269,269,3,0,0,5e-09,5e-09,0
medium,18,269,269,4,0,0,5e-09,5e-09,0
medium,18,270,270,1,0,0,5e-09,5e-09,0
medium,18,270,270,2,0,0,5e-09,5e-09,0
medium,18,270,270,3,0,0,5e-09,5e-09,0
medium,18,270,270,4,0,0,5e-09,5e-09,0
medium,18,271,271,1,166.92578348744,166.925783487435,166.925783492432,4.99736074743851e-09,0
medium,18,271,271,2,19.6383274691105,19.6383274691056,19.638327474102,4.99641927831362e-09,0
medium,18,271,271,3,14.7287456018329,14.7287456018279,14.7287456068225,4.99457186720065e-09,0
medium,18,271,271,4,149.999999999995,149.999999999995,150,5.03064256918151e-12,0
medium,18,272,272,1,39.2766549382211,39.2766549359298,39.2766549432212,7.29133375898527e-09,0
medium,18,272,272,2,1.01765219755761e-09,0,5.00007502068911e-09,5.00007502068911e-09,0
medium,18,272,272,3,0,0,5.00004659897968e-09,5.00004659897968e-09,0
medium,18,272,272,4,67.6431279481409,67.6431279481409,67.6431279541586,6.01772853769944e-09,0
medium,18,273,273,1,0,0,5e-09,5e-09,0
medium,18,273,273,2,0,0,5e-09,5e-09,0
medium,18,273,273,3,0,0,5e-09,5e-09,0
medium,18,273,273,4,0,0,5e-09,5e-09,0
medium,18,274,274,1,39.2766549382211,39.2766549285943,39.2766549432202,1.4625932465151e-08,0
medium,18,274,274,2,25.3661730462269,25.3661729766306,25.3661730462578,6.96272550726462e-08,0
medium,18,274,274,3,33.2760548129227,33.2760548129111,33.2760548878425,7.49313358028303e-08,0
medium,18,274,274,4,46.9137822873196,46.9137822853089,46.913782296749,1.14400720008234e-08,0
medium,18,275,275,1,97.1006191553473,97.1006191483886,97.1006191582832,9.89462023426313e-09,0
medium,18,275,275,2,50.4595914136868,50.4595913596976,50.4595914186866,5.89890021274186e-08,0
medium,18,275,275,3,8.18263644546273,8.18263644545772,8.1826364504627,5.00497776556585e-09,0
medium,18,275,275,4,50.1868368629818,50.1868368629819,50.1868369194939,5.65120501505589e-08,0
medium,18,276,276,1,152.197037885607,152.197037885156,152.197037890607,5.45099965165718e-09,0
medium,18,276,276,2,49.0958187249623,49.095818667749,49.0958187249649,5.72158782574661e-08,0
medium,18,276,276,3,34.3670730187575,34.3670730187575,34.3670730759433,5.71857441400425e-08,0
medium,18,276,276,4,121.103019392848,121.103019392237,121.103019397876,5.63869662073557e-09,0
medium,18,277,277,1,0,0,5e-09,5e-09,0
medium,18,277,277,2,0,0,5e-09,5e-09,0
medium,18,277,277,3,0,0,5e-09,5e-09,0
medium,18,277,277,4,0,0,5e-09,5e-09,0
medium,18,278,278,1,194.201238305649,194.201238299856,194.201238310649,1.0792291504913e-08,0
medium,18,278,278,2,50.7323460008338,50.732345956726,50.7323460008342,4.41081979829505e-08,0
medium,18,278,278,3,66.5521097174653,66.552109717464,66.5521097622223,4.47583659024531e-08,0
medium,18,278,278,4,93.8275645746393,93.827564572168,93.8275645836158,1.14478098112158e-08,0
medium,18,279,279,1,0,0,5.00003594083864e-09,5.00003594083864e-09,0
medium,18,279,279,2,26.1844366700524,26.1844366232033,26.1844366700526,4.68492586946923e-08,0
medium,18,279,279,3,22.911382002724,22.911382002724,22.9113820522957,4.95717316084665e-08,0
medium,18,279,279,4,45.8227640945913,45.8227640935736,45.8227640995913,6.01767879970794e-09,0
medium,18,280,280,1,0,0,4.99999863734502e-09,4.99999863734502e-09,0
medium,18,280,280,2,25.3661730255059,25.3661729760493,25.3661730255059,4.94565099984356e-08,0
medium,18,280,280,3,11.4556909790764,11.4556909790764,11.4556910286478,4.95714065351649e-08,0
medium,18,280,280,4,0,0,5.00000929548605e-09,5.00000929548605e-09,0
medium,18,281,281,1,26.1844366254807,26.184436616655,26.1844366379288,2.12738626714781e-08,0
