initial_state_id,rho,site_id,primary_objective,objective_cap_tolerance,T_min,T_max,T_range_width,min_original_objective,max_original_objective,min_cap_slack,max_cap_slack,min_scan_violation,max_scan_violation,multiple_optimal_interval
18,0,1,19751.6220658457,1e-06,239.999999975321,240,2.46788260938047e-08,19751.6220668457,19751.6220658457,-1.81898940354586e-11,1.00000033853576e-06,0,0,0
18,0,2,19751.6220658457,1e-06,159.999999968355,160,3.16448165449401e-08,19751.6220668457,19751.6220658457,-7.27595761418343e-12,1.00000033853576e-06,0,0,0
18,0,3,19751.6220658457,1e-06,79.9999999638451,80,3.61548728733396e-08,19751.6220668457,19751.6220658457,-1.09139364212751e-11,1.00000033853576e-06,0,0,0
18,0,4,19751.6220658457,1e-06,119.999999967145,120,3.2854501341717e-08,19751.6220668457,19751.6220658457,0,1.00000033853576e-06,0,0,0
18,0.02,1,77239.3357246591,1e-06,204.23428917847,204.234293707892,4.52942146011992e-06,77239.335725659,77239.3357256589,1.01863406598568e-10,1.45519152283669e-10,2.91038304567337e-11,2.91038304567337e-11,0
18,0.02,2,77239.3357246591,1e-06,112.08899464284,112.089028294688,3.36518486534487e-05,77239.3357256589,77239.335725659,1.16415321826935e-10,1.01863406598568e-10,2.91038304567337e-11,5.82076609134674e-11,1
18,0.02,3,77239.3357246591,1e-06,69.8001490165736,69.8001847053529,3.56887792776206e-05,77239.3357256589,77239.335725659,1.30967237055302e-10,8.73114913702011e-11,2.91038304567337e-11,5.82076609134674e-11,1
18,0.02,4,77239.3357246591,1e-06,119.777349902585,119.777354651029,4.74844476627823e-06,77239.3357256589,77239.335725659,1.16415321826935e-10,8.73114913702011e-11,5.82076609134674e-11,3.63797880709171e-11,0
