arm,transition_group,stage,global_hour,path_count,site1_H2_production_kg_mean,site1_P_EL_kW_mean,site1_end_inventory_kg_mean,site1_inventory_before_HTT_kg_mean,site1_HTT_in_kg_mean,site1_HTT_out_kg_mean,site1_ordinary_shortage_kg_mean,site1_electrolyzer_capacity_binding_mean,site1_storage_capacity_binding_mean,site2_H2_production_kg_mean,site2_P_EL_kW_mean,site2_end_inventory_kg_mean,site2_inventory_before_HTT_kg_mean,site2_HTT_in_kg_mean,site2_HTT_out_kg_mean,site2_ordinary_shortage_kg_mean,site2_electrolyzer_capacity_binding_mean,site2_storage_capacity_binding_mean,site3_H2_production_kg_mean,site3_P_EL_kW_mean,site3_end_inventory_kg_mean,site3_inventory_before_HTT_kg_mean,site3_HTT_in_kg_mean,site3_HTT_out_kg_mean,site3_ordinary_shortage_kg_mean,site3_electrolyzer_capacity_binding_mean,site3_storage_capacity_binding_mean,site4_H2_production_kg_mean,site4_P_EL_kW_mean,site4_end_inventory_kg_mean,site4_inventory_before_HTT_kg_mean,site4_HTT_in_kg_mean,site4_HTT_out_kg_mean,site4_ordinary_shortage_kg_mean,site4_electrolyzer_capacity_binding_mean,site4_storage_capacity_binding_mean
BASE,PERSISTENT_ADEQUATE,5,40,2351,1.3545370977639068,69.46344091097014,82.39531499757359,82.24364187498233,0.17276893558724984,0.02109581299596919,0.10380412772878446,0.19693747341556783,0.0,0.6325943143440491,32.44073406892545,37.09406062508115,37.58476631433188,0.03297605431677294,0.5236817435674874,0.0484518370817435,0.1620586984262016,0.0,0.39841307081162614,20.43143952880127,21.941057337492516,21.959754897260442,0.10713712044340802,0.12583468021131186,0.026559229299188584,0.16886431305827307,0.0,0.8058948277572864,41.32793988498945,43.63670889670464,43.27897877027715,0.39130800787126624,0.0335778814439282,0.04887426138344361,0.24840493407060826,0.0
BASE,PERSISTENT_ADEQUATE,6,41,416,2.1474281024846396,110.12451807613515,83.47693014526261,82.46464158476594,1.2991020867173655,0.2868135262206501,0.15276014335473287,0.2764423076923077,0.0,0.7473557771654681,38.325937290536835,38.905943113520934,41.97534687780659,0.13483568423512354,3.2042394485207746,0.06718824653607258,0.18990384615384615,0.0,0.4853326765403769,24.888855207198787,24.537779458063994,22.902988840081946,1.9996409514072166,0.3648503334251437,0.03430810334197385,0.20673076923076922,0.0,1.2412070197669403,63.651642039330106,43.833991469261136,43.41166688345426,0.5414660507488669,0.11914146494200474,0.0833822336869028,0.39903846153846156,0.0
BASE,PERSISTENT_ADEQUATE,6,42,416,1.3256016383646854,67.97957119818889,80.39451441425892,80.41954473217176,0.0,0.02503031791284886,0.14138667907921468,0.20673076923076922,0.0,0.721875,37.01923076923077,37.230679565004735,37.80925624061122,0.0,0.5785766756064787,0.044792164357381724,0.18509615384615385,0.0,0.4558547579993508,23.377167076889762,23.11891653826583,22.57304998848396,0.546925943977098,0.0010593941952415841,0.05722323600762916,0.19471153846153846,0.0,0.8504389466324297,43.61225367345786,42.47922960949016,42.421489165752696,0.05774044373747113,0.0,0.08366052284719463,0.2692307692307692,0.0
BASE,PERSISTENT_ADEQUATE,6,43,416,1.077748007762764,55.26912860321859,78.54552312546467,78.55027105438465,0.029424685212528126,0.034172614132508175,0.09425778605280968,0.1778846153846154,0.0,0.6799534021692804,34.869405239450266,36.706849260064985,36.698258385234176,0.03632377716856952,0.02773290233775584,0.029861442904921154,0.17307692307692307,0.0,0.41625000000000045,21.346153846153847,21.345793743579502,21.35874623250933,0.03681589865085464,0.04976838758068317,0.05360641147183413,0.1778846153846154,0.0,0.5548832272570471,28.455550115745957,41.5345409825422,41.525431439523196,0.025089617819409375,0.01598007480041447,0.05571978476799195,0.18509615384615385,0.0
BASE,PERSISTENT_ADEQUATE,6,44,416,0.9862456829095365,50.57670168766848,77.67786727495971,77.72807043328945,0.016957883327063775,0.06716104165681971,0.0581838185511172,0.1658653846153846,0.0,0.6256271261507679,32.083442366706024,36.46207755468043,36.42319544976098,0.061648390995271155,0.022766286075814875,0.022396082178690862,0.15865384615384615,0.0,0.20478359763485995,10.501722955633825,20.10543887345881,20.099630470710057,0.022766286075814875,0.016957883327063775,0.03573760764788942,0.009615384615384616,0.0,0.4949578301652263,25.382452828985933,41.12795962419478,41.12244697353323,0.005512650661548558,0.0,0.031588870020992414,0.1658653846153846,0.0
BASE,PERSISTENT_ADEQUATE,6,45,416,1.0154663656776615,52.07519823988002,77.31811212009579,77.34055985932386,0.0,0.022447739228057907,0.0436378639133378,0.17307692307692307,0.0,0.6578677551376539,33.73680795577711,36.37548263296612,36.5140118356849,0.0,0.13852920271878513,0.015184538289138513,0.1658653846153846,0.0,0.1272967667670211,6.528039321385697,19.4151912928661,19.265437726556303,0.14975356630979378,0.0,0.02382507176525964,0.016826923076923076,0.0,0.505822897948412,25.939635792226227,40.96471701839961,40.95349364276256,0.011223375637049254,0.0,0.023691652515744295,0.17067307692307693,0.0
BASE,PERSISTENT_ADEQUATE,6,46,416,1.167809880040262,59.88768615591079,77.43546789209283,77.58407281259376,0.0,0.14860492050092503,0.02909190927555855,0.19471153846153846,0.0,0.7047343499928472,36.14022307655627,36.7377457322895,36.7778698735466,0.0,0.0401241412571089,0.008211896798853317,0.17307692307692307,0.0,0.23683614561120214,12.145443364677005,19.14739007342907,19.07248388101319,0.07490619241587598,0.0,0.01513023379678952,0.016826923076923076,0.0,0.6915997407043896,35.466653369455805,41.31774188278834,41.203919013446196,0.11382286934215792,0.0,0.016922608939817337,0.19951923076923078,0.0
BASE,PERSISTENT_ADEQUATE,6,47,416,3.4494789534716714,176.89635658829133,80.35582313563933,80.43434016667075,0.05816168931198318,0.13667872034339135,0.014863869515282692,0.4831730769230769,0.0,0.8050663976668644,41.28545629060846,36.92190771591799,37.24046502054401,0.03689470814207586,0.35545201276810096,0.008211896798853317,0.1875,0.0,0.3894179617319872,19.970151883691667,19.31458474897294,19.150841872563824,0.3410548061952169,0.1773119297860972,0.010483031576714257,0.055288461538461536,0.0,1.8140624999999946,93.02884615384616,43.113176997821604,42.879845538573285,0.24420256932753254,0.010871110079218895,0.008774686116942343,0.6201923076923077,0.0
BASE,PERSISTENT_ADEQUATE,6,48,416,4.26058659497858,218.49162025531288,84.24342859923689,84.16660405643458,0.2019016463339428,0.12507710353161405,0.01566487422530076,0.7163461538461539,0.0,1.8788797250287068,96.35280641172884,37.81289192676384,38.19460014997682,0.14632318597461721,0.5280314091876206,0.014930721452460577,0.40865384615384615,0.0,1.7155964776354078,87.97930654540549,21.101368135418145,20.837198145309724,0.29983382995392555,0.0356638398455104,0.005241515788357116,0.7307692307692307,0.0,2.197351732533689,112.68470423249747,45.09928357644245,45.0585698861402,0.1935687916093442,0.1528551013070848,0.008774686116942343,0.7331730769230769,0.0
BASE,PERSISTENT_FAILURE,1,1,427,5.8499999999999535,300.0,62.96361594805141,62.96361594805141,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,53.89757893241395,53.89757893241395,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,27.40390884522261,27.40390884522261,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,35.427113785579024,35.427113785579024,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,2,427,5.8499999999999535,300.0,68.3481453996428,68.3481453996428,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,57.48701992620288,57.48701992620288,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,29.34745965104832,29.34745965104832,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,38.09138025524635,38.09138025524635,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,3,427,5.8499999999999535,300.0,73.73267485123418,73.73267485123418,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,61.076460919990765,61.076460919990765,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,31.489235053961345,31.489235053961345,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,40.755646724914634,40.755646724914634,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,4,427,5.8499999999999535,300.0,79.11720430282446,79.11720430282446,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,64.35534290756908,64.35534290756908,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,33.631010456874684,33.631010456874684,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,43.41991319458256,43.41991319458256,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,5,427,5.8499999999999535,300.0,84.0362632060066,84.0362632060066,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,67.0131068827247,67.0131068827247,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,35.77278585978781,35.77278585978781,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,45.82344613391864,45.82344613391864,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,6,427,5.8499999999999535,300.0,88.02438101237183,88.02438101237183,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,67.88205098210248,67.88205098210248,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,37.71633666561355,37.71633666561355,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,47.70551201259116,47.70551201259116,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,7,427,5.8499999999999535,300.0,89.55481432313556,89.55481432313556,0.0,0.0,0.0,1.0,0.0,3.9000000000000257,200.0,67.9932311063268,67.9932311063268,0.0,0.0,0.0,1.0,0.0,2.34000000000001,120.0,39.263438277266246,39.263438277266246,0.0,0.0,0.0,1.0,0.0,2.9249999999999767,150.0,48.54464376993529,48.54464376993529,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,1,8,427,5.8499999999999535,300.0,90.0053559615919,90.0053559615919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.96217520570563,64.96217520570563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.67764150056985,37.67764150056985,0.0,0.0,0.0,0.0,0.0,2.9249999999999767,150.0,48.862308466614465,48.862308466614465,0.0,0.0,0.0,1.0,0.0
BASE,PERSISTENT_FAILURE,2,9,427,1.7254924256311415,88.48679105800704,87.92022020991068,87.41128169798844,0.5089385119222457,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,64.24737077255607,64.48713193108986,0.0,0.2397611585337986,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,36.350383666097706,36.61956101948615,0.0,0.26917735338844706,0.0,0.27634660421545665,0.0,1.370023419203748,70.2576112412178,48.14646364316246,48.14646364316246,0.0,0.0,0.0,0.468384074941452,0.0
BASE,PERSISTENT_FAILURE,2,10,427,1.6166276346604251,82.903981264637,87.20949510252657,87.20949510252657,0.0,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,64.08288650415165,64.08288650415165,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,35.63324949200415,35.63324949200415,0.0,0.0,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,47.65110980883258,47.65110980883258,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,11,427,1.6166276346604251,82.903981264637,87.34622423413897,86.96424054355172,0.3819836905872609,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,63.918402235747514,63.918402235747514,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,35.045551087807056,35.42753477839432,0.0,0.3819836905872609,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,47.41648950483495,47.41648950483495,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,12,427,1.6166276346604251,82.903981264637,87.11546243030728,87.10096967516299,0.01449275514428253,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,63.59863846423733,63.59863846423733,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,34.88481099817872,34.899303753323004,0.0,0.01449275514428253,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,46.99414105899826,46.99414105899826,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,13,427,1.6166276346604251,82.903981264637,86.72745697872455,86.4047373229234,0.32271965580115186,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,62.999371587136714,62.999371587136714,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,34.41584400789424,34.738563663695395,0.0,0.32271965580115186,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,46.26412704736956,46.26412704736956,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,14,427,1.6166276346604251,82.903981264637,85.89918719842711,85.55126132293114,0.3479258754959782,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,61.77267572895122,62.12060160444721,0.0,0.3479258754959782,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,34.071372076323634,34.071372076323634,0.0,0.0,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,45.22644746994893,45.22644746994893,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,15,427,1.6166276346604251,82.903981264637,84.25752099422566,84.25752099422566,0.0,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,60.3659554357015,60.3659554357015,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,33.52867554766596,33.52867554766596,0.0,0.0,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,43.88110232673691,43.88110232673691,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,2,16,427,1.6166276346604251,82.903981264637,82.23711178597496,82.15038424161384,0.08672754436112201,0.0,0.0,0.27634660421545665,0.0,1.0777517564402788,55.269320843091336,58.338117130030305,58.338117130030305,0.0,0.0,0.0,0.27634660421545665,0.0,0.6466510538641689,33.1615925058548,32.701026877560324,32.78775442192145,0.0,0.08672754436112201,0.0,0.27634660421545665,0.0,0.8083138173302126,41.4519906323185,42.603547901411254,42.603547901411254,0.0,0.0,0.0,0.27634660421545665,0.0
BASE,PERSISTENT_FAILURE,3,17,424,3.065306112729817,157.19518526819596,85.24014599032131,80.81579959684322,4.631962907761574,0.20761651428343747,0.4438379433762957,0.5212264150943396,0.0,2.014386792452823,103.30188679245283,55.41414459348054,57.78571293381324,0.1441618960151007,2.5157302363477765,0.17139341380522677,0.5165094339622641,0.0,1.1975943396226358,61.41509433962264,29.266891152063774,32.439062738810115,0.4746342296107289,3.646805816357111,0.0972422551747351,0.5117924528301887,0.0,1.5107900943396213,77.47641509433963,42.847534606446814,41.728141072845936,1.2180647182712345,0.0986711846703128,0.17830899262838681,0.5165094339622641,0.0
BASE,PERSISTENT_FAILURE,3,18,424,3.0215801886792426,154.95283018867926,84.2788079176505,84.15350946613242,0.19777453506824716,0.07247608355017547,0.41615701766712276,0.5165094339622641,0.0,2.014386792452823,103.30188679245283,55.57110086944289,55.67943962453678,0.0,0.1083387550938941,0.11426227587015111,0.5165094339622641,0.0,1.15344339622641,59.15094339622642,28.166944191963918,28.094468108413746,0.07247608355017547,0.0,0.1519410237105235,0.49292452830188677,0.0,1.5107900943396213,77.47641509433963,42.091048094815044,42.180483874789395,0.0,0.08943577997435306,0.1687609469911011,0.5165094339622641,0.0
BASE,PERSISTENT_FAILURE,3,19,424,3.007783018867922,154.24528301886792,84.65154110598229,84.5477797946074,0.10376131137490198,0.0,0.2774380117780815,0.5141509433962265,0.0,1.9408018867924457,99.52830188679245,56.345841581970625,56.345841581970625,0.0,0.0,0.0761748505801007,0.49764150943396224,0.0,1.0927358490565993,56.0377358490566,27.062638933756702,27.166400245131605,0.0,0.10376131137490198,0.13674692133947117,0.4669811320754717,0.0,1.5107900943396213,77.47641509433963,42.151815395468816,42.151815395468816,0.0,0.0,0.11437838830601879,0.5165094339622641,0.0
BASE,PERSISTENT_FAILURE,3,20,424,3.007783018867922,154.24528301886792,86.38689770525725,85.96869996317605,0.4522018123481551,0.03400407026695047,0.1712580319617789,0.5141509433962265,0.0,1.876415094339616,96.22641509433963,57.35109290530436,57.34771079561145,0.12179278623202218,0.1184106765391059,0.05713113793507556,0.4811320754716981,0.0,0.49217904634438164,25.23995109458366,25.7695241196165,26.159298116175272,0.0,0.3897739965587657,0.09116461422631411,0.0023584905660377358,0.0,1.4900943396226407,76.41509433962264,42.740090203664586,42.771896058879946,0.15241474680605635,0.18422060202141158,0.0686270329836115,0.5094339622641509,0.0
BASE,PERSISTENT_FAILURE,3,21,424,3.007783018867922,154.24528301886792,88.1267126028694,88.1267126028694,0.0,0.0,0.12844352397133402,0.5141509433962265,0.0,1.8856132075471632,96.69811320754717,58.653675525719294,58.653675525719294,0.0,0.0,0.03808742529005035,0.4834905660377358,0.0,0.2360159365848608,12.103381363326195,25.0751934802507,25.0751934802507,0.0,0.0,0.06077640948420946,0.0023584905660377358,0.0,1.4991791471910738,76.88098190723463,43.586759093696934,43.586759093696934,0.0,0.0,0.051470274737708634,0.5094339622641509,0.0
BASE,PERSISTENT_FAILURE,3,22,424,3.011686485917606,154.44546081628764,90.75937522473562,90.29308700795005,0.4662882167855648,0.0,0.0856290159808894,0.5141509433962265,0.0,2.0107606530840756,103.11593092738886,60.26615322432617,60.372920885237264,0.0,0.10676766091108893,0.019043712645025176,0.5141509433962265,0.0,0.5168826087007184,26.50680044619069,24.567579926595617,25.033868143381177,0.0,0.4662882167855648,0.036465845690525724,0.0023584905660377358,0.0,1.5107900943396213,77.47641509433963,44.76931001084178,44.66254234993069,0.10676766091108893,0.0,0.03431351649180572,0.5165094339622641,0.0
BASE,PERSISTENT_FAILURE,3,23,424,4.638585894405791,237.87619971311887,95.38637701792602,94.97530507872331,0.559457628417112,0.14838568921443962,0.0428145079904447,0.7900943396226415,0.0,2.010921749694515,103.1241922920268,61.758975040033135,61.985559680454436,0.03267759347907335,0.25926223390038633,0.019043712645025176,0.5141509433962265,0.0,0.6826438612209723,35.0073774985115,24.5398114104,24.878085157436377,0.0,0.3382737470363806,0.024310563793683848,0.0023584905660377358,0.0,2.442099056603758,125.23584905660377,47.12352505008645,46.96973860183142,0.15378644825502122,0.0,0.019063064717669876,0.8349056603773585,0.0
BASE,PERSISTENT_FAILURE,3,24,424,5.822405660377313,298.58490566037733,101.43668551510959,100.7861266378845,0.8223611007090487,0.17180222348399293,0.0428145079904447,0.9952830188679245,0.0,3.1733490566037816,162.73584905660377,64.15783604395055,64.34929350950475,0.11456674177824418,0.3060242073324438,0.03808742529005035,0.8136792452830188,0.0,2.191248598264838,112.37172298794003,25.94037573962317,26.544990693474602,0.13279301411771616,0.73740796796915,0.012155281896841888,0.9339622641509434,0.0,2.9112028301886563,149.29245283018867,49.938570956841154,49.79305741466058,0.14551354218057772,0.0,0.019063064717669876,0.9952830188679245,0.0
BASE,PERSISTENT_FAILURE,4,25,361,5.785180055401625,296.67590027700834,110.56303560086273,104.57195370428823,6.6423080639307095,0.6512261673562365,0.2656147727762912,0.9889196675900277,0.0,3.132963988919663,160.66481994459835,61.10874499516139,67.89294572309765,0.4578829568899077,7.242083684825995,0.061079472135716795,0.8033240997229917,0.0,2.054792243767315,105.37396121883657,22.407190766293883,28.02146587836741,0.5794644760996714,6.193739588173225,0.03843690248223595,0.8781163434903048,0.0,2.8925900277008125,148.33795013850417,58.14233465363096,51.734940710195794,6.503140373384326,0.09574642994916541,0.14733972351171226,0.9889196675900277,0.0
BASE,PERSISTENT_FAILURE,4,26,361,5.762674829742927,295.52178614066486,116.00721053091354,115.98794158082893,0.1967287586089693,0.17745980852437204,0.12770169863201344,0.9833795013850416,0.0,3.17324945964008,162.73074152000433,63.68178662247897,64.03337519498132,0.0,0.35158857250234715,0.06193974639114942,0.7922437673130194,0.0,2.193725530661912,112.49874516214913,24.03021518980307,24.280242710532562,0.01066575055472626,0.2606932712842152,0.07577560775069415,0.9085872576177285,0.0,2.8924220124617963,148.32933397240078,61.430762394210326,60.84841525106308,0.5823471431472389,0.0,0.0743921153024822,0.9861495844875346,0.0
BASE,PERSISTENT_FAILURE,4,27,361,5.762674829742927,295.52178614066486,121.39064492981628,121.43206463023233,0.16229228538643276,0.20371198580246294,0.12764981798472247,0.9833795013850416,0.0,3.15527381060458,161.80891336433766,66.21213043612195,66.58831988183434,0.0,0.3761894457123972,0.061818454961855056,0.8005540166204986,0.0,2.118900425593487,108.66156028684534,25.578996745718893,25.989877019398794,0.07155959372593462,0.4824398674058272,0.03898600108912503,0.8864265927977839,0.0,2.8925900277008125,148.33795013850417,64.96550042669011,64.13701100688178,0.82848941980832,0.0,0.0743921153024822,0.9889196675900277,0.0
BASE,PERSISTENT_FAILURE,4,28,361,5.779558767399879,296.3876290974316,127.27945193730812,126.83109357469087,0.5424261773307035,0.09406781471349392,0.1263604258838667,0.9861495844875346,0.0,3.1760031206702584,162.87195490616728,68.68447480090781,68.88955423535212,0.0,0.20507943444431873,0.12253869098214826,0.8116343490304709,0.0,2.095875280967604,107.48078363936419,26.994353333940822,27.515252654299292,0.0,0.5208993203584684,0.03860522469984727,0.8781163434903048,0.0,2.8924220124617963,148.32933397240078,67.94920141630789,67.6715810241223,0.2776203921855776,0.0,0.0743921153024822,0.9861495844875346,0.0
BASE,PERSISTENT_FAILURE,4,29,361,5.470906298574577,280.5592973628006,131.993947036185,132.07584665414547,0.026525963172988012,0.10842558113348581,0.25642951508067785,0.9224376731301939,0.0,2.925895959532739,150.0459466427051,70.31822094522856,70.60212933307348,0.0,0.2839083878449028,0.23399459747767565,0.739612188365651,0.0,1.8786156558306482,96.33926440157173,28.794725685165627,28.713730393773673,0.10752125456494736,0.026525963172988012,0.03898600108912503,0.8005540166204986,0.0,2.861935523696219,146.76592429211476,70.7224144844466,70.43760177003315,0.2848127144134412,0.0,0.1479318906929143,0.9695290858725761,0.0
BASE,PERSISTENT_FAILURE,4,30,361,4.970396063285676,254.89210580952314,136.88982191891176,135.63429588946155,1.5082019191775005,0.2526758897272642,0.5318349836265195,0.8421052631578947,0.0,2.6684210526315684,136.8421052631579,70.3397546334167,70.54290066844302,0.01408953786529374,0.2172355728916184,0.5873145712040573,0.6842105263157895,0.0,1.7722082097689762,90.88247229584503,28.823979987133615,30.246750887329597,0.1179936360198187,1.5407645362158187,0.07626618656891947,0.7506925207756233,0.0,2.759758919897406,141.52609845627808,73.10584532850403,72.73545442273193,0.39741442391958465,0.027023518147496674,0.2962151397158846,0.9307479224376731,0.0
BASE,PERSISTENT_FAILURE,4,31,361,4.680296308390499,240.01519530207804,139.13283708423415,138.42789691073318,0.765891566974107,0.06095139347315496,1.1773453726659813,0.775623268698061,0.0,2.6684210526315684,136.8421052631579,69.51810765936276,69.92468642186509,0.06771089686930472,0.4742896593716475,0.7053306115931638,0.6842105263157895,0.0,1.5751246537396077,80.77562326869806,28.966745074572827,29.754714383919456,0.009147920022721192,0.7971172293693342,0.14850813139408714,0.6731301939058172,0.0,2.519875346260375,129.22437673130193,74.61212218751041,74.1225142891624,0.4896078983480038,0.0,0.5826618570539596,0.8614958448753463,0.0
BASE,PERSISTENT_FAILURE,4,32,361,4.197524029174733,215.2576425217819,139.6042102289734,139.26257126496438,0.6218818276224978,0.2802428636134893,1.3316685130990558,0.7174515235457064,0.0,2.6360110803323997,135.18005540166206,68.98342579041794,69.69736384870889,0.05192866017169617,0.7658667184626227,0.5743010096348782,0.6759002770083102,0.0,1.5378778609985166,78.86553133325752,28.912221261549526,29.209247715815483,0.24392282739544013,0.5409492816614024,0.29042155693975635,0.6565096952908587,0.0,2.1883055979884802,112.22079989684555,75.54544077481043,74.87611522626256,0.6913485758835176,0.02202302733563762,0.6830227440838113,0.7479224376731302,0.0
BASE,PERSISTENT_FAILURE,5,33,179,4.836690364305145,248.03540329769916,140.9846385989326,138.6725598017267,4.3968209377035645,2.084742140497555,1.1583195591244528,0.7932960893854749,0.0,2.902865772637642,148.8649114173153,69.59580714725543,72.43856033852127,1.2268995118938923,4.069652703159772,0.4077171310593703,0.7430167597765364,0.0,1.7862271021497635,91.60138985383414,25.02578732625038,27.939540245564746,0.6541080914598254,3.567861010774185,0.37142195454171256,0.7541899441340782,0.0,2.4733559812730483,126.83876827041242,76.91732196723268,73.47289465385848,3.680802692692606,0.2363753793183733,0.5826447605184382,0.8379888268156425,0.0
BASE,PERSISTENT_FAILURE,5,34,179,4.349610822295588,223.05696524592707,143.96824152212614,143.65885342324347,0.5708591959853831,0.26147109710269517,0.65195674405989,0.7318435754189944,0.0,2.875977653631278,147.48603351955308,71.08662802050324,71.56996628321073,0.016698430759106972,0.5000366934665821,0.3404175071687635,0.7374301675977654,0.0,1.6984680726614512,87.1009268031514,25.560100539020823,25.67885632761685,0.05399560914015811,0.17275139773618314,0.3183861566632876,0.7206703910614525,0.0,2.1581493194994064,110.67432407689238,78.43634874275116,78.14364279033035,0.3053412665266781,0.012635314105865977,0.3718391552582751,0.7374301675977654,0.0
BASE,PERSISTENT_FAILURE,5,35,179,4.236656796142406,217.26445108422544,146.7753100119195,146.8734965261714,0.38611490316854935,0.4843014174204484,0.5304804015386775,0.7206703910614525,0.0,2.875977653631278,147.48603351955308,72.82911587917549,73.06042308625847,0.1382114840835169,0.36951869116651037,0.3400534369686665,0.7374301675977654,0.0,1.6752877690746235,85.91219328587817,26.507137489336216,26.571579502481136,0.07883392131231821,0.14327593445723577,0.18855696185963886,0.7150837988826816,0.0,2.126454030558057,109.04892464400265,80.21677966193066,79.82284392745085,0.5244462155246089,0.1305104810447988,0.3029752754695868,0.7262569832402235,0.0
BASE,PERSISTENT_FAILURE,5,36,179,4.215921787709507,216.20111731843576,149.65074040049709,149.644484952203,0.07053425728890006,0.06427880899482347,0.5151353462098092,0.7206703910614525,0.0,2.8381765875937965,145.54751731250272,74.52870733682342,74.6372456717273,0.06745244469465475,0.17599077959854545,0.36746873290834303,0.7150837988826816,0.0,1.6340782122905024,83.79888268156425,27.608315138755867,27.53879011047976,0.14005928556500846,0.07053425728890006,0.19047279720087792,0.6983240223463687,0.0,2.054099286036111,105.33842492492853,81.4167349518393,81.3839770935056,0.10021030302836044,0.06745244469465475,0.34376040870587726,0.6983240223463687,0.0
BASE,PERSISTENT_FAILURE,5,37,179,4.151486179548167,212.8967271563158,152.70797807120513,152.14290536907674,0.7064838764674504,0.1414111743390874,0.668031531076076,0.7039106145251397,0.0,2.7764847397836876,142.3838328094202,75.884345538867,76.07069036274653,0.04862148019445417,0.2349663040739944,0.44251691967974893,0.7094972067039106,0.0,1.6202372440047563,83.08908943614136,27.99742063757021,28.62357287153678,0.1668511909956639,0.7930034249622301,0.18791887712397531,0.6871508379888268,0.0,2.0222332506532803,103.70426926427055,82.57776524013389,82.33034088441615,0.24742435571774302,0.0,0.42970051088234623,0.6871508379888268,0.0
BASE,PERSISTENT_FAILURE,5,38,179,4.097525846554085,210.1295305925167,154.9090620806575,154.7927988648624,0.5082616953589733,0.3919984795638377,0.7801182375568775,0.6927374301675978,0.0,2.717410017755869,139.35435988491665,76.71007402458258,77.1464264188987,0.08796948217206821,0.5243218764881714,0.501192601406312,0.6927374301675978,0.0,1.5695076679464088,80.48757271520044,28.65153448245189,28.796689339098744,0.12677586208615158,0.2719307187330102,0.22088401901693397,0.664804469273743,0.0,2.003113245564816,102.72375618281086,83.73552649934152,83.27028246417365,0.46524403516782664,0.0,0.5353973732255412,0.6815642458100558,0.0
