arm,target_group,group_rule,path_count,positive_target_count,mean_target_total,mean_total_H2_production,mean_terminal_inventory_total,mean_surplus_total,mean_site_gap,mean_quantity_gap,mean_location_component,sitewise_failure_rate,quantity_failure_rate,adequate_count,pure_quantity_count,pure_location_count,mixed_count
BASE,ZERO,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",8877,0,0.0,172.770941975263,176.61122765530325,176.61122765530314,0.0,0.0,0.0,NOT_APPLICABLE,NOT_APPLICABLE,8877,0,0,0
BASE,LOW,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",412,412,87.66070194848771,327.9232977480269,295.1578332359214,208.87230732128378,1.3751760338498982,0.423606821470246,0.9515692123796526,0.14320388349514562,0.03155339805825243,353,5,46,8
BASE,MEDIUM,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",374,374,201.0242923000224,355.81201174077887,324.97337206477454,134.38821779505437,10.4391380303021,8.367340453311705,2.071797576990402,0.3502673796791444,0.24598930481283424,243,37,39,55
BASE,HIGH,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",337,337,430.2151483928624,452.270507148576,432.49041129015535,53.06894652388661,50.793683626593136,38.78042842957297,12.013255197020122,0.8397626112759644,0.4896142433234421,54,76,118,89
B0001,ZERO,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",8877,0,0.0,173.97266767071173,177.81764581441473,177.81764581441473,0.0,0.0,0.0,NOT_APPLICABLE,NOT_APPLICABLE,8877,0,0,0
B0001,LOW,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",412,412,87.66070194848771,332.2675570652604,299.37552365225366,212.8250939678746,1.1102722641090625,0.3178022764201401,0.7924699876889226,0.14563106796116504,0.02669902912621359,352,3,49,8
B0001,MEDIUM,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",374,374,201.0242923000224,359.5408771153182,328.25684718166286,137.79391718051468,10.561362298874496,7.822153499728413,2.739208799146082,0.41711229946524064,0.24598930481283424,218,36,64,56
B0001,HIGH,"ZERO<=0; positive Base target tertiles q33=156.407516, q67=316.940731",337,337,430.2151483928624,459.2181669043938,435.0099652655318,61.171996239205285,56.3771793665353,36.06329971978263,20.31387964675267,0.8694362017804155,0.5014836795252225,44,56,124,113
