metric,base_mean,b0001_mean,paired_diff_mean,ci95_low,ci95_high,paired_sd,n,b0001_lower_count,b0001_higher_count,tie_count,ci_method
terminal_site_gap,2.1588281531441034,2.3406491119114397,0.18182095876733576,0.0913840040006435,0.272257913534028,4.614215132525001,10000,291,252,9457,paired_normal_95pct_mean_diff
terminal_total_quantity_shortfall,1.6372915720750403,1.5209751952350266,-0.11631637684001475,-0.1535571458078752,-0.07907560787215431,1.9000741473622471,10000,212,70,9718,paired_normal_95pct_mean_diff
terminal_spatial_component,0.5215365810690609,0.8196739166764119,0.29813733560735095,0.20948043232471641,0.3867942388899855,4.5233945104064395,10000,189,270,9541,paired_normal_95pct_mean_diff
total_H2_production,195.42809038866932,197.04744147117472,1.6193510824890613,1.4937691939900555,1.7449329709880672,6.40735694582048,10000,2639,7350,11,paired_normal_95pct_mean_diff
terminal_inventory_total,195.66722049463192,197.11963767797124,1.452417183341381,1.3144838969251151,1.590350469757647,7.037541888742074,10000,2741,7248,11,paired_normal_95pct_mean_diff
ordinary_shortage_total,2.0046046694925006,1.8376707703448185,-0.16693389914768134,-0.23756270982886846,-0.09630508846649423,3.6035769656125227,10000,228,197,9575,paired_normal_95pct_mean_diff
actual_operating_cost,56192.36967592455,56159.10349457057,-33.26618135314361,-48.88826011562101,-17.644102590666208,797.0594809752662,10000,7426,2574,0,paired_normal_95pct_mean_diff
terminal_penalty_cost,2158.8281531441035,2340.649111911437,181.82095876733575,91.38400400064351,272.257913534028,4614.215132525734,10000,292,252,9456,paired_normal_95pct_mean_diff
total_HTT,7.425903128043918,9.035700351093046,1.609797223049075,1.3316729660867102,1.8879214800114397,14.19027385993709,10000,1983,1576,6441,paired_normal_95pct_mean_diff
