state_id,intensity,loc,main_msp_lf,main_state_k,saa_T1_kg,saa_T2_kg,saa_T3_kg,saa_T4_kg,saa_total_kg,chi2_T1_kg,chi2_T2_kg,chi2_T3_kg,chi2_T4_kg,chi2_total_kg,delta_T1_kg,delta_T2_kg,delta_T3_kg,delta_T4_kg,delta_total_kg,saa_terminal_value_at_saa_T,chi2_terminal_value_at_saa_T,terminal_value_difference,saa_shortage_at_saa_T_kg,chi2_shortage_at_saa_T_kg,subgradient_l1_difference,subgradient_max_abs_difference,negative_control_exact_match,terminal_gap_penalty_yuan_per_kg
7,2,7,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
