state_id,intensity,loc,main_msp_lf,main_state_k,saa_T1_kg,saa_T2_kg,saa_T3_kg,saa_T4_kg,saa_total_kg,chi2_T1_kg,chi2_T2_kg,chi2_T3_kg,chi2_T4_kg,chi2_total_kg,delta_T1_kg,delta_T2_kg,delta_T3_kg,delta_T4_kg,delta_total_kg,saa_terminal_value_at_saa_T,chi2_terminal_value_at_saa_T,terminal_value_difference,saa_shortage_at_saa_T_kg,chi2_shortage_at_saa_T_kg,subgradient_l1_difference,subgradient_max_abs_difference,negative_control_exact_match,terminal_gap_penalty_yuan_per_kg
19,4,5,7,207,222.840465864768,119.193737555574,36.003600360036,133.376974061042,511.414777841421,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,8.45715573833701,2.72495051636126,14.0916847567821,6.27306747937666,31.5468584908569,0,63093.7169817141,63093.7169817141,0,31.5468584908571,8000,2000,0,2000
