state_id,intensity,loc,main_msp_lf,main_state_k,saa_T1_kg,saa_T2_kg,saa_T3_kg,saa_T4_kg,saa_total_kg,chi2_T1_kg,chi2_T2_kg,chi2_T3_kg,chi2_T4_kg,chi2_total_kg,delta_T1_kg,delta_T2_kg,delta_T3_kg,delta_T4_kg,delta_total_kg,saa_terminal_value_at_saa_T,chi2_terminal_value_at_saa_T,terminal_value_difference,saa_shortage_at_saa_T_kg,chi2_shortage_at_saa_T_kg,subgradient_l1_difference,subgradient_max_abs_difference,negative_control_exact_match,terminal_gap_penalty_yuan_per_kg
13,3,6,7,159,133.376974061043,36.276354908218,9.81916373455527,61.0970187927884,240.569511496604,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,50.4599939826975,49.0952945485219,6.54611624478065,8.45553607219711,114.556940848197,0,229113.881696394,229113.881696394,0,114.556940848197,8000,2000,0,2000
