initial_state_id,R,model,TerminalLOH_cost,mean_service_cost,mean_shortage_kg,mean_shortage_loss,mean_operating_loss,total_objective,objective_reconstruction_error,scenario_weight,scenario_weight_sum,solver_status,case_pass
7,2000,AGGREGATE,498.049804980498,5.86207516381402,0.13174044677195,263.4808935439,269.342968707714,767.392773688211,4.54747350886464e-13,0.0005,1,OPTIMAL,1
7,2000,PERIOD,498.049804980498,5.86207516381402,0.13174044677195,263.4808935439,269.342968707714,767.392773688213,7.95807864051312e-13,0.0005,1,OPTIMAL,1
9,2000,AGGREGATE,1333.13422251316,273.500648904348,1.25721572157216,2514.43144314431,2787.93209204866,4121.06631456181,1.09139364212751e-11,0.0005,1,OPTIMAL,1
9,2000,PERIOD,1215.93977579576,276.537265068102,0.96147478384202,1922.94956768404,2199.48683275214,3415.42660854786,4.50199877377599e-11,0.0005,1,OPTIMAL,1
11,2000,AGGREGATE,1205.51509696424,209.407288987461,0.984007037067343,1968.01407413469,2177.42136312215,3382.93646008637,1.36424205265939e-11,0.0005,1,OPTIMAL,1
11,2000,PERIOD,1145.56910236478,210.284937864681,0.716389820800261,1432.77964160052,1643.0645794652,2788.63368182997,2.09183781407773e-11,0.0005,1,OPTIMAL,1
19,2000,AGGREGATE,1486.7659493222,834.489603258663,6.36687259635055,12733.7451927011,13568.2347959598,15055.0007452819,1.45519152283669e-11,0.0005,1,OPTIMAL,1
19,2000,PERIOD,1304.31224940676,849.10813273374,4.58245029048359,9164.90058096719,10014.0087137009,11318.3209631076,3.8198777474463e-11,0.0005,1,OPTIMAL,1
