arm,block,production_kg,ending_inventory_kg,HTT_kg,ordinary_shortage_kg
DRO,Stage1-2,104.16545653454892,198.1155735251507,1.1420734730343922,0.0
DRO,Stage3-4,86.31789653005882,165.1966901874852,7.9718941050791745,0.9452619935643142
DRO,Stage5-6,62.53023349108267,167.11789442610285,11.245669957588108,3.710240913899573
SAA,Stage1-2,72.62929922318459,166.640932057514,0.41137545113315255,0.0
SAA,Stage3-4,57.16609035744021,116.10522971430174,4.0596165525700405,0.8246016268171517
SAA,Stage5-6,57.080047564525856,108.39198831411066,7.388194617332768,3.768801920535312
