stage,SAA_production_kg,DRO_production_kg,SAA_ending_inventory_kg,DRO_ending_inventory_kg,SAA_HTT_kg,DRO_HTT_kg,SAA_ordinary_shortage_kg,DRO_ordinary_shortage_kg,DRO_minus_SAA_production_kg,production_delta_share,DRO_minus_SAA_ending_inventory_kg,DRO_minus_SAA_HTT_kg,DRO_minus_SAA_ordinary_shortage_kg
1,64.8906085535876,96.3037341774966,192.518089688071,223.93121531198003,0.0,0.0,0.0,0.0,31.413125623908996,0.4749622706997455,31.413125623909025,0.0,0.0
2,7.738690669596985,7.861722357052325,140.76377442695699,172.29993173832133,0.41137545113315255,1.1420734730343922,0.0,0.0,0.12303168745533988,0.0018602227088581585,31.53615731136435,0.7306980219012397,0.0
3,17.186852574789764,23.414075483641035,113.55050520046805,151.32854308439144,1.3313201366665204,3.108286737306177,0.11553572931130524,0.11581080470616338,6.227222908851271,0.09415478002260073,37.77803788392339,1.7769666006396567,0.0002750753948581458
4,39.97923778265045,62.90382104641778,118.65995422813543,179.06483729057894,2.72829641590352,4.863607367772997,0.7090658975058465,0.8294511888581508,22.92458326376733,0.3466166421057145,60.4048830624435,2.135310951869477,0.12038529135230436
5,23.49898340250173,25.204212224449364,102.41870901283228,161.57864924736336,3.121866091222144,5.202912987858193,1.6966200346056752,1.6650807765924593,1.7052288219476353,0.025782832406796834,59.15994023453108,2.081046896636049,-0.03153925801321589
6,33.58106416202413,37.326021266633305,114.36526761538904,172.65713960484234,4.266328526110625,6.042756969729915,2.0721818859296364,2.0451601373071138,3.7449571046091776,0.05662325205628421,58.2918719894533,1.7764284436192899,-0.0270217486225226
