path_id,global_hour,stage,site,shortage_kg,system_total_inventory_kg,shortage_site_inventory_kg,other_site_inventory_kg,HTT_in_kg,HTT_out_kg,other_site_target_adjusted_surplus_kg,mechanism,causal_limit
9,25,4,1,0.930941096818,265.692560022,102.494557045,163.198002977,26.9664177132,0,163.198002977,local/spatial shortage,hourly accounting diagnostic; not causal proof
11,34,5,3,1.36378522796,391.299888299,16.7222944167,374.577593882,0,0,67.5594161108,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,35,5,2,1.24223602484,403.410071984,93.4023818755,310.007690109,0,0,42.3232553103,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,35,5,3,0.852365767474,403.410071984,19.0622944167,384.347777568,0,0,75.4475339171,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,36,5,2,1.39751552795,415.332527527,97.3023818755,318.030145652,0,0,46.3113731167,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,36,5,3,0.792898388348,415.332527527,21.4022944167,393.930233111,0,0,83.3356517235,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,37,5,2,1.67701863354,426.481846956,101.202381875,325.279465081,0,0,49.8340203746,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,37,5,3,0.792898388348,426.481846956,23.7422944167,402.73955254,0,0,90.7582989814,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,38,5,2,1.95652173913,436.858030271,105.102381875,331.755648396,0,0,52.8911970842,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,38,5,3,0.991122985435,436.858030271,26.0822944167,410.775735855,0,0,97.715475691,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,39,5,2,2.48447204969,446.461077472,109.002381875,337.458695596,0,0,55.4829032453,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,39,5,3,1.18934758252,446.461077472,28.4222944167,418.038783055,0,0,104.207181852,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
11,40,5,2,3.10559006211,455.666444842,112.902381875,342.764062966,2.98765947656,0,57.609138858,local/spatial shortage,hourly accounting diagnostic; not causal proof
11,40,5,3,1.38757217961,455.666444842,30.7622944167,424.904150425,0,0,110.233417465,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,17,3,1,5.02708192282,317.149475204,216.429215335,100.720259869,0,0,0,local/spatial shortage,hourly accounting diagnostic; not causal proof
16,17,3,2,2.7950310559,317.149475204,35.8823405003,281.267134703,0,0,48.1077164435,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,17,3,3,1.5857967767,317.149475204,2.93759160786,314.211883596,0,0,48.1077164435,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,17,3,4,2.60733530332,317.149475204,61.9003277609,255.249147443,0,0,48.1077164435,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,18,3,1,4.52437373053,332.164475204,222.279215335,109.885259869,0,30.7298594253,0,local/spatial shortage,hourly accounting diagnostic; not causal proof
16,18,3,2,1.86335403727,332.164475204,39.7823405003,292.382134703,0,0,53.9577164435,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,18,3,3,2.47780746359,332.164475204,5.27759160786,326.886883596,30.7298594253,0,53.9577164435,local/spatial shortage,hourly accounting diagnostic; not causal proof
16,18,3,4,2.34660177299,332.164475204,64.8253277609,267.339147443,0,0,53.9577164435,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,19,3,1,3.01624915369,347.179475204,197.399355909,149.780119294,0,0,3.98037807495,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,19,3,2,1.24223602484,347.179475204,43.6823405003,303.497134703,0,0,33.0582350931,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,19,3,3,2.23002671723,347.179475204,38.3474510331,308.832024171,0,0,29.0778570182,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,19,3,4,1.56440118199,347.179475204,67.7503277609,279.429147443,0,0,33.0582350931,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,20,3,1,1.86188219364,360.901906248,203.249355909,157.652550338,0,0,5.02780911886,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,20,3,2,0.931677018634,360.901906248,47.5823405003,313.319565747,0,0,39.955666137,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,20,3,3,1.48668447815,360.901906248,39.394882077,321.507024171,0,0,34.9278570182,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,20,3,4,0.938640709195,360.901906248,70.6753277609,290.226578487,0,0,39.955666137,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,21,3,1,1.39641164523,374.073001461,209.099355909,164.973645552,0,0,5.52390433263,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,21,3,2,0.621118012422,374.073001461,51.4823405003,322.590660961,0,0,46.3017613508,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,21,3,3,0.991122985435,374.073001461,39.8909772908,334.182024171,0,0,40.7778570182,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,21,3,4,0.703980531896,374.073001461,73.6003277609,300.472673701,0,0,46.3017613508,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,22,3,1,0.930941096818,387.795432505,214.949355909,172.846076596,0,0,6.57133537654,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,22,3,2,0.310559006211,387.795432505,55.3823405003,332.413092005,0,0,53.1991923947,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,22,3,3,0.594673791261,387.795432505,40.9384083347,346.857024171,0,0,46.6278570182,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,22,3,4,0.469320354598,387.795432505,76.5253277609,311.270104744,0,0,53.1991923947,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,23,3,1,0.465470548409,401.787409557,220.799355909,180.988053647,0,0,7.88831242772,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,23,3,2,0.310559006211,401.787409557,59.2823405003,342.505069056,0,0,60.3661694459,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,23,3,3,0.396449194174,401.787409557,42.2553853859,359.532024171,0,0,52.4778570182,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,23,3,4,0.260733530332,401.787409557,79.4503277609,322.337081796,0,0,60.3661694459,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,24,3,1,0.465470548409,416.802409557,226.649355909,190.153053647,0,39.3733421457,13.1325496593,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,24,3,2,0.621118012422,416.802409557,63.1823405003,353.620069056,31.4655948134,0,68.5561694459,local/spatial shortage,hourly accounting diagnostic; not causal proof
16,24,3,3,0.198224597087,416.802409557,44.5953853859,372.207024171,0,0,61.2320942498,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
16,24,3,4,0.260733530332,416.802409557,82.3753277609,334.427081796,7.90774733231,0,71.4604066775,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,17,3,1,5.02708192282,310.161312068,120.182437884,189.978874183,17.2934397495,0,13.8628467147,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,18,3,1,4.52437373053,318.488548794,143.325877634,175.16267116,12.640256903,0,2.18943023443,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,19,3,1,3.01624915369,328.46688487,161.816134537,166.650750333,0,0,4.84719420958,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,20,3,1,1.86188219364,338.832313708,167.666134537,171.166179171,0,0,7.81551719095,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,21,3,1,1.39641164523,349.687187392,173.516134537,176.171052855,0,0,11.0943991785,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,22,3,1,0.930941096818,362.035065284,179.366134537,182.668930747,0,0,14.6838401723,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,23,3,1,0.465470548409,375.059300604,185.216134537,189.843166067,0,0,18.2732811661,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,24,3,1,0.465470548409,388.994224464,191.066134537,197.928089927,0,0,21.5521631537,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,25,4,4,0.521467060664,402.569499764,63.5083239432,339.061175821,0,0,37.9396910192,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,26,4,4,0.260733530332,416.412021015,66.4333239432,349.978697072,8.7737206367,0,48.8572122704,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,27,4,4,0.260733530332,430.452766864,78.1320445799,352.320722284,0,0,54.7762886877,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,28,4,4,0.260733530332,444.182953706,81.0570445799,363.125909126,0,0,63.4397001269,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,29,4,4,0.521467060664,456.826551987,83.9820445799,372.844507407,0,0,71.7230226053,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
24,30,4,4,1.04293412133,466.552164699,86.9070445799,379.645120119,3.32257063708,0,78.5236353169,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,31,4,4,2.08586824266,472.665879745,93.154615217,379.511264528,51.2886248055,0,78.3897797265,local/spatial shortage,hourly accounting diagnostic; not causal proof
24,32,4,4,2.60733530332,477.664568706,147.368240023,330.296328684,0,0,40.3572682668,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,25,4,4,0.521467060664,384.881618925,76.1485808462,308.733038078,33.6352365858,0,91.6354305586,local/spatial shortage,hourly accounting diagnostic; not causal proof
27,26,4,4,0.260733530332,398.724140176,112.708817432,286.015322744,0,0,70.0693536299,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,27,4,4,0.260733530332,412.764886024,115.633817432,297.131068592,0,0,73.6587946237,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,28,4,4,0.260733530332,426.495072866,118.558817432,307.936255434,0,0,76.9376766112,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,29,4,4,0.521467060664,439.138671148,121.483817432,317.654853715,0,0,79.5954405864,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,30,4,4,1.04293412133,448.864283859,124.408817432,324.455466427,0,0,82.2970938429,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,31,4,4,2.08586824266,454.977998906,127.333817432,327.644181474,0,0,83.9553755787,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,32,4,4,0.359385082387,457.728737646,128.010867211,329.717870435,6.48671967686,0,85.5785229014,local/spatial shortage,hourly accounting diagnostic; not causal proof
27,33,5,1,3.37059746768,468.156105151,180.30638674,287.849718411,0,0,142.688395006,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,33,5,3,1.70473153495,468.156105151,37.5674168392,430.588688311,0,0,136.214381014,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,34,5,1,2.32735274204,480.625201474,186.15638674,294.468814734,0,0,149.307491329,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,34,5,3,1.36378522796,480.625201474,39.9074168392,440.717784635,0,0,140.493477337,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,35,5,1,1.86188219364,493.355031328,192.00638674,301.348644588,14.8294775316,0,156.187321183,local/spatial shortage,hourly accounting diagnostic; not causal proof
27,35,5,3,0.852365767474,493.355031328,42.2474168392,451.107614489,0,0,145.033307191,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,36,5,1,1.86188219364,505.741853537,212.685864272,293.055989265,0,0,147.89466586,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,36,5,3,0.792898388348,505.741853537,44.5874168392,461.154436698,0,0,145.388153378,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,37,5,1,2.32735274204,517.541507074,218.535864272,299.005642803,0,0,153.844319398,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,37,5,3,0.792898388348,517.541507074,46.9274168392,470.614090235,2.37666333377,0,154.847806916,local/spatial shortage,hourly accounting diagnostic; not causal proof
27,38,5,1,2.79282329045,528.753991941,224.385864272,304.368127669,0,0,159.206804264,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,38,5,3,0.991122985435,528.753991941,51.644080173,477.109911768,0,0,161.343628448,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,39,5,1,3.25829383886,539.13086093,230.235864272,308.894996659,0,0,163.733673254,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,39,5,3,1.18934758252,539.13086093,53.984080173,485.146780757,0,0,169.380497438,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,40,5,1,3.72376438727,548.954402626,236.085864272,312.868538354,0,0,167.707214949,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
27,40,5,3,1.38757217961,548.954402626,56.324080173,492.630322453,3.56396972624,0,176.864039133,local/spatial shortage,hourly accounting diagnostic; not causal proof
28,17,3,1,5.02708192282,317.149475204,166.204816682,150.944658522,0,0,34.6487732528,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,17,3,2,2.7950310559,317.149475204,85.4037901125,231.745685091,0,19.0337103347,0,local/spatial shortage,hourly accounting diagnostic; not causal proof
28,17,3,3,1.5857967767,317.149475204,3.64054064822,313.508934556,19.0337103347,0,34.6487732528,local/spatial shortage,hourly accounting diagnostic; not causal proof
28,17,3,4,2.60733530332,317.149475204,61.9003277609,255.249147443,0,0,34.6487732528,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,18,3,1,4.52437373053,332.164475204,172.054816682,160.109658522,0,0,19.5150629181,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,18,3,2,1.86335403727,332.164475204,70.2700797778,261.894395426,0,0,2.78665296501,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,18,3,3,2.47780746359,332.164475204,25.0142509829,307.150224221,0,0,22.3017158831,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,18,3,4,2.34660177299,332.164475204,64.8253277609,267.339147443,0,0,22.3017158831,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,19,3,1,3.01624915369,347.179475204,177.904816682,169.274658522,0,0,23.7053122383,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,19,3,2,1.24223602484,347.179475204,74.1700797778,273.009395426,0,0,8.92690228518,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,19,3,3,2.23002671723,347.179475204,27.3542509829,319.825224221,0,0,32.3419652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,19,3,4,1.56440118199,347.179475204,67.7503277609,279.429147443,0,0,32.0517158831,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,20,3,1,1.86188219364,360.901906248,183.754816682,177.147089566,0,0,30.5303122383,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,20,3,2,0.931677018634,360.901906248,78.0700797778,282.83182647,0,0,17.7019022852,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,20,3,3,1.48668447815,360.901906248,28.4016820268,332.500224221,0,0,45.0169652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,20,3,4,0.938640709195,360.901906248,70.6753277609,290.226578487,0,0,41.8017158831,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,21,3,1,1.39641164523,374.073001461,189.604816682,184.468184779,0,0,37.3553122383,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,21,3,2,0.621118012422,374.073001461,81.9700797778,292.102921684,0,0,26.4769022852,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,21,3,3,0.991122985435,374.073001461,28.8977772406,345.175224221,0,0,57.6919652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,21,3,4,0.703980531896,374.073001461,73.6003277609,300.472673701,0,0,51.5517158831,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,22,3,1,0.930941096818,387.795432505,195.454816682,192.340615823,0,0,44.6680480464,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,22,3,2,0.310559006211,387.795432505,85.8700797778,301.925352728,0,0,35.7396380933,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,22,3,3,0.594673791261,387.795432505,29.9452082845,357.850224221,0,0,70.3669652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,22,3,4,0.469320354598,387.795432505,76.5253277609,311.270104744,0,0,61.7894516913,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,23,3,1,0.465470548409,401.787409557,201.304816682,200.482592874,0,0,52.8100250976,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,23,3,2,0.310559006211,401.787409557,89.7700797778,312.017329779,0,0,45.8316151445,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,23,3,3,0.396449194174,401.787409557,31.2621853357,370.525224221,0,0,83.0419652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,23,3,4,0.260733530332,401.787409557,79.4503277609,322.337081796,0,0,72.8564287424,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,24,3,1,0.465470548409,416.802409557,207.154816682,209.647592874,0,0,61.9750250976,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,24,3,2,0.621118012422,416.802409557,93.6700797778,323.132329779,0,0,56.9466151445,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,24,3,3,0.198224597087,416.802409557,33.6021853357,383.200224221,0,0,95.7169652033,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,24,3,4,0.260733530332,416.802409557,82.3753277609,334.427081796,0,0,84.9464287424,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,26,4,4,0.260733530332,443.698739047,129.925980981,313.772758066,0,0,64.2921050132,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,27,4,4,0.260733530332,457.739484895,132.850980981,324.888503915,0,0,75.4078508615,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,28,4,4,0.260733530332,471.469671737,135.775980981,335.693690757,0,0,86.2130377036,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
28,29,4,4,0.313601529706,483.905404488,138.49311545,345.412289038,0,0,95.9316359848,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,17,3,1,5.02708192282,317.149475204,120.182437884,196.967037319,36.9370209112,0,18.2436745473,local/spatial shortage,hourly accounting diagnostic; not causal proof
29,17,3,2,2.7950310559,317.149475204,85.4037901125,231.745685091,0,15.4090988464,15.2958592197,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,17,3,3,1.5857967767,317.149475204,49.6629194459,267.486555758,0,9.449809199,2.94781532759,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,17,3,4,2.60733530332,317.149475204,61.9003277609,255.249147443,0,12.0781128658,18.2436745473,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,18,3,1,4.52437373053,332.164475204,162.969458796,169.195016408,0,0,8.1860500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,18,3,2,1.86335403727,332.164475204,73.8946912662,258.269783938,0,0,8.1860500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,18,3,3,2.47780746359,332.164475204,42.5531102469,289.611364957,0,0,0,local/spatial shortage,hourly accounting diagnostic; not causal proof
29,18,3,4,2.34660177299,332.164475204,52.7472148951,279.417260309,0,0,8.1860500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,19,3,1,3.01624915369,347.179475204,168.819458796,178.360016408,0,0,10.5260500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,19,3,2,1.24223602484,347.179475204,77.7946912662,269.384783938,0,0,10.5260500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
29,19,3,3,2.23002671723,347.179475204,44.8931102469,302.286364957,0,0,0,local/spatial shortage,hourly accounting diagnostic; not causal proof
29,19,3,4,1.56440118199,347.179475204,55.6722148951,291.507260309,0,0,10.5260500207,HTT/transport-related candidate,hourly accounting diagnostic; not causal proof
