candidate,stage,state_id,begin_inventory_kg,end_inventory_kg,production_kg,ordinary_shortage_kg,HTT_kg,Pmax_utilization,tank_fill_mean,Vmin_pu,max_line_utilization,max_substation_utilization,first4h_production_share,last4h_production_share
ARM-B0001,1,81,166.638409272046,243.457481134483,115.83,0,0,0.919504643962848,0.313916671643153,0.911529629611861,0.688314540889609,0.761027582506916,0.543771043771044,0.456228956228956
ARM-B0001,2,81,243.457481134483,183.964475203772,0,0,0,0,0.237570727526956,0.93136217871749,0.629331353080456,0.641748101271007,0,0
ARM-B0001,3,81,183.964475203772,151.874659272046,13.40625,0,0,0.106424148606811,0.189939925457582,0.911291328897434,0.746934402930928,0.816724869100835,0,1
ARM-B0001,4,81,151.874659272046,112.863731134483,0,0,0,0,0.142403650809819,0.934819904639515,0.570230843746456,0.595675879947497,0,0
ARM-B0001,5,81,112.863731134483,53.3707252037719,0,0,0,0,0.0660577066936225,0.93136217871749,0.629331353080456,0.641748101271007,0,0
ARM-B0001,6,81,53.3707252037719,7.87465927204631,0,0,4.35786655769067,0,0.00955392532136228,0.915940163768486,0.728225106375464,0.760720216728473,0,0
