candidate,stage1_6_production_kg,ordinary_shortage_kg,HTT_kg,late_stage5_6_share,Vmin_pu,bus18_Vmin_pu,max_line_utilization,max_substation_utilization,max_HTT_utilization
ARM-B0001,129.23625,0,4.35786655769067,0,0.911291328897434,0.911291328897434,0.746934402930928,0.816724869100835,0.0272366659855667
