method,intensity,loc,terminal_state_k,site,target_loh_kg,accepted_source,accepted_source_sha256
saa,6,2,295,2,143.24114229604783,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,2,295,3,82.91738264735562,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,2,295,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,3,303,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,3,303,2,143.24114229604777,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,3,303,3,78.55330987644221,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,3,303,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,4,311,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,4,311,2,134.4829937539209,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,4,311,3,77.780050732346,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,4,311,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,5,319,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,5,319,2,133.42197856149247,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,5,319,3,65.18833701551972,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,5,319,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,6,327,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,6,327,2,118.69323295965958,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,6,327,3,47.68704143141586,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,6,327,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,7,335,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,7,335,2,111.28385565829316,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,7,335,3,46.68603223958729,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
saa,6,7,335,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_saa.csv,2a47fbe844633e20f588add221b75fa2c2d8293694ab5d9ed80e299fe29086d4
chi2_eta003,2,1,63,1,63.61678375259652,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,1,63,2,13.092133170854416,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,1,63,3,4.909665412351002,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,1,63,4,30.54811429060313,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,2,71,1,58.91506860763485,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,2,71,2,27.00273639426569,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,2,71,3,8.1826619672842,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,2,71,4,16.365254361297456,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,3,79,1,69.66648139084202,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,3,79,2,9.81885571292145,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,3,79,3,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,3,79,4,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,4,87,1,33.276059750379254,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,4,87,2,13.09222059275134,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,4,87,3,4.909579653750793,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,4,87,4,16.365270587781914,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,5,95,1,30.275751947491138,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,5,95,2,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,5,95,3,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,5,95,4,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,6,103,1,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,6,103,2,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,6,103,3,0.7136787584260904,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,6,103,4,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,7,111,1,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,7,111,2,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,7,111,3,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,2,7,111,4,0.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,1,119,1,195.98058826107308,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,1,119,2,97.51926454301174,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,1,119,3,16.365272883140474,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,1,119,4,95.44813990019048,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,2,127,1,181.1090154537487,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,2,127,2,85.64576344856229,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,2,127,3,28.364358892619325,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,2,127,4,110.1941371308543,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,3,135,1,207.714537766758,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,3,135,2,86.04268164229701,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,3,135,3,27.27467579921665,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,3,135,4,84.2813634386846,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,4,143,1,202.2287219138378,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,4,143,2,73.79902285684466,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,4,143,3,24.547906752752247,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,4,143,4,95.4648007624855,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,5,151,1,234.53162713287168,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,5,151,2,39.27654720480758,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,5,151,3,16.365290580689475,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,5,151,4,92.19100862202826,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,6,159,1,183.83696804374003,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,6,159,2,85.37164945673986,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,6,159,3,16.365279979335924,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,6,159,4,69.55255486498555,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,7,167,1,204.29303192131613,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,7,167,2,32.73052074074479,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,7,167,3,9.819179395760672,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,3,7,167,4,52.641737166484205,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,1,175,1,242.4908450373177,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,1,175,2,142.37852547759857,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,1,175,3,51.278007363915286,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,1,175,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,2,183,1,245.7683508026662,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,2,183,2,136.9213713776042,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,2,183,3,52.36942385241469,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,2,183,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,3,191,1,242.4954864755162,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,3,191,2,141.28525368906745,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,3,191,3,44.7316160596879,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,3,191,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,4,199,1,252.7022735209568,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,4,199,2,124.5322684216689,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,4,199,3,44.73174556115078,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,4,199,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,5,207,1,231.2976216031054,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,5,207,2,121.91868807193504,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,5,207,3,50.09528511681813,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,5,207,4,139.65004154041907,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,6,215,1,232.932859424932,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,6,215,2,100.18637627940032,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,6,215,3,36.547801380140015,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,6,215,4,122.19267366744629,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,7,223,1,215.2033495796404,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,7,223,2,93.221622471828,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,7,223,3,24.54790145124197,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,4,7,223,4,101.52507440285792,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,1,231,1,264.32571549197326,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
