path_id,terminal_gap_class,final_target_kg,final_inventory_kg,final_total_margin_kg,final_site_shortfall_kg,final_site_surplus_kg,arrival_stage,final_intensity,final_location,production_last24h_kg,production_last16h_kg,production_last8h_kg,HTT_last24h_kg,ordinary_shortage_last24h_kg,mean_system_electrolyzer_utilization_last16h,final_state_confirmation_timing,total_inventory_minus24h_kg,inventory_minus_target_minus24h_kg,production_minus24h_kg,HTT_minus24h_kg,ordinary_shortage_minus24h_kg,storm_intensity_minus24h,storm_location_minus24h,system_electrolyzer_utilization_minus24h,inventory_site1_minus24h_kg,gap_site1_minus24h_kg,inventory_site2_minus24h_kg,gap_site2_minus24h_kg,inventory_site3_minus24h_kg,gap_site3_minus24h_kg,inventory_site4_minus24h_kg,gap_site4_minus24h_kg,total_inventory_minus16h_kg,inventory_minus_target_minus16h_kg,production_minus16h_kg,HTT_minus16h_kg,ordinary_shortage_minus16h_kg,storm_intensity_minus16h,storm_location_minus16h,system_electrolyzer_utilization_minus16h,inventory_site1_minus16h_kg,gap_site1_minus16h_kg,inventory_site2_minus16h_kg,gap_site2_minus16h_kg,inventory_site3_minus16h_kg,gap_site3_minus16h_kg,inventory_site4_minus16h_kg,gap_site4_minus16h_kg,total_inventory_minus8h_kg,inventory_minus_target_minus8h_kg,production_minus8h_kg,HTT_minus8h_kg,ordinary_shortage_minus8h_kg,storm_intensity_minus8h,storm_location_minus8h,system_electrolyzer_utilization_minus8h,inventory_site1_minus8h_kg,gap_site1_minus8h_kg,inventory_site2_minus8h_kg,gap_site2_minus8h_kg,inventory_site3_minus8h_kg,gap_site3_minus8h_kg,inventory_site4_minus8h_kg,gap_site4_minus8h_kg,total_inventory_minus4h_kg,inventory_minus_target_minus4h_kg,production_minus4h_kg,HTT_minus4h_kg,ordinary_shortage_minus4h_kg,storm_intensity_minus4h,storm_location_minus4h,system_electrolyzer_utilization_minus4h,inventory_site1_minus4h_kg,gap_site1_minus4h_kg,inventory_site2_minus4h_kg,gap_site2_minus4h_kg,inventory_site3_minus4h_kg,gap_site3_minus4h_kg,inventory_site4_minus4h_kg,gap_site4_minus4h_kg,total_inventory_t0h_kg,inventory_minus_target_t0h_kg,production_t0h_kg,HTT_t0h_kg,ordinary_shortage_t0h_kg,storm_intensity_t0h,storm_location_t0h,system_electrolyzer_utilization_t0h,inventory_site1_t0h_kg,gap_site1_t0h_kg,inventory_site2_t0h_kg,gap_site2_t0h_kg,inventory_site3_t0h_kg,gap_site3_t0h_kg,inventory_site4_t0h_kg,gap_site4_t0h_kg
2414,MIXED_QUANTITY_AND_SPATIAL,395.525364721,332.295415487,-63.2299492341,63.6072864801,0.377337245996,4,4,2,234.787934353,234.787934353,120.12,51.8697898146,0,0.977305754049,after Stage4,241.507481134,-154.017883587,8.775,0,0,2,4,0.584415584416,90.0053559616,78.3161429297,64.9621752057,0,37.6776415006,0,48.8623084666,83.6963811367,182.014475204,-213.510889518,0,0,0,2,2,0,67.5324378844,100.789061007,50.3037901125,9.97431315612,28.6029194459,5.76415351225,35.5753277609,96.9833618424,251.186343625,-144.339021097,15.015,0,0,3,3,1,124.589146035,43.7323528563,44.7806044101,15.4974988585,20.2167026945,14.1503702637,61.5998904852,70.9587991181,305.071405215,-90.4539595068,15.015,0,0,3,4,1,153.881989593,14.4395092987,50.6076130795,9.67049018919,28.585579709,5.78149324914,71.9962228335,60.5624667697,332.295415487,-63.2299492341,15.015,3.92869488594,0,3,4,1,168.698836137,0,55.1144453776,5.16365789105,31.0435158668,3.32355709139,77.4386181056,55.1200714977
2419,MIXED_QUANTITY_AND_SPATIAL,386.76593055,371.306343625,-15.4595869254,26.9928568362,11.5332699108,4,4,3,234.787934353,234.787934353,120.12,59.2903022177,39.0109281376,0.977305754049,after Stage4,241.507481134,-145.258449416,8.775,0,0,2,4,0.584415584416,90.0053559616,94.2930938291,64.9621752057,17.4937995792,37.6776415006,0,48.8623084666,36.7821372818,182.014475204,-204.751455346,0,0,0,2,3,0,67.5324378844,116.766011906,50.3037901125,32.1521846724,28.6029194459,5.7641407803,35.5753277609,50.0691179875,251.186343625,-135.579586925,15.015,0,0,3,6,1,96.6445570449,87.6538927458,72.8081379386,9.64783684632,31.9100677951,2.45699243116,49.8235808462,35.8208649021,311.246343625,-75.5195869254,15.015,17.7517979938,1.54554668825,4,4,1,155.38072445,28.917725341,46.8696337146,35.5863410703,23.5182698013,10.8487904249,85.4777156592,0.166730089176,371.306343625,-15.4595869254,15.015,0,12.6236463422,4,4,1,178.78072445,5.51772534103,62.4696337146,19.9863410703,32.8782698013,1.48879042491,97.1777156592,0
2420,MIXED_QUANTITY_AND_SPATIAL,543.056863022,491.426343625,-51.6305193974,76.7876870092,25.1571676118,5,5,2,354.907934353,240.24,120.12,118.303070407,98.5039340683,1,after Stage5,182.014475204,-361.042387818,0,0,0,2,6,0,67.5324378844,162.13124859,50.3037901125,45.9810511654,28.6029194459,15.5834093005,35.5753277609,137.346678762,251.186343625,-291.870519397,15.015,0,0,3,7,1,96.6445570449,133.01912943,72.8081379386,23.4767033393,31.9100677951,12.2762609514,49.8235808462,123.098425677,371.306343625,-171.750519397,15.015,0,12.6236463422,4,2,1,212.15002543,17.5136610445,82.4141425928,13.8706986852,3.51859475544,40.667733991,73.2235808462,99.6984256767,431.366343625,-111.690519397,15.015,0,5.2829583731,4,1,1,185.952423409,43.7112630661,105.84200889,0,21.4033712879,22.7829574586,118.168540038,54.7534664845,491.426343625,-51.6305193974,15.015,0,10.3027948716,4,1,1,209.352423409,20.3112630661,121.44200889,0,30.7633712879,13.4229574586,129.868540038,43.0534664845
2422,PURE_SPATIAL_MISMATCH,543.056863022,566.266590341,23.2097273191,25.5608417987,48.7705691178,6,5,2,338.960246716,218.840246716,98.7202467165,112.738081917,0,0.910923437881,after Stage6,371.306343625,-171.750519397,15.015,0,0,3,2,1,143.444557045,86.21912943,104.008137939,0,50.6300677951,0,73.2235808462,99.6984256767,452.415415487,-90.641447535,15.015,0,0,4,3,1,175.405355962,54.2583305132,116.726236811,0,29.7274095722,14.4589191742,130.556413142,42.365593381,513.042409557,-30.0144534657,15.015,0,0,5,4,1,223.838900345,5.82478613022,117.606063184,0,30.9280135913,13.2583151552,140.669432436,32.2525740867,524.903408191,-18.1534548317,7.75329406251,14.7057379396,0,5,2,0.516369900933,202.23845054,27.4252359346,98.1072912442,0,74.0682039612,0,150.489462445,22.4325440781,566.266590341,23.2097273191,15.015,0,0,5,2,1,216.530156701,13.1335297734,111.843937207,0,77.3978019352,0,160.494694498,12.4273120253
2425,PURE_SPATIAL_MISMATCH,156.407515605,168.469475204,12.061959599,0.0813392488481,12.1432988478,5,3,3,127.53,103.74,0,2.29214842206,0,0.431818181818,after Stage5,184.939475204,28.531959599,0,0,0,2,2,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,38.5003277609,0.62254457604,163.233409272,6.82589366726,15.015,0,0,2,3,1,61.5445570449,8.81031030891,45.5081379386,0,20.9821334423,1.92924556664,35.1985808462,3.92429149069,227.962481134,71.5549655297,8.775,0,0,2,2,0.584415584416,93.5053559616,0,52.3621752057,0,31.0576415006,0,51.0373084666,0,201.78010151,45.3725859049,0,0.84712031417,0,2,2,0,83.134672143,0,46.0802722828,0,27.190980896,0,45.3741761878,0,168.469475204,12.061959599,0,1.44502810789,0,2,2,0,71.0324378844,0,35.4116416905,0,22.8300397601,0.0813392488481,39.1953558688,0
2435,PURE_QUANTITY_SHORTFALL,546.93138762,452.415415487,-94.5159721332,94.5159721332,0,4,5,4,354.907934353,234.787934353,120.12,37.8234174645,0,0.977305754049,after Stage4,241.507481134,-305.423906486,8.775,0,0,2,4,0.584415584416,90.0053559616,130.381445757,64.9621752057,72.4456568076,37.6776415006,32.4810001895,48.8623084666,70.1158037319,302.134475204,-244.796912417,15.015,0,0,3,3,1,114.332437884,106.054363834,81.5037901125,55.9040419008,47.3229194459,22.8357222442,58.9753277609,60.0027844376,371.306343625,-175.625043996,15.015,0,0,3,5,1,143.444557045,76.9422446737,104.008137939,33.3996940747,50.6300677951,19.528573895,73.2235808462,45.7545313522,425.191405215,-121.739982406,15.015,0,0,4,6,1,202.340621767,18.0461799513,113.015067279,24.392764734,26.2158029734,43.9428387167,83.6199131946,35.3581990039,452.415415487,-94.5159721332,15.015,0,0,4,6,1,213.228773426,7.15802829254,117.521899577,19.8859324358,32.6024340171,37.556207673,89.0623084666,29.9158037319
2467,MIXED_QUANTITY_AND_SPATIAL,552.327963649,468.490894381,-83.8370692676,86.7099746942,2.87290542655,4,5,3,335.936977051,215.816977051,120.12,19.1781947639,35.0464361958,0.898339065315,after Stage4,241.507481134,-310.820482515,8.775,0,0,2,4,0.584415584416,90.0053559616,132.56237831,64.9621752057,65.1417270751,37.6776415006,21.2373390345,48.8623084666,91.8790380954,302.134475204,-250.193488445,15.015,0,0,3,6,1,114.332437884,108.235296387,81.5037901125,48.6001121682,47.3229194459,11.5920610891,58.9753277609,81.7660188012,352.335386323,-199.992577326,15.015,0,0,3,7,1,143.444557045,79.1231772264,92.3081379386,37.7957643422,43.3591104935,15.5558700416,73.2235808462,67.5177657158,411.404263338,-140.923700311,15.015,0,1.34732209116,4,5,1,166.844557045,55.7231772264,117.376807707,12.7270945735,39.2312501672,19.6837303679,87.9516484184,52.7896981436,468.490894381,-83.8370692676,15.015,0,11.0378495655,4,5,1,183.563099622,39.0046346493,132.976807707,0,45.6178812109,13.2970993242,106.333105841,34.4082407207
2470,PURE_SPATIAL_MISMATCH,395.525364721,452.415415487,56.8900507659,18.3513795213,75.2414302872,4,4,2,354.907934353,234.787934353,120.12,94.132852437,0,0.977305754049,after Stage4,241.507481134,-154.017883587,8.775,0,0,2,4,0.584415584416,90.0053559616,78.3161429297,64.9621752057,0,37.6776415006,0,48.8623084666,83.6963811367,302.134475204,-93.3908895176,15.015,0,0,3,5,1,114.332437884,53.9890610069,81.5037901125,0,47.3229194459,0,58.9753277609,73.5833618424,371.306343625,-24.2190210966,15.015,0,0,4,7,1,172.758723532,0,104.008137939,0,32.4744063447,1.89266661344,62.0650758095,70.4936137938,425.191405215,29.6660404932,15.015,0,0,5,7,1,222.346550088,0,63.8298974357,0,30.2500428813,4.11703007692,108.76491481,23.7937747934,452.415415487,56.8900507659,15.015,0,0,5,7,1,233.234701747,0,68.3367297338,0,36.636673925,0,114.207310082,18.3513795213
2478,MIXED_QUANTITY_AND_SPATIAL,316.940731494,226.402481134,-90.5382503594,92.1213119739,1.58306161445,4,4,5,128.895,128.895,120.12,18.585634184,0,0.536525974026,after Stage4,241.507481134,-75.4332503594,8.775,0,0,2,4,0.584415584416,90.0053559616,79.2628077555,64.9621752057,0,37.6776415006,0,48.8623084666,18.5977699741,182.014475204,-134.92625629,0,0,0,2,5,0,67.5324378844,101.735725833,50.3037901125,0.451226747187,28.6029194459,0.854553030433,35.5753277609,31.8847506798,145.293409272,-171.647322222,8.775,0,0,2,7,0.584415584416,55.6945570449,113.573606672,41.6081379386,9.1468789211,18.6421334423,10.8153390341,29.3485808462,38.1114975945,199.178470862,-117.762260632,15.015,0,0,3,7,1,95.3528384868,73.9153252303,47.831246176,2.92377068369,16.2494730044,13.2079994719,39.7449131946,27.7151652461,226.402481134,-90.5382503594,15.015,0,0,3,7,1,106.240990146,63.0271735715,52.3380784742,0,22.6361040481,6.82136842825,45.1873084666,22.2727699741
2490,PURE_QUANTITY_SHORTFALL,180.836278269,156.408409272,-24.4278689967,24.4278689967,0,3,3,4,133.77,19.89,19.89,0.617513454709,0,0.0827922077922,after Stage3,,,,,,,,,,,,,,,,,241.507481134,60.6712028657,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,1.17819693502,0,0,0,2,2,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,35.5753277609,3.70132720443,145.515295663,-35.3209826055,0,0,0,2,2,0,53.1028508837,17.7748886798,42.8539785212,4.91656636209,21.440117465,1.47122139166,28.1183487934,11.1583061719,156.408409272,-24.4278689967,11.115,0,0,2,2,0.74025974026,61.5445570449,9.33318251864,40.9906244839,6.77992039936,21.599646897,1.31169195962,32.2735808462,7.00307411909
2501,MIXED_QUANTITY_AND_SPATIAL,395.525364721,352.762481134,-42.7628835869,50.4349409882,7.67205740124,5,4,2,255.255,240.24,120.12,52.233415988,59.4930059307,1,after Stage5,182.014475204,-213.510889518,0,0,0,2,6,0,67.5324378844,100.789061007,50.3037901125,9.97431315612,28.6029194459,5.76415351225,35.5753277609,96.9833618424,151.533409272,-243.991955449,15.015,0,0,2,7,1,55.6945570449,112.626941846,45.5081379386,14.76996533,20.9821334423,13.3849395159,29.3485808462,103.210108757,232.642481134,-162.882883587,15.015,18.5235918893,0,3,5,1,110.598220729,57.7232781625,44.3425872371,15.9355160316,17.2140496113,17.1530233469,60.4876235573,72.0710660459,292.702481134,-102.822883587,15.015,0,5.2829583731,4,2,1,147.567739015,20.7537598764,50.1246383903,10.1534648784,22.822480172,11.5445927862,72.1876235573,60.3710660459,352.762481134,-42.7628835869,15.015,0.420717843988,10.3027948716,4,2,1,170.967739015,0,65.3039205463,0,32.182480172,2.1845927862,84.3083414013,48.250348202
2509,PURE_QUANTITY_SHORTFALL,395.525364721,263.817954597,-131.707410124,131.707410124,0,4,4,2,143.91,143.91,120.12,19.9702458467,22.4004734629,0.599025974026,after Stage4,241.507481134,-154.017883587,8.775,0,0,2,4,0.584415584416,90.0053559616,78.3161429297,64.9621752057,0,37.6776415006,0,48.8623084666,83.6963811367,182.014475204,-213.510889518,0,0,0,2,3,0,67.5324378844,100.789061007,50.3037901125,9.97431315612,28.6029194459,5.76415351225,35.5753277609,96.9833618424,160.308409272,-235.216955449,15.015,0,0,2,1,1,61.5445570449,106.776941846,45.5081379386,14.76996533,20.9821334423,13.3849395159,32.2735808462,100.285108757,217.824491256,-177.700873466,15.015,5.2332086751,0.726204078741,3,3,1,103.616825014,64.7046738777,44.818305736,15.4597975327,24.1178017818,10.2492711764,45.2715587243,87.287130879,263.817954597,-131.707410124,15.015,0,8.00679366486,3,3,1,127.016825014,41.3046738777,49.3251380341,10.9529652346,30.5044328255,3.86264013271,56.9715587243,75.587130879
2532,PURE_SPATIAL_MISMATCH,423.861526765,552.355956189,128.494429424,9.91390648182,138.408335906,5,4,4,354.907934353,240.24,120.12,69.5638052927,39.3135466324,1,after Stage5,302.134475204,-121.727051561,15.015,0,0,3,2,1,114.332437884,54.230542556,81.5037901125,51.0551984544,47.3229194459,0,58.9753277609,22.8510477842,371.306343625,-52.5551831404,15.015,2.93892441302,0,4,2,1,146.383481458,22.1794989825,104.008137939,28.5508506283,47.6911433821,0,73.2235808462,8.6027946989,452.415415487,28.5538887221,15.015,0,0,4,3,1,178.344280375,0,115.358778734,17.200209833,29.0245159574,11.8886662553,129.687840421,0,503.30950048,79.4479737149,15.015,0,3.0925444568,4,1,1,218.488317744,0,125.523996125,7.0349924417,36.7392518016,4.1739304111,122.557934809,0,552.355956189,128.494429424,15.015,9.25531155565,7.19720480954,4,1,1,251.1436293,0,122.645082085,9.91390648182,44.502089587,0,134.065155217,0
2566,MIXED_QUANTITY_AND_SPATIAL,180.565756528,162.088562092,-18.4771944355,29.7075122883,11.2303178528,4,3,2,64.581080958,64.581080958,53.466080958,0,0,0.268819018307,after Stage4,241.507481134,60.9417246066,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,6.77945909854,182.014475204,1.44871867585,0,0,0,2,5,0,67.5324378844,16.7483548688,50.3037901125,0,28.6029194459,0,35.5753277609,20.0664398043,147.633409272,-32.9323472559,11.115,0,0,2,3,0.74025974026,55.6945570449,28.5862357084,41.6081379386,0,20.9821334423,0.0226673080258,29.3485808462,26.2931867189,182.452168218,1.88641168999,9.98869735607,0,0,2,2,0.665247909162,76.7672043028,7.51358845041,40.0553429076,0,25.8847078129,0,39.7449131946,15.8968543706,162.088562092,-18.4771944355,0,0,0,2,2,0,70.8777395635,13.4030531897,28.9621752057,0,22.9113388566,0,39.3373084666,16.3044590985
2623,PURE_SPATIAL_MISMATCH,156.407515605,156.408409272,0.000893667259987,16.9713339115,16.9722275788,3,3,3,133.77,19.89,19.89,0.617513454709,0,0.0827922077922,after Stage3,,,,,,,,,,,,,,,,,241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,25.606959599,0,0,0,2,2,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,35.5753277609,3.54754457604,145.515295663,-10.8922199415,0,0,0,2,2,0,53.1028508837,17.25201647,42.8539785212,0,21.440117465,1.47126154397,28.1183487934,11.0045235435,156.408409272,0.000893667260414,11.115,0,0,2,2,0.74025974026,61.5445570449,8.81031030891,40.9906244839,0,21.599646897,1.31173211193,32.2735808462,6.84929149069
2632,PURE_SPATIAL_MISMATCH,180.836278269,251.186343625,70.3500653561,19.9710287696,90.3210941257,3,3,4,228.547934353,114.667934353,114.667934353,29.7016124647,0,0.477305754049,after Stage3,,,,,,,,,,,,,,,,,241.507481134,60.6712028657,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,1.17819693502,0,0,0,2,4,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,35.5753277609,3.70132720443,204.282726707,23.4464484384,13.7224310439,0,0,3,7,0.913914821439,77.2347056404,0,58.3396372192,0,28.8900350542,0,39.8183487934,0,251.186343625,70.3500653561,15.015,28.9697577081,0,3,7,1,126.34616951,0,72.076283182,0,2.940310087,19.9710287696,49.8235808462,0
2636,PURE_QUANTITY_SHORTFALL,374.764778406,257.256078036,-117.50870037,117.50870037,0,3,4,1,234.617668764,120.737668764,114.667934353,38.605237023,0,0.502571048802,after Stage3,,,,,,,,,,,,,,,,,241.507481134,-133.257297271,8.775,0,0,2,4,0.584415584416,90.0053559616,67.1011298892,64.9621752057,0,37.6776415006,0,48.8623084666,86.9694305905,188.084209615,-186.680568791,0,0,0,2,2,0,70.6771722959,86.4293135549,50.3037901125,0,28.6029194459,3.30969254102,38.5003277609,97.3314112962,210.352461119,-164.412317287,13.7224310439,0,0,3,3,0.913914821439,91.1509662196,65.9555196312,50.0534664181,0,17.3866541297,14.5259578572,51.7613743512,84.070364706,257.256078036,-117.50870037,15.015,0,0,3,3,1,129.376502922,27.7299829292,45.70628184,4.20765967092,20.4066868706,11.5059251163,61.766606404,74.0651326531
2674,PURE_SPATIAL_MISMATCH,374.764778406,497.911481419,123.146703013,1.57965252942,124.726355543,4,4,1,354.907934353,234.787934353,120.12,90.7829684767,45.4960659317,0.977305754049,after Stage4,241.507481134,-133.257297271,8.775,0,0,2,4,0.584415584416,90.0053559616,67.1011298892,64.9621752057,0,37.6776415006,0,48.8623084666,86.9694305905,302.134475204,-72.630303202,15.015,0,0,3,1,1,114.332437884,42.7740479664,81.5037901125,0,47.3229194459,0,58.9753277609,76.8564112962,416.802409557,42.0376311507,15.015,0,1.54554668825,4,3,1,203.413781109,0,91.8345565445,0,18.3095105744,13.6031014126,103.244561329,32.5871777282,470.687471146,95.9226927405,15.015,0,0,4,2,1,209.317630788,0,93.4181674076,0,39.1419816948,0,128.809691256,7.02204780146,497.911481419,123.146703013,15.015,0,0,4,2,1,220.205782447,0,97.9249997057,0,45.5286127385,0,134.252086528,1.57965252942
2676,MIXED_QUANTITY_AND_SPATIAL,395.525364721,360.678185814,-34.8471789074,54.0264134168,19.1792345094,4,4,2,234.787934353,234.787934353,120.12,56.3285147443,28.3827703268,0.977305754049,after Stage4,241.507481134,-154.017883587,8.775,0,0,2,4,0.584415584416,90.0053559616,78.3161429297,64.9621752057,0,37.6776415006,0,48.8623084666,83.6963811367,182.014475204,-213.510889518,0,0,0,2,3,0,67.5324378844,100.789061007,50.3037901125,9.97431315612,28.6029194459,5.76415351225,35.5753277609,96.9833618424,251.186343625,-144.339021097,15.015,0,0,3,4,1,127.708374965,40.6131239267,34.5615143145,25.7165889542,23.1792603864,11.1878125718,65.7371939594,66.8214956439,309.655320343,-85.8700443783,15.015,0,1.05798080104,3,1,1,152.40774384,15.9137550513,57.6133288542,2.66477441443,22.1970536895,12.1700192687,77.4371939594,55.1214956439,360.678185814,-34.8471789074,15.015,0,8.43051426216,3,1,1,175.80774384,0,71.9710928294,0,28.5836847331,5.78338822503,84.3156644115,48.2430251918
2699,PURE_SPATIAL_MISMATCH,455.499334558,469.592319413,14.0929848544,48.7593773146,62.852362169,6,5,5,354.907934353,234.787934353,114.667934353,30.643341089,7.49804143494,0.977305754049,after Stage6,251.186343625,-204.312990933,15.015,0,0,3,7,1,96.6445570449,125.92202398,72.8081379386,0,31.9100677951,12.2761949512,49.8235808462,66.3701853494,332.295415487,-123.203919071,15.015,0,0,3,7,1,128.605355962,93.9612250637,91.3621752057,0,46.6655758533,0,65.6623084666,50.531457729,400.420450991,-55.0788835666,15.015,0,0,4,6,1,186.076871587,36.4897094381,107.903790113,0,30.6644615308,13.5218012154,75.7753277609,40.4184384348,422.688702495,-32.8106320632,13.7224310439,0,0,4,7,0.913914821439,195.047284587,27.5192964388,121.668440797,0,25.9546283179,18.2316344284,80.0183487934,36.1754174023,469.592319413,14.0929848544,15.015,0,0,4,7,1,215.188990748,7.37759027768,135.40508676,0,28.9746610588,15.2116016875,90.0235808462,26.1701853494
2700,PURE_SPATIAL_MISMATCH,423.861526765,474.81588895,50.954362185,37.3953966509,88.3497588359,4,4,4,354.907934353,234.787934353,120.12,51.6840280711,22.4004734629,0.977305754049,after Stage4,241.507481134,-182.354045631,8.775,0,0,2,4,0.584415584416,90.0053559616,78.5576244788,64.9621752057,67.5968133612,37.6776415006,3.23554071214,48.8623084666,32.9640670785,302.134475204,-121.727051561,15.015,0,0,3,2,1,114.332437884,54.230542556,81.5037901125,51.0551984544,47.3229194459,0,58.9753277609,22.8510477842,371.306343625,-52.5551831404,15.015,0,0,3,3,1,145.794057411,22.7689230299,104.008137939,28.5508506283,48.2805674294,0,73.2235808462,8.6027946989,428.822425608,4.96089884314,15.015,0,0.726204078741,4,1,1,185.761868127,0,90.6567596179,41.902228949,34.7135000282,6.19968218452,117.690297836,0,474.81588895,50.954362185,15.015,0,8.00679366486,4,1,1,209.161868127,0,95.163591916,37.3953966509,41.1001310719,0,129.390297836,0
2727,PURE_QUANTITY_SHORTFALL,423.861526765,263.219454638,-160.642072127,160.642072127,0,6,4,4,222.282976806,118.542976806,114.667934353,15.1106621572,24.6280685601,0.493435634392,after Stage6,160.308409272,-263.553117493,15.015,0,0,2,4,1,61.5445570449,107.018423396,45.5081379386,87.0508506283,20.9821334423,19.9310487704,32.2735808462,49.5527946989,225.037481134,-198.824045631,8.775,0,0,2,2,0.584415584416,93.5053559616,75.0576244788,52.3621752057,80.1968133612,31.0576415006,9.85554071214,48.1123084666,33.7140670785,169.419517657,-254.442009108,0.95004245352,0,0,2,2,0.0632728906773,71.0324378844,97.530542556,36.2196707109,96.339317856,23.4670388476,17.4461433651,38.7003702144,43.1260053307,212.796810352,-211.064716414,13.7224310439,0,2.0229981256,3,3,0.913914821439,105.449290183,63.1136902573,33.9705202755,98.5884682914,23.7541544558,17.1590277569,49.6228454372,32.203530108,263.219454638,-160.642072127,15.015,0,0.726204078741,3,3,1,131.45898064,37.1039998005,47.7071662382,84.8518223287,24.1644967399,16.7486854728,59.8888110204,21.9375645248
2776,PURE_SPATIAL_MISMATCH,156.407515605,161.055071273,4.64755566803,4.0152308042e-05,4.64759582034,4,3,3,63.5475901383,63.5475901383,52.4325901383,1.03349081966,0,0.264517108468,after Stage4,241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,25.606959599,0,0,0,2,2,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,35.5753277609,3.54754457604,147.633409272,-8.77410633274,11.115,0,0,2,4,0.74025974026,55.6945570449,14.6603103089,40.574647119,0,22.015624262,0.895754746982,29.3485808462,9.77429149069,181.418677398,25.0111617935,8.95520653641,0,0,2,2,0.596417351742,76.7672043028,0,39.0218520879,0,25.8847078129,0,39.7449131946,0,161.055071273,4.64755566803,0,0,0,2,2,0,70.8777395635,0,27.928684386,0,22.9113388566,4.01523080029e-05,39.3373084666,0
2783,PURE_SPATIAL_MISMATCH,316.940731494,332.295415487,15.3546839933,2.07426074492,17.4289447383,4,4,5,234.787934353,234.787934353,120.12,46.0624960059,0,0.977305754049,after Stage4,241.507481134,-75.4332503594,8.775,0,0,2,4,0.584415584416,90.0053559616,79.2628077555,64.9621752057,0,37.6776415006,0,48.8623084666,18.5977699741,182.014475204,-134.92625629,0,0,0,2,3,0,67.5324378844,101.735725833,50.3037901125,0.451226747187,28.6029194459,0.854553030433,35.5753277609,31.8847506798,251.186343625,-65.7543878691,15.015,0,0,3,7,1,118.542611022,50.7255526947,72.8081379386,0,10.0120138176,19.4454586588,49.8235808462,17.6364975945,305.071405215,-11.8693262793,15.015,0,0,3,7,1,139.61525828,29.6529054368,81.1791638863,0,24.0570698533,5.40040262302,60.2199131946,7.24016524615,332.295415487,15.3546839933,15.015,18.4882630072,0,3,7,1,168.991672946,0.276490770809,67.1977331773,0,30.443700897,0,65.6623084666,1.79776997411
2802,PURE_SPATIAL_MISMATCH,142.923283799,199.257181415,56.3338976158,9.36363150142,65.6975291172,4,3,1,101.74970028,101.74970028,77.9597002803,0,0,0.42353355095,after Stage4,241.507481134,98.5841973354,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,5.68863150142,182.014475204,39.0911914047,0,0,0,2,3,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,18.9756122071,160.308409272,17.385125473,15.015,0,0,2,1,1,61.5445570449,2.27993059915,45.5081379386,0,20.9821334423,0,32.2735808462,22.2773591218,208.426974306,65.5036905072,11.115,0,0,2,3,0.74025974026,82.6172043028,0,53.7888463519,0,29.3510104569,0,42.6699131946,11.8810267735,199.257181415,56.3338976158,0,0,0,2,3,0,84.9965527975,0,42.6956786501,0,26.3776415006,0,45.1873084666,9.36363150142
2813,MIXED_QUANTITY_AND_SPATIAL,316.940731494,263.300168112,-53.6405633818,54.5935535879,0.952990206051,4,4,5,140.01,140.01,120.12,20.1879244377,25.7826869776,0.582792207792,after Stage4,241.507481134,-75.4332503594,8.775,0,0,2,4,0.584415584416,90.0053559616,79.2628077555,64.9621752057,0,37.6776415006,0,48.8623084666,18.5977699741,182.014475204,-134.92625629,0,0,0,2,3,0,67.5324378844,101.735725833,50.3037901125,0.451226747187,28.6029194459,0.854553030433,35.5753277609,31.8847506798,156.408409272,-160.532322222,11.115,0,0,2,2,0.74025974026,61.5445570449,107.723606672,40.9906244839,9.76439237581,21.599646897,7.85782557934,32.2735808462,35.1864975945,216.468409272,-100.472322222,15.015,7.77411075654,1.54554668825,3,3,1,103.201852639,66.0663110786,44.7943242574,5.9606926023,23.1855361405,6.27193633589,45.2866962356,22.1733822051,263.300168112,-53.6405633818,15.015,0,8.00679366486,3,3,1,126.601852639,42.6663110786,49.3011565556,1.45386030416,30.4104626824,0,56.9866962356,10.4733822051
