initial_state_id,parent_node_id,parent_stage,sample_support_count,effective_sample_size,parent_probability_mass,child_count,single_child,descendant_unique_leaf_count,descendant_leaf_probability_mass,observed_unique_native_child_count,theoretical_positive_child_count,theoretical_positive_unobserved_child_count,theoretical_child_support_coverage_share
11,s11:n2:a=4|loc=5|lfw=1>a=3|loc=3|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=4|loc=2|lfw=0>a=4|loc=2|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=4|lfw=1>a=3|loc=3|lfw=0,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,105,101,0.0380952380952381
11,s11:n2:a=3|loc=4|lfw=0>a=2|loc=6|lfw=1,2,6,6.0,0.0004,6,0,6,0.0004,6,112,106,0.05357142857142857
11,s11:n2:a=3|loc=2|lfw=1>a=4|loc=3|lfw=2,2,11,11.0,0.0007333333333333,8,0,8,0.0007333333333333,8,105,97,0.0761904761904762
11,s11:n2:a=5|loc=3|lfw=1>a=5|loc=4|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=3|loc=4|lfw=2>a=3|loc=2|lfw=3,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,70,68,0.02857142857142857
11,s11:n2:a=3|loc=4|lfw=1>a=4|loc=7|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=1|loc=5|lfw=0>a=1|loc=4|lfw=1,2,6,6.0,0.0004,5,0,5,0.0004,5,28,23,0.17857142857142858
11,s11:n2:a=2|loc=2|lfw=1>a=1|loc=0|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,24,23,0.041666666666666664
11,s11:n2:a=3|loc=3|lfw=0>a=1|loc=2|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,21,20,0.047619047619047616
11,s11:n2:a=3|loc=1|lfw=1>a=3|loc=2|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=3|loc=1|lfw=1>a=4|loc=-1|lfw=2,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,75,74,0.013333333333333334
11,s11:n2:a=3|loc=3|lfw=1>a=2|loc=1|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=5|loc=2|lfw=0>a=5|loc=1|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=3|loc=3|lfw=2>a=2|loc=4|lfw=3,2,3,3.0,0.0002,3,0,3,0.0002,3,56,53,0.05357142857142857
11,s11:n2:a=4|loc=4|lfw=1>a=3|loc=1|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=4|lfw=1>a=3|loc=2|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=3|loc=5|lfw=0>a=3|loc=7|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=5|lfw=1>a=2|loc=7|lfw=3,2,3,3.0,0.0002,3,0,3,0.0002,3,56,53,0.05357142857142857
11,s11:n2:a=2|loc=5|lfw=2>a=2|loc=7|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=2|loc=1|lfw=1>a=2|loc=1|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=2|loc=1|lfw=1>a=2|loc=0|lfw=1,2,6,6.0,0.0004,6,0,6,0.0004,6,96,90,0.0625
11,s11:n2:a=2|loc=4|lfw=1>a=1|loc=7|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=3|loc=4|lfw=1>a=4|loc=7|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=3|loc=4|lfw=0>a=4|loc=5|lfw=1,2,4,4.0,0.0002666666666666,3,0,3,0.0002666666666666,3,140,137,0.02142857142857143
11,s11:n2:a=2|loc=1|lfw=1>a=1|loc=3|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=2|loc=1|lfw=0>a=1|loc=0|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,24,23,0.041666666666666664
11,s11:n2:a=3|loc=5|lfw=0>a=3|loc=3|lfw=0,2,7,7.0,0.0004666666666666,6,0,6,0.0004666666666666,6,105,99,0.05714285714285714
11,s11:n2:a=1|loc=4|lfw=1>a=1|loc=2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=4|loc=4|lfw=1>a=4|loc=4|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=4|loc=2|lfw=0>a=4|loc=0|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,90,89,0.011111111111111112
11,s11:n2:a=4|loc=4|lfw=1>a=4|loc=6|lfw=2,2,12,12.0,0.0008,9,0,9,0.0008,9,105,96,0.08571428571428572
11,s11:n2:a=4|loc=2|lfw=0>a=4|loc=1|lfw=1,2,3,3.0,0.0002,2,0,2,0.0002,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=4|lfw=2>a=3|loc=7|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,70,69,0.014285714285714285
11,s11:n2:a=2|loc=6|lfw=1>a=1|loc=4|lfw=2,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,21,20,0.047619047619047616
11,s11:n2:a=2|loc=5|lfw=1>a=3|loc=4|lfw=2,2,6,6.0,0.0004,5,0,5,0.0004,5,105,100,0.047619047619047616
11,s11:n2:a=3|loc=2|lfw=1>a=1|loc=2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=2|loc=1|lfw=1>a=4|loc=3|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=5|lfw=0>a=1|loc=7|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=5|loc=6|lfw=1>a=5|loc=5|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=3|loc=2|lfw=0>a=1|loc=-1|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,20,19,0.05
11,s11:n2:a=3|loc=7|lfw=0>a=2|loc=6|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=2|loc=3|lfw=0>a=2|loc=6|lfw=1,2,8,8.0,0.0005333333333333,6,0,6,0.0005333333333333,6,112,106,0.05357142857142857
11,s11:n2:a=2|loc=6|lfw=2>a=2|loc=7|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=6|lfw=1>a=2|loc=5|lfw=3,2,3,3.0,0.0002,3,0,3,0.0002,3,56,53,0.05357142857142857
11,s11:n2:a=3|loc=5|lfw=0>a=2|loc=6|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=2|loc=2|lfw=1>a=3|loc=1|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=4|loc=4|lfw=1>a=5|loc=4|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=3|loc=3|lfw=1>a=5|loc=2|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=7|lfw=0>a=5|loc=4|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=3|loc=4|lfw=1>a=4|loc=2|lfw=2,2,3,3.0,0.0002,3,0,3,0.0002,3,105,102,0.02857142857142857
11,s11:n2:a=3|loc=5|lfw=1>a=1|loc=6|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,21,20,0.047619047619047616
11,s11:n2:a=2|loc=4|lfw=1>a=2|loc=2|lfw=1,2,6,6.0,0.0004,6,0,6,0.0004,6,112,106,0.05357142857142857
11,s11:n2:a=1|loc=6|lfw=0>a=1|loc=7|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,28,26,0.07142857142857142
11,s11:n2:a=3|loc=6|lfw=0>a=3|loc=8|lfw=0,2,8,8.0,0.0005333333333333,6,0,6,0.0005333333333333,6,90,84,0.06666666666666667
11,s11:n2:a=3|loc=5|lfw=1>a=4|loc=4|lfw=1,2,6,6.0,0.0004,4,0,4,0.0004,4,140,136,0.02857142857142857
11,s11:n2:a=3|loc=4|lfw=1>a=1|loc=4|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=4|loc=4|lfw=0>a=5|loc=5|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=1|loc=3|lfw=1>a=1|loc=0|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,18,16,0.1111111111111111
11,s11:n2:a=2|loc=5|lfw=0>a=2|loc=2|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,112,110,0.017857142857142856
11,s11:n2:a=3|loc=2|lfw=1>a=3|loc=-1|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,75,73,0.02666666666666667
11,s11:n2:a=3|loc=2|lfw=1>a=4|loc=2|lfw=2,2,5,5.0,0.0003333333333333,5,0,5,0.0003333333333333,5,105,100,0.047619047619047616
11,s11:n2:a=2|loc=5|lfw=1>a=3|loc=3|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=3|lfw=0>a=4|loc=4|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=4|loc=6|lfw=0>a=4|loc=6|lfw=1,2,3,3.0,0.0002,2,0,2,0.0002,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=4|lfw=1>a=4|loc=6|lfw=2,2,7,7.0,0.0004666666666666,7,0,7,0.0004666666666666,7,105,98,0.06666666666666667
11,s11:n2:a=3|loc=7|lfw=1>a=1|loc=9|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,15,14,0.06666666666666667
11,s11:n2:a=4|loc=6|lfw=1>a=3|loc=6|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=2|loc=1|lfw=0>a=2|loc=0|lfw=0,2,3,3.0,0.0002,3,0,3,0.0002,3,72,69,0.041666666666666664
11,s11:n2:a=2|loc=1|lfw=1>a=1|loc=-2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,12,10,0.16666666666666666
11,s11:n2:a=4|loc=2|lfw=0>a=3|loc=2|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=3|loc=4|lfw=0>a=4|loc=6|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=2|loc=1|lfw=1>a=2|loc=3|lfw=2,2,7,7.0,0.0004666666666666,5,0,5,0.0004666666666666,5,84,79,0.05952380952380952
11,s11:n2:a=2|loc=3|lfw=1>a=2|loc=5|lfw=0,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=7|lfw=1>a=3|loc=4|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=3|lfw=1>a=2|loc=0|lfw=1,2,3,3.0,0.0002,3,0,3,0.0002,3,96,93,0.03125
11,s11:n2:a=3|loc=5|lfw=0>a=2|loc=3|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=3|loc=3|lfw=0>a=2|loc=2|lfw=2,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=7|lfw=0>a=3|loc=7|lfw=0,2,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,105,101,0.0380952380952381
11,s11:n2:a=3|loc=3|lfw=1>a=5|loc=4|lfw=2,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,84,83,0.011904761904761904
11,s11:n2:a=1|loc=4|lfw=1>a=1|loc=4|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,28,27,0.03571428571428571
11,s11:n2:a=3|loc=3|lfw=2>a=3|loc=1|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,70,69,0.014285714285714285
11,s11:n2:a=2|loc=1|lfw=1>a=2|loc=4|lfw=2,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,84,80,0.047619047619047616
11,s11:n2:a=3|loc=1|lfw=0>a=2|loc=0|lfw=1,2,3,3.0,0.0002,3,0,3,0.0002,3,96,93,0.03125
11,s11:n2:a=3|loc=3|lfw=0>a=1|loc=4|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,28,26,0.07142857142857142
11,s11:n2:a=3|loc=4|lfw=0>a=1|loc=5|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,28,27,0.03571428571428571
11,s11:n2:a=3|loc=2|lfw=1>a=3|loc=0|lfw=0,2,3,3.0,0.0002,3,0,3,0.0002,3,90,87,0.03333333333333333
11,s11:n2:a=4|loc=3|lfw=1>a=5|loc=5|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=6|lfw=1>a=2|loc=3|lfw=2,2,7,7.0,0.0004666666666666,5,0,5,0.0004666666666666,5,84,79,0.05952380952380952
11,s11:n2:a=3|loc=6|lfw=1>a=5|loc=5|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,56,55,0.017857142857142856
11,s11:n2:a=5|loc=6|lfw=1>a=5|loc=6|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,84,83,0.011904761904761904
11,s11:n2:a=2|loc=6|lfw=1>a=1|loc=8|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,18,17,0.05555555555555555
11,s11:n2:a=4|loc=1|lfw=0>a=3|loc=2|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=2|loc=1|lfw=0>a=2|loc=1|lfw=1,2,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,112,108,0.03571428571428571
11,s11:n2:a=2|loc=7|lfw=1>a=1|loc=8|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,24,23,0.041666666666666664
11,s11:n2:a=3|loc=6|lfw=0>a=4|loc=8|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,90,89,0.011111111111111112
11,s11:n2:a=3|loc=5|lfw=0>a=2|loc=4|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=2|loc=3|lfw=0>a=1|loc=3|lfw=1,2,3,3.0,0.0002,2,0,2,0.0002,2,28,26,0.07142857142857142
11,s11:n2:a=3|loc=6|lfw=0>a=2|loc=6|lfw=0,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,84,80,0.047619047619047616
11,s11:n2:a=4|loc=3|lfw=0>a=4|loc=6|lfw=1,2,3,3.0,0.0002,3,0,3,0.0002,3,140,137,0.02142857142857143
11,s11:n2:a=3|loc=7|lfw=1>a=2|loc=6|lfw=1,2,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,112,108,0.03571428571428571
11,s11:n2:a=2|loc=3|lfw=0>a=2|loc=1|lfw=0,2,9,9.0,0.0006,7,0,7,0.0006,7,84,77,0.08333333333333333
11,s11:n2:a=5|loc=2|lfw=0>a=5|loc=2|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,84,83,0.011904761904761904
11,s11:n2:a=3|loc=7|lfw=1>a=2|loc=8|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,96,94,0.020833333333333332
11,s11:n2:a=2|loc=6|lfw=1>a=1|loc=5|lfw=3,2,2,2.0,0.0001333333333333,1,1,1,0.0001333333333333,1,14,13,0.07142857142857142
11,s11:n2:a=1|loc=2|lfw=1>a=1|loc=1|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,14,13,0.07142857142857142
11,s11:n2:a=1|loc=1|lfw=1>a=1|loc=0|lfw=2,2,3,3.0,0.0002,3,0,3,0.0002,3,18,15,0.16666666666666666
11,s11:n2:a=2|loc=1|lfw=1>a=2|loc=3|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,112,110,0.017857142857142856
11,s11:n2:a=2|loc=6|lfw=1>a=3|loc=4|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=6|lfw=2>a=2|loc=7|lfw=3,2,4,4.0,0.0002666666666666,2,0,2,0.0002666666666666,2,56,54,0.03571428571428571
11,s11:n2:a=3|loc=1|lfw=1>a=3|loc=-1|lfw=2,2,6,6.0,0.0004,6,0,6,0.0004,6,75,69,0.08
11,s11:n2:a=3|loc=1|lfw=1>a=4|loc=0|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,90,89,0.011111111111111112
11,s11:n2:a=4|loc=4|lfw=0>a=4|loc=1|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=6|lfw=0>a=4|loc=6|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=3|loc=4|lfw=0>a=2|loc=1|lfw=1,2,7,7.0,0.0004666666666666,7,0,7,0.0004666666666666,7,112,105,0.0625
11,s11:n2:a=3|loc=6|lfw=1>a=4|loc=4|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=4|loc=3|lfw=1>a=5|loc=2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=2|loc=3|lfw=2>a=1|loc=0|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,18,17,0.05555555555555555
11,s11:n2:a=4|loc=5|lfw=1>a=4|loc=7|lfw=1,2,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,140,136,0.02857142857142857
11,s11:n2:a=2|loc=5|lfw=1>a=1|loc=2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=3|loc=4|lfw=1>a=2|loc=5|lfw=0,2,6,6.0,0.0004,3,0,3,0.0004,3,84,81,0.03571428571428571
11,s11:n2:a=3|loc=7|lfw=2>a=3|loc=8|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,90,89,0.011111111111111112
11,s11:n2:a=3|loc=4|lfw=2>a=3|loc=4|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=4|loc=6|lfw=0>a=4|loc=7|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
11,s11:n2:a=2|loc=4|lfw=1>a=1|loc=5|lfw=0,2,3,3.0,0.0002,3,0,3,0.0002,3,21,18,0.14285714285714285
11,s11:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=1,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,96,92,0.041666666666666664
11,s11:n2:a=2|loc=6|lfw=0>a=1|loc=7|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=3|loc=5|lfw=0>a=5|loc=5|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,112,110,0.017857142857142856
11,s11:n2:a=2|loc=6|lfw=0>a=1|loc=3|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,28,26,0.07142857142857142
11,s11:n2:a=4|loc=7|lfw=0>a=4|loc=6|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=3|loc=4|lfw=0>a=4|loc=3|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=2|loc=7|lfw=0>a=1|loc=7|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,28,27,0.03571428571428571
11,s11:n2:a=1|loc=6|lfw=1>a=1|loc=5|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,21,20,0.047619047619047616
11,s11:n2:a=2|loc=2|lfw=0>a=1|loc=3|lfw=0,2,3,3.0,0.0002,3,0,3,0.0002,3,21,18,0.14285714285714285
11,s11:n2:a=3|loc=2|lfw=1>a=3|loc=3|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,70,69,0.014285714285714285
11,s11:n2:a=3|loc=3|lfw=2>a=2|loc=2|lfw=3,2,3,3.0,0.0002,3,0,3,0.0002,3,56,53,0.05357142857142857
11,s11:n2:a=3|loc=3|lfw=2>a=3|loc=6|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,70,69,0.014285714285714285
11,s11:n2:a=3|loc=1|lfw=0>a=3|loc=4|lfw=1,2,4,4.0,0.0002666666666666,3,0,3,0.0002666666666666,3,140,137,0.02142857142857143
11,s11:n2:a=3|loc=7|lfw=1>a=2|loc=8|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,48,47,0.020833333333333332
11,s11:n2:a=5|loc=3|lfw=1>a=5|loc=3|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
11,s11:n2:a=4|loc=7|lfw=1>a=3|loc=10|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,60,59,0.016666666666666666
11,s11:n2:a=1|loc=6|lfw=1>a=1|loc=7|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,28,26,0.07142857142857142
11,s11:n2:a=5|loc=7|lfw=0>a=5|loc=7|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,112,111,0.008928571428571428
11,s11:n2:a=3|loc=5|lfw=1>a=3|loc=5|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,70,69,0.014285714285714285
11,s11:n2:a=3|loc=4|lfw=2>a=2|loc=4|lfw=3,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,56,55,0.017857142857142856
11,s11:n2:a=1|loc=1|lfw=1>a=1|loc=2|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
11,s11:n2:a=3|loc=1|lfw=0>a=3|loc=0|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,90,89,0.011111111111111112
11,s11:n2:a=4|loc=5|lfw=0>a=4|loc=2|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=2|lfw=0>a=2|loc=3|lfw=0,2,5,5.0,0.0003333333333333,3,0,3,0.0003333333333333,3,84,81,0.03571428571428571
11,s11:n2:a=3|loc=1|lfw=1>a=3|loc=-1|lfw=1,2,5,5.0,0.0003333333333333,3,0,3,0.0003333333333333,3,100,97,0.03
11,s11:n2:a=3|loc=3|lfw=2>a=2|loc=6|lfw=3,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,56,54,0.03571428571428571
11,s11:n2:a=3|loc=6|lfw=1>a=2|loc=9|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,80,79,0.0125
11,s11:n2:a=3|loc=3|lfw=2>a=3|loc=5|lfw=3,2,3,3.0,0.0002,2,0,2,0.0002,2,70,68,0.02857142857142857
11,s11:n2:a=2|loc=5|lfw=2>a=2|loc=6|lfw=3,2,6,6.0,0.0004,5,0,5,0.0004,5,56,51,0.08928571428571429
11,s11:n2:a=4|loc=5|lfw=0>a=4|loc=4|lfw=0,2,3,3.0,0.0002,2,0,2,0.0002,2,105,103,0.01904761904761905
11,s11:n2:a=2|loc=2|lfw=1>a=1|loc=2|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,21,20,0.047619047619047616
11,s11:n2:a=3|loc=5|lfw=0>a=4|loc=2|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
11,s11:n2:a=3|loc=4|lfw=1>a=2|loc=2|lfw=1,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,112,108,0.03571428571428571
11,s11:n2:a=2|loc=5|lfw=1>a=4|loc=4|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
11,s11:n2:a=3|loc=4|lfw=0>a=1|loc=3|lfw=1,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,28,26,0.07142857142857142
11,s11:n2:a=3|loc=1|lfw=0>a=4|loc=3|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
11,s11:n2:a=5|loc=5|lfw=2>a=6|loc=7|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,63,62,0.015873015873015872
