initial_state_id,scenario_id,path_id,T_label,T1_kg,T2_kg,T3_kg,T4_kg,operating_loss,service_cost,shortage_kg,shortage_loss,site1_service_kg,site2_service_kg,site3_service_kg,site4_service_kg,solver_status,batch_runtime_sec,max_demand_balance_error,max_site_capacity_violation,replay_max_DAC_error
7,78,78,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,79,79,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,80,80,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,81,81,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,82,82,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,83,83,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,84,84,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,85,85,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,86,86,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,87,87,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,88,88,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,89,89,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,90,90,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,91,91,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,92,92,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,93,93,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,94,94,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,95,95,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,96,96,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,97,97,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,98,98,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,99,99,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,100,100,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,101,101,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,102,102,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,103,103,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,104,104,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,105,105,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,106,106,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,107,107,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,108,108,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,109,109,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,110,110,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,111,111,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,112,112,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,113,113,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,114,114,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,115,115,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,116,116,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,117,117,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,118,118,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,119,119,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,120,120,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,121,121,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,122,122,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,123,123,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,124,124,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,125,125,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,126,126,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,127,127,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,128,128,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,129,129,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,130,130,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,131,131,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,132,132,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,133,133,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,134,134,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,135,135,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,136,136,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,137,137,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,138,138,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,139,139,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,140,140,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,141,141,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,142,142,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,143,143,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,144,144,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,145,145,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,146,146,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,147,147,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,148,148,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,149,149,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,150,150,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,151,151,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,152,152,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,153,153,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,154,154,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,155,155,ZERO,0,0,0,0,384583.912936748,0,192.291956468374,384583.912936748,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,156,156,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,157,157,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,158,158,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,159,159,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,160,160,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,161,161,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,162,162,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,163,163,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,164,164,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,165,165,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,166,166,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,167,167,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,168,168,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,169,169,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,170,170,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,171,171,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,172,172,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,173,173,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,174,174,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,175,175,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,176,176,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,177,177,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,178,178,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,179,179,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,180,180,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,181,181,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,182,182,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,183,183,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,184,184,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,185,185,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,186,186,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,187,187,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,188,188,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,189,189,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,190,190,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,191,191,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,192,192,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,193,193,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,194,194,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,195,195,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,196,196,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,197,197,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,198,198,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,199,199,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,200,200,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,1,1,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,2,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,3,3,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,4,4,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,5,5,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,6,6,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,7,7,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,8,8,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,9,9,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,10,10,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,11,11,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,12,12,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,13,13,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,14,14,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,15,15,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,16,16,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,17,17,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,18,18,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,19,19,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,20,20,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,21,21,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,22,22,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,23,23,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,24,24,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,25,25,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,26,26,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,27,27,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,28,28,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,29,29,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,30,30,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,31,31,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,32,32,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,33,33,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,34,34,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,35,35,HALF_CAPACITY,150,100,50,75,859.078049623756,859.078049623756,0,0,19.6383274691105,39.5494094864032,8.18263644546273,54.5509096364182,OPTIMAL,0.0738393,0,0,0
7,36,36,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,37,37,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,38,38,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,39,39,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,40,40,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,41,41,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,42,42,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
7,43,43,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,OPTIMAL,0.0738393,0,0,0
