initial_state_id,scenario_id,path_id,T_label,T1_kg,T2_kg,T3_kg,T4_kg,operating_loss,service_cost,shortage_kg,shortage_loss,site1_service_kg,site2_service_kg,site3_service_kg,site4_service_kg,solver_status,batch_runtime_sec,max_demand_balance_error,max_site_capacity_violation,replay_max_DAC_error
7,1,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,2,2,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,3,3,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,4,4,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,5,5,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,6,6,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,7,7,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,8,8,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,9,9,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,10,10,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,11,11,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,12,12,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,13,13,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,14,14,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,15,15,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,16,16,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,17,17,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,18,18,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,19,19,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,20,20,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,21,21,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,22,22,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,23,23,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,24,24,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,25,25,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,26,26,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,27,27,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,28,28,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,29,29,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,30,30,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,31,31,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,32,32,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,33,33,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,34,34,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,35,35,ZERO,0,0,0,0,243842.566074789,0,121.921283037395,243842.566074789,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,36,36,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,37,37,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,38,38,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,39,39,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,40,40,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,41,41,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,42,42,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,43,43,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,44,44,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,45,45,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,46,46,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,47,47,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,48,48,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,49,49,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,50,50,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,51,51,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,52,52,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,53,53,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,54,54,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,55,55,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,56,56,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,57,57,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,58,58,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,59,59,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,60,60,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,61,61,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,62,62,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,63,63,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,64,64,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,65,65,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,66,66,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,67,67,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,68,68,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,69,69,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,70,70,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,71,71,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,72,72,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,73,73,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,74,74,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,75,75,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,76,76,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
7,77,77,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,OPTIMAL,0.1018799,0,0,0
