initial_state_id,node_id,stage,parent_id,native_state,prefix_key,sample_support_count,nominal_probability_mass
7,s7:root,0,,a=2|loc=7|lfw=0,a=2|loc=7|lfw=0,15000,1.0
7,s7:n1:a=1|loc=6|lfw=1,1,s7:root,a=1|loc=6|lfw=1,a=1|loc=6|lfw=1,329,0.021933333333333332
7,s7:n2:a=1|loc=6|lfw=1>a=1|loc=9|lfw=0,2,s7:n1:a=1|loc=6|lfw=1,a=1|loc=9|lfw=0,a=1|loc=6|lfw=1>a=1|loc=9|lfw=0,1,6.666666666666667e-05
7,s7:n3:a=1|loc=6|lfw=1>a=1|loc=9|lfw=0>a=1|loc=8|lfw=1,3,s7:n2:a=1|loc=6|lfw=1>a=1|loc=9|lfw=0,a=1|loc=8|lfw=1,a=1|loc=6|lfw=1>a=1|loc=9|lfw=0>a=1|loc=8|lfw=1,1,6.666666666666667e-05
7,s7:n1:a=2|loc=8|lfw=1,1,s7:root,a=2|loc=8|lfw=1,a=2|loc=8|lfw=1,2630,0.17533333333333334
7,s7:n2:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,2,s7:n1:a=2|loc=8|lfw=1,a=2|loc=6|lfw=2,a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,165,0.011
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2>a=1|loc=9|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,a=1|loc=9|lfw=3,a=2|loc=8|lfw=1>a=2|loc=6|lfw=2>a=1|loc=9|lfw=3,1,6.666666666666667e-05
7,s7:n1:a=2|loc=6|lfw=1,1,s7:root,a=2|loc=6|lfw=1,a=2|loc=6|lfw=1,2065,0.13766666666666666
7,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=1,2,s7:n1:a=2|loc=6|lfw=1,a=2|loc=7|lfw=1,a=2|loc=6|lfw=1>a=2|loc=7|lfw=1,88,0.005866666666666667
7,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=1>a=1|loc=7|lfw=2,3,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=1,a=1|loc=7|lfw=2,a=2|loc=6|lfw=1>a=2|loc=7|lfw=1>a=1|loc=7|lfw=2,3,0.0002
7,s7:n1:a=1|loc=5|lfw=0,1,s7:root,a=1|loc=5|lfw=0,a=1|loc=5|lfw=0,42,0.0028
7,s7:n2:a=1|loc=5|lfw=0>a=1|loc=5|lfw=1,2,s7:n1:a=1|loc=5|lfw=0,a=1|loc=5|lfw=1,a=1|loc=5|lfw=0>a=1|loc=5|lfw=1,8,0.0005333333333333334
7,s7:n3:a=1|loc=5|lfw=0>a=1|loc=5|lfw=1>a=1|loc=7|lfw=2,3,s7:n2:a=1|loc=5|lfw=0>a=1|loc=5|lfw=1,a=1|loc=7|lfw=2,a=1|loc=5|lfw=0>a=1|loc=5|lfw=1>a=1|loc=7|lfw=2,1,6.666666666666667e-05
7,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,2,s7:n1:a=2|loc=8|lfw=1,a=2|loc=9|lfw=2,a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,482,0.03213333333333333
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=9|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,a=2|loc=9|lfw=3,a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=9|lfw=3,79,0.005266666666666667
7,s7:n1:a=2|loc=9|lfw=0,1,s7:root,a=2|loc=9|lfw=0,a=2|loc=9|lfw=0,383,0.025533333333333335
7,s7:n2:a=2|loc=9|lfw=0>a=2|loc=7|lfw=1,2,s7:n1:a=2|loc=9|lfw=0,a=2|loc=7|lfw=1,a=2|loc=9|lfw=0>a=2|loc=7|lfw=1,29,0.0019333333333333333
7,s7:n3:a=2|loc=9|lfw=0>a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,3,s7:n2:a=2|loc=9|lfw=0>a=2|loc=7|lfw=1,a=2|loc=8|lfw=2,a=2|loc=9|lfw=0>a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,10,0.0006666666666666666
7,s7:n2:a=2|loc=8|lfw=1>a=1|loc=10|lfw=2,2,s7:n1:a=2|loc=8|lfw=1,a=1|loc=10|lfw=2,a=2|loc=8|lfw=1>a=1|loc=10|lfw=2,35,0.0023333333333333335
7,s7:n3:a=2|loc=8|lfw=1>a=1|loc=10|lfw=2>a=1|loc=9|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=1|loc=10|lfw=2,a=1|loc=9|lfw=3,a=2|loc=8|lfw=1>a=1|loc=10|lfw=2>a=1|loc=9|lfw=3,11,0.0007333333333333333
7,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,2,s7:n1:a=2|loc=6|lfw=1,a=2|loc=7|lfw=2,a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,383,0.025533333333333335
7,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=1|loc=5|lfw=3,3,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,a=1|loc=5|lfw=3,a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=1|loc=5|lfw=3,4,0.0002666666666666667
7,s7:n1:a=2|loc=7|lfw=1,1,s7:root,a=2|loc=7|lfw=1,a=2|loc=7|lfw=1,1747,0.11646666666666666
7,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,2,s7:n1:a=2|loc=7|lfw=1,a=2|loc=8|lfw=2,a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,274,0.018266666666666667
7,s7:n3:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=3,3,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,a=2|loc=10|lfw=3,a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=3,30,0.002
7,s7:n1:a=2|loc=10|lfw=0,1,s7:root,a=2|loc=10|lfw=0,a=2|loc=10|lfw=0,144,0.0096
7,s7:n2:a=2|loc=10|lfw=0>a=2|loc=8|lfw=0,2,s7:n1:a=2|loc=10|lfw=0,a=2|loc=8|lfw=0,a=2|loc=10|lfw=0>a=2|loc=8|lfw=0,6,0.0004
7,s7:n3:a=2|loc=10|lfw=0>a=2|loc=8|lfw=0>a=2|loc=8|lfw=1,3,s7:n2:a=2|loc=10|lfw=0>a=2|loc=8|lfw=0,a=2|loc=8|lfw=1,a=2|loc=10|lfw=0>a=2|loc=8|lfw=0>a=2|loc=8|lfw=1,1,6.666666666666667e-05
7,s7:n1:a=2|loc=5|lfw=1,1,s7:root,a=2|loc=5|lfw=1,a=2|loc=5|lfw=1,941,0.06273333333333334
7,s7:n2:a=2|loc=5|lfw=1>a=2|loc=3|lfw=2,2,s7:n1:a=2|loc=5|lfw=1,a=2|loc=3|lfw=2,a=2|loc=5|lfw=1>a=2|loc=3|lfw=2,66,0.0044
7,s7:n3:a=2|loc=5|lfw=1>a=2|loc=3|lfw=2>a=2|loc=5|lfw=1,3,s7:n2:a=2|loc=5|lfw=1>a=2|loc=3|lfw=2,a=2|loc=5|lfw=1,a=2|loc=5|lfw=1>a=2|loc=3|lfw=2>a=2|loc=5|lfw=1,1,6.666666666666667e-05
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=1|loc=8|lfw=2,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,a=1|loc=8|lfw=2,a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=1|loc=8|lfw=2,4,0.0002666666666666667
7,s7:n1:a=2|loc=9|lfw=1,1,s7:root,a=2|loc=9|lfw=1,a=2|loc=9|lfw=1,1228,0.08186666666666667
7,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,2,s7:n1:a=2|loc=9|lfw=1,a=2|loc=10|lfw=2,a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,259,0.017266666666666666
7,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=10|lfw=1,3,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,a=2|loc=10|lfw=1,a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=10|lfw=1,7,0.00046666666666666666
7,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,2,s7:n1:a=2|loc=8|lfw=1,a=2|loc=7|lfw=2,a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,419,0.027933333333333334
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,a=2|loc=7|lfw=3,a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=3,48,0.0032
7,s7:n1:a=2|loc=6|lfw=0,1,s7:root,a=2|loc=6|lfw=0,a=2|loc=6|lfw=0,674,0.04493333333333333
7,s7:n2:a=2|loc=6|lfw=0>a=1|loc=8|lfw=1,2,s7:n1:a=2|loc=6|lfw=0,a=1|loc=8|lfw=1,a=2|loc=6|lfw=0>a=1|loc=8|lfw=1,10,0.0006666666666666666
7,s7:n3:a=2|loc=6|lfw=0>a=1|loc=8|lfw=1>a=1|loc=9|lfw=1,3,s7:n2:a=2|loc=6|lfw=0>a=1|loc=8|lfw=1,a=1|loc=9|lfw=1,a=2|loc=6|lfw=0>a=1|loc=8|lfw=1>a=1|loc=9|lfw=1,1,6.666666666666667e-05
7,s7:n1:a=2|loc=10|lfw=1,1,s7:root,a=2|loc=10|lfw=1,a=2|loc=10|lfw=1,500,0.03333333333333333
7,s7:n2:a=2|loc=10|lfw=1>a=2|loc=9|lfw=2,2,s7:n1:a=2|loc=10|lfw=1,a=2|loc=9|lfw=2,a=2|loc=10|lfw=1>a=2|loc=9|lfw=2,124,0.008266666666666667
7,s7:n3:a=2|loc=10|lfw=1>a=2|loc=9|lfw=2>a=2|loc=8|lfw=3,3,s7:n2:a=2|loc=10|lfw=1>a=2|loc=9|lfw=2,a=2|loc=8|lfw=3,a=2|loc=10|lfw=1>a=2|loc=9|lfw=2>a=2|loc=8|lfw=3,25,0.0016666666666666668
7,s7:n2:a=2|loc=5|lfw=1>a=2|loc=4|lfw=2,2,s7:n1:a=2|loc=5|lfw=1,a=2|loc=4|lfw=2,a=2|loc=5|lfw=1>a=2|loc=4|lfw=2,127,0.008466666666666667
7,s7:n3:a=2|loc=5|lfw=1>a=2|loc=4|lfw=2>a=2|loc=3|lfw=1,3,s7:n2:a=2|loc=5|lfw=1>a=2|loc=4|lfw=2,a=2|loc=3|lfw=1,a=2|loc=5|lfw=1>a=2|loc=4|lfw=2>a=2|loc=3|lfw=1,3,0.0002
7,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,2,s7:n1:a=2|loc=8|lfw=1,a=2|loc=8|lfw=2,a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,315,0.021
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=7|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,a=2|loc=7|lfw=3,a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=7|lfw=3,43,0.0028666666666666667
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=8|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,a=2|loc=8|lfw=3,a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=8|lfw=3,78,0.0052
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=1|loc=9|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,a=1|loc=9|lfw=3,a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=1|loc=9|lfw=3,16,0.0010666666666666667
7,s7:n1:a=3|loc=8|lfw=1,1,s7:root,a=3|loc=8|lfw=1,a=3|loc=8|lfw=1,36,0.0024
7,s7:n2:a=3|loc=8|lfw=1>a=2|loc=7|lfw=2,2,s7:n1:a=3|loc=8|lfw=1,a=2|loc=7|lfw=2,a=3|loc=8|lfw=1>a=2|loc=7|lfw=2,1,6.666666666666667e-05
7,s7:n3:a=3|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=2,3,s7:n2:a=3|loc=8|lfw=1>a=2|loc=7|lfw=2,a=2|loc=7|lfw=2,a=3|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=2,1,6.666666666666667e-05
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=9|lfw=3,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,a=2|loc=9|lfw=3,a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=9|lfw=3,38,0.002533333333333333
7,s7:n1:a=2|loc=8|lfw=0,1,s7:root,a=2|loc=8|lfw=0,a=2|loc=8|lfw=0,791,0.05273333333333333
7,s7:n2:a=2|loc=8|lfw=0>a=2|loc=7|lfw=1,2,s7:n1:a=2|loc=8|lfw=0,a=2|loc=7|lfw=1,a=2|loc=8|lfw=0>a=2|loc=7|lfw=1,104,0.006933333333333333
7,s7:n3:a=2|loc=8|lfw=0>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,3,s7:n2:a=2|loc=8|lfw=0>a=2|loc=7|lfw=1,a=2|loc=6|lfw=2,a=2|loc=8|lfw=0>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,14,0.0009333333333333333
7,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=2,3,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,a=2|loc=5|lfw=2,a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=2,8,0.0005333333333333334
7,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1,2,s7:n1:a=2|loc=8|lfw=1,a=2|loc=7|lfw=1,a=2|loc=8|lfw=1>a=2|loc=7|lfw=1,91,0.006066666666666666
7,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,3,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1,a=2|loc=6|lfw=2,a=2|loc=8|lfw=1>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,12,0.0008
7,s7:n2:a=2|loc=9|lfw=1>a=2|loc=7|lfw=2,2,s7:n1:a=2|loc=9|lfw=1,a=2|loc=7|lfw=2,a=2|loc=9|lfw=1>a=2|loc=7|lfw=2,120,0.008
