initial_state_id,T_label,eta,parent_id,child_id,nominal_conditional_probability,worst_conditional_probability,probability_shift
7,ZERO,0.001,s7:n2:a=4|loc=8|lfw=0>a=4|loc=7|lfw=1,s7:n3:a=4|loc=8|lfw=0>a=4|loc=7|lfw=1>a=4|loc=8|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=3|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=3|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=3|loc=7|lfw=1>a=3|loc=6|lfw=2,s7:n3:a=3|loc=7|lfw=1>a=3|loc=6|lfw=2>a=3|loc=6|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=3|loc=4|lfw=0>a=2|loc=6|lfw=0,s7:n3:a=3|loc=4|lfw=0>a=2|loc=6|lfw=0>a=2|loc=5|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=2>a=2|loc=8|lfw=3,s7:n3:a=2|loc=9|lfw=2>a=2|loc=8|lfw=3>a=2|loc=9|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=2>a=2|loc=7|lfw=3,s7:n3:a=2|loc=9|lfw=2>a=2|loc=7|lfw=3>a=1|loc=7|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=4|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=4|loc=10|lfw=2>a=3|loc=10|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=9|lfw=1,s7:n3:a=2|loc=9|lfw=1>a=2|loc=9|lfw=1>a=1|loc=10|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=8|lfw=2>a=2|loc=9|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=8|lfw=2>a=1|loc=7|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=8|lfw=1,s7:n3:a=2|loc=9|lfw=1>a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=10|lfw=1,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=10|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=9|lfw=3,0.4,0.4,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=2>a=2|loc=9|lfw=1,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=1,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=1>a=2|loc=10|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=2|loc=10|lfw=0,s7:n3:a=2|loc=9|lfw=1>a=2|loc=10|lfw=0>a=2|loc=9|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=1|loc=9|lfw=1,s7:n3:a=2|loc=9|lfw=1>a=1|loc=9|lfw=1>a=1|loc=10|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=1|loc=8|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=1|loc=8|lfw=2>a=1|loc=7|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=1>a=1|loc=10|lfw=2,s7:n3:a=2|loc=9|lfw=1>a=1|loc=10|lfw=2>a=1|loc=9|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=9|lfw=0>a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=9|lfw=0>a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=2|loc=7|lfw=1,s7:n3:a=2|loc=9|lfw=0>a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=2|loc=7|lfw=0,s7:n3:a=2|loc=9|lfw=0>a=2|loc=7|lfw=0>a=2|loc=7|lfw=0,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=2|loc=6|lfw=0,s7:n3:a=2|loc=9|lfw=0>a=2|loc=6|lfw=0>a=2|loc=6|lfw=0,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=9|lfw=0>a=1|loc=7|lfw=0,s7:n3:a=2|loc=9|lfw=0>a=1|loc=7|lfw=0>a=1|loc=7|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=2>a=2|loc=7|lfw=3,s7:n3:a=2|loc=8|lfw=2>a=2|loc=7|lfw=3>a=2|loc=6|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=3|loc=10|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=3|loc=10|lfw=2>a=3|loc=10|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=9|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=1|loc=8|lfw=2,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=4|loc=9|lfw=3,0.1,0.1,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=7|lfw=3,0.1,0.1,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=10|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=2>a=2|loc=9|lfw=2,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1>a=2|loc=8|lfw=2,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1>a=2|loc=8|lfw=1,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=9|lfw=1>a=2|loc=10|lfw=2,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=7|lfw=3,0.2857142857142857,0.28571428571428575,5.551115123125783e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=1|loc=9|lfw=3,0.14285714285714285,0.14285714285714288,2.7755575615628914e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=2,0.14285714285714285,0.14285714285714288,2.7755575615628914e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=8|lfw=3,0.14285714285714285,0.14285714285714288,2.7755575615628914e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=3,0.14285714285714285,0.14285714285714288,2.7755575615628914e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=1,0.14285714285714285,0.14285714285714288,2.7755575615628914e-17
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=8|lfw=0,s7:n3:a=2|loc=8|lfw=1>a=2|loc=8|lfw=0>a=2|loc=7|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=7|lfw=3,0.08333333333333333,0.08333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=8|lfw=3,0.16666666666666666,0.16666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=9|lfw=3,0.16666666666666666,0.16666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=6|lfw=3,0.16666666666666666,0.16666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=2,0.08333333333333333,0.08333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=2>a=2|loc=10|lfw=3,0.08333333333333333,0.08333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=2|loc=7|lfw=1>a=2|loc=7|lfw=2,0.6666666666666666,0.6666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2>a=1|loc=9|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=6|lfw=2>a=2|loc=9|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=10|lfw=2>a=1|loc=9|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=2|loc=10|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=2|loc=10|lfw=2>a=2|loc=9|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=1|loc=9|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=1|loc=9|lfw=2>a=1|loc=9|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=1|loc=6|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=1|loc=6|lfw=2>a=1|loc=7|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=1|loc=6|lfw=1,s7:n3:a=2|loc=8|lfw=1>a=1|loc=6|lfw=1>a=1|loc=5|lfw=0,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=1>a=1|loc=10|lfw=2,s7:n3:a=2|loc=8|lfw=1>a=1|loc=10|lfw=2>a=1|loc=9|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=9|lfw=0,s7:n3:a=2|loc=8|lfw=0>a=2|loc=9|lfw=0>a=1|loc=6|lfw=0,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=9|lfw=0,s7:n3:a=2|loc=8|lfw=0>a=2|loc=9|lfw=0>a=2|loc=10|lfw=1,0.6666666666666666,0.6666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=2|loc=8|lfw=1>a=2|loc=6|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=7|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=6|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=2|loc=6|lfw=1>a=2|loc=5|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=5|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=2|loc=5|lfw=1>a=2|loc=3|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=2|loc=10|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=2|loc=10|lfw=1>a=2|loc=10|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=1|loc=7|lfw=0,s7:n3:a=2|loc=8|lfw=0>a=1|loc=7|lfw=0>a=1|loc=10|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=8|lfw=0>a=1|loc=10|lfw=1,s7:n3:a=2|loc=8|lfw=0>a=1|loc=10|lfw=1>a=1|loc=10|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=9|lfw=2>a=2|loc=9|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=9|lfw=0,s7:n3:a=2|loc=7|lfw=1>a=2|loc=9|lfw=0>a=3|loc=10|lfw=0,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=10|lfw=3,0.4,0.4,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=8|lfw=1,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=9|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=8|lfw=2>a=2|loc=8|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2>a=1|loc=8|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2>a=1|loc=7|lfw=3,0.4,0.4,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=2,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=7|lfw=2>a=2|loc=8|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=7|lfw=1,s7:n3:a=2|loc=7|lfw=1>a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2>a=1|loc=5|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2>a=2|loc=5|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=6|lfw=2>a=2|loc=7|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=6|lfw=1,s7:n3:a=2|loc=7|lfw=1>a=2|loc=6|lfw=1>a=2|loc=8|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=5|lfw=1,s7:n3:a=2|loc=7|lfw=1>a=2|loc=5|lfw=1>a=1|loc=6|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=2|loc=4|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=2|loc=4|lfw=2>a=2|loc=5|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=1|loc=9|lfw=1,s7:n3:a=2|loc=7|lfw=1>a=1|loc=9|lfw=1>a=1|loc=10|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=1|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=1|loc=7|lfw=2>a=1|loc=7|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=1>a=1|loc=7|lfw=2,s7:n3:a=2|loc=7|lfw=1>a=1|loc=7|lfw=2>a=1|loc=6|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=0>a=3|loc=7|lfw=1,s7:n3:a=2|loc=7|lfw=0>a=3|loc=7|lfw=1>a=2|loc=7|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=7|lfw=0>a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=0>a=2|loc=6|lfw=1,s7:n3:a=2|loc=7|lfw=0>a=2|loc=6|lfw=1>a=2|loc=4|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=0>a=2|loc=6|lfw=0,s7:n3:a=2|loc=7|lfw=0>a=2|loc=6|lfw=0>a=2|loc=7|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=7|lfw=0>a=2|loc=5|lfw=0,s7:n3:a=2|loc=7|lfw=0>a=2|loc=5|lfw=0>a=2|loc=6|lfw=1,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=2>a=2|loc=6|lfw=3,s7:n3:a=2|loc=6|lfw=2>a=2|loc=6|lfw=3>a=4|loc=5|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=9|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=9|lfw=2>a=2|loc=10|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=8|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=8|lfw=2>a=2|loc=7|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=8|lfw=1,s7:n3:a=2|loc=6|lfw=1>a=2|loc=8|lfw=1>a=2|loc=7|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=1|loc=5|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=2|loc=5|lfw=2,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=2|loc=8|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=2>a=2|loc=10|lfw=3,0.25,0.25,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=7|lfw=1,s7:n3:a=2|loc=6|lfw=1>a=2|loc=7|lfw=1>a=1|loc=7|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=6|lfw=2>a=1|loc=7|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=6|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=6|lfw=2>a=2|loc=5|lfw=3,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2>a=2|loc=5|lfw=3,0.6,0.6,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2>a=2|loc=4|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=5|lfw=2>a=2|loc=6|lfw=3,0.2,0.2,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=4|lfw=1,s7:n3:a=2|loc=6|lfw=1>a=2|loc=4|lfw=1>a=1|loc=4|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=2|loc=3|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=2|loc=3|lfw=2>a=2|loc=3|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=9|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=1|loc=9|lfw=2>a=1|loc=10|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=8|lfw=0,s7:n3:a=2|loc=6|lfw=1>a=1|loc=8|lfw=0>a=1|loc=8|lfw=0,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=1|loc=7|lfw=2>a=1|loc=8|lfw=3,0.6666666666666666,0.6666666666666666,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=7|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=1|loc=7|lfw=2>a=1|loc=7|lfw=3,0.3333333333333333,0.3333333333333333,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=7|lfw=1,s7:n3:a=2|loc=6|lfw=1>a=1|loc=7|lfw=1>a=1|loc=5|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=1>a=1|loc=5|lfw=2,s7:n3:a=2|loc=6|lfw=1>a=1|loc=5|lfw=2>a=1|loc=6|lfw=3,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=0>a=2|loc=9|lfw=1,s7:n3:a=2|loc=6|lfw=0>a=2|loc=9|lfw=1>a=2|loc=8|lfw=2,1.0,1.0,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=6|lfw=0>a=2|loc=8|lfw=1>a=2|loc=5|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=0>a=2|loc=8|lfw=1,s7:n3:a=2|loc=6|lfw=0>a=2|loc=8|lfw=1>a=2|loc=9|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=0>a=2|loc=7|lfw=1,s7:n3:a=2|loc=6|lfw=0>a=2|loc=7|lfw=1>a=2|loc=8|lfw=2,0.5,0.5,0.0
7,ZERO,0.001,s7:n2:a=2|loc=6|lfw=0>a=2|loc=7|lfw=1,s7:n3:a=2|loc=6|lfw=0>a=2|loc=7|lfw=1>a=1|loc=8|lfw=2,0.5,0.5,0.0
