initial_state_id,parent_id,child_id,parent_stage,child_stage,parent_native_state,child_native_state,parent_support_count,child_support_count,nominal_conditional_probability,theoretical_transition_probability
19,s19:n2:a=4|loc=4|lfw=0>a=3|loc=5|lfw=1,s19:n3:a=4|loc=4|lfw=0>a=3|loc=5|lfw=1>a=3|loc=4|lfw=2,2,3,a=3|loc=5|lfw=1,a=3|loc=4|lfw=2,20,5,0.25,0.10587500000000005
19,s19:root,s19:n1:a=5|loc=5|lfw=1,0,1,a=4|loc=5|lfw=0,a=5|loc=5|lfw=1,15000,121,0.008066666666666666,0.007560000000000001
19,s19:n1:a=5|loc=5|lfw=1,s19:n2:a=5|loc=5|lfw=1>a=5|loc=6|lfw=2,1,2,a=5|loc=5|lfw=1,a=5|loc=6|lfw=2,121,25,0.2066115702479339,0.16338000000000003
19,s19:n2:a=5|loc=5|lfw=1>a=5|loc=6|lfw=2,s19:n3:a=5|loc=5|lfw=1>a=5|loc=6|lfw=2>a=5|loc=4|lfw=1,2,3,a=5|loc=6|lfw=2,a=5|loc=4|lfw=1,25,1,0.04,0.0038900000000000007
19,s19:n1:a=4|loc=4|lfw=1,s19:n2:a=4|loc=4|lfw=1>a=4|loc=5|lfw=0,1,2,a=4|loc=4|lfw=1,a=4|loc=5|lfw=0,1859,17,0.00914470145239376,0.01021533333333334
19,s19:n2:a=4|loc=4|lfw=1>a=4|loc=5|lfw=0,s19:n3:a=4|loc=4|lfw=1>a=4|loc=5|lfw=0>a=4|loc=3|lfw=0,2,3,a=4|loc=5|lfw=0,a=4|loc=3|lfw=0,17,1,0.058823529411764705,0.016782333333333344
19,s19:root,s19:n1:a=3|loc=6|lfw=1,0,1,a=4|loc=5|lfw=0,a=3|loc=6|lfw=1,15000,587,0.03913333333333333,0.039759999999999934
19,s19:n1:a=3|loc=6|lfw=1,s19:n2:a=3|loc=6|lfw=1>a=2|loc=8|lfw=2,1,2,a=3|loc=6|lfw=1,a=2|loc=8|lfw=2,587,14,0.02385008517887564,0.027624999999999966
19,s19:n2:a=3|loc=6|lfw=1>a=2|loc=8|lfw=2,s19:n3:a=3|loc=6|lfw=1>a=2|loc=8|lfw=2>a=1|loc=9|lfw=3,2,3,a=2|loc=8|lfw=2,a=1|loc=9|lfw=3,14,1,0.07142857142857142,0.03138947368421051
19,s19:root,s19:n1:a=4|loc=7|lfw=1,0,1,a=4|loc=5|lfw=0,a=4|loc=7|lfw=1,15000,1034,0.06893333333333333,0.07114250000000004
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=5|lfw=2,1,2,a=4|loc=7|lfw=1,a=4|loc=5|lfw=2,1034,59,0.05705996131528046,0.05472500000000003
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=5|lfw=2,s19:n3:a=4|loc=7|lfw=1>a=4|loc=5|lfw=2>a=4|loc=5|lfw=3,2,3,a=4|loc=5|lfw=2,a=4|loc=5|lfw=3,59,5,0.0847457627118644,0.09850500000000005
19,s19:root,s19:n1:a=4|loc=6|lfw=1,0,1,a=4|loc=5|lfw=0,a=4|loc=6|lfw=1,15000,2257,0.15046666666666667,0.1532300000000001
19,s19:n1:a=4|loc=6|lfw=1,s19:n2:a=4|loc=6|lfw=1>a=4|loc=8|lfw=2,1,2,a=4|loc=6|lfw=1,a=4|loc=8|lfw=2,2257,169,0.07487815684536996,0.07114250000000004
19,s19:n2:a=4|loc=6|lfw=1>a=4|loc=8|lfw=2,s19:n3:a=4|loc=6|lfw=1>a=4|loc=8|lfw=2>a=3|loc=7|lfw=3,2,3,a=4|loc=8|lfw=2,a=3|loc=7|lfw=3,169,11,0.0650887573964497,0.032884210526315724
19,s19:n1:a=4|loc=5|lfw=1,s19:n2:a=4|loc=5|lfw=1>a=4|loc=8|lfw=2,1,2,a=4|loc=5|lfw=1,a=4|loc=8|lfw=2,1495,48,0.032107023411371234,0.027362500000000015
19,s19:n2:a=4|loc=5|lfw=1>a=4|loc=8|lfw=2,s19:n3:a=4|loc=5|lfw=1>a=4|loc=8|lfw=2>a=4|loc=7|lfw=3,2,3,a=4|loc=8|lfw=2,a=4|loc=7|lfw=3,48,12,0.25,0.12673157894736847
19,s19:root,s19:n1:a=4|loc=8|lfw=1,0,1,a=4|loc=5|lfw=0,a=4|loc=8|lfw=1,15000,418,0.027866666666666668,0.027362500000000015
19,s19:n1:a=4|loc=8|lfw=1,s19:n2:a=4|loc=8|lfw=1>a=5|loc=9|lfw=2,1,2,a=4|loc=8|lfw=1,a=5|loc=9|lfw=2,418,3,0.007177033492822967,0.012378947368421045
19,s19:n2:a=4|loc=8|lfw=1>a=5|loc=9|lfw=2,s19:n3:a=4|loc=8|lfw=1>a=5|loc=9|lfw=2>a=5|loc=8|lfw=3,2,3,a=5|loc=9|lfw=2,a=5|loc=8|lfw=3,3,1,0.3333333333333333,0.15654878048780474
19,s19:root,s19:n1:a=4|loc=6|lfw=0,0,1,a=4|loc=5|lfw=0,a=4|loc=6|lfw=0,15000,704,0.046933333333333334,0.04699053333333336
19,s19:n1:a=4|loc=6|lfw=0,s19:n2:a=4|loc=6|lfw=0>a=4|loc=5|lfw=1,1,2,a=4|loc=6|lfw=0,a=4|loc=5|lfw=1,704,82,0.11647727272727272,0.12039500000000006
19,s19:n2:a=4|loc=6|lfw=0>a=4|loc=5|lfw=1,s19:n3:a=4|loc=6|lfw=0>a=4|loc=5|lfw=1>a=4|loc=4|lfw=1,2,3,a=4|loc=5|lfw=1,a=4|loc=4|lfw=1,82,2,0.024390243902439025,0.028894800000000012
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=10|lfw=2,1,2,a=4|loc=7|lfw=1,a=4|loc=10|lfw=2,1034,34,0.03288201160541586,0.027362500000000015
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=10|lfw=2,s19:n3:a=4|loc=7|lfw=1>a=4|loc=10|lfw=2>a=4|loc=9|lfw=3,2,3,a=4|loc=10|lfw=2,a=4|loc=9|lfw=3,34,11,0.3235294117647059,0.22295370370370357
19,s19:root,s19:n1:a=3|loc=3|lfw=0,0,1,a=4|loc=5|lfw=0,a=3|loc=3|lfw=0,15000,55,0.0036666666666666666,0.0043546666666666595
19,s19:n1:a=3|loc=3|lfw=0,s19:n2:a=3|loc=3|lfw=0>a=3|loc=2|lfw=1,1,2,a=3|loc=3|lfw=0,a=3|loc=2|lfw=1,55,6,0.10909090909090909,0.10587500000000005
19,s19:n2:a=3|loc=3|lfw=0>a=3|loc=2|lfw=1,s19:n3:a=3|loc=3|lfw=0>a=3|loc=2|lfw=1>a=2|loc=3|lfw=0,2,3,a=3|loc=2|lfw=1,a=2|loc=3|lfw=0,6,1,0.16666666666666666,0.003966666666666663
19,s19:root,s19:n1:a=4|loc=3|lfw=1,0,1,a=4|loc=5|lfw=0,a=4|loc=3|lfw=1,15000,809,0.05393333333333333,0.05472500000000003
19,s19:n1:a=4|loc=3|lfw=1,s19:n2:a=4|loc=3|lfw=1>a=3|loc=2|lfw=2,1,2,a=4|loc=3|lfw=1,a=3|loc=2|lfw=2,809,23,0.02843016069221261,0.03123999999999994
19,s19:n2:a=4|loc=3|lfw=1>a=3|loc=2|lfw=2,s19:n3:a=4|loc=3|lfw=1>a=3|loc=2|lfw=2>a=1|loc=0|lfw=3,2,3,a=3|loc=2|lfw=2,a=1|loc=0|lfw=3,23,1,0.043478260869565216,0.0015
19,s19:n1:a=4|loc=6|lfw=0,s19:n2:a=4|loc=6|lfw=0>a=4|loc=7|lfw=1,1,2,a=4|loc=6|lfw=0,a=4|loc=7|lfw=1,704,101,0.1434659090909091,0.1532300000000001
19,s19:n2:a=4|loc=6|lfw=0>a=4|loc=7|lfw=1,s19:n3:a=4|loc=6|lfw=0>a=4|loc=7|lfw=1>a=3|loc=5|lfw=2,2,3,a=4|loc=7|lfw=1,a=3|loc=5|lfw=2,101,3,0.0297029702970297,0.014199999999999977
19,s19:n1:a=3|loc=6|lfw=1,s19:n2:a=3|loc=6|lfw=1>a=3|loc=9|lfw=2,1,2,a=3|loc=6|lfw=1,a=3|loc=9|lfw=2,587,23,0.039182282793867124,0.024062500000000014
19,s19:n2:a=3|loc=6|lfw=1>a=3|loc=9|lfw=2,s19:n3:a=3|loc=6|lfw=1>a=3|loc=9|lfw=2>a=3|loc=10|lfw=1,2,3,a=3|loc=9|lfw=2,a=3|loc=10|lfw=1,23,1,0.043478260869565216,0.010955284552845524
19,s19:n1:a=4|loc=5|lfw=1,s19:n2:a=4|loc=5|lfw=1>a=4|loc=4|lfw=1,1,2,a=4|loc=5|lfw=1,a=4|loc=4|lfw=1,1495,42,0.028093645484949834,0.028894800000000012
19,s19:n2:a=4|loc=5|lfw=1>a=4|loc=4|lfw=1,s19:n3:a=4|loc=5|lfw=1>a=4|loc=4|lfw=1>a=3|loc=4|lfw=2,2,3,a=4|loc=4|lfw=1,a=3|loc=4|lfw=2,42,3,0.07142857142857142,0.02555999999999995
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=7|lfw=2,1,2,a=4|loc=7|lfw=1,a=4|loc=7|lfw=2,1034,97,0.09381044487427466,0.09850500000000005
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=7|lfw=2,s19:n3:a=4|loc=7|lfw=1>a=4|loc=7|lfw=2>a=4|loc=8|lfw=3,2,3,a=4|loc=7|lfw=2,a=4|loc=8|lfw=3,97,18,0.18556701030927836,0.1532300000000001
19,s19:n1:a=4|loc=6|lfw=0,s19:n2:a=4|loc=6|lfw=0>a=4|loc=7|lfw=0,1,2,a=4|loc=6|lfw=0,a=4|loc=7|lfw=0,704,30,0.04261363636363636,0.04699053333333336
19,s19:n2:a=4|loc=6|lfw=0>a=4|loc=7|lfw=0,s19:n3:a=4|loc=6|lfw=0>a=4|loc=7|lfw=0>a=4|loc=6|lfw=1,2,3,a=4|loc=7|lfw=0,a=4|loc=6|lfw=1,30,3,0.1,0.12039500000000006
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=8|lfw=0,1,2,a=4|loc=7|lfw=1,a=4|loc=8|lfw=0,1034,9,0.008704061895551257,0.01021533333333334
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=8|lfw=0,s19:n3:a=4|loc=7|lfw=1>a=4|loc=8|lfw=0>a=4|loc=9|lfw=1,2,3,a=4|loc=8|lfw=0,a=4|loc=9|lfw=1,9,2,0.2222222222222222,0.16129473684210527
19,s19:root,s19:n1:a=3|loc=7|lfw=1,0,1,a=4|loc=5|lfw=0,a=3|loc=7|lfw=1,15000,281,0.018733333333333334,0.018459999999999966
19,s19:n1:a=3|loc=7|lfw=1,s19:n2:a=3|loc=7|lfw=1>a=3|loc=8|lfw=0,1,2,a=3|loc=7|lfw=1,a=3|loc=8|lfw=0,281,5,0.017793594306049824,0.00898333333333334
19,s19:n2:a=3|loc=7|lfw=1>a=3|loc=8|lfw=0,s19:n3:a=3|loc=7|lfw=1>a=3|loc=8|lfw=0>a=3|loc=7|lfw=1,2,3,a=3|loc=8|lfw=0,a=3|loc=7|lfw=1,5,1,0.2,0.11144736842105267
19,s19:n1:a=4|loc=3|lfw=1,s19:n2:a=4|loc=3|lfw=1>a=4|loc=4|lfw=2,1,2,a=4|loc=3|lfw=1,a=4|loc=4|lfw=2,809,128,0.15822002472187885,0.1532300000000001
19,s19:n2:a=4|loc=3|lfw=1>a=4|loc=4|lfw=2,s19:n3:a=4|loc=3|lfw=1>a=4|loc=4|lfw=2>a=4|loc=2|lfw=3,2,3,a=4|loc=4|lfw=2,a=4|loc=2|lfw=3,128,3,0.0234375,0.05472500000000003
19,s19:n1:a=4|loc=6|lfw=0,s19:n2:a=4|loc=6|lfw=0>a=4|loc=9|lfw=1,1,2,a=4|loc=6|lfw=0,a=4|loc=9|lfw=1,704,18,0.02556818181818182,0.027362500000000015
19,s19:n2:a=4|loc=6|lfw=0>a=4|loc=9|lfw=1,s19:n3:a=4|loc=6|lfw=0>a=4|loc=9|lfw=1>a=4|loc=9|lfw=2,2,3,a=4|loc=9|lfw=1,a=4|loc=9|lfw=2,18,2,0.1111111111111111,0.12012804878048775
19,s19:root,s19:n1:a=4|loc=5|lfw=0,0,1,a=4|loc=5|lfw=0,a=4|loc=5|lfw=0,15000,473,0.03153333333333333,0.03020820000000002
19,s19:n1:a=4|loc=5|lfw=0,s19:n2:a=4|loc=5|lfw=0>a=4|loc=6|lfw=1,1,2,a=4|loc=5|lfw=0,a=4|loc=6|lfw=1,473,69,0.14587737843551796,0.1532300000000001
19,s19:n2:a=4|loc=5|lfw=0>a=4|loc=6|lfw=1,s19:n3:a=4|loc=5|lfw=0>a=4|loc=6|lfw=1>a=4|loc=5|lfw=2,2,3,a=4|loc=6|lfw=1,a=4|loc=5|lfw=2,69,10,0.14492753623188406,0.12039500000000006
19,s19:n1:a=4|loc=5|lfw=0,s19:n2:a=4|loc=5|lfw=0>a=4|loc=5|lfw=1,1,2,a=4|loc=5|lfw=0,a=4|loc=5|lfw=1,473,50,0.10570824524312897,0.09850500000000005
19,s19:n2:a=4|loc=5|lfw=0>a=4|loc=5|lfw=1,s19:n3:a=4|loc=5|lfw=0>a=4|loc=5|lfw=1>a=4|loc=6|lfw=1,2,3,a=4|loc=5|lfw=1,a=4|loc=6|lfw=1,50,3,0.06,0.036775200000000015
19,s19:n2:a=4|loc=4|lfw=1>a=4|loc=3|lfw=2,s19:n3:a=4|loc=4|lfw=1>a=4|loc=3|lfw=2>a=3|loc=2|lfw=3,2,3,a=4|loc=3|lfw=2,a=3|loc=2|lfw=3,237,9,0.0379746835443038,0.03123999999999994
19,s19:n1:a=4|loc=4|lfw=0,s19:n2:a=4|loc=4|lfw=0>a=3|loc=2|lfw=1,1,2,a=4|loc=4|lfw=0,a=3|loc=2|lfw=1,565,5,0.008849557522123894,0.014199999999999977
19,s19:n2:a=4|loc=4|lfw=0>a=3|loc=2|lfw=1,s19:n3:a=4|loc=4|lfw=0>a=3|loc=2|lfw=1>a=2|loc=3|lfw=2,2,3,a=3|loc=2|lfw=1,a=2|loc=3|lfw=2,5,1,0.2,0.05949999999999993
19,s19:root,s19:n1:a=3|loc=8|lfw=1,0,1,a=4|loc=5|lfw=0,a=3|loc=8|lfw=1,15000,106,0.007066666666666666,0.007099999999999988
19,s19:n1:a=3|loc=8|lfw=1,s19:n2:a=3|loc=8|lfw=1>a=3|loc=7|lfw=1,1,2,a=3|loc=8|lfw=1,a=3|loc=7|lfw=1,106,4,0.03773584905660377,0.02674736842105264
19,s19:n2:a=3|loc=8|lfw=1>a=3|loc=7|lfw=1,s19:n3:a=3|loc=8|lfw=1>a=3|loc=7|lfw=1>a=2|loc=5|lfw=2,2,3,a=3|loc=7|lfw=1,a=2|loc=5|lfw=2,4,1,0.25,0.021249999999999977
19,s19:n1:a=4|loc=6|lfw=1,s19:n2:a=4|loc=6|lfw=1>a=4|loc=7|lfw=2,1,2,a=4|loc=6|lfw=1,a=4|loc=7|lfw=2,2257,322,0.14266725742135578,0.1532300000000001
19,s19:n2:a=4|loc=6|lfw=1>a=4|loc=7|lfw=2,s19:n3:a=4|loc=6|lfw=1>a=4|loc=7|lfw=2>a=4|loc=6|lfw=1,2,3,a=4|loc=7|lfw=2,a=4|loc=6|lfw=1,322,3,0.009316770186335404,0.008026333333333337
19,s19:n1:a=3|loc=7|lfw=1,s19:n2:a=3|loc=7|lfw=1>a=3|loc=4|lfw=2,1,2,a=3|loc=7|lfw=1,a=3|loc=4|lfw=2,281,7,0.02491103202846975,0.01925000000000001
19,s19:n2:a=3|loc=7|lfw=1>a=3|loc=4|lfw=2,s19:n3:a=3|loc=7|lfw=1>a=3|loc=4|lfw=2>a=2|loc=3|lfw=3,2,3,a=3|loc=4|lfw=2,a=2|loc=3|lfw=3,7,2,0.2857142857142857,0.046749999999999944
19,s19:root,s19:n1:a=5|loc=6|lfw=0,0,1,a=4|loc=5|lfw=0,a=5|loc=6|lfw=0,15000,54,0.0036,0.003606400000000001
19,s19:n1:a=5|loc=6|lfw=0,s19:n2:a=5|loc=6|lfw=0>a=5|loc=9|lfw=1,1,2,a=5|loc=6|lfw=0,a=5|loc=9|lfw=1,54,3,0.05555555555555555,0.029175000000000003
19,s19:n2:a=5|loc=6|lfw=0>a=5|loc=9|lfw=1,s19:n3:a=5|loc=6|lfw=0>a=5|loc=9|lfw=1>a=5|loc=8|lfw=2,2,3,a=5|loc=9|lfw=1,a=5|loc=8|lfw=2,3,1,0.3333333333333333,0.15654878048780474
19,s19:n1:a=4|loc=8|lfw=1,s19:n2:a=4|loc=8|lfw=1>a=4|loc=8|lfw=2,1,2,a=4|loc=8|lfw=1,a=4|loc=8|lfw=2,418,40,0.09569377990430622,0.10368947368421041
19,s19:n2:a=4|loc=8|lfw=1>a=4|loc=8|lfw=2,s19:n3:a=4|loc=8|lfw=1>a=4|loc=8|lfw=2>a=3|loc=9|lfw=3,2,3,a=4|loc=8|lfw=2,a=3|loc=9|lfw=3,40,2,0.05,0.04185263157894727
19,s19:root,s19:n1:a=4|loc=8|lfw=0,0,1,a=4|loc=5|lfw=0,a=4|loc=8|lfw=0,15000,111,0.0074,0.008391166666666672
19,s19:n1:a=4|loc=8|lfw=0,s19:n2:a=4|loc=8|lfw=0>a=4|loc=9|lfw=1,1,2,a=4|loc=8|lfw=0,a=4|loc=9|lfw=1,111,21,0.1891891891891892,0.16129473684210527
19,s19:n2:a=4|loc=8|lfw=0>a=4|loc=9|lfw=1,s19:n3:a=4|loc=8|lfw=0>a=4|loc=9|lfw=1>a=4|loc=9|lfw=2,2,3,a=4|loc=9|lfw=1,a=4|loc=9|lfw=2,21,1,0.047619047619047616,0.12012804878048775
19,s19:n1:a=4|loc=6|lfw=1,s19:n2:a=4|loc=6|lfw=1>a=4|loc=5|lfw=2,1,2,a=4|loc=6|lfw=1,a=4|loc=5|lfw=2,2257,282,0.12494461674789543,0.12039500000000006
19,s19:n2:a=4|loc=6|lfw=1>a=4|loc=5|lfw=2,s19:n3:a=4|loc=6|lfw=1>a=4|loc=5|lfw=2>a=4|loc=4|lfw=3,2,3,a=4|loc=5|lfw=2,a=4|loc=4|lfw=3,282,36,0.1276595744680851,0.12039500000000006
19,s19:root,s19:n1:a=4|loc=3|lfw=0,0,1,a=4|loc=5|lfw=0,a=4|loc=3|lfw=0,15000,226,0.015066666666666667,0.016782333333333344
19,s19:n1:a=4|loc=3|lfw=0,s19:n2:a=4|loc=3|lfw=0>a=4|loc=2|lfw=0,1,2,a=4|loc=3|lfw=0,a=4|loc=2|lfw=0,226,16,0.07079646017699115,0.03692113333333335
19,s19:n2:a=4|loc=3|lfw=0>a=4|loc=2|lfw=0,s19:n3:a=4|loc=3|lfw=0>a=4|loc=2|lfw=0>a=4|loc=1|lfw=1,2,3,a=4|loc=2|lfw=0,a=4|loc=1|lfw=1,16,3,0.1875,0.12039500000000006
19,s19:n1:a=3|loc=8|lfw=1,s19:n2:a=3|loc=8|lfw=1>a=3|loc=9|lfw=2,1,2,a=3|loc=8|lfw=1,a=3|loc=9|lfw=2,106,16,0.1509433962264151,0.1418421052631579
19,s19:n2:a=3|loc=8|lfw=1>a=3|loc=9|lfw=2,s19:n3:a=3|loc=8|lfw=1>a=3|loc=9|lfw=2>a=2|loc=10|lfw=2,2,3,a=3|loc=9|lfw=2,a=2|loc=10|lfw=2,16,1,0.0625,0.019349593495934916
19,s19:n1:a=4|loc=5|lfw=1,s19:n2:a=4|loc=5|lfw=1>a=3|loc=3|lfw=2,1,2,a=4|loc=5|lfw=1,a=3|loc=3|lfw=2,1495,22,0.01471571906354515,0.014199999999999977
19,s19:n2:a=4|loc=5|lfw=1>a=3|loc=3|lfw=2,s19:n3:a=4|loc=5|lfw=1>a=3|loc=3|lfw=2>a=3|loc=2|lfw=3,2,3,a=3|loc=3|lfw=2,a=3|loc=2|lfw=3,22,6,0.2727272727272727,0.10587500000000005
19,s19:n1:a=4|loc=4|lfw=1,s19:n2:a=4|loc=4|lfw=1>a=3|loc=5|lfw=2,1,2,a=4|loc=4|lfw=1,a=3|loc=5|lfw=2,1859,78,0.04195804195804196,0.039759999999999934
19,s19:n2:a=4|loc=4|lfw=1>a=3|loc=5|lfw=2,s19:n3:a=4|loc=4|lfw=1>a=3|loc=5|lfw=2>a=3|loc=8|lfw=3,2,3,a=3|loc=5|lfw=2,a=3|loc=8|lfw=3,78,1,0.01282051282051282,0.024062500000000014
19,s19:n1:a=4|loc=4|lfw=1,s19:n2:a=4|loc=4|lfw=1>a=4|loc=7|lfw=2,1,2,a=4|loc=4|lfw=1,a=4|loc=7|lfw=2,1859,49,0.026358257127487898,0.027362500000000015
19,s19:n2:a=4|loc=4|lfw=1>a=4|loc=7|lfw=2,s19:n3:a=4|loc=4|lfw=1>a=4|loc=7|lfw=2>a=4|loc=8|lfw=3,2,3,a=4|loc=7|lfw=2,a=4|loc=8|lfw=3,49,7,0.14285714285714285,0.1532300000000001
19,s19:n2:a=4|loc=3|lfw=1>a=4|loc=4|lfw=2,s19:n3:a=4|loc=3|lfw=1>a=4|loc=4|lfw=2>a=3|loc=5|lfw=3,2,3,a=4|loc=4|lfw=2,a=3|loc=5|lfw=3,128,5,0.0390625,0.039759999999999934
19,s19:n1:a=4|loc=6|lfw=0,s19:n2:a=4|loc=6|lfw=0>a=3|loc=7|lfw=1,1,2,a=4|loc=6|lfw=0,a=3|loc=7|lfw=1,704,20,0.028409090909090908,0.039759999999999934
19,s19:n2:a=4|loc=6|lfw=0>a=3|loc=7|lfw=1,s19:n3:a=4|loc=6|lfw=0>a=3|loc=7|lfw=1>a=3|loc=6|lfw=2,2,3,a=3|loc=7|lfw=1,a=3|loc=6|lfw=2,20,5,0.25,0.10587500000000005
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=8|lfw=2,1,2,a=4|loc=7|lfw=1,a=4|loc=8|lfw=2,1034,174,0.16827852998065765,0.1532300000000001
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=8|lfw=2,s19:n3:a=4|loc=7|lfw=1>a=4|loc=8|lfw=2>a=4|loc=7|lfw=3,2,3,a=4|loc=8|lfw=2,a=4|loc=7|lfw=3,174,26,0.14942528735632185,0.12673157894736847
19,s19:n1:a=4|loc=5|lfw=0,s19:n2:a=4|loc=5|lfw=0>a=3|loc=8|lfw=1,1,2,a=4|loc=5|lfw=0,a=3|loc=8|lfw=1,473,3,0.006342494714587738,0.007099999999999988
19,s19:n2:a=4|loc=5|lfw=0>a=3|loc=8|lfw=1,s19:n3:a=4|loc=5|lfw=0>a=3|loc=8|lfw=1>a=3|loc=8|lfw=2,2,3,a=3|loc=8|lfw=1,a=3|loc=8|lfw=2,3,2,0.6666666666666666,0.09118421052631569
19,s19:n1:a=4|loc=5|lfw=1,s19:n2:a=4|loc=5|lfw=1>a=3|loc=7|lfw=1,1,2,a=4|loc=5|lfw=1,a=3|loc=7|lfw=1,1495,9,0.006020066889632107,0.0044303999999999915
19,s19:n2:a=4|loc=5|lfw=1>a=3|loc=7|lfw=1,s19:n3:a=4|loc=5|lfw=1>a=3|loc=7|lfw=1>a=3|loc=6|lfw=2,2,3,a=3|loc=7|lfw=1,a=3|loc=6|lfw=2,9,1,0.1111111111111111,0.10587500000000005
19,s19:root,s19:n1:a=4|loc=2|lfw=0,0,1,a=4|loc=5|lfw=0,a=4|loc=2|lfw=0,15000,109,0.007266666666666667,0.0067129333333333365
19,s19:n1:a=4|loc=2|lfw=0,s19:n2:a=4|loc=2|lfw=0>a=4|loc=1|lfw=1,1,2,a=4|loc=2|lfw=0,a=4|loc=1|lfw=1,109,14,0.12844036697247707,0.12039500000000006
19,s19:n2:a=4|loc=2|lfw=0>a=4|loc=1|lfw=1,s19:n3:a=4|loc=2|lfw=0>a=4|loc=1|lfw=1>a=4|loc=2|lfw=0,2,3,a=4|loc=1|lfw=1,a=4|loc=2|lfw=0,14,2,0.14285714285714285,0.01021533333333334
19,s19:n1:a=4|loc=4|lfw=1,s19:n2:a=4|loc=4|lfw=1>a=4|loc=5|lfw=2,1,2,a=4|loc=4|lfw=1,a=4|loc=5|lfw=2,1859,305,0.164066702528241,0.1532300000000001
19,s19:n2:a=4|loc=4|lfw=1>a=4|loc=5|lfw=2,s19:n3:a=4|loc=4|lfw=1>a=4|loc=5|lfw=2>a=5|loc=5|lfw=3,2,3,a=4|loc=5|lfw=2,a=5|loc=5|lfw=3,305,4,0.013114754098360656,0.007560000000000001
19,s19:n1:a=4|loc=7|lfw=1,s19:n2:a=4|loc=7|lfw=1>a=4|loc=6|lfw=2,1,2,a=4|loc=7|lfw=1,a=4|loc=6|lfw=2,1034,118,0.11411992263056092,0.12039500000000006
19,s19:n2:a=4|loc=7|lfw=1>a=4|loc=6|lfw=2,s19:n3:a=4|loc=7|lfw=1>a=4|loc=6|lfw=2>a=5|loc=6|lfw=3,2,3,a=4|loc=6|lfw=2,a=5|loc=6|lfw=3,118,2,0.01694915254237288,0.007560000000000001
