initial_state_id,parent_id,child_id,parent_stage,child_stage,parent_native_state,child_native_state,parent_support_count,child_support_count,nominal_conditional_probability,theoretical_transition_probability
11,s11:root,s11:n1:a=3|loc=3|lfw=1,0,1,a=3|loc=4|lfw=0,a=3|loc=3|lfw=1,15000,1589,0.10593333333333334,0.10587500000000005
11,s11:n1:a=3|loc=3|lfw=1,s11:n2:a=3|loc=3|lfw=1>a=3|loc=2|lfw=2,1,2,a=3|loc=3|lfw=1,a=3|loc=2|lfw=2,1589,176,0.11076148521082442,0.10587500000000005
11,s11:n2:a=3|loc=3|lfw=1>a=3|loc=2|lfw=2,s11:n3:a=3|loc=3|lfw=1>a=3|loc=2|lfw=2>a=3|loc=-1|lfw=3,2,3,a=3|loc=2|lfw=2,a=3|loc=-1|lfw=3,176,8,0.045454545454545456,0.01925000000000001
11,s11:root,s11:n1:a=3|loc=2|lfw=1,0,1,a=3|loc=4|lfw=0,a=3|loc=2|lfw=1,15000,669,0.0446,0.04812500000000003
11,s11:n1:a=3|loc=2|lfw=1,s11:n2:a=3|loc=2|lfw=1>a=3|loc=5|lfw=2,1,2,a=3|loc=2|lfw=1,a=3|loc=5|lfw=2,669,21,0.03139013452914798,0.024062500000000014
11,s11:n2:a=3|loc=2|lfw=1>a=3|loc=5|lfw=2,s11:n3:a=3|loc=2|lfw=1>a=3|loc=5|lfw=2>a=1|loc=4|lfw=2,2,3,a=3|loc=5|lfw=2,a=1|loc=4|lfw=2,21,1,0.047619047619047616,0.0008800000000000001
11,s11:root,s11:n1:a=4|loc=5|lfw=0,0,1,a=3|loc=4|lfw=0,a=4|loc=5|lfw=0,15000,52,0.0034666666666666665,0.0032200000000000006
11,s11:n1:a=4|loc=5|lfw=0,s11:n2:a=4|loc=5|lfw=0>a=4|loc=7|lfw=0,1,2,a=4|loc=5|lfw=0,a=4|loc=7|lfw=0,52,2,0.038461538461538464,0.021817033333333347
11,s11:n2:a=4|loc=5|lfw=0>a=4|loc=7|lfw=0,s11:n3:a=4|loc=5|lfw=0>a=4|loc=7|lfw=0>a=5|loc=5|lfw=1,2,3,a=4|loc=7|lfw=0,a=5|loc=5|lfw=1,2,1,0.5,0.004200000000000001
11,s11:root,s11:n1:a=3|loc=4|lfw=1,0,1,a=3|loc=4|lfw=0,a=3|loc=4|lfw=1,15000,1274,0.08493333333333333,0.08662500000000005
11,s11:n1:a=3|loc=4|lfw=1,s11:n2:a=3|loc=4|lfw=1>a=2|loc=6|lfw=1,1,2,a=3|loc=4|lfw=1,a=2|loc=6|lfw=1,1274,8,0.006279434850863423,0.006629999999999992
11,s11:n2:a=3|loc=4|lfw=1>a=2|loc=6|lfw=1,s11:n3:a=3|loc=4|lfw=1>a=2|loc=6|lfw=1>a=2|loc=7|lfw=1,2,3,a=2|loc=6|lfw=1,a=2|loc=7|lfw=1,8,1,0.125,0.042386400000000005
11,s11:root,s11:n1:a=3|loc=5|lfw=1,0,1,a=3|loc=4|lfw=0,a=3|loc=5|lfw=1,15000,2027,0.13513333333333333,0.1347500000000001
11,s11:n1:a=3|loc=5|lfw=1,s11:n2:a=3|loc=5|lfw=1>a=3|loc=6|lfw=1,1,2,a=3|loc=5|lfw=1,a=3|loc=6|lfw=1,2027,60,0.02960039467192896,0.03234000000000002
11,s11:n2:a=3|loc=5|lfw=1>a=3|loc=6|lfw=1,s11:n3:a=3|loc=5|lfw=1>a=3|loc=6|lfw=1>a=3|loc=7|lfw=2,2,3,a=3|loc=6|lfw=1,a=3|loc=7|lfw=2,60,8,0.13333333333333333,0.1347500000000001
11,s11:root,s11:n1:a=3|loc=2|lfw=0,0,1,a=3|loc=4|lfw=0,a=3|loc=2|lfw=0,15000,215,0.014333333333333333,0.014758333333333342
11,s11:n1:a=3|loc=2|lfw=0,s11:n2:a=3|loc=2|lfw=0>a=3|loc=4|lfw=1,1,2,a=3|loc=2|lfw=0,a=3|loc=4|lfw=1,215,18,0.08372093023255814,0.06256250000000005
11,s11:n2:a=3|loc=2|lfw=0>a=3|loc=4|lfw=1,s11:n3:a=3|loc=2|lfw=0>a=3|loc=4|lfw=1>a=3|loc=5|lfw=1,2,3,a=3|loc=4|lfw=1,a=3|loc=5|lfw=1,18,1,0.05555555555555555,0.03234000000000002
11,s11:root,s11:n1:a=3|loc=2|lfw=2,0,1,a=3|loc=4|lfw=0,a=3|loc=2|lfw=2,15000,19,0.0012666666666666666,0.001283333333333334
11,s11:n1:a=3|loc=2|lfw=2,s11:n2:a=3|loc=2|lfw=2>a=4|loc=-1|lfw=3,1,2,a=3|loc=2|lfw=2,a=4|loc=-1|lfw=3,19,1,0.05263157894736842,0.0015
