matrix_type,initial_state_id,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_26,state_27,state_28,state_29,state_30,state_31,state_32,state_33,state_34,state_35
tail95_energy,1,0,0.00342205561726239,0.0143221598591259,0.00754183812743348,0.0737614033293861,0.156233043813766,0.269385624618415,4.94741075870523,4.84980132961075,4.68352853935309,4.50673737332386,4.10984631649799,3.49990070800525,2.73847767726974,8.96344769682327,8.96511930414865,8.64349731120595,8.04038656485912,6.77109441569124,5.31140283477098,4.67153244329368,12.054567782096,11.9025919540995,11.865121151447,11.0017113361092,10.3244941317802,9.23902348380321,8.35032840700367,20.3298571539106,21.1145470509639,20.4733223584552,19.0403544742161,16.6577436768813,14.1763908050307,11.9736665581925
tail95_energy,2,0.00342205561726239,0,0.0211470789205475,0.0133142175977468,0.0954117744507714,0.190676019176554,0.313123510272737,4.81476269611152,4.7202503871516,4.55410668603134,4.37675167447954,3.98408898520395,3.37705514655577,2.61531371015274,8.87459742225064,8.87663273150376,8.55950808661655,7.95915550401846,6.6908257624692,5.22572583619501,4.57115661808265,12.022169780593,11.8699302633339,11.8319986740684,10.9612422344893,10.2834608720176,9.18939795231946,8.28181020981881,20.3165278132822,21.1018751945558,20.4603707405815,19.0262586202959,16.640284981735,14.1536357806477,11.9419675365828
tail95_energy,3,0.0143221598591259,0.0211470789205475,0,0.00733679126984166,0.0422359161249002,0.0997132631340252,0.190161557111395,5.2659218763542,5.16382639626644,4.99456331099083,4.82895433955506,4.42837218102525,3.83227077492977,3.04670464884266,9.23883462991316,9.24123027384767,8.91238980237664,8.30375743817326,7.02889758075978,5.5781505359285,4.95396471805767,12.2560408093326,12.1037745177289,12.0673907864961,11.2092130357645,10.538822306442,9.46462493931582,8.59622520750054,20.4965431480419,21.2777373289094,20.6375585305626,19.2078940882634,16.8339142395488,14.3638623949255,12.1728665984938
tail95_energy,4,0.00754183812743348,0.0133142175977468,0.00733679126984166,0,0.0425183105702209,0.113693206950849,0.210929146907976,5.20039724725835,5.09695057442094,4.92955712793131,4.7587774289867,4.36196160391543,3.75293626890897,2.95439219678547,9.17163924782619,9.17188461727758,8.84424011719794,8.23636626753382,6.96248756046678,5.50465968607757,4.88094386508766,12.189967100572,12.0381211836288,12.0009993661835,11.1427470115876,10.4705812498058,9.39666537673143,8.53015460682615,20.4466547661549,21.2299613339313,20.589629012334,19.15736199989,16.7775340708299,14.301750521135,12.1073740445554
tail95_energy,5,0.0737614033293861,0.0954117744507714,0.0422359161249002,0.0425183105702209,0,0.023244659486509,0.0714880272036613,6.11588469712027,5.99969547983165,5.8222357392999,5.6502351678906,5.22080671367663,4.56172386371787,3.66896677471925,10.0681369296822,10.0669899598844,9.71256395663759,9.07727083302211,7.76653233686554,6.28371134766311,5.6915027833215,12.8249546130416,12.6734913650847,12.6384820706528,11.8054635116641,11.1380691342193,10.097436542166,9.31796553991803,20.9950886841745,21.7729263957846,21.1344768038844,19.7080867586066,17.3451002931122,14.8945592466312,12.7342142426156
tail95_energy,6,0.156233043813766,0.190676019176554,0.0997132631340252,0.113693206950849,0.023244659486509,0,0.0163382696926295,6.60558937263378,6.48565173475519,6.30577860804633,6.14363228530841,5.7066480072133,5.06384950297507,4.17795439216589,10.4938636035536,10.4960551773621,10.1340582571846,9.49354061094946,8.17677904159266,6.70471307361099,6.13288348145946,13.1855038466472,13.0334397742074,12.999817844523,12.1747845251884,11.5079658948234,10.475640852073,9.71673803295891,21.3303168889945,22.1062819618392,21.4679212771646,20.0430056949993,17.6851244090756,15.2420249237264,13.0937341188872
tail95_energy,7,0.269385624618415,0.313123510272737,0.190161557111395,0.210929146907976,0.0714880272036613,0.0163382696926295,0,7.18664394682778,7.0572782118537,6.87394900505047,6.72099756810033,6.27680211245479,5.62940856904446,4.70345483989512,11.0069308165036,11.0081127176593,10.6317117339455,9.97947324513229,8.64990271009283,7.18261579152026,6.63932471924521,13.5411348310509,13.389525564405,13.3572820407588,12.548133413049,11.8881832416266,10.8784831705446,10.1680230700387,21.6248133291577,22.3966814692478,21.7603081676719,20.3402554497036,17.9960452429461,15.5711731256634,13.4456487835494
tail95_energy,8,4.94741075870523,4.81476269611152,5.2659218763542,5.20039724725835,6.11588469712027,6.60558937263378,7.18664394682778,0,0.0126857572557055,0.0151954427393273,0.0465214966320295,0.175716044077432,0.617352108412021,1.34082683248683,2.96620106216442,2.9868496212416,2.97012713068357,2.71394376206091,2.01753683775925,1.16344017527157,0.487756390401442,8.72271923207197,8.57386743516674,8.52024491130872,7.44042782767132,6.71997662946884,5.33002645694576,3.56366586078295,17.6550747811485,18.4880760133712,17.8301283831545,16.3614695159377,13.8523004100489,11.1789772550687,8.72527644325351
tail95_energy,9,4.84980132961075,4.7202503871516,5.16382639626644,5.09695057442094,5.99969547983165,6.48565173475519,7.0572782118537,0.0126857572557055,0,0.00918359245544575,0.055688525906421,0.193539606263231,0.642578972459423,1.3455885286895,2.80475385257276,2.81413724960143,2.77757155789059,2.51119413661949,1.82320855817719,0.999723706634326,0.380791605607169,8.28473065529352,8.13470515022517,8.08528186455372,7.02663055219725,6.32055895046212,4.97700837055448,3.29857885457266,17.1608990973658,17.9912284781515,17.3340133794816,15.8682217677912,13.3727568053056,10.7189000425503,8.29246000370684
tail95_energy,10,4.68352853935309,4.55410668603134,4.99456331099083,4.92955712793131,5.8222357392999,6.30577860804633,6.87394900505047,0.0151954427393273,0.00918359245544575,0,0.0360640623457713,0.14795806954897,0.55789227619035,1.22632769797502,2.93865124212701,2.9496983370153,2.9078443825932,2.63183308839263,1.91446389502575,1.04985657242236,0.407443526708553,8.43023996072233,8.27832852278491,8.22992200757619,7.16258829930878,6.45550444442584,5.10601118629513,3.41952089129792,17.3314770524462,18.1618960184027,17.5045257647066,16.0359648000826,13.5360104811269,10.8751496226099,8.43641711185755
