initial_state_id,tail_level,record_type,entity_id,tail_count,mean_value,maximum_value,share_or_score
1,q95,overall,0,750,7120.14713672421,467172.296798365,0.05
1,q95,affected_node,1,750,0,0,0.016
1,q95,affected_node,2,750,0.0509141823273236,10.9101819272836,0.00533333333333333
1,q95,affected_node,3,750,0.0327305457818509,9.81916373455527,0.004
1,q95,affected_node,4,750,0.0785533098764422,13.0922183127404,0.00666666666666667
1,q95,affected_node,5,750,0.0305485093963942,6.54610915637018,0.00533333333333333
1,q95,affected_node,6,750,0.0261844366254807,6.54610915637018,0.00533333333333333
1,q95,affected_node,7,750,0.0581876369455127,21.8203638545673,0.004
1,q95,affected_node,8,750,0.0436407277091345,21.8203638545673,0.00266666666666667
1,q95,affected_node,9,750,0.0261844366254807,6.54610915637018,0.00533333333333333
1,q95,affected_node,10,750,0.00436407277091345,3.27305457818509,0.00133333333333333
1,q95,affected_node,11,750,0.0163652728909255,7.36437280091645,0.004
1,q95,affected_node,12,750,0.0218203638545673,9.81916373455527,0.004
1,q95,affected_node,13,750,0.00872814554182691,3.27305457818509,0.00266666666666667
1,q95,affected_node,14,750,0,0,0
1,q95,affected_node,15,750,0.00872814554182691,3.27305457818509,0.00266666666666667
1,q95,affected_node,16,750,0.00872814554182691,6.54610915637018,0.00133333333333333
1,q95,affected_node,17,750,0.0174562910836538,6.54610915637018,0.004
1,q95,affected_node,18,750,0,0,0
1,q95,affected_node,19,750,0.0327305457818509,9.81916373455527,0.004
1,q95,affected_node,20,750,0.0196383274691105,9.81916373455527,0.00266666666666667
1,q95,affected_node,21,750,0.117829964814663,14.7287456018329,0.016
1,q95,affected_node,22,750,0.176744947221995,14.7287456018329,0.0226666666666667
1,q95,affected_node,23,750,0.0327305457818509,9.81916373455527,0.004
1,q95,affected_node,24,750,0,0,0
1,q95,affected_node,25,750,0.36658211275673,45.8227640945913,0.0133333333333333
1,q95,affected_node,26,750,0.0305485093963942,6.54610915637018,0.00666666666666667
1,q95,affected_node,27,750,0.0261844366254807,6.54610915637018,0.00533333333333333
1,q95,affected_node,28,750,0.00436407277091345,3.27305457818509,0.00133333333333333
1,q95,affected_node,29,750,0.0349125821673076,13.0922183127404,0.00266666666666667
1,q95,affected_node,30,750,0.0290938184727564,21.8203638545673,0.00133333333333333
1,q95,affected_node,31,750,0,0,0
1,q95,affected_node,32,750,0.0458227640945913,22.9113820472956,0.00266666666666667
1,q95,affected_node,33,750,0,0,0
