phase_name,elapsed_sec,memory_bytes,total_elapsed_sec,peak_memory_bytes
FEATURES_AND_PROFILES,2.9257652,2066411520,669.8426651,2508804096
ENERGY_DISTANCE,69.7190589,2144559104,669.8426651,2508804096
TAIL_DEPTH_AUDIT,579.6690164,2508804096,669.8426651,2508804096
FULL_COMPUTE_ATTEMPT,2062.5,3020795904,4993.1,4535660544
STATE7_DEBUG_ATTEMPT,130.6,1698803712,4993.1,4535660544
FULL_DEPTH_AND_AUDIT_ATTEMPT,1138.1,4118761472,4993.1,4535660544
REGRET_BASELINE_RECOMPUTE_ATTEMPT,976.9,4110024704,4993.1,4535660544
FINAL_CHECKPOINT_REPLAY,685.0,4535660544,4993.1,4535660544
CUMULATIVE_ALL_ATTEMPTS,4993.1,4535660544,4993.1,4535660544
