distribution_scope,state_i,state_j,repeat_count,sample_count_per_state,median_energy_distance,minimum_energy_distance,maximum_energy_distance,IQR_energy_distance,seed_rule
bulk,10,4,10,1000,0.30555254967212,0.211876809874849,0.346332400146816,0.0374057659991757,20260300 + repeat*100 + state
tail95,10,4,10,750,4.92955712793131,4.92955712793131,4.92955712793131,0,20260300 + repeat*100 + state
bulk,10,5,10,1000,0.297261741920653,0.222907419568692,0.373463356349088,0.0400703675816597,20260300 + repeat*100 + state
tail95,10,5,10,750,5.8222357392999,5.8222357392999,5.8222357392999,0,20260300 + repeat*100 + state
bulk,10,6,10,1000,0.319964002038743,0.234829214473266,0.364772944051192,0.0206875237529847,20260300 + repeat*100 + state
tail95,10,6,10,750,6.30577860804633,6.30577860804633,6.30577860804633,0,20260300 + repeat*100 + state
bulk,10,7,10,1000,0.322076071832675,0.256486961274913,0.385680863226401,0.035596368907269,20260300 + repeat*100 + state
tail95,10,7,10,750,6.87394900505047,6.87394900505047,6.87394900505047,0,20260300 + repeat*100 + state
bulk,10,8,10,1000,0.00281060067878214,0.00127879088497451,0.00925608281433599,0.00331874403700833,20260300 + repeat*100 + state
tail95,10,8,10,750,0.0151954427393273,0.0151954427393273,0.0151954427393273,0,20260300 + repeat*100 + state
bulk,10,9,10,1000,0.00327594175856216,0.00113387428325518,0.0193359552223162,0.00275343152877111,20260300 + repeat*100 + state
tail95,10,9,10,750,0.00918359245544575,0.00918359245544575,0.00918359245544575,0,20260300 + repeat*100 + state
bulk,10,10,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,10,10,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,10,11,10,1000,0.0026634651992492,0.000959080340605656,0.0175432872023318,0.00426916219400797,20260300 + repeat*100 + state
tail95,10,11,10,750,0.0360640623457713,0.0360640623457713,0.0360640623457713,0,20260300 + repeat*100 + state
bulk,10,12,10,1000,0.0227966583720719,0.0041525766971926,0.0421636690028622,0.0162662975379296,20260300 + repeat*100 + state
tail95,10,12,10,750,0.14795806954897,0.14795806954897,0.14795806954897,0,20260300 + repeat*100 + state
bulk,10,13,10,1000,0.0670524507442122,0.0467372904010603,0.0883994671652264,0.022146011242552,20260300 + repeat*100 + state
tail95,10,13,10,750,0.55789227619035,0.55789227619035,0.55789227619035,0,20260300 + repeat*100 + state
bulk,10,14,10,1000,0.119588262839663,0.07119303490507,0.184775273621455,0.0460642359179565,20260300 + repeat*100 + state
tail95,10,14,10,750,1.22632769797502,1.22632769797502,1.22632769797502,0,20260300 + repeat*100 + state
bulk,10,15,10,1000,1.62414356815877,1.44019335017772,1.84922647295876,0.158586747839325,20260300 + repeat*100 + state
tail95,10,15,10,750,2.93865124212701,2.93865124212701,2.93865124212701,0,20260300 + repeat*100 + state
bulk,10,16,10,1000,1.72140782648961,1.44547228362557,2.04192282321413,0.167400561919109,20260300 + repeat*100 + state
tail95,10,16,10,750,2.9496983370153,2.9496983370153,2.9496983370153,0,20260300 + repeat*100 + state
bulk,10,17,10,1000,1.53910214853468,1.47252049646925,1.82350790320613,0.139404067558174,20260300 + repeat*100 + state
tail95,10,17,10,750,2.9078443825932,2.9078443825932,2.9078443825932,0,20260300 + repeat*100 + state
bulk,10,18,10,1000,1.24046724803041,1.01123713039672,1.49070108020035,0.155397017854056,20260300 + repeat*100 + state
tail95,10,18,10,750,2.63183308839263,2.63183308839263,2.63183308839263,0,20260300 + repeat*100 + state
bulk,10,19,10,1000,0.790994728323853,0.636953532566322,0.981365512602184,0.105819130775505,20260300 + repeat*100 + state
tail95,10,19,10,750,1.91446389502575,1.91446389502575,1.91446389502575,0,20260300 + repeat*100 + state
bulk,10,20,10,1000,0.393589564173699,0.300693173732922,0.467103622916403,0.0998143214851281,20260300 + repeat*100 + state
tail95,10,20,10,750,1.04985657242236,1.04985657242236,1.04985657242236,0,20260300 + repeat*100 + state
bulk,10,21,10,1000,0.107366271915433,0.0678038848070135,0.157480919393438,0.0568973567587351,20260300 + repeat*100 + state
tail95,10,21,10,750,0.407443526708553,0.407443526708553,0.407443526708553,0,20260300 + repeat*100 + state
bulk,10,22,10,1000,4.74886632073461,4.35825166162416,5.12752882672988,0.251162163296549,20260300 + repeat*100 + state
tail95,10,22,10,750,8.43023996072233,8.43023996072233,8.43023996072233,0,20260300 + repeat*100 + state
bulk,10,23,10,1000,5.0050404498894,4.7954840484767,5.15659009541324,0.203534958167034,20260300 + repeat*100 + state
tail95,10,23,10,750,8.27832852278491,8.27832852278491,8.27832852278491,0,20260300 + repeat*100 + state
bulk,10,24,10,1000,4.51435196038712,4.27508171472392,5.05877312613538,0.141453570389261,20260300 + repeat*100 + state
tail95,10,24,10,750,8.22992200757619,8.22992200757619,8.22992200757619,0,20260300 + repeat*100 + state
bulk,10,25,10,1000,4.06715508275717,3.89543227861487,4.25979561614489,0.220739527606552,20260300 + repeat*100 + state
tail95,10,25,10,750,7.16258829930878,7.16258829930878,7.16258829930878,0,20260300 + repeat*100 + state
bulk,10,26,10,1000,3.16394258244772,3.06475515932456,3.27405073059179,0.172515548283512,20260300 + repeat*100 + state
tail95,10,26,10,750,6.45550444442584,6.45550444442584,6.45550444442584,0,20260300 + repeat*100 + state
bulk,10,27,10,1000,2.19041237047946,2.02566047160901,2.31602444389074,0.0872498946317073,20260300 + repeat*100 + state
tail95,10,27,10,750,5.10601118629513,5.10601118629513,5.10601118629513,0,20260300 + repeat*100 + state
bulk,10,28,10,1000,1.31705137732737,1.14284148298169,1.37395521687087,0.16175780025105,20260300 + repeat*100 + state
tail95,10,28,10,750,3.41952089129792,3.41952089129792,3.41952089129792,0,20260300 + repeat*100 + state
bulk,10,29,10,1000,6.59857543726506,6.13547805917336,6.91782998745114,0.129929207509241,20260300 + repeat*100 + state
tail95,10,29,10,750,17.3314770524462,17.3314770524462,17.3314770524462,0,20260300 + repeat*100 + state
bulk,10,30,10,1000,6.71992815760394,6.43834084428718,6.98202603439401,0.114649625014263,20260300 + repeat*100 + state
tail95,10,30,10,750,18.1618960184027,18.1618960184027,18.1618960184027,0,20260300 + repeat*100 + state
bulk,10,31,10,1000,6.58062197462705,6.32512258845834,6.75979478602494,0.191169414968926,20260300 + repeat*100 + state
tail95,10,31,10,750,17.5045257647066,17.5045257647066,17.5045257647066,0,20260300 + repeat*100 + state
bulk,10,32,10,1000,5.77701233931444,5.51161538718726,5.99116351995869,0.155917307863739,20260300 + repeat*100 + state
tail95,10,32,10,750,16.0359648000826,16.0359648000826,16.0359648000826,0,20260300 + repeat*100 + state
bulk,10,33,10,1000,4.86712621965435,4.75205082552318,5.07750369124131,0.1619452823983,20260300 + repeat*100 + state
tail95,10,33,10,750,13.5360104811269,13.5360104811269,13.5360104811269,0,20260300 + repeat*100 + state
bulk,10,34,10,1000,3.66348608854867,3.49450822093408,4.03389779104292,0.192528312812249,20260300 + repeat*100 + state
tail95,10,34,10,750,10.8751496226099,10.8751496226099,10.8751496226099,0,20260300 + repeat*100 + state
bulk,10,35,10,1000,2.6931237480961,2.50555316750335,2.87164775466034,0.140166635188851,20260300 + repeat*100 + state
tail95,10,35,10,750,8.43641711185755,8.43641711185755,8.43641711185755,0,20260300 + repeat*100 + state
bulk,11,1,10,1000,0.252546392428341,0.202957749971321,0.312929068846181,0.0356284115439836,20260300 + repeat*100 + state
tail95,11,1,10,750,4.50673737332386,4.50673737332386,4.50673737332386,0,20260300 + repeat*100 + state
bulk,11,2,10,1000,0.246154693378443,0.199770885736014,0.307596743740407,0.0458302723203176,20260300 + repeat*100 + state
tail95,11,2,10,750,4.37675167447954,4.37675167447954,4.37675167447954,0,20260300 + repeat*100 + state
bulk,11,3,10,1000,0.259055706513943,0.204030691626511,0.310491889180343,0.0443715095729552,20260300 + repeat*100 + state
tail95,11,3,10,750,4.82895433955506,4.82895433955506,4.82895433955506,0,20260300 + repeat*100 + state
bulk,11,4,10,1000,0.252448494190724,0.203513057566581,0.308702590373119,0.0466329053593839,20260300 + repeat*100 + state
tail95,11,4,10,750,4.7587774289867,4.7587774289867,4.7587774289867,0,20260300 + repeat*100 + state
bulk,11,5,10,1000,0.259445759786173,0.21542820364137,0.312298686385688,0.0348833590181737,20260300 + repeat*100 + state
tail95,11,5,10,750,5.6502351678906,5.6502351678906,5.6502351678906,0,20260300 + repeat*100 + state
bulk,11,6,10,1000,0.269081290710084,0.229481120578188,0.334017174101969,0.0527875396424424,20260300 + repeat*100 + state
tail95,11,6,10,750,6.14363228530841,6.14363228530841,6.14363228530841,0,20260300 + repeat*100 + state
bulk,11,7,10,1000,0.278945336052408,0.238075895821635,0.33914868837599,0.0428973091659395,20260300 + repeat*100 + state
tail95,11,7,10,750,6.72099756810033,6.72099756810033,6.72099756810033,0,20260300 + repeat*100 + state
bulk,11,8,10,1000,0.00863512953935397,0.00165089662729989,0.0139833840317534,0.00432926018862262,20260300 + repeat*100 + state
tail95,11,8,10,750,0.0465214966320295,0.0465214966320295,0.0465214966320295,0,20260300 + repeat*100 + state
bulk,11,9,10,1000,0.00608389423705669,0.00209468811054725,0.0212163555113436,0.00856547122124113,20260300 + repeat*100 + state
tail95,11,9,10,750,0.055688525906421,0.055688525906421,0.055688525906421,0,20260300 + repeat*100 + state
bulk,11,10,10,1000,0.0026634651992492,0.000959080340605656,0.0175432872023318,0.00426916219400797,20260300 + repeat*100 + state
tail95,11,10,10,750,0.0360640623457713,0.0360640623457713,0.0360640623457713,0,20260300 + repeat*100 + state
bulk,11,11,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,11,11,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,11,12,10,1000,0.00687356904545344,0.00220391451685864,0.0290093472565163,0.0119158761331807,20260300 + repeat*100 + state
tail95,11,12,10,750,0.0536724584248591,0.0536724584248591,0.0536724584248591,0,20260300 + repeat*100 + state
bulk,11,13,10,1000,0.0450326720926153,0.0218486762318117,0.0852926291881699,0.0277870668094972,20260300 + repeat*100 + state
tail95,11,13,10,750,0.359202789788323,0.359202789788323,0.359202789788323,0,20260300 + repeat*100 + state
bulk,11,14,10,1000,0.0906420212158057,0.0613659521170195,0.141626039885113,0.00785925779221769,20260300 + repeat*100 + state
tail95,11,14,10,750,0.971298728839411,0.971298728839411,0.971298728839411,0,20260300 + repeat*100 + state
bulk,11,15,10,1000,1.75380175090023,1.48422347919392,1.89581636684568,0.109344564912045,20260300 + repeat*100 + state
tail95,11,15,10,750,3.34312715530584,3.34312715530584,3.34312715530584,0,20260300 + repeat*100 + state
bulk,11,16,10,1000,1.75024028617722,1.63120463143396,2.26449520909596,0.223019163747169,20260300 + repeat*100 + state
tail95,11,16,10,750,3.35432065083292,3.35432065083292,3.35432065083292,0,20260300 + repeat*100 + state
bulk,11,17,10,1000,1.67013200690391,1.54593197160769,1.86662931107819,0.188059626968061,20260300 + repeat*100 + state
tail95,11,17,10,750,3.30785285362404,3.30785285362404,3.30785285362404,0,20260300 + repeat*100 + state
bulk,11,18,10,1000,1.37588766207019,1.07344663464544,1.55490203972078,0.139393712268043,20260300 + repeat*100 + state
tail95,11,18,10,750,3.01260547276688,3.01260547276688,3.01260547276688,0,20260300 + repeat*100 + state
bulk,11,19,10,1000,0.906514921590502,0.660982434486336,1.01057907008907,0.113105121319593,20260300 + repeat*100 + state
tail95,11,19,10,750,2.24603306257501,2.24603306257501,2.24603306257501,0,20260300 + repeat*100 + state
bulk,11,20,10,1000,0.416037296475666,0.365740505820544,0.547615022808327,0.0499809740972327,20260300 + repeat*100 + state
tail95,11,20,10,750,1.27627729708561,1.27627729708561,1.27627729708561,0,20260300 + repeat*100 + state
bulk,11,21,10,1000,0.137079006384352,0.0821771242511864,0.218158048611955,0.0588803946822812,20260300 + repeat*100 + state
tail95,11,21,10,750,0.550240479357709,0.550240479357709,0.550240479357709,0,20260300 + repeat*100 + state
bulk,11,22,10,1000,5.00229607599053,4.49966713762974,5.17805728610191,0.200316113737536,20260300 + repeat*100 + state
tail95,11,22,10,750,8.86475113250483,8.86475113250483,8.86475113250483,0,20260300 + repeat*100 + state
bulk,11,23,10,1000,5.13270916115792,4.9432814366253,5.36431282530902,0.225451288940093,20260300 + repeat*100 + state
tail95,11,23,10,750,8.71331112905109,8.71331112905109,8.71331112905109,0,20260300 + repeat*100 + state
bulk,11,24,10,1000,4.67501883141645,4.41425431187831,4.93420737829235,0.0948565081016239,20260300 + repeat*100 + state
tail95,11,24,10,750,8.66111034630329,8.66111034630329,8.66111034630329,0,20260300 + repeat*100 + state
bulk,11,25,10,1000,4.19233912430417,4.05296513758538,4.40971211872855,0.206338699454028,20260300 + repeat*100 + state
tail95,11,25,10,750,7.58993543582075,7.58993543582075,7.58993543582075,0,20260300 + repeat*100 + state
bulk,11,26,10,1000,3.30358134661787,3.15671751608304,3.58033128556923,0.0947967182473253,20260300 + repeat*100 + state
tail95,11,26,10,750,6.872602563408,6.872602563408,6.872602563408,0,20260300 + repeat*100 + state
bulk,11,27,10,1000,2.29279445216397,2.11537127435853,2.53398390173091,0.145096187275816,20260300 + repeat*100 + state
tail95,11,27,10,750,5.5048298660049,5.5048298660049,5.5048298660049,0,20260300 + repeat*100 + state
bulk,11,28,10,1000,1.35274161623384,1.2288414965569,1.54520514271822,0.109072325467639,20260300 + repeat*100 + state
tail95,11,28,10,750,3.81785943852621,3.81785943852621,3.81785943852621,0,20260300 + repeat*100 + state
bulk,11,29,10,1000,6.75110730244446,6.29737450099251,7.01168126949722,0.26756595988067,20260300 + repeat*100 + state
tail95,11,29,10,750,17.8056722985977,17.8056722985977,17.8056722985977,0,20260300 + repeat*100 + state
bulk,11,30,10,1000,6.89339150622788,6.63239453420629,7.09735588168318,0.213876987213853,20260300 + repeat*100 + state
tail95,11,30,10,750,18.6388851556893,18.6388851556893,18.6388851556893,0,20260300 + repeat*100 + state
bulk,11,31,10,1000,6.6983689744757,6.4858316421001,6.96087664349084,0.319219013098559,20260300 + repeat*100 + state
tail95,11,31,10,750,17.9804529057258,17.9804529057258,17.9804529057258,0,20260300 + repeat*100 + state
bulk,11,32,10,1000,5.89412235213417,5.60558424919962,6.25003253016656,0.251693180462897,20260300 + repeat*100 + state
tail95,11,32,10,750,16.5070706156454,16.5070706156454,16.5070706156454,0,20260300 + repeat*100 + state
bulk,11,33,10,1000,5.03808634292938,4.87125653461716,5.27911888116251,0.157681880850204,20260300 + repeat*100 + state
tail95,11,33,10,750,13.9953262618626,13.9953262618626,13.9953262618626,0,20260300 + repeat*100 + state
bulk,11,34,10,1000,3.8846298513797,3.57230494921178,4.04563222857892,0.184746647105128,20260300 + repeat*100 + state
tail95,11,34,10,750,11.3202758968729,11.3202758968729,11.3202758968729,0,20260300 + repeat*100 + state
bulk,11,35,10,1000,2.83573896090241,2.66412963953214,2.88153426906517,0.0667046381936141,20260300 + repeat*100 + state
tail95,11,35,10,750,8.86419811080485,8.86419811080485,8.86419811080485,0,20260300 + repeat*100 + state
bulk,12,1,10,1000,0.168189444537639,0.129223192280076,0.211590875088449,0.0370470336449275,20260300 + repeat*100 + state
tail95,12,1,10,750,4.10984631649799,4.10984631649799,4.10984631649799,0,20260300 + repeat*100 + state
bulk,12,2,10,1000,0.155635061507068,0.138590097179641,0.205020389958533,0.0300628856389694,20260300 + repeat*100 + state
tail95,12,2,10,750,3.98408898520395,3.98408898520395,3.98408898520395,0,20260300 + repeat*100 + state
bulk,12,3,10,1000,0.151937924156642,0.139977795027839,0.220089367359918,0.0433866500232794,20260300 + repeat*100 + state
tail95,12,3,10,750,4.42837218102525,4.42837218102525,4.42837218102525,0,20260300 + repeat*100 + state
bulk,12,4,10,1000,0.162468799619815,0.147084815197442,0.20786125046635,0.0273910213251337,20260300 + repeat*100 + state
tail95,12,4,10,750,4.36196160391543,4.36196160391543,4.36196160391543,0,20260300 + repeat*100 + state
bulk,12,5,10,1000,0.168816890900567,0.139982798110176,0.231357666398441,0.0325973202244015,20260300 + repeat*100 + state
tail95,12,5,10,750,5.22080671367663,5.22080671367663,5.22080671367663,0,20260300 + repeat*100 + state
bulk,12,6,10,1000,0.175458069728952,0.15998762877258,0.228783478442189,0.0343822652019723,20260300 + repeat*100 + state
tail95,12,6,10,750,5.7066480072133,5.7066480072133,5.7066480072133,0,20260300 + repeat*100 + state
bulk,12,7,10,1000,0.180183937267242,0.166230098792471,0.234652599895947,0.0267650783728607,20260300 + repeat*100 + state
tail95,12,7,10,750,6.27680211245479,6.27680211245479,6.27680211245479,0,20260300 + repeat*100 + state
bulk,12,8,10,1000,0.0262138964209224,0.0079370433884991,0.0623569030815567,0.0129410756133962,20260300 + repeat*100 + state
tail95,12,8,10,750,0.175716044077432,0.175716044077432,0.175716044077432,0,20260300 + repeat*100 + state
bulk,12,9,10,1000,0.0347989728702646,0.00533007138218244,0.0429580210531104,0.00922864338582996,20260300 + repeat*100 + state
tail95,12,9,10,750,0.193539606263231,0.193539606263231,0.193539606263231,0,20260300 + repeat*100 + state
bulk,12,10,10,1000,0.0227966583720719,0.0041525766971926,0.0421636690028622,0.0162662975379296,20260300 + repeat*100 + state
tail95,12,10,10,750,0.14795806954897,0.14795806954897,0.14795806954897,0,20260300 + repeat*100 + state
bulk,12,11,10,1000,0.00687356904545344,0.00220391451685864,0.0290093472565163,0.0119158761331807,20260300 + repeat*100 + state
tail95,12,11,10,750,0.0536724584248591,0.0536724584248591,0.0536724584248591,0,20260300 + repeat*100 + state
bulk,12,12,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,12,12,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,12,13,10,1000,0.0112819735612438,0.00689258187866382,0.0493363821480453,0.0116955113101794,20260300 + repeat*100 + state
tail95,12,13,10,750,0.180756910112585,0.180756910112585,0.180756910112585,0,20260300 + repeat*100 + state
bulk,12,14,10,1000,0.0495983283925835,0.0287455939184873,0.0617544771300355,0.0175131776524588,20260300 + repeat*100 + state
tail95,12,14,10,750,0.697594161017991,0.697594161017991,0.697594161017991,0,20260300 + repeat*100 + state
bulk,12,15,10,1000,1.94364221194761,1.89861340004244,2.11486523871895,0.119996245665983,20260300 + repeat*100 + state
tail95,12,15,10,750,3.87512374049097,3.87512374049097,3.87512374049097,0,20260300 + repeat*100 + state
bulk,12,16,10,1000,2.09553556631161,1.83384348846343,2.52061310177761,0.189046364205365,20260300 + repeat*100 + state
tail95,12,16,10,750,3.88947232889189,3.88947232889189,3.88947232889189,0,20260300 + repeat*100 + state
bulk,12,17,10,1000,1.93739772534188,1.8312429392941,2.13923619486605,0.15522436034158,20260300 + repeat*100 + state
tail95,12,17,10,750,3.81359709837657,3.81359709837657,3.81359709837657,0,20260300 + repeat*100 + state
bulk,12,18,10,1000,1.60151630761362,1.23039073797509,1.72110432030151,0.130683382957218,20260300 + repeat*100 + state
tail95,12,18,10,750,3.47493964523199,3.47493964523199,3.47493964523199,0,20260300 + repeat*100 + state
bulk,12,19,10,1000,1.07370809222981,0.952391584773866,1.26476153825687,0.0807695548623477,20260300 + repeat*100 + state
tail95,12,19,10,750,2.62292064685753,2.62292064685753,2.62292064685753,0,20260300 + repeat*100 + state
bulk,12,20,10,1000,0.571648513827907,0.443842939311763,0.719075168996601,0.128259165201606,20260300 + repeat*100 + state
tail95,12,20,10,750,1.52705493560003,1.52705493560003,1.52705493560003,0,20260300 + repeat*100 + state
bulk,12,21,10,1000,0.199710121882529,0.16233888989867,0.285050562347825,0.0747771561503935,20260300 + repeat*100 + state
tail95,12,21,10,750,0.742182602579813,0.742182602579813,0.742182602579813,0,20260300 + repeat*100 + state
bulk,12,22,10,1000,5.28594636114925,5.04345472793108,5.720494778311,0.226996244105433,20260300 + repeat*100 + state
tail95,12,22,10,750,9.26840984489403,9.26840984489403,9.26840984489403,0,20260300 + repeat*100 + state
bulk,12,23,10,1000,5.58328564715517,5.25892383298097,5.75168737416965,0.323315073924857,20260300 + repeat*100 + state
tail95,12,23,10,750,9.11198635177806,9.11198635177806,9.11198635177806,0,20260300 + repeat*100 + state
bulk,12,24,10,1000,5.04423170055115,4.74406976669393,5.33080197332293,0.185370674446744,20260300 + repeat*100 + state
tail95,12,24,10,750,9.06117169184742,9.06117169184742,9.06117169184742,0,20260300 + repeat*100 + state
bulk,12,25,10,1000,4.60813413132086,4.33588354822899,4.81769100875877,0.199614100266547,20260300 + repeat*100 + state
tail95,12,25,10,750,7.98645991059712,7.98645991059712,7.98645991059712,0,20260300 + repeat*100 + state
bulk,12,26,10,1000,3.59341626305887,3.41057412680198,3.89612425186167,0.171507279759601,20260300 + repeat*100 + state
tail95,12,26,10,750,7.2573853838453,7.2573853838453,7.2573853838453,0,20260300 + repeat*100 + state
bulk,12,27,10,1000,2.59067771765868,2.30662955168016,2.7965126790403,0.132450045268802,20260300 + repeat*100 + state
tail95,12,27,10,750,5.88887295204423,5.88887295204423,5.88887295204423,0,20260300 + repeat*100 + state
bulk,12,28,10,1000,1.61095229466663,1.41107646655368,1.7383648881789,0.174526959244157,20260300 + repeat*100 + state
tail95,12,28,10,750,4.25619294747973,4.25619294747973,4.25619294747973,0,20260300 + repeat*100 + state
bulk,12,29,10,1000,7.17099549182592,6.83109778336031,7.41763843839286,0.173701064934753,20260300 + repeat*100 + state
tail95,12,29,10,750,18.2695560854485,18.2695560854485,18.2695560854485,0,20260300 + repeat*100 + state
bulk,12,30,10,1000,7.22536601903182,7.13724921197268,7.58166705566401,0.138338482981145,20260300 + repeat*100 + state
tail95,12,30,10,750,19.1053775793494,19.1053775793494,19.1053775793494,0,20260300 + repeat*100 + state
bulk,12,31,10,1000,7.17840049107371,6.83234394849891,7.39082748378537,0.294360246374495,20260300 + repeat*100 + state
tail95,12,31,10,750,18.4430798711417,18.4430798711417,18.4430798711417,0,20260300 + repeat*100 + state
bulk,12,32,10,1000,6.33150238922736,5.98117358705448,6.54335311094907,0.216364577956715,20260300 + repeat*100 + state
tail95,12,32,10,750,16.9587537752921,16.9587537752921,16.9587537752921,0,20260300 + repeat*100 + state
bulk,12,33,10,1000,5.45993198563998,5.16826752620326,5.61193178162782,0.148494323084781,20260300 + repeat*100 + state
tail95,12,33,10,750,14.4266320971099,14.4266320971099,14.4266320971099,0,20260300 + repeat*100 + state
bulk,12,34,10,1000,4.16242214975944,4.01406132686223,4.33291426946688,0.216675080058049,20260300 + repeat*100 + state
tail95,12,34,10,750,11.7315524994683,11.7315524994683,11.7315524994683,0,20260300 + repeat*100 + state
bulk,12,35,10,1000,3.11330627005417,2.92196748894142,3.35189068914008,0.146433238474238,20260300 + repeat*100 + state
tail95,12,35,10,750,9.25950426872082,9.25950426872082,9.25950426872082,0,20260300 + repeat*100 + state
bulk,13,1,10,1000,0.0899770688884242,0.054315623551904,0.107400194137397,0.00916905086551811,20260300 + repeat*100 + state
tail95,13,1,10,750,3.49990070800525,3.49990070800525,3.49990070800525,0,20260300 + repeat*100 + state
bulk,13,2,10,1000,0.0874298542001976,0.0518611311979112,0.0955724570360059,0.0102012963784933,20260300 + repeat*100 + state
tail95,13,2,10,750,3.37705514655577,3.37705514655577,3.37705514655577,0,20260300 + repeat*100 + state
bulk,13,3,10,1000,0.0915655717995787,0.050871686119129,0.0993177112165655,0.00984633882991998,20260300 + repeat*100 + state
tail95,13,3,10,750,3.83227077492977,3.83227077492977,3.83227077492977,0,20260300 + repeat*100 + state
bulk,13,4,10,1000,0.0913643712133634,0.0444495431801866,0.103577138260749,0.00725656838070143,20260300 + repeat*100 + state
tail95,13,4,10,750,3.75293626890897,3.75293626890897,3.75293626890897,0,20260300 + repeat*100 + state
bulk,13,5,10,1000,0.0965909322337766,0.0502061603503767,0.108719622346379,0.0192415529457755,20260300 + repeat*100 + state
tail95,13,5,10,750,4.56172386371787,4.56172386371787,4.56172386371787,0,20260300 + repeat*100 + state
bulk,13,6,10,1000,0.10173680545873,0.0553160504670768,0.11677936154565,0.00739712292535738,20260300 + repeat*100 + state
tail95,13,6,10,750,5.06384950297507,5.06384950297507,5.06384950297507,0,20260300 + repeat*100 + state
bulk,13,7,10,1000,0.106333609489854,0.0655314121302802,0.119318089500615,0.0125866320678905,20260300 + repeat*100 + state
tail95,13,7,10,750,5.62940856904446,5.62940856904446,5.62940856904446,0,20260300 + repeat*100 + state
bulk,13,8,10,1000,0.0826226695468543,0.0537248909434251,0.119041691986652,0.011953688466729,20260300 + repeat*100 + state
tail95,13,8,10,750,0.617352108412021,0.617352108412021,0.617352108412021,0,20260300 + repeat*100 + state
bulk,13,9,10,1000,0.0752084284866565,0.0460664115180183,0.155141866070974,0.00965595130436597,20260300 + repeat*100 + state
tail95,13,9,10,750,0.642578972459423,0.642578972459423,0.642578972459423,0,20260300 + repeat*100 + state
bulk,13,10,10,1000,0.0670524507442122,0.0467372904010603,0.0883994671652264,0.022146011242552,20260300 + repeat*100 + state
tail95,13,10,10,750,0.55789227619035,0.55789227619035,0.55789227619035,0,20260300 + repeat*100 + state
bulk,13,11,10,1000,0.0450326720926153,0.0218486762318117,0.0852926291881699,0.0277870668094972,20260300 + repeat*100 + state
tail95,13,11,10,750,0.359202789788323,0.359202789788323,0.359202789788323,0,20260300 + repeat*100 + state
bulk,13,12,10,1000,0.0112819735612438,0.00689258187866382,0.0493363821480453,0.0116955113101794,20260300 + repeat*100 + state
tail95,13,12,10,750,0.180756910112585,0.180756910112585,0.180756910112585,0,20260300 + repeat*100 + state
bulk,13,13,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,13,13,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,13,14,10,1000,0.00985754879878553,0.000802549630719351,0.0202758737848509,0.00492861232314637,20260300 + repeat*100 + state
tail95,13,14,10,750,0.217932871538888,0.217932871538888,0.217932871538888,0,20260300 + repeat*100 + state
bulk,13,15,10,1000,2.30570759801007,2.13463696305894,2.58790075508808,0.136833224193362,20260300 + repeat*100 + state
tail95,13,15,10,750,4.90834063994135,4.90834063994135,4.90834063994135,0,20260300 + repeat*100 + state
bulk,13,16,10,1000,2.460954658468,2.21020428680165,2.78359638662281,0.265069439820412,20260300 + repeat*100 + state
tail95,13,16,10,750,4.91649928888488,4.91649928888488,4.91649928888488,0,20260300 + repeat*100 + state
bulk,13,17,10,1000,2.26087983049005,2.05864694223538,2.46533552656678,0.130566296623889,20260300 + repeat*100 + state
tail95,13,17,10,750,4.81083184058399,4.81083184058399,4.81083184058399,0,20260300 + repeat*100 + state
bulk,13,18,10,1000,1.86429214101776,1.6060928134144,2.16843884520532,0.0898515189918188,20260300 + repeat*100 + state
tail95,13,18,10,750,4.41476152924477,4.41476152924477,4.41476152924477,0,20260300 + repeat*100 + state
bulk,13,19,10,1000,1.28455948451565,1.13990338682376,1.5117108644392,0.17122497454556,20260300 + repeat*100 + state
tail95,13,19,10,750,3.44871793254039,3.44871793254039,3.44871793254039,0,20260300 + repeat*100 + state
bulk,13,20,10,1000,0.7355064269268,0.654885231924034,0.862202198350768,0.120470598629564,20260300 + repeat*100 + state
tail95,13,20,10,750,2.14817009575614,2.14817009575614,2.14817009575614,0,20260300 + repeat*100 + state
bulk,13,21,10,1000,0.346878018827684,0.258983049642075,0.405563114946528,0.0695577484011072,20260300 + repeat*100 + state
tail95,13,21,10,750,1.26047502324378,1.26047502324378,1.26047502324378,0,20260300 + repeat*100 + state
bulk,13,22,10,1000,5.73633703012992,5.37750195577427,6.19548562670069,0.184461028604449,20260300 + repeat*100 + state
tail95,13,22,10,750,10.124511852919,10.124511852919,10.124511852919,0,20260300 + repeat*100 + state
bulk,13,23,10,1000,5.96787904845837,5.83071711222909,6.14010272002301,0.166593477046789,20260300 + repeat*100 + state
tail95,13,23,10,750,9.96882317985381,9.96882317985381,9.96882317985381,0,20260300 + repeat*100 + state
bulk,13,24,10,1000,5.45183377658201,5.27487230649321,6.1187785698751,0.161106988947749,20260300 + repeat*100 + state
