initial_state_id,scenario_r,path_id_r,scenario_s,path_id_s,neighbor_categories,nearest_all_rank,pair_type,r_tail95,r_tail99,r_tail995,s_tail95,s_tail99,s_tail995,loss_T50_r,loss_T50_s,d_D,d_Ctilde,d_new,D_l1_difference_kg,max_D_difference_node_id,max_D_difference_kg,A_reachability_change_count,C_common_reachable_l1_km,changed_local_count,max_local_Ctilde,local_dilution_ratio,T_r1,T_r2,T_r3,T_r4,T_s1,T_s2,T_s3,T_s4,d_T_normalized,T_L1_difference_kg,max_single_site_T_difference_kg,max_difference_site_id,optimal_objective_r,optimal_objective_s,own_operating_loss_r,own_operating_loss_s,cross_objective_r_to_s,cross_objective_s_to_r,regret_obj_r_to_s,regret_obj_s_to_r,regret_loss_r_to_s,regret_loss_s_to_r,relative_regret_obj_r_to_s,relative_regret_obj_s_to_r,multiple_optimum_r,multiple_optimum_s,capacity_saturated_r,capacity_saturated_s,tier_0,tier_1,tier_2,tier_3,historical_step03R_false_near,severity_score,top20_severity,diagnostic_classification,local_average_dilution_flag,actual_substitutability
7,224,224,3,3,all;tail,4,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,4,4,all;tail,5,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,5,5,all;tail,6,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,6,6,all;tail,7,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,7,7,all;tail,8,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,8,8,all;tail,9,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,224,224,9,9,all;tail,10,TAIL_TAIL,1,1,1,1,1,0,45936.7545879684,0,0.0656793303282416,0.0304234928982965,0.0515769953562636,27.8209639145733,25,22.9113820472956,4,5.67910655291213,52,1,12.9485261687836,4.90958186727257,0,0,0,0,0,0,0,0.00409131822272714,4.90958186727257,4.90958186727257,1,45946.5737517029,0,45936.7545879784,0,9.81916373454515,55641.9278291465,9.81916373454515,9695.3540774336,0,9705.17324116814,981916373.454515,0.211013646628485,0,0,0,0,0,1,1,1,0,4.091235737385,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,14280,14280,all;tail,4,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,187.67611026837,0.0270444301351583,1.13037791948072e-19,0.016226658081095,11.4556910236478,10,6.54610915637018,0,5.32907051820075e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,44.18623685007,22.9113820027243,0,0.01431961377956,11.4556910236478,11.4556910236477,2,209.685304194755,321.871347973958,98.4014485464621,187.67611027837,23121.0673515004,232.596686252051,22799.1960035164,22.9113820472956,22822.1073855637,-2.8421709430404e-14,70.8332572822006,0.10926555933039,0,0,0,0,0,1,1,1,0,6.7337068904959,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,1136,1136,all;tail,5,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,54.5509096364182,0.0309079201544666,1.50717055930763e-19,0.01854475209268,13.0922183127404,12,6.54610915637018,0,7.105427357601e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,19.6383275136821,22.9113820027241,0,0.0163652728909255,13.0922183127404,13.0922183127403,2,209.685304194755,139.650328669231,98.4014485464621,54.5509096464182,165.834765304711,26324.0869540671,26.1844366254807,26114.4016498623,-3.5527136788005e-14,26140.5860864878,0.187499999986573,124.540924548351,0,0,0,0,0,1,1,1,0,10.1106770826332,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,2313,2313,all;tail,6,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,54.5509096364182,0.0309079201544666,1.50717055930763e-19,0.01854475209268,13.0922183127404,12,6.54610915637018,0,7.105427357601e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,19.6383275136821,22.9113820027241,0,0.0163652728909255,13.0922183127404,13.0922183127403,2,209.685304194755,139.650328669231,98.4014485464621,54.5509096464182,165.834765304711,26324.0869540671,26.1844366254807,26114.4016498623,-3.5527136788005e-14,26140.5860864878,0.187499999986573,124.540924548351,0,0,0,0,0,1,1,1,0,10.1106770826332,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,7641,7641,all;tail,7,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,54.5509096364182,0.0309079201544666,1.50717055930763e-19,0.01854475209268,13.0922183127404,12,6.54610915637018,0,7.105427357601e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,19.6383275136821,22.9113820027241,0,0.0163652728909255,13.0922183127404,13.0922183127403,2,209.685304194755,139.650328669231,98.4014485464621,54.5509096464182,165.834765304711,26324.0869540671,26.1844366254807,26114.4016498623,-3.5527136788005e-14,26140.5860864878,0.187499999986573,124.540924548351,0,0,0,0,0,1,1,1,0,10.1106770826332,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,11629,11629,all;tail,8,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,54.5509096364182,0.0309079201544666,1.50717055930763e-19,0.01854475209268,13.0922183127404,12,6.54610915637018,0,7.105427357601e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,19.6383275136821,22.9113820027241,0,0.0163652728909255,13.0922183127404,13.0922183127403,2,209.685304194755,139.650328669231,98.4014485464621,54.5509096464182,165.834765304711,26324.0869540671,26.1844366254807,26114.4016498623,-3.5527136788005e-14,26140.5860864878,0.187499999986573,124.540924548351,0,0,0,0,0,1,1,1,0,10.1106770826332,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,9007,9007,all;tail,9,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,54.5509096364182,0.0618158403089333,1.50717055930763e-19,0.03708950418536,26.1844366254807,14,13.0922183127404,0,7.105427357601e-15,0,9.94732569143037e-18,0.0447987722772588,0,32.7305458264224,22.9113820027242,0,0,6.54610920094152,22.9113820027243,0,0.0327305457818514,26.184436625481,26.1844366254808,2,209.685304194755,113.46589204375,98.4014485464621,54.5509096464182,165.834765304711,52468.7014154104,52.3688732509615,52259.0161112056,3.5527136788005e-14,52311.3849844566,0.461538461497785,249.225935548518,0,0,0,0,0,1,1,1,0,12.4439102553429,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,322,322,6219,6219,all;tail,10,TAIL_TAIL,1,1,0,1,1,0,98.4014485364621,49.200724268231,0.0656793303282416,0,0.039407598196945,27.8209639145733,14,6.54610915637018,0,0,0,0,0,0,32.7305458264224,22.9113820027242,0,0,16.3652729354969,11.4556909790764,0,0.0490958186727763,27.8209639145733,16.3652728909255,2,209.685304194755,104.842652097378,98.4014485464621,49.200724278231,160.484579926524,55707.7980525325,55.6419278191466,55498.1127483278,-9.99999372197635e-09,55553.7546761569,0.530718430912634,264.673353999737,0,0,0,0,0,1,1,1,0,13.4674137779292,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
7,424,424,10407,10407,all;tail,2,TAIL_TAIL,1,1,1,1,1,1,1856.21086641142,2177.08551278343,0.1854475209268,0.0113103531356862,0.115792653810354,78.5533098764422,4,13.0922183127404,0,533.216974669087,126,0.080516939141202,6.79528546537149,39.2766549382211,50.7323460064403,66.5521097118588,87.2814554182691,33.2910563783651,37.640127686696,22.9113820097282,150,0.234985998591105,125.437089163462,62.7185445817309,4,2220.87823960529,2378.74529804914,1733.19310746572,1891.06016590956,3493.63509360853,2831.79071434684,1114.88979554939,610.912474731547,1114.88979554939,610.912474731547,0.468688176266307,0.275076978032515,0,0,0,1,0,1,1,1,0,2.37559956509017,0,TRUE_BIDIRECTIONAL_FALSE_NEAR,0,NOT_SUBSTITUTABLE
