raw_estimated_bytes,analysis_reserve_bytes,required_with_3x_safety_bytes,free_bytes,raw_estimated_gib,required_with_3x_safety_gib,free_gib,pass
1159923333.33333,1073741824,6700995472,255446433792,1.08026278515657,6.2407883554697,237.903030395508,1
