arm,transition_group,stage,global_hour,path_count,mean_total_P_EL_kW,mean_root_grid_import,mean_min_voltage_pu,mean_max_line_loading_pct,mean_total_HTT_kg,mean_fleet_utilization,mean_fleet_capacity_binding
BASE,LOST_POSITIVE_TARGET,1,1,104,770.0,3679.00103,0.9120816594557228,0.6826955831268452,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,2,104,770.0,3511.001300000003,0.9160655654243054,0.6499335780762867,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,3,104,770.0,3456.000724999995,0.9173660768454963,0.6392115838735055,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,4,104,770.0,3400.0008149999976,0.9186883264526909,0.6282968639428504,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,5,104,770.0,3366.0011350000063,0.919490186928442,0.6216711959780805,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,6,104,638.6530347434148,3156.654029743402,0.9281513410267664,0.5867686556586965,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,7,104,450.0,2912.0010849999967,0.9402635702747092,0.547801151600268,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,1,8,104,0.0,2630.000815000004,0.9412669874988538,0.5155404100325515,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,2,9,104,325.7692307692308,3289.7950857692394,0.9240632789375918,0.6291829149633835,1.1499462194307972,0.008390058236155597,0.0
BASE,LOST_POSITIVE_TARGET,2,10,104,325.7692307692308,3267.1830857692266,0.924883508179456,0.6259093461880253,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,2,11,104,325.7692307692308,3382.7795007692375,0.9227020474414727,0.6506551940793206,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,2,12,104,318.84615384615387,3424.309843846157,0.9229027816783785,0.6624248696357887,0.48436354957947114,0.0036536043610520385,0.0
BASE,LOST_POSITIVE_TARGET,2,13,104,313.0769230769231,3438.294923076918,0.9232877729542038,0.6673544500297497,0.7863004719597212,0.005931145801420308,0.0
BASE,LOST_POSITIVE_TARGET,2,14,104,313.0769230769231,3447.0730280769294,0.9233729118794775,0.6740095286431689,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,2,15,104,325.7692307692308,3318.3024307692344,0.9257850096812044,0.6503598867832341,1.5113746354519837,0.01078617386360901,0.0
BASE,LOST_POSITIVE_TARGET,2,16,104,325.7692307692308,3360.837630769225,0.9246788148660954,0.6563838523107796,1.317749214145527,0.009026857221116942,0.0
BASE,LOST_POSITIVE_TARGET,3,17,104,553.8461538461538,3602.3972738461566,0.9180679915641166,0.6891634750718801,12.33265555328217,0.09648451731452529,0.0
BASE,LOST_POSITIVE_TARGET,3,18,104,536.1538461538462,3527.1353161538455,0.9196273110642922,0.6714614957579748,0.37724356727642927,0.0030110405430807184,0.0
BASE,LOST_POSITIVE_TARGET,3,19,104,486.1885985414243,3654.959008541422,0.9154703974310057,0.6940062718695715,1.4106105446362571,0.012012647070226225,0.0
BASE,LOST_POSITIVE_TARGET,3,20,104,429.2313956830601,4054.231805683061,0.9073672325733745,0.7727738209301177,0.43515979175567787,0.0035448781678841966,0.0
BASE,LOST_POSITIVE_TARGET,3,21,104,422.39070820289965,4137.390708202895,0.9063218407275928,0.7893495002761868,0.18239788260666728,0.0014777606229706827,0.0
BASE,LOST_POSITIVE_TARGET,3,22,104,495.72211422737104,4120.722524227373,0.9059572347084182,0.7824454991553413,0.5568076950576035,0.004509117737307413,0.0
BASE,LOST_POSITIVE_TARGET,3,23,104,545.2159565771782,4126.215906577186,0.9049262035300608,0.7810390602482609,0.1497694937460918,0.0012481788056075867,0.0
BASE,LOST_POSITIVE_TARGET,3,24,104,726.3164008282017,4027.3168008282064,0.9051360148740587,0.7527322681094046,1.5701955261788854,0.011638334598133885,0.0
BASE,LOST_POSITIVE_TARGET,4,25,96,719.1666666666666,3628.167696666668,0.914323137431421,0.6751760507167979,13.991967073194202,0.12236899242359506,0.0
BASE,LOST_POSITIVE_TARGET,4,26,96,722.2338640427266,3463.235164042729,0.9181508339738752,0.6428450092922077,0.3463759003572102,0.0034532586647980854,0.0
BASE,LOST_POSITIVE_TARGET,4,27,96,722.304081148223,3408.3048061482186,0.9196229085172183,0.6321261272649874,0.35563901046302826,0.003259720157856708,0.0
BASE,LOST_POSITIVE_TARGET,4,28,96,735.996774212037,3365.9975892120365,0.9204552522501223,0.6232207513009996,0.8660544092203094,0.007972396741964672,0.0
BASE,LOST_POSITIVE_TARGET,4,29,96,689.9464786414632,3285.947613641467,0.9224484917605226,0.6098539408247887,0.20675099414579565,0.001649458468168971,0.0
BASE,LOST_POSITIVE_TARGET,4,30,96,671.2986454438945,3189.2996404438986,0.9250427429496031,0.5918890112061993,1.8109610832106942,0.017222654043778814,0.0
BASE,LOST_POSITIVE_TARGET,4,31,96,636.6689896179447,3098.6700746179417,0.9272183934003483,0.5759061636443746,0.7281762293123842,0.006747884733560392,0.0
BASE,LOST_POSITIVE_TARGET,4,32,96,586.5068849224189,3216.50769992242,0.924454989578341,0.6013274240433008,3.0456368919784187,0.026858004983062917,0.0
BASE,LOST_POSITIVE_TARGET,5,33,62,676.4757602455319,3640.5016152455373,0.9145678247373231,0.6801739047749462,8.38927800831901,0.08123017792019337,0.0
BASE,LOST_POSITIVE_TARGET,5,34,62,636.6817321934551,3578.0955871934534,0.9168841234599127,0.6709707375856125,0.34580920064825127,0.0034062935389678178,0.0
BASE,LOST_POSITIVE_TARGET,5,35,62,617.9113615573622,3674.9216315573613,0.9152526543080005,0.6928245560869781,1.197722107293982,0.011147707126650723,0.0
BASE,LOST_POSITIVE_TARGET,5,36,62,593.7480689545495,3699.211758954552,0.9158293257936213,0.701881010028778,0.44962419651472946,0.004135020922154223,0.0
BASE,LOST_POSITIVE_TARGET,5,37,62,571.430357194204,3696.6483571942,0.9161446855062411,0.7043139581695698,0.5156061775703589,0.005515536698838029,0.0
BASE,LOST_POSITIVE_TARGET,5,38,62,553.812938601347,3687.809043601346,0.917185109844741,0.7081861742323816,0.1281122956075216,0.0011925346665593774,0.0
BASE,LOST_POSITIVE_TARGET,5,39,62,601.9952759372242,3594.528475937227,0.9198373006300593,0.6894549758148037,0.7137251498079785,0.008832211210465827,0.0
BASE,LOST_POSITIVE_TARGET,5,40,62,654.1457976843681,3689.2141976843654,0.9168060940616798,0.7030876762704411,1.4451036081446924,0.014221790523000623,0.0
BASE,LOST_POSITIVE_TARGET,6,41,10,720.5617841815472,3769.1129041815466,0.9121230043698777,0.7129477697503624,5.563694250608848,0.057887779794677005,0.0
BASE,LOST_POSITIVE_TARGET,6,42,10,660.7661336338473,3651.747603633847,0.9154387990383199,0.6892712640724215,0.737315493859888,0.00806438821409253,0.0
BASE,LOST_POSITIVE_TARGET,6,43,10,566.1047136044575,3734.8751236044577,0.9123154867227248,0.7054345085822534,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,6,44,10,448.2013572327511,4073.2017672327515,0.9057247721796629,0.7754263699102137,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,6,45,10,458.8519821318764,4173.851982131877,0.9032361813225792,0.7945348940433778,0.22995654934264,0.00196624085349977,0.0
BASE,LOST_POSITIVE_TARGET,6,46,10,594.4731456451594,4219.473555645161,0.9033551293760983,0.7966588093158034,1.586515679122908,0.01475236312667742,0.0
BASE,LOST_POSITIVE_TARGET,6,47,10,703.1673023009637,4284.167252300964,0.9000000000000001,0.803976772902135,0.0,0.0,0.0
BASE,LOST_POSITIVE_TARGET,6,48,10,770.0,4071.0004,0.9027175073192388,0.759197399636692,1.974078229162831,0.02031885987189558,0.0
BASE,NEW_FAILURES,1,1,33,770.0,3679.00103,0.9120816594557235,0.682695583126847,0.0,0.0,0.0
BASE,NEW_FAILURES,1,2,33,770.0,3511.001300000002,0.9160655654243072,0.6499335780762876,0.0,0.0,0.0
BASE,NEW_FAILURES,1,3,33,770.0,3456.0007250000012,0.9173660768454956,0.6392115838735072,0.0,0.0,0.0
BASE,NEW_FAILURES,1,4,33,770.0,3400.0008150000026,0.9186883264526893,0.6282968639428507,0.0,0.0,0.0
BASE,NEW_FAILURES,1,5,33,770.0,3366.001134999999,0.9194901869284414,0.6216711959780798,0.0,0.0,0.0
BASE,NEW_FAILURES,1,6,33,638.6530347434139,3156.654029743411,0.9281513410267684,0.5867686556586981,0.0,0.0,0.0
BASE,NEW_FAILURES,1,7,33,450.0,2912.0010849999976,0.9402635702747093,0.547801151600268,0.0,0.0,0.0
BASE,NEW_FAILURES,1,8,33,0.0,2630.0008150000012,0.9412669874988557,0.5155404100325517,0.0,0.0,0.0
BASE,NEW_FAILURES,2,9,33,606.6666666666666,3570.6925216666664,0.9157580830938165,0.6701527609344586,3.305259148019606,0.02402127052347806,0.0
BASE,NEW_FAILURES,2,10,33,606.6666666666666,3548.080521666669,0.9165857057516289,0.6668133977930738,2.9325134619119453,0.021598899656338,0.0
BASE,NEW_FAILURES,2,11,33,606.6666666666666,3663.676936666666,0.914384552498741,0.6913941829842806,0.0,0.0,0.0
BASE,NEW_FAILURES,2,12,33,599.3939393939394,3704.8576293939404,0.9146087742717476,0.7029021684443386,0.6152597428929667,0.004376847764482485,0.0
BASE,NEW_FAILURES,2,13,33,592.1212121212121,3717.339212121209,0.9151403199304406,0.707494267642631,0.0,0.0,0.0
BASE,NEW_FAILURES,2,14,33,592.1212121212121,3726.117317121211,0.9157983706287381,0.7138624197252267,0.0,0.0,0.0
BASE,NEW_FAILURES,2,15,33,606.6666666666666,3599.1998666666686,0.9183982257207699,0.6903630712473283,3.4558527792799665,0.024249529084894694,0.0
