arm,transition_group,stage,global_hour,path_count,mean_total_P_EL_kW,mean_root_grid_import,mean_min_voltage_pu,mean_max_line_loading_pct,mean_total_HTT_kg,mean_fleet_utilization,mean_fleet_capacity_binding
BASE,NEW_FAILURES,2,16,33,606.6666666666666,3641.7350666666694,0.9170041111854798,0.6965220645761787,6.229359921415218,0.042672415954371004,0.0
BASE,NEW_FAILURES,3,17,33,746.060606060606,3794.611726060609,0.9125599925456562,0.7166980494615504,11.851529782415607,0.08945422238614033,0.0
BASE,NEW_FAILURES,3,18,33,714.706860652385,3705.688330652384,0.914738380669735,0.6971595515303679,1.2393945353647773,0.009574038049036905,0.0
BASE,NEW_FAILURES,3,19,33,593.939393939394,3762.7098039393923,0.9131447365463913,0.7095433396588479,0.9375822933128243,0.006352529600888575,0.0
BASE,NEW_FAILURES,3,20,33,513.4346909311708,4138.4351009311695,0.9058159652938749,0.784897779466777,2.071178976991897,0.014733996787543939,0.0
BASE,NEW_FAILURES,3,21,33,517.8150783867942,4232.815078386795,0.9043047185072297,0.803108132626009,0.0,0.0,0.0
BASE,NEW_FAILURES,3,22,33,657.1223592076149,4282.122769207614,0.9017085990318641,0.8058097289417923,1.6679960778755631,0.0129353641783884,0.0
BASE,NEW_FAILURES,3,23,33,717.5372846760042,4298.537234676002,0.8999999999999995,0.8060997368229497,0.18066454896354395,0.0012852152873422847,0.0
BASE,NEW_FAILURES,3,24,33,770.0,4071.0004000000013,0.9027175073192384,0.7591973996366914,0.5407458964462725,0.004703894003440292,0.0
BASE,NEW_FAILURES,4,25,33,770.0,3679.00103,0.9120816594557235,0.682695583126847,18.383293601397487,0.15737787243148216,0.0
BASE,NEW_FAILURES,4,26,33,770.0,3511.001300000002,0.9160655654243072,0.6499335780762876,1.3496400654745457,0.010369461068034162,0.0
BASE,NEW_FAILURES,4,27,33,770.0,3456.0007250000012,0.9173660768454956,0.6392115838735072,0.25347899136921515,0.002643614138789994,0.0
BASE,NEW_FAILURES,4,28,33,770.0,3400.0008150000026,0.9186883264526893,0.6282968639428507,0.6623821528715909,0.005307786024351261,0.0
BASE,NEW_FAILURES,4,29,33,763.4547808838346,3359.4559158838333,0.9195161652798826,0.620692974056804,1.8786140159164013,0.015584231540673,0.0
BASE,NEW_FAILURES,4,30,33,748.5959625304105,3266.5969575304093,0.9214119165277305,0.6032719782875725,0.5916895273406015,0.004794321566527852,0.0
BASE,NEW_FAILURES,4,31,33,692.1314686322435,3154.1325536322415,0.9240036111036365,0.5839653659605804,3.9951670623068902,0.03663131613392918,0.0
BASE,NEW_FAILURES,4,32,33,650.207011498534,3280.2078264985366,0.9221073602416542,0.6105786011334029,2.973503702821993,0.026726715516844676,0.0
BASE,NEW_FAILURES,5,33,23,747.5403972410616,3711.5662522410616,0.9113691739343402,0.6906312760213986,6.625705207635266,0.06101460443631621,0.0
BASE,NEW_FAILURES,5,34,23,724.3478260869565,3665.7616810869577,0.9134141819552752,0.6838281456581264,3.1754532938253828,0.03029211782142739,0.0
BASE,NEW_FAILURES,5,35,23,719.766800174515,3776.7770701745144,0.9114468045981965,0.7076620580210455,4.540514604138402,0.041847135440527754,0.0
BASE,NEW_FAILURES,5,36,23,656.5043413026689,3761.968031302669,0.9131388283893724,0.7109224924908544,0.5136578504327217,0.004450006129986435,0.0
BASE,NEW_FAILURES,5,37,23,608.2908976639694,3733.5088976639686,0.9147284738193089,0.7095548855968452,1.433590908346842,0.013402643848212627,0.0
BASE,NEW_FAILURES,5,38,23,549.465296111354,3683.4614011113526,0.9170521283302422,0.7075440899640819,2.5541645774146304,0.027778377551228656,0.0
BASE,NEW_FAILURES,5,39,23,693.2017792367669,3685.734979236767,0.9165932121485881,0.7024853236077678,1.0600419460193717,0.009454839594243427,0.0
BASE,NEW_FAILURES,5,40,23,724.3478260869565,3759.416226086959,0.9141935015295681,0.7132073080524121,1.5102418518311709,0.013551051213176143,0.0
BASE,NEW_FAILURES,6,41,4,770.0,3818.55112,0.911603994722817,0.720192851356261,16.01251958732825,0.15560653603783425,0.0
BASE,NEW_FAILURES,6,42,4,770.0,3760.98147,0.911979008079782,0.70528422233235,0.0,0.0,0.0
BASE,NEW_FAILURES,6,43,4,580.1472691366487,3748.91767913665,0.9112980256063427,0.7075095983736858,6.048696310203975,0.05848187040252475,0.0
BASE,NEW_FAILURES,6,44,4,485.604689861172,4110.605099861173,0.9039654463270945,0.7807939939926183,0.0,0.0,0.0
BASE,NEW_FAILURES,6,45,4,473.0493701848295,4188.04937018483,0.9033245311718198,0.7965402913891326,0.0,0.0,0.0
BASE,NEW_FAILURES,6,46,4,627.1870153107518,4252.187425310753,0.9,0.8014194432695121,0.0,0.0,0.0
BASE,NEW_FAILURES,6,47,4,713.077273860318,4294.07722386032,0.9,0.8054393851276892,0.0,0.0,0.0
BASE,NEW_FAILURES,6,48,4,770.0,4071.0004,0.902717507319239,0.759197399636692,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,1,540,770.0,3679.001029999976,0.9120816594557332,0.6826955831268526,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,2,540,770.0,3511.0012999999512,0.9160655654243183,0.6499335780762864,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,3,540,770.0,3456.0007249999826,0.9173660768454964,0.6392115838735114,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,4,540,770.0,3400.0008149999735,0.9186883264526945,0.6282968639428592,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,5,540,770.0,3366.0011350000236,0.9194901869284421,0.6216711959780808,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,6,540,638.6530347434091,3156.6540297434426,0.928151341026763,0.5867686556586976,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,7,540,450.0,2912.001085000035,0.9402635702747232,0.54780115160026,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,1,8,540,0.0,2630.000814999989,0.941266987498861,0.5155404100325479,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,2,9,540,259.7898591056147,3223.815714105582,0.9260181883076397,0.619558518256636,2.169704362475407,0.015290922239665597,0.0
BASE,PERSISTENT_ADEQUATE,2,10,540,259.51851851851853,3200.9323735185058,0.9268405759583118,0.6162619724264347,0.3435015317782396,0.0024960515215042855,0.0
BASE,PERSISTENT_ADEQUATE,2,11,540,259.51851851851853,3316.528788518501,0.924663759773728,0.6410467509737254,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,2,12,540,255.2962962962963,3360.759986296251,0.9246612363863581,0.653264278928484,0.046642415885430555,0.0003518285681013074,0.0
BASE,PERSISTENT_ADEQUATE,2,13,540,252.40740740740742,3377.6254074074504,0.9248209411859403,0.6586439409889425,0.07571782322575094,0.0005711473734701037,0.0
BASE,PERSISTENT_ADEQUATE,2,14,540,252.40740740740742,3386.403512407381,0.9247713760865917,0.6653619442463953,0.0,0.0,0.0
BASE,PERSISTENT_ADEQUATE,2,15,540,259.51851851851853,3252.051718518483,0.9275272103426537,0.6409249859106979,1.5141753411954357,0.010395715960009988,0.0
BASE,PERSISTENT_ADEQUATE,2,16,540,259.51851851851853,3294.586918518509,0.9264889224718401,0.6469171046256083,1.2689436876956925,0.008692529175890388,0.0
BASE,PERSISTENT_ADEQUATE,3,17,540,424.5404031845694,3473.091523184543,0.9217305645196399,0.6705984684865264,9.676308670193777,0.07273075486753042,0.0
BASE,PERSISTENT_ADEQUATE,3,18,540,403.5525215588551,3394.5339915588543,0.923484095043396,0.6523000060851715,0.35694797419319846,0.002680514035807719,0.0
BASE,PERSISTENT_ADEQUATE,3,19,540,353.86559130766574,3522.636001307714,0.9195457261994537,0.6747604757975266,0.6488058176198901,0.0048700641620379025,0.0
BASE,PERSISTENT_ADEQUATE,3,20,540,307.86885357294136,3932.8692635729694,0.9107085850598187,0.7551609930915403,1.0429657937256496,0.00775355145706442,0.0
BASE,PERSISTENT_ADEQUATE,3,21,540,308.51873579019326,4023.5187357901837,0.9090986660557097,0.7728448047529723,0.4590098100351888,0.0036994523377420954,0.0
BASE,PERSISTENT_ADEQUATE,3,22,540,371.6743720022516,3996.6747820022774,0.9090255444854748,0.7644361581571852,0.460644449089293,0.003406215989139028,0.0
BASE,PERSISTENT_ADEQUATE,3,23,540,458.3384027138467,4039.3383527138703,0.907688939774428,0.7683675553481096,0.258684429005986,0.0020136450929025746,0.0
BASE,PERSISTENT_ADEQUATE,3,24,540,687.7422384889605,3988.7426384889686,0.906871471968484,0.7470601280517547,0.6759543182258604,0.005061554188473689,0.0
BASE,PERSISTENT_ADEQUATE,4,25,488,724.7299665397799,3633.7309965397612,0.9142017377870909,0.67600108564149,12.719027126262588,0.10393404298164823,0.0
BASE,PERSISTENT_ADEQUATE,4,26,488,720.4240135098706,3461.4253135098334,0.9182553128545489,0.6425837349315718,1.338771337361668,0.010605071709642665,0.0
BASE,PERSISTENT_ADEQUATE,4,27,488,721.0763148198247,3407.0770398198138,0.9196233384159964,0.6319583061243673,0.26592603634051365,0.0021084743455634463,0.0
BASE,PERSISTENT_ADEQUATE,4,28,488,724.3146523693407,3354.315467369321,0.9208498964440318,0.6215134954885417,0.6421874105612704,0.005169498194815825,0.0
BASE,PERSISTENT_ADEQUATE,4,29,488,680.2303661606821,3276.2315011607034,0.9231273809938327,0.6083549282692463,0.6133422473000166,0.005065420306379759,0.0
BASE,PERSISTENT_ADEQUATE,4,30,488,650.1295790734348,3168.13057407341,0.9259226959760614,0.5886956688369812,0.9554315188626253,0.008389584514060903,0.0
BASE,PERSISTENT_ADEQUATE,4,31,488,604.2963815067963,3066.297466506827,0.9279507012304893,0.5710893873611709,0.6219883115566402,0.004776805910444681,0.0
BASE,PERSISTENT_ADEQUATE,4,32,488,543.7208881613609,3173.7217031613445,0.9256242951432252,0.5950495776874138,3.012319398653248,0.024764460467664708,0.0
BASE,PERSISTENT_ADEQUATE,5,33,255,658.0734003799217,3622.0992553799333,0.9148074887016877,0.6775445644823221,9.382386625459032,0.08172686167969939,0.0
BASE,PERSISTENT_ADEQUATE,5,34,255,627.471475193039,3568.885330193056,0.9166531699055723,0.6697294078675763,1.4345562081916217,0.013669554417748574,0.0
BASE,PERSISTENT_ADEQUATE,5,35,255,599.9558144308722,3656.966084430866,0.9153116027586449,0.6902830305792647,0.8550459529247373,0.00778710992001946,0.0
BASE,PERSISTENT_ADEQUATE,5,36,255,558.811993416814,3664.275683416817,0.9162698042369268,0.6969006233418908,0.6945423463186488,0.00649238430963138,0.0
BASE,PERSISTENT_ADEQUATE,5,37,255,518.992611971906,3644.2106119719006,0.9172355753410295,0.6968310037674743,0.8354308540048309,0.007702976967101481,0.0
BASE,PERSISTENT_ADEQUATE,5,38,255,487.4628567385626,3621.4589617385805,0.9183537010424985,0.6987912409295772,0.4095160693447951,0.0034768767237896374,0.0
BASE,PERSISTENT_ADEQUATE,5,39,255,578.0644513399573,3570.5976513399382,0.9198816317873472,0.6861081976759472,1.1833738314247162,0.011360474958787522,0.0
BASE,PERSISTENT_ADEQUATE,5,40,255,642.8588327607133,3677.927232760705,0.9166059253783057,0.7015799628868779,1.872483005087064,0.017495253025800038,0.0
BASE,PERSISTENT_ADEQUATE,6,41,56,655.6189968329752,3704.1701168329737,0.9149521567223801,0.7036476330478282,6.945218829412329,0.06156758847166891,0.0
BASE,PERSISTENT_ADEQUATE,6,42,56,611.5694239005394,3602.5508939005385,0.9165797715388052,0.6822430560018605,0.4477922527314605,0.004268188569673163,0.0
BASE,PERSISTENT_ADEQUATE,6,43,56,535.8136139935916,3704.58402399359,0.9134753878681007,0.7011616493662258,0.5467104937110553,0.0047691269760884464,0.0
BASE,PERSISTENT_ADEQUATE,6,44,56,445.874570797665,4070.874980797663,0.9062956714050373,0.775157718815459,0.15376317472383752,0.0012349524562612446,0.0
BASE,PERSISTENT_ADEQUATE,6,45,56,454.3966544634297,4169.396654463428,0.9048776468609931,0.7939467622853057,0.21252495439845356,0.0019782907989217857,0.0
BASE,PERSISTENT_ADEQUATE,6,46,56,531.8651025077246,4156.865512507722,0.9040950408327552,0.7876180733501507,1.4867038914944928,0.014554022073850634,0.0
BASE,PERSISTENT_ADEQUATE,6,47,56,656.7807168620621,4237.780666862063,0.9016372551173087,0.7972061031725465,1.1969987574659064,0.012051606054145823,0.0
BASE,PERSISTENT_ADEQUATE,6,48,56,741.5022588653576,4042.502658865355,0.9038599178570917,0.7550117914826915,3.8923364556401494,0.0390557640522864,0.0
BASE,PERSISTENT_FAILURE,1,1,285,770.0,3679.0010300000195,0.9120816594557298,0.6826955831268441,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,2,285,770.0,3511.001300000003,0.9160655654243053,0.6499335780762865,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,3,285,770.0,3456.0007250000194,0.9173660768454963,0.6392115838735044,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,4,285,770.0,3400.0008150000117,0.9186883264526937,0.6282968639428544,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,5,285,770.0,3366.00113500002,0.919490186928442,0.6216711959780807,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,6,285,638.6530347434158,3156.6540297433985,0.9281513410267637,0.5867686556586964,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,7,285,450.0,2912.0010849999967,0.9402635702747104,0.5478011516002654,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,1,8,285,0.0,2630.000815000005,0.9412669874988585,0.5155404100325526,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,2,9,285,246.20239512755998,3210.228250127572,0.9264210084146473,0.6175764559577543,2.9441131491193717,0.02059542201288889,0.0
BASE,PERSISTENT_FAILURE,2,10,285,245.859649122807,3187.2735041228248,0.9272440634421766,0.6142729791953508,0.2350555085881896,0.0016943896459839561,0.0
BASE,PERSISTENT_FAILURE,2,11,285,245.859649122807,3302.869919122801,0.9250682048223564,0.6390657840525147,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,2,12,285,242.49122807017545,3347.9549180701792,0.9250013515143477,0.651419439057881,0.4445781128262175,0.0032005870453133897,0.0
BASE,PERSISTENT_FAILURE,2,13,285,235.33333333333334,3360.5513333333274,0.9254818084033286,0.6561765342649271,0.14346534926984386,0.0010821739707854597,0.0
BASE,PERSISTENT_FAILURE,2,14,285,235.33333333333334,3369.329438333353,0.9254040992341087,0.6629117249850468,0.0,0.0,0.0
BASE,PERSISTENT_FAILURE,2,15,285,245.859649122807,3238.392849122786,0.9278863988024924,0.6389797980870252,1.3542862799814313,0.009469659000508068,0.0
BASE,PERSISTENT_FAILURE,2,16,285,245.859649122807,3280.9280491227983,0.9268621112654355,0.6449653509637826,0.9617257422535777,0.006588022112253769,0.0
BASE,PERSISTENT_FAILURE,3,17,285,451.82456140350877,3500.375681403493,0.9208943820052434,0.6745247944398007,10.345584214263033,0.079169882131166,0.0
BASE,PERSISTENT_FAILURE,3,18,285,436.2128490793149,3427.194319079314,0.9223932178715925,0.6570403093575959,0.3295518813694112,0.0025675666706068286,0.0
BASE,PERSISTENT_FAILURE,3,19,285,398.67995915304,3567.4503691530376,0.9179189016292194,0.6813051287788503,0.458611591551715,0.0037099120009882257,0.0
BASE,PERSISTENT_FAILURE,3,20,285,354.53148399349334,3979.5318939934973,0.9093021608292389,0.7619498475540936,0.5784819161330238,0.004503343939915644,0.0
BASE,PERSISTENT_FAILURE,3,21,285,350.9221769692724,4065.9221769692776,0.907914376216627,0.7790060228268921,0.5014845652724367,0.003969930500751968,0.0
BASE,PERSISTENT_FAILURE,3,22,285,401.7074233490126,4026.7078333490185,0.9081599589223779,0.7688074064591869,0.854986460298942,0.006494201939225141,0.0
BASE,PERSISTENT_FAILURE,3,23,285,468.6608869153396,4049.660836915331,0.9071554335374492,0.7698900706940642,0.28618317357278417,0.0022446864338254934,0.0
BASE,PERSISTENT_FAILURE,3,24,285,693.4869241253192,3994.4873241253313,0.9068219841061068,0.7478900372196552,1.7964155387619254,0.013714899394275405,0.0
BASE,PERSISTENT_FAILURE,4,25,258,724.1085271317829,3633.1095571317996,0.91440663315918,0.6758977979329218,14.337935706867547,0.12124787832367834,0.0
BASE,PERSISTENT_FAILURE,4,26,258,715.3711177397237,3456.3724177397266,0.9185551412984102,0.6418280790741193,1.4582322839270534,0.012522909443226331,0.0
BASE,PERSISTENT_FAILURE,4,27,258,710.8831540565486,3396.8838790565646,0.920014273300814,0.6304490847483945,0.15663663871165828,0.001217865288702306,0.0
BASE,PERSISTENT_FAILURE,4,28,258,722.5228924812785,3352.5237074812876,0.921045358410029,0.6212342626046281,0.35012702703077925,0.002852407743813669,0.0
BASE,PERSISTENT_FAILURE,4,29,258,675.2262488661194,3271.227383866137,0.9229580034369731,0.6076654791438496,1.0989920727595268,0.009182649995692668,0.0
BASE,PERSISTENT_FAILURE,4,30,258,655.1325552879256,3173.133550287933,0.9255017130624709,0.5894953260285694,1.0263158451219452,0.008208762426701382,0.0
BASE,PERSISTENT_FAILURE,4,31,258,613.8194954148905,3075.8205804148865,0.9274871852184671,0.5725397086840363,0.8341536783298035,0.007143527944632104,0.0
BASE,PERSISTENT_FAILURE,4,32,258,571.6101531843195,3201.6109681843263,0.9245497001435311,0.5991638286061072,3.0871627682606966,0.025947047841533212,0.0
BASE,PERSISTENT_FAILURE,5,33,128,653.8522100090563,3617.8780650090657,0.9145799133528595,0.6769642551186364,10.145195373852458,0.09268607955341122,0.0
BASE,PERSISTENT_FAILURE,5,34,128,630.6528568576393,3572.0667118576343,0.9160293432239022,0.6702439012213025,1.1288248236564742,0.010441454433306492,0.0
BASE,PERSISTENT_FAILURE,5,35,128,620.7028096495591,3677.713079649571,0.9141789060367097,0.6933620317924737,1.070594613827088,0.0105278766888078,0.0
BASE,PERSISTENT_FAILURE,5,36,128,594.115064745708,3699.578754745711,0.9150350662766064,0.7020606754404206,0.6728910025431495,0.006136494180529286,0.0
