path_id,base_frozen_tail_group,base_terminal_site_gap_kg,selection_rank,selection_rule
2238,NORMAL95,0.0,2132,retrospective Base terminal_site_gap rank; ties path_id
2239,NORMAL95,0.0,2133,retrospective Base terminal_site_gap rank; ties path_id
2241,NORMAL95,0.0,2134,retrospective Base terminal_site_gap rank; ties path_id
2242,NORMAL95,0.0,2135,retrospective Base terminal_site_gap rank; ties path_id
2243,NORMAL95,0.0,2136,retrospective Base terminal_site_gap rank; ties path_id
2244,NORMAL95,0.0,2137,retrospective Base terminal_site_gap rank; ties path_id
2245,NORMAL95,0.0,2138,retrospective Base terminal_site_gap rank; ties path_id
2246,NORMAL95,0.0,2139,retrospective Base terminal_site_gap rank; ties path_id
2247,NORMAL95,0.0,2140,retrospective Base terminal_site_gap rank; ties path_id
2248,NORMAL95,0.0,2141,retrospective Base terminal_site_gap rank; ties path_id
2249,NORMAL95,0.0,2142,retrospective Base terminal_site_gap rank; ties path_id
2250,NORMAL95,0.0,2143,retrospective Base terminal_site_gap rank; ties path_id
2251,NORMAL95,0.0,2144,retrospective Base terminal_site_gap rank; ties path_id
2252,NORMAL95,0.0,2145,retrospective Base terminal_site_gap rank; ties path_id
2253,NORMAL95,0.0,2146,retrospective Base terminal_site_gap rank; ties path_id
2254,NORMAL95,0.0,2147,retrospective Base terminal_site_gap rank; ties path_id
2255,NORMAL95,0.0,2148,retrospective Base terminal_site_gap rank; ties path_id
2256,NORMAL95,0.0,2149,retrospective Base terminal_site_gap rank; ties path_id
2257,NORMAL95,0.0,2150,retrospective Base terminal_site_gap rank; ties path_id
2258,NORMAL95,0.0,2151,retrospective Base terminal_site_gap rank; ties path_id
2259,NORMAL95,0.0,2152,retrospective Base terminal_site_gap rank; ties path_id
2260,NORMAL95,0.0,2153,retrospective Base terminal_site_gap rank; ties path_id
2261,NORMAL95,0.0,2154,retrospective Base terminal_site_gap rank; ties path_id
2262,NORMAL95,0.0,2155,retrospective Base terminal_site_gap rank; ties path_id
2263,NORMAL95,0.0,2156,retrospective Base terminal_site_gap rank; ties path_id
2264,NORMAL95,0.0,2157,retrospective Base terminal_site_gap rank; ties path_id
2265,NORMAL95,0.0,2158,retrospective Base terminal_site_gap rank; ties path_id
2266,NORMAL95,0.0,2159,retrospective Base terminal_site_gap rank; ties path_id
2267,NORMAL95,0.0,2160,retrospective Base terminal_site_gap rank; ties path_id
2269,NORMAL95,0.0,2161,retrospective Base terminal_site_gap rank; ties path_id
2270,NORMAL95,0.0,2162,retrospective Base terminal_site_gap rank; ties path_id
2271,NORMAL95,0.0,2163,retrospective Base terminal_site_gap rank; ties path_id
2272,NORMAL95,0.0,2164,retrospective Base terminal_site_gap rank; ties path_id
2273,NORMAL95,0.0,2165,retrospective Base terminal_site_gap rank; ties path_id
2274,NORMAL95,0.0,2166,retrospective Base terminal_site_gap rank; ties path_id
2275,NORMAL95,0.0,2167,retrospective Base terminal_site_gap rank; ties path_id
2276,NORMAL95,0.0,2168,retrospective Base terminal_site_gap rank; ties path_id
2277,NORMAL95,0.0,2169,retrospective Base terminal_site_gap rank; ties path_id
2278,NORMAL95,0.0,2170,retrospective Base terminal_site_gap rank; ties path_id
2279,NORMAL95,0.0,2171,retrospective Base terminal_site_gap rank; ties path_id
2280,NORMAL95,0.0,2172,retrospective Base terminal_site_gap rank; ties path_id
2281,NORMAL95,0.0,2173,retrospective Base terminal_site_gap rank; ties path_id
2282,NORMAL95,0.0,2174,retrospective Base terminal_site_gap rank; ties path_id
2283,NORMAL95,0.0,2175,retrospective Base terminal_site_gap rank; ties path_id
2284,NORMAL95,0.0,2176,retrospective Base terminal_site_gap rank; ties path_id
2285,NORMAL95,0.0,2177,retrospective Base terminal_site_gap rank; ties path_id
2286,NORMAL95,0.0,2178,retrospective Base terminal_site_gap rank; ties path_id
2287,NORMAL95,0.0,2179,retrospective Base terminal_site_gap rank; ties path_id
2288,NORMAL95,0.0,2180,retrospective Base terminal_site_gap rank; ties path_id
2290,NORMAL95,0.0,2181,retrospective Base terminal_site_gap rank; ties path_id
2291,NORMAL95,0.0,2182,retrospective Base terminal_site_gap rank; ties path_id
2292,NORMAL95,0.0,2183,retrospective Base terminal_site_gap rank; ties path_id
2293,NORMAL95,0.0,2184,retrospective Base terminal_site_gap rank; ties path_id
2294,NORMAL95,0.0,2185,retrospective Base terminal_site_gap rank; ties path_id
2295,NORMAL95,0.0,2186,retrospective Base terminal_site_gap rank; ties path_id
2296,NORMAL95,0.0,2187,retrospective Base terminal_site_gap rank; ties path_id
2297,NORMAL95,0.0,2188,retrospective Base terminal_site_gap rank; ties path_id
2298,NORMAL95,0.0,2189,retrospective Base terminal_site_gap rank; ties path_id
2299,NORMAL95,0.0,2190,retrospective Base terminal_site_gap rank; ties path_id
2300,NORMAL95,0.0,2191,retrospective Base terminal_site_gap rank; ties path_id
2301,NORMAL95,0.0,2192,retrospective Base terminal_site_gap rank; ties path_id
2302,NORMAL95,0.0,2193,retrospective Base terminal_site_gap rank; ties path_id
2303,NORMAL95,0.0,2194,retrospective Base terminal_site_gap rank; ties path_id
2304,NORMAL95,0.0,2195,retrospective Base terminal_site_gap rank; ties path_id
2307,NORMAL95,0.0,2196,retrospective Base terminal_site_gap rank; ties path_id
2308,NORMAL95,0.0,2197,retrospective Base terminal_site_gap rank; ties path_id
2309,NORMAL95,0.0,2198,retrospective Base terminal_site_gap rank; ties path_id
2310,NORMAL95,0.0,2199,retrospective Base terminal_site_gap rank; ties path_id
2311,NORMAL95,0.0,2200,retrospective Base terminal_site_gap rank; ties path_id
2312,NORMAL95,0.0,2201,retrospective Base terminal_site_gap rank; ties path_id
2313,NORMAL95,0.0,2202,retrospective Base terminal_site_gap rank; ties path_id
2314,NORMAL95,0.0,2203,retrospective Base terminal_site_gap rank; ties path_id
2315,NORMAL95,0.0,2204,retrospective Base terminal_site_gap rank; ties path_id
2318,NORMAL95,0.0,2205,retrospective Base terminal_site_gap rank; ties path_id
2319,NORMAL95,0.0,2206,retrospective Base terminal_site_gap rank; ties path_id
2320,NORMAL95,0.0,2207,retrospective Base terminal_site_gap rank; ties path_id
2321,NORMAL95,0.0,2208,retrospective Base terminal_site_gap rank; ties path_id
2322,NORMAL95,0.0,2209,retrospective Base terminal_site_gap rank; ties path_id
2323,NORMAL95,0.0,2210,retrospective Base terminal_site_gap rank; ties path_id
2324,NORMAL95,0.0,2211,retrospective Base terminal_site_gap rank; ties path_id
2325,NORMAL95,0.0,2212,retrospective Base terminal_site_gap rank; ties path_id
2326,NORMAL95,0.0,2213,retrospective Base terminal_site_gap rank; ties path_id
2327,NORMAL95,0.0,2214,retrospective Base terminal_site_gap rank; ties path_id
2328,NORMAL95,0.0,2215,retrospective Base terminal_site_gap rank; ties path_id
2329,NORMAL95,0.0,2216,retrospective Base terminal_site_gap rank; ties path_id
2330,NORMAL95,0.0,2217,retrospective Base terminal_site_gap rank; ties path_id
2331,NORMAL95,0.0,2218,retrospective Base terminal_site_gap rank; ties path_id
2332,NORMAL95,0.0,2219,retrospective Base terminal_site_gap rank; ties path_id
2334,NORMAL95,0.0,2220,retrospective Base terminal_site_gap rank; ties path_id
2335,NORMAL95,0.0,2221,retrospective Base terminal_site_gap rank; ties path_id
2336,NORMAL95,0.0,2222,retrospective Base terminal_site_gap rank; ties path_id
2337,NORMAL95,0.0,2223,retrospective Base terminal_site_gap rank; ties path_id
2338,NORMAL95,0.0,2224,retrospective Base terminal_site_gap rank; ties path_id
2339,NORMAL95,0.0,2225,retrospective Base terminal_site_gap rank; ties path_id
2340,NORMAL95,0.0,2226,retrospective Base terminal_site_gap rank; ties path_id
2341,NORMAL95,0.0,2227,retrospective Base terminal_site_gap rank; ties path_id
2342,NORMAL95,0.0,2228,retrospective Base terminal_site_gap rank; ties path_id
2343,NORMAL95,0.0,2229,retrospective Base terminal_site_gap rank; ties path_id
2344,NORMAL95,0.0,2230,retrospective Base terminal_site_gap rank; ties path_id
2345,NORMAL95,0.0,2231,retrospective Base terminal_site_gap rank; ties path_id
2346,NORMAL95,0.0,2232,retrospective Base terminal_site_gap rank; ties path_id
2347,NORMAL95,0.0,2233,retrospective Base terminal_site_gap rank; ties path_id
2348,NORMAL95,0.0,2234,retrospective Base terminal_site_gap rank; ties path_id
2349,NORMAL95,0.0,2235,retrospective Base terminal_site_gap rank; ties path_id
2350,NORMAL95,0.0,2236,retrospective Base terminal_site_gap rank; ties path_id
2351,NORMAL95,0.0,2237,retrospective Base terminal_site_gap rank; ties path_id
2352,NORMAL95,0.0,2238,retrospective Base terminal_site_gap rank; ties path_id
2353,NORMAL95,0.0,2239,retrospective Base terminal_site_gap rank; ties path_id
2354,NORMAL95,0.0,2240,retrospective Base terminal_site_gap rank; ties path_id
2355,NORMAL95,0.0,2241,retrospective Base terminal_site_gap rank; ties path_id
2356,NORMAL95,0.0,2242,retrospective Base terminal_site_gap rank; ties path_id
2357,NORMAL95,0.0,2243,retrospective Base terminal_site_gap rank; ties path_id
2358,NORMAL95,0.0,2244,retrospective Base terminal_site_gap rank; ties path_id
2359,NORMAL95,0.0,2245,retrospective Base terminal_site_gap rank; ties path_id
2360,NORMAL95,0.0,2246,retrospective Base terminal_site_gap rank; ties path_id
2361,NORMAL95,0.0,2247,retrospective Base terminal_site_gap rank; ties path_id
2362,NORMAL95,0.0,2248,retrospective Base terminal_site_gap rank; ties path_id
2363,NORMAL95,0.0,2249,retrospective Base terminal_site_gap rank; ties path_id
2364,NORMAL95,0.0,2250,retrospective Base terminal_site_gap rank; ties path_id
2365,NORMAL95,0.0,2251,retrospective Base terminal_site_gap rank; ties path_id
2367,NORMAL95,0.0,2252,retrospective Base terminal_site_gap rank; ties path_id
2368,NORMAL95,0.0,2253,retrospective Base terminal_site_gap rank; ties path_id
2369,NORMAL95,0.0,2254,retrospective Base terminal_site_gap rank; ties path_id
2371,NORMAL95,0.0,2255,retrospective Base terminal_site_gap rank; ties path_id
2372,NORMAL95,0.0,2256,retrospective Base terminal_site_gap rank; ties path_id
2373,NORMAL95,0.0,2257,retrospective Base terminal_site_gap rank; ties path_id
2374,NORMAL95,0.0,2258,retrospective Base terminal_site_gap rank; ties path_id
2375,NORMAL95,0.0,2259,retrospective Base terminal_site_gap rank; ties path_id
2376,NORMAL95,0.0,2260,retrospective Base terminal_site_gap rank; ties path_id
2377,NORMAL95,0.0,2261,retrospective Base terminal_site_gap rank; ties path_id
2378,NORMAL95,0.0,2262,retrospective Base terminal_site_gap rank; ties path_id
2379,NORMAL95,0.0,2263,retrospective Base terminal_site_gap rank; ties path_id
2380,NORMAL95,0.0,2264,retrospective Base terminal_site_gap rank; ties path_id
2382,NORMAL95,0.0,2265,retrospective Base terminal_site_gap rank; ties path_id
2383,NORMAL95,0.0,2266,retrospective Base terminal_site_gap rank; ties path_id
2384,NORMAL95,0.0,2267,retrospective Base terminal_site_gap rank; ties path_id
2385,NORMAL95,0.0,2268,retrospective Base terminal_site_gap rank; ties path_id
2386,NORMAL95,0.0,2269,retrospective Base terminal_site_gap rank; ties path_id
2387,NORMAL95,0.0,2270,retrospective Base terminal_site_gap rank; ties path_id
2388,NORMAL95,0.0,2271,retrospective Base terminal_site_gap rank; ties path_id
2389,NORMAL95,0.0,2272,retrospective Base terminal_site_gap rank; ties path_id
2390,NORMAL95,0.0,2273,retrospective Base terminal_site_gap rank; ties path_id
2391,NORMAL95,0.0,2274,retrospective Base terminal_site_gap rank; ties path_id
2392,NORMAL95,0.0,2275,retrospective Base terminal_site_gap rank; ties path_id
2393,NORMAL95,0.0,2276,retrospective Base terminal_site_gap rank; ties path_id
2394,NORMAL95,0.0,2277,retrospective Base terminal_site_gap rank; ties path_id
2395,NORMAL95,0.0,2278,retrospective Base terminal_site_gap rank; ties path_id
2396,NORMAL95,0.0,2279,retrospective Base terminal_site_gap rank; ties path_id
2397,NORMAL95,0.0,2280,retrospective Base terminal_site_gap rank; ties path_id
2399,NORMAL95,0.0,2281,retrospective Base terminal_site_gap rank; ties path_id
2400,NORMAL95,0.0,2282,retrospective Base terminal_site_gap rank; ties path_id
2401,NORMAL95,0.0,2283,retrospective Base terminal_site_gap rank; ties path_id
2402,NORMAL95,0.0,2284,retrospective Base terminal_site_gap rank; ties path_id
2403,NORMAL95,0.0,2285,retrospective Base terminal_site_gap rank; ties path_id
2404,NORMAL95,0.0,2286,retrospective Base terminal_site_gap rank; ties path_id
2405,NORMAL95,0.0,2287,retrospective Base terminal_site_gap rank; ties path_id
2406,NORMAL95,0.0,2288,retrospective Base terminal_site_gap rank; ties path_id
2407,NORMAL95,0.0,2289,retrospective Base terminal_site_gap rank; ties path_id
2408,NORMAL95,0.0,2290,retrospective Base terminal_site_gap rank; ties path_id
2409,NORMAL95,0.0,2291,retrospective Base terminal_site_gap rank; ties path_id
2410,NORMAL95,0.0,2292,retrospective Base terminal_site_gap rank; ties path_id
2412,NORMAL95,0.0,2293,retrospective Base terminal_site_gap rank; ties path_id
2413,NORMAL95,0.0,2294,retrospective Base terminal_site_gap rank; ties path_id
2415,NORMAL95,0.0,2295,retrospective Base terminal_site_gap rank; ties path_id
2416,NORMAL95,0.0,2296,retrospective Base terminal_site_gap rank; ties path_id
2417,NORMAL95,0.0,2297,retrospective Base terminal_site_gap rank; ties path_id
2418,NORMAL95,0.0,2298,retrospective Base terminal_site_gap rank; ties path_id
2421,NORMAL95,0.0,2299,retrospective Base terminal_site_gap rank; ties path_id
2423,NORMAL95,0.0,2300,retrospective Base terminal_site_gap rank; ties path_id
2424,NORMAL95,0.0,2301,retrospective Base terminal_site_gap rank; ties path_id
2426,NORMAL95,0.0,2302,retrospective Base terminal_site_gap rank; ties path_id
2427,NORMAL95,0.0,2303,retrospective Base terminal_site_gap rank; ties path_id
2428,NORMAL95,0.0,2304,retrospective Base terminal_site_gap rank; ties path_id
2429,NORMAL95,0.0,2305,retrospective Base terminal_site_gap rank; ties path_id
2430,NORMAL95,0.0,2306,retrospective Base terminal_site_gap rank; ties path_id
2431,NORMAL95,0.0,2307,retrospective Base terminal_site_gap rank; ties path_id
2432,NORMAL95,0.0,2308,retrospective Base terminal_site_gap rank; ties path_id
2433,NORMAL95,0.0,2309,retrospective Base terminal_site_gap rank; ties path_id
2434,NORMAL95,0.0,2310,retrospective Base terminal_site_gap rank; ties path_id
2436,NORMAL95,0.0,2311,retrospective Base terminal_site_gap rank; ties path_id
2437,NORMAL95,0.0,2312,retrospective Base terminal_site_gap rank; ties path_id
2438,NORMAL95,0.0,2313,retrospective Base terminal_site_gap rank; ties path_id
2439,NORMAL95,0.0,2314,retrospective Base terminal_site_gap rank; ties path_id
2440,NORMAL95,0.0,2315,retrospective Base terminal_site_gap rank; ties path_id
2441,NORMAL95,0.0,2316,retrospective Base terminal_site_gap rank; ties path_id
2442,NORMAL95,0.0,2317,retrospective Base terminal_site_gap rank; ties path_id
2443,NORMAL95,0.0,2318,retrospective Base terminal_site_gap rank; ties path_id
2444,NORMAL95,0.0,2319,retrospective Base terminal_site_gap rank; ties path_id
2445,NORMAL95,0.0,2320,retrospective Base terminal_site_gap rank; ties path_id
2446,NORMAL95,0.0,2321,retrospective Base terminal_site_gap rank; ties path_id
2447,NORMAL95,0.0,2322,retrospective Base terminal_site_gap rank; ties path_id
2448,NORMAL95,0.0,2323,retrospective Base terminal_site_gap rank; ties path_id
2449,NORMAL95,0.0,2324,retrospective Base terminal_site_gap rank; ties path_id
2450,NORMAL95,0.0,2325,retrospective Base terminal_site_gap rank; ties path_id
2451,NORMAL95,0.0,2326,retrospective Base terminal_site_gap rank; ties path_id
2452,NORMAL95,0.0,2327,retrospective Base terminal_site_gap rank; ties path_id
2453,NORMAL95,0.0,2328,retrospective Base terminal_site_gap rank; ties path_id
2454,NORMAL95,0.0,2329,retrospective Base terminal_site_gap rank; ties path_id
2455,NORMAL95,0.0,2330,retrospective Base terminal_site_gap rank; ties path_id
2456,NORMAL95,0.0,2331,retrospective Base terminal_site_gap rank; ties path_id
2457,NORMAL95,0.0,2332,retrospective Base terminal_site_gap rank; ties path_id
2458,NORMAL95,0.0,2333,retrospective Base terminal_site_gap rank; ties path_id
2459,NORMAL95,0.0,2334,retrospective Base terminal_site_gap rank; ties path_id
2460,NORMAL95,0.0,2335,retrospective Base terminal_site_gap rank; ties path_id
2461,NORMAL95,0.0,2336,retrospective Base terminal_site_gap rank; ties path_id
2462,NORMAL95,0.0,2337,retrospective Base terminal_site_gap rank; ties path_id
2463,NORMAL95,0.0,2338,retrospective Base terminal_site_gap rank; ties path_id
2464,NORMAL95,0.0,2339,retrospective Base terminal_site_gap rank; ties path_id
2465,NORMAL95,0.0,2340,retrospective Base terminal_site_gap rank; ties path_id
2466,NORMAL95,0.0,2341,retrospective Base terminal_site_gap rank; ties path_id
2468,NORMAL95,0.0,2342,retrospective Base terminal_site_gap rank; ties path_id
2469,NORMAL95,0.0,2343,retrospective Base terminal_site_gap rank; ties path_id
2471,NORMAL95,0.0,2344,retrospective Base terminal_site_gap rank; ties path_id
2472,NORMAL95,0.0,2345,retrospective Base terminal_site_gap rank; ties path_id
2473,NORMAL95,0.0,2346,retrospective Base terminal_site_gap rank; ties path_id
2474,NORMAL95,0.0,2347,retrospective Base terminal_site_gap rank; ties path_id
2475,NORMAL95,0.0,2348,retrospective Base terminal_site_gap rank; ties path_id
2476,NORMAL95,0.0,2349,retrospective Base terminal_site_gap rank; ties path_id
2477,NORMAL95,0.0,2350,retrospective Base terminal_site_gap rank; ties path_id
2479,NORMAL95,0.0,2351,retrospective Base terminal_site_gap rank; ties path_id
2480,NORMAL95,0.0,2352,retrospective Base terminal_site_gap rank; ties path_id
2481,NORMAL95,0.0,2353,retrospective Base terminal_site_gap rank; ties path_id
2482,NORMAL95,0.0,2354,retrospective Base terminal_site_gap rank; ties path_id
2483,NORMAL95,0.0,2355,retrospective Base terminal_site_gap rank; ties path_id
2484,NORMAL95,0.0,2356,retrospective Base terminal_site_gap rank; ties path_id
2485,NORMAL95,0.0,2357,retrospective Base terminal_site_gap rank; ties path_id
2486,NORMAL95,0.0,2358,retrospective Base terminal_site_gap rank; ties path_id
2487,NORMAL95,0.0,2359,retrospective Base terminal_site_gap rank; ties path_id
2488,NORMAL95,0.0,2360,retrospective Base terminal_site_gap rank; ties path_id
2489,NORMAL95,0.0,2361,retrospective Base terminal_site_gap rank; ties path_id
2491,NORMAL95,0.0,2362,retrospective Base terminal_site_gap rank; ties path_id
2492,NORMAL95,0.0,2363,retrospective Base terminal_site_gap rank; ties path_id
2493,NORMAL95,0.0,2364,retrospective Base terminal_site_gap rank; ties path_id
2494,NORMAL95,0.0,2365,retrospective Base terminal_site_gap rank; ties path_id
2495,NORMAL95,0.0,2366,retrospective Base terminal_site_gap rank; ties path_id
2496,NORMAL95,0.0,2367,retrospective Base terminal_site_gap rank; ties path_id
2497,NORMAL95,0.0,2368,retrospective Base terminal_site_gap rank; ties path_id
2498,NORMAL95,0.0,2369,retrospective Base terminal_site_gap rank; ties path_id
2499,NORMAL95,0.0,2370,retrospective Base terminal_site_gap rank; ties path_id
2500,NORMAL95,0.0,2371,retrospective Base terminal_site_gap rank; ties path_id
2502,NORMAL95,0.0,2372,retrospective Base terminal_site_gap rank; ties path_id
2503,NORMAL95,0.0,2373,retrospective Base terminal_site_gap rank; ties path_id
2504,NORMAL95,0.0,2374,retrospective Base terminal_site_gap rank; ties path_id
2505,NORMAL95,0.0,2375,retrospective Base terminal_site_gap rank; ties path_id
2506,NORMAL95,0.0,2376,retrospective Base terminal_site_gap rank; ties path_id
2507,NORMAL95,0.0,2377,retrospective Base terminal_site_gap rank; ties path_id
2508,NORMAL95,0.0,2378,retrospective Base terminal_site_gap rank; ties path_id
2510,NORMAL95,0.0,2379,retrospective Base terminal_site_gap rank; ties path_id
2511,NORMAL95,0.0,2380,retrospective Base terminal_site_gap rank; ties path_id
2512,NORMAL95,0.0,2381,retrospective Base terminal_site_gap rank; ties path_id
2513,NORMAL95,0.0,2382,retrospective Base terminal_site_gap rank; ties path_id
2514,NORMAL95,0.0,2383,retrospective Base terminal_site_gap rank; ties path_id
2515,NORMAL95,0.0,2384,retrospective Base terminal_site_gap rank; ties path_id
2516,NORMAL95,0.0,2385,retrospective Base terminal_site_gap rank; ties path_id
2517,NORMAL95,0.0,2386,retrospective Base terminal_site_gap rank; ties path_id
2518,NORMAL95,0.0,2387,retrospective Base terminal_site_gap rank; ties path_id
2519,NORMAL95,0.0,2388,retrospective Base terminal_site_gap rank; ties path_id
2520,NORMAL95,0.0,2389,retrospective Base terminal_site_gap rank; ties path_id
2521,NORMAL95,0.0,2390,retrospective Base terminal_site_gap rank; ties path_id
2522,NORMAL95,0.0,2391,retrospective Base terminal_site_gap rank; ties path_id
2523,NORMAL95,0.0,2392,retrospective Base terminal_site_gap rank; ties path_id
2524,NORMAL95,0.0,2393,retrospective Base terminal_site_gap rank; ties path_id
2525,NORMAL95,0.0,2394,retrospective Base terminal_site_gap rank; ties path_id
2526,NORMAL95,0.0,2395,retrospective Base terminal_site_gap rank; ties path_id
2527,NORMAL95,0.0,2396,retrospective Base terminal_site_gap rank; ties path_id
2528,NORMAL95,0.0,2397,retrospective Base terminal_site_gap rank; ties path_id
2529,NORMAL95,0.0,2398,retrospective Base terminal_site_gap rank; ties path_id
2530,NORMAL95,0.0,2399,retrospective Base terminal_site_gap rank; ties path_id
2531,NORMAL95,0.0,2400,retrospective Base terminal_site_gap rank; ties path_id
2533,NORMAL95,0.0,2401,retrospective Base terminal_site_gap rank; ties path_id
2534,NORMAL95,0.0,2402,retrospective Base terminal_site_gap rank; ties path_id
2535,NORMAL95,0.0,2403,retrospective Base terminal_site_gap rank; ties path_id
2536,NORMAL95,0.0,2404,retrospective Base terminal_site_gap rank; ties path_id
2537,NORMAL95,0.0,2405,retrospective Base terminal_site_gap rank; ties path_id
2538,NORMAL95,0.0,2406,retrospective Base terminal_site_gap rank; ties path_id
2539,NORMAL95,0.0,2407,retrospective Base terminal_site_gap rank; ties path_id
2540,NORMAL95,0.0,2408,retrospective Base terminal_site_gap rank; ties path_id
2541,NORMAL95,0.0,2409,retrospective Base terminal_site_gap rank; ties path_id
2542,NORMAL95,0.0,2410,retrospective Base terminal_site_gap rank; ties path_id
2543,NORMAL95,0.0,2411,retrospective Base terminal_site_gap rank; ties path_id
2544,NORMAL95,0.0,2412,retrospective Base terminal_site_gap rank; ties path_id
2545,NORMAL95,0.0,2413,retrospective Base terminal_site_gap rank; ties path_id
2546,NORMAL95,0.0,2414,retrospective Base terminal_site_gap rank; ties path_id
2547,NORMAL95,0.0,2415,retrospective Base terminal_site_gap rank; ties path_id
2548,NORMAL95,0.0,2416,retrospective Base terminal_site_gap rank; ties path_id
2549,NORMAL95,0.0,2417,retrospective Base terminal_site_gap rank; ties path_id
2550,NORMAL95,0.0,2418,retrospective Base terminal_site_gap rank; ties path_id
2551,NORMAL95,0.0,2419,retrospective Base terminal_site_gap rank; ties path_id
2552,NORMAL95,0.0,2420,retrospective Base terminal_site_gap rank; ties path_id
2553,NORMAL95,0.0,2421,retrospective Base terminal_site_gap rank; ties path_id
2554,NORMAL95,0.0,2422,retrospective Base terminal_site_gap rank; ties path_id
2555,NORMAL95,0.0,2423,retrospective Base terminal_site_gap rank; ties path_id
2556,NORMAL95,0.0,2424,retrospective Base terminal_site_gap rank; ties path_id
2557,NORMAL95,0.0,2425,retrospective Base terminal_site_gap rank; ties path_id
2558,NORMAL95,0.0,2426,retrospective Base terminal_site_gap rank; ties path_id
2559,NORMAL95,0.0,2427,retrospective Base terminal_site_gap rank; ties path_id
2560,NORMAL95,0.0,2428,retrospective Base terminal_site_gap rank; ties path_id
2561,NORMAL95,0.0,2429,retrospective Base terminal_site_gap rank; ties path_id
2562,NORMAL95,0.0,2430,retrospective Base terminal_site_gap rank; ties path_id
2563,NORMAL95,0.0,2431,retrospective Base terminal_site_gap rank; ties path_id
2564,NORMAL95,0.0,2432,retrospective Base terminal_site_gap rank; ties path_id
2565,NORMAL95,0.0,2433,retrospective Base terminal_site_gap rank; ties path_id
2567,NORMAL95,0.0,2434,retrospective Base terminal_site_gap rank; ties path_id
2568,NORMAL95,0.0,2435,retrospective Base terminal_site_gap rank; ties path_id
2569,NORMAL95,0.0,2436,retrospective Base terminal_site_gap rank; ties path_id
2570,NORMAL95,0.0,2437,retrospective Base terminal_site_gap rank; ties path_id
2571,NORMAL95,0.0,2438,retrospective Base terminal_site_gap rank; ties path_id
2572,NORMAL95,0.0,2439,retrospective Base terminal_site_gap rank; ties path_id
2573,NORMAL95,0.0,2440,retrospective Base terminal_site_gap rank; ties path_id
2574,NORMAL95,0.0,2441,retrospective Base terminal_site_gap rank; ties path_id
2575,NORMAL95,0.0,2442,retrospective Base terminal_site_gap rank; ties path_id
2576,NORMAL95,0.0,2443,retrospective Base terminal_site_gap rank; ties path_id
2577,NORMAL95,0.0,2444,retrospective Base terminal_site_gap rank; ties path_id
2578,NORMAL95,0.0,2445,retrospective Base terminal_site_gap rank; ties path_id
2579,NORMAL95,0.0,2446,retrospective Base terminal_site_gap rank; ties path_id
2580,NORMAL95,0.0,2447,retrospective Base terminal_site_gap rank; ties path_id
2582,NORMAL95,0.0,2448,retrospective Base terminal_site_gap rank; ties path_id
2583,NORMAL95,0.0,2449,retrospective Base terminal_site_gap rank; ties path_id
2584,NORMAL95,0.0,2450,retrospective Base terminal_site_gap rank; ties path_id
2585,NORMAL95,0.0,2451,retrospective Base terminal_site_gap rank; ties path_id
2586,NORMAL95,0.0,2452,retrospective Base terminal_site_gap rank; ties path_id
2587,NORMAL95,0.0,2453,retrospective Base terminal_site_gap rank; ties path_id
2588,NORMAL95,0.0,2454,retrospective Base terminal_site_gap rank; ties path_id
2589,NORMAL95,0.0,2455,retrospective Base terminal_site_gap rank; ties path_id
2590,NORMAL95,0.0,2456,retrospective Base terminal_site_gap rank; ties path_id
2591,NORMAL95,0.0,2457,retrospective Base terminal_site_gap rank; ties path_id
2592,NORMAL95,0.0,2458,retrospective Base terminal_site_gap rank; ties path_id
2593,NORMAL95,0.0,2459,retrospective Base terminal_site_gap rank; ties path_id
2594,NORMAL95,0.0,2460,retrospective Base terminal_site_gap rank; ties path_id
2595,NORMAL95,0.0,2461,retrospective Base terminal_site_gap rank; ties path_id
2596,NORMAL95,0.0,2462,retrospective Base terminal_site_gap rank; ties path_id
2597,NORMAL95,0.0,2463,retrospective Base terminal_site_gap rank; ties path_id
2598,NORMAL95,0.0,2464,retrospective Base terminal_site_gap rank; ties path_id
2599,NORMAL95,0.0,2465,retrospective Base terminal_site_gap rank; ties path_id
2600,NORMAL95,0.0,2466,retrospective Base terminal_site_gap rank; ties path_id
2601,NORMAL95,0.0,2467,retrospective Base terminal_site_gap rank; ties path_id
2602,NORMAL95,0.0,2468,retrospective Base terminal_site_gap rank; ties path_id
2603,NORMAL95,0.0,2469,retrospective Base terminal_site_gap rank; ties path_id
2604,NORMAL95,0.0,2470,retrospective Base terminal_site_gap rank; ties path_id
2605,NORMAL95,0.0,2471,retrospective Base terminal_site_gap rank; ties path_id
2606,NORMAL95,0.0,2472,retrospective Base terminal_site_gap rank; ties path_id
2607,NORMAL95,0.0,2473,retrospective Base terminal_site_gap rank; ties path_id
2608,NORMAL95,0.0,2474,retrospective Base terminal_site_gap rank; ties path_id
2609,NORMAL95,0.0,2475,retrospective Base terminal_site_gap rank; ties path_id
2610,NORMAL95,0.0,2476,retrospective Base terminal_site_gap rank; ties path_id
2611,NORMAL95,0.0,2477,retrospective Base terminal_site_gap rank; ties path_id
2612,NORMAL95,0.0,2478,retrospective Base terminal_site_gap rank; ties path_id
2613,NORMAL95,0.0,2479,retrospective Base terminal_site_gap rank; ties path_id
