path_id,base_frozen_tail_group,base_terminal_site_gap_kg,selection_rank,selection_rule
198,NORMAL95,0.0,187,retrospective Base terminal_site_gap rank; ties path_id
199,NORMAL95,0.0,188,retrospective Base terminal_site_gap rank; ties path_id
200,NORMAL95,0.0,189,retrospective Base terminal_site_gap rank; ties path_id
202,NORMAL95,0.0,190,retrospective Base terminal_site_gap rank; ties path_id
203,NORMAL95,0.0,191,retrospective Base terminal_site_gap rank; ties path_id
204,NORMAL95,0.0,192,retrospective Base terminal_site_gap rank; ties path_id
205,NORMAL95,0.0,193,retrospective Base terminal_site_gap rank; ties path_id
206,NORMAL95,0.0,194,retrospective Base terminal_site_gap rank; ties path_id
207,NORMAL95,0.0,195,retrospective Base terminal_site_gap rank; ties path_id
208,NORMAL95,0.0,196,retrospective Base terminal_site_gap rank; ties path_id
209,NORMAL95,0.0,197,retrospective Base terminal_site_gap rank; ties path_id
210,NORMAL95,0.0,198,retrospective Base terminal_site_gap rank; ties path_id
211,NORMAL95,0.0,199,retrospective Base terminal_site_gap rank; ties path_id
212,NORMAL95,0.0,200,retrospective Base terminal_site_gap rank; ties path_id
213,NORMAL95,0.0,201,retrospective Base terminal_site_gap rank; ties path_id
214,NORMAL95,0.0,202,retrospective Base terminal_site_gap rank; ties path_id
215,NORMAL95,0.0,203,retrospective Base terminal_site_gap rank; ties path_id
216,NORMAL95,0.0,204,retrospective Base terminal_site_gap rank; ties path_id
217,NORMAL95,0.0,205,retrospective Base terminal_site_gap rank; ties path_id
218,NORMAL95,0.0,206,retrospective Base terminal_site_gap rank; ties path_id
219,NORMAL95,0.0,207,retrospective Base terminal_site_gap rank; ties path_id
220,NORMAL95,0.0,208,retrospective Base terminal_site_gap rank; ties path_id
221,NORMAL95,0.0,209,retrospective Base terminal_site_gap rank; ties path_id
223,NORMAL95,0.0,210,retrospective Base terminal_site_gap rank; ties path_id
224,NORMAL95,0.0,211,retrospective Base terminal_site_gap rank; ties path_id
225,NORMAL95,0.0,212,retrospective Base terminal_site_gap rank; ties path_id
226,NORMAL95,0.0,213,retrospective Base terminal_site_gap rank; ties path_id
227,NORMAL95,0.0,214,retrospective Base terminal_site_gap rank; ties path_id
228,NORMAL95,0.0,215,retrospective Base terminal_site_gap rank; ties path_id
229,NORMAL95,0.0,216,retrospective Base terminal_site_gap rank; ties path_id
231,NORMAL95,0.0,217,retrospective Base terminal_site_gap rank; ties path_id
232,NORMAL95,0.0,218,retrospective Base terminal_site_gap rank; ties path_id
233,NORMAL95,0.0,219,retrospective Base terminal_site_gap rank; ties path_id
234,NORMAL95,0.0,220,retrospective Base terminal_site_gap rank; ties path_id
235,NORMAL95,0.0,221,retrospective Base terminal_site_gap rank; ties path_id
236,NORMAL95,0.0,222,retrospective Base terminal_site_gap rank; ties path_id
237,NORMAL95,0.0,223,retrospective Base terminal_site_gap rank; ties path_id
238,NORMAL95,0.0,224,retrospective Base terminal_site_gap rank; ties path_id
239,NORMAL95,0.0,225,retrospective Base terminal_site_gap rank; ties path_id
240,NORMAL95,0.0,226,retrospective Base terminal_site_gap rank; ties path_id
241,NORMAL95,0.0,227,retrospective Base terminal_site_gap rank; ties path_id
242,NORMAL95,0.0,228,retrospective Base terminal_site_gap rank; ties path_id
243,NORMAL95,0.0,229,retrospective Base terminal_site_gap rank; ties path_id
244,NORMAL95,0.0,230,retrospective Base terminal_site_gap rank; ties path_id
245,NORMAL95,0.0,231,retrospective Base terminal_site_gap rank; ties path_id
246,NORMAL95,0.0,232,retrospective Base terminal_site_gap rank; ties path_id
247,NORMAL95,0.0,233,retrospective Base terminal_site_gap rank; ties path_id
248,NORMAL95,0.0,234,retrospective Base terminal_site_gap rank; ties path_id
249,NORMAL95,0.0,235,retrospective Base terminal_site_gap rank; ties path_id
250,NORMAL95,0.0,236,retrospective Base terminal_site_gap rank; ties path_id
251,NORMAL95,0.0,237,retrospective Base terminal_site_gap rank; ties path_id
252,NORMAL95,0.0,238,retrospective Base terminal_site_gap rank; ties path_id
253,NORMAL95,0.0,239,retrospective Base terminal_site_gap rank; ties path_id
254,NORMAL95,0.0,240,retrospective Base terminal_site_gap rank; ties path_id
255,NORMAL95,0.0,241,retrospective Base terminal_site_gap rank; ties path_id
256,NORMAL95,0.0,242,retrospective Base terminal_site_gap rank; ties path_id
257,NORMAL95,0.0,243,retrospective Base terminal_site_gap rank; ties path_id
258,NORMAL95,0.0,244,retrospective Base terminal_site_gap rank; ties path_id
259,NORMAL95,0.0,245,retrospective Base terminal_site_gap rank; ties path_id
260,NORMAL95,0.0,246,retrospective Base terminal_site_gap rank; ties path_id
261,NORMAL95,0.0,247,retrospective Base terminal_site_gap rank; ties path_id
263,NORMAL95,0.0,248,retrospective Base terminal_site_gap rank; ties path_id
264,NORMAL95,0.0,249,retrospective Base terminal_site_gap rank; ties path_id
265,NORMAL95,0.0,250,retrospective Base terminal_site_gap rank; ties path_id
266,NORMAL95,0.0,251,retrospective Base terminal_site_gap rank; ties path_id
267,NORMAL95,0.0,252,retrospective Base terminal_site_gap rank; ties path_id
268,NORMAL95,0.0,253,retrospective Base terminal_site_gap rank; ties path_id
269,NORMAL95,0.0,254,retrospective Base terminal_site_gap rank; ties path_id
270,NORMAL95,0.0,255,retrospective Base terminal_site_gap rank; ties path_id
271,NORMAL95,0.0,256,retrospective Base terminal_site_gap rank; ties path_id
273,NORMAL95,0.0,257,retrospective Base terminal_site_gap rank; ties path_id
274,NORMAL95,0.0,258,retrospective Base terminal_site_gap rank; ties path_id
275,NORMAL95,0.0,259,retrospective Base terminal_site_gap rank; ties path_id
276,NORMAL95,0.0,260,retrospective Base terminal_site_gap rank; ties path_id
277,NORMAL95,0.0,261,retrospective Base terminal_site_gap rank; ties path_id
278,NORMAL95,0.0,262,retrospective Base terminal_site_gap rank; ties path_id
279,NORMAL95,0.0,263,retrospective Base terminal_site_gap rank; ties path_id
280,NORMAL95,0.0,264,retrospective Base terminal_site_gap rank; ties path_id
281,NORMAL95,0.0,265,retrospective Base terminal_site_gap rank; ties path_id
283,NORMAL95,0.0,266,retrospective Base terminal_site_gap rank; ties path_id
284,NORMAL95,0.0,267,retrospective Base terminal_site_gap rank; ties path_id
