transition_group,stage,global_hour,site,mean_H2_production_kg_BASE,mean_H2_production_kg_CANDIDATE,mean_HTT_in_kg_BASE,mean_HTT_in_kg_CANDIDATE,mean_HTT_out_kg_BASE,mean_HTT_out_kg_CANDIDATE,mean_P_EL_kW_BASE,mean_P_EL_kW_CANDIDATE,mean_electrolyzer_capacity_binding_BASE,mean_electrolyzer_capacity_binding_CANDIDATE,mean_end_inventory_kg_BASE,mean_end_inventory_kg_CANDIDATE,mean_ordinary_shortage_kg_BASE,mean_ordinary_shortage_kg_CANDIDATE,mean_storage_capacity_binding_BASE,mean_storage_capacity_binding_CANDIDATE,delta_H2_production_kg,delta_P_EL_kW,delta_end_inventory_kg,delta_HTT_in_kg,delta_HTT_out_kg,delta_ordinary_shortage_kg,delta_electrolyzer_capacity_binding,delta_storage_capacity_binding
NEW_FAILURES,1,6,2,1.3387341774965693,0.0,0.0,0.0,0.0,0.0,68.65303474341383,0.0,0.0,0.0,65.3207851595996,52.4076882060383,0.0,0.0,0.0,0.0,-1.3387341774965693,-68.65303474341383,-12.913096953561293,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,6,3,2.3400000000000016,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,0.0,37.716336665613674,27.99130799526598,0.0,0.0,0.0,0.0,-2.3400000000000016,-120.0,-9.725028670347694,0.0,0.0,0.0,-1.0,0.0
NEW_FAILURES,1,6,4,2.9249999999999985,2.9249999999999985,0.0,0.0,0.0,0.0,150.0,150.0,1.0,1.0,47.70551201259081,47.70551201259081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,7,1,5.849999999999997,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1.0,0.0,89.55481432313623,83.70481432313622,0.0,0.0,0.0,0.0,-5.849999999999997,-300.0,-5.8500000000000085,0.0,0.0,0.0,-1.0,0.0
NEW_FAILURES,1,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53196528382319,48.61886833026188,0.0,0.0,0.0,0.0,0.0,0.0,-12.913096953561308,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.92343827726583,27.198409606918183,0.0,0.0,0.0,0.0,0.0,0.0,-9.725028670347648,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,7,4,2.9249999999999985,0.0,0.0,0.0,0.0,0.0,150.0,0.0,1.0,0.0,48.544643769934794,45.61964376993479,0.0,0.0,0.0,0.0,-2.9249999999999985,-150.0,-2.9250000000000043,0.0,0.0,0.0,-1.0,0.0
NEW_FAILURES,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15535596159266,78.30535596159261,0.0,0.0,0.0,0.0,0.0,0.0,-5.850000000000051,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.50090938320206,45.5878124296408,0.0,0.0,0.0,0.0,0.0,0.0,-12.913096953561258,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.33764150057007,25.61261283022248,0.0,0.0,0.0,0.0,0.0,0.0,-9.72502867034759,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.93730846661477,43.01230846661476,0.0,0.0,0.0,0.0,0.0,0.0,-2.9250000000000114,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,9,1,4.609090909090908,4.609090909090908,1.8066960510609904,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,86.25157623250946,78.59488018144846,0.0,0.0,0.0,0.0,0.0,0.0,-7.6566960510610045,-1.8066960510609904,0.0,0.0,0.0,0.0
NEW_FAILURES,2,9,2,3.0727272727272736,3.0727272727272736,0.0,0.0,1.530994623131394,2.2133980942448397,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,58.48984700174208,44.89434657706734,0.0,0.0,0.0,0.0,0.0,0.0,-13.59550042467474,0.0,0.6824034711134457,0.0,0.0,0.0
NEW_FAILURES,2,9,3,1.8436363636363646,1.8436363636363646,0.0,0.0,1.774264524888212,0.0,94.54545454545455,94.54545454545455,0.7878787878787878,0.7878787878787878,33.70228180437045,25.751517658910974,0.0,0.0,0.0,0.0,0.0,0.0,-7.950764145459477,0.0,-1.774264524888212,0.0,0.0,0.0
NEW_FAILURES,2,9,4,2.304545454545454,2.304545454545454,1.4985630969586152,2.2133980942448397,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,47.654548775462764,45.44438377274898,0.0,0.0,0.0,0.0,0.0,0.0,-2.2101650027137865,0.7148349972862245,0.0,0.0,0.0,0.0
NEW_FAILURES,2,10,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,88.53331439955578,80.87661834849482,0.0,0.0,0.0,0.0,0.0,0.0,-7.656696051060962,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,10,2,3.0727272727272736,3.0727272727272736,0.0,0.0,2.9325134619119453,0.0,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,57.38782478771261,46.724837824949915,0.0,0.0,0.0,0.0,0.0,0.0,-10.662986962762695,0.0,-2.9325134619119453,0.0,0.0,0.0
NEW_FAILURES,2,10,3,1.8436363636363646,1.8436363636363646,0.0,0.0,0.0,1.6499452162009878,94.54545454545455,94.54545454545455,0.7878787878787878,0.7878787878787878,34.18213294004852,24.581423578388037,0.0,0.0,0.0,0.0,0.0,0.0,-9.600709361660481,0.0,1.6499452162009878,0.0,0.0,0.0
NEW_FAILURES,2,10,4,2.304545454545454,2.304545454545454,2.9325134619119453,1.6499452162009878,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,51.58794004026017,48.095206791835466,0.0,0.0,0.0,0.0,0.0,0.0,-3.492733248424706,-1.2825682457109575,0.0,0.0,0.0,0.0
NEW_FAILURES,2,11,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,91.28052311501096,83.62382706394995,0.0,0.0,0.0,0.0,0.0,0.0,-7.656696051061019,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,11,2,3.0727272727272736,3.0727272727272736,0.0,0.0,0.0,0.0,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,59.218316035595194,48.555329072832414,0.0,0.0,0.0,0.0,0.0,0.0,-10.66298696276278,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,11,3,1.8436363636363646,1.7018181818181826,0.0,0.0,0.0,0.0,94.54545454545455,87.27272727272727,0.7878787878787878,0.7272727272727273,35.17340353621096,25.43087599273234,0.0,0.0,0.0,0.0,-0.14181818181818207,-7.2727272727272805,-9.742527543478623,0.0,0.0,0.0,-0.06060606060606055,0.0
NEW_FAILURES,2,11,4,2.304545454545454,2.304545454545454,0.0,0.0,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,52.84955137347761,49.35681812505288,0.0,0.0,0.0,0.0,0.0,0.0,-3.4927332484247273,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,12,1,4.609090909090908,4.609090909090908,0.6152597428929667,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,94.64299157335913,86.37103577940515,0.0,0.0,0.0,0.0,0.0,0.0,-8.271955793953978,-0.6152597428929667,0.0,0.0,0.0,0.0
NEW_FAILURES,2,12,2,3.0727272727272736,3.0727272727272736,0.0,0.0,0.0,0.0,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,60.89352778037215,50.23054081760936,0.0,0.0,0.0,0.0,0.0,0.0,-10.662986962762794,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,12,3,1.7018181818181826,1.5600000000000005,0.0,0.0,0.6152597428929667,1.8338686006966425,87.27272727272727,80.0,0.7272727272727273,0.6666666666666666,35.4670635867883,24.364109003687876,0.0,0.0,0.0,0.0,-0.14181818181818207,-7.272727272727266,-11.102954583100423,0.0,1.2186088578036758,0.0,-0.06060606060606066,0.0
NEW_FAILURES,2,12,4,2.304545454545454,2.304545454545454,0.0,1.8338686006966425,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,53.92343456485612,52.264569917127986,0.0,0.0,0.0,0.0,0.0,0.0,-1.6588646477281372,1.8338686006966425,0.0,0.0,0.0,0.0
NEW_FAILURES,2,13,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,96.92472974040544,88.65277394645139,0.0,0.0,0.0,0.0,0.0,0.0,-8.27195579395405,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,13,2,3.0727272727272736,2.9207210570380755,0.0,0.0,0.0,0.0,157.57575757575756,149.78056702759358,0.7878787878787878,0.7272727272727273,62.289236419559046,51.4742432411071,0.0,0.0,0.0,0.0,-0.15200621568919814,-7.795190548163987,-10.81499317845195,0.0,0.0,0.0,-0.06060606060606055,0.0
NEW_FAILURES,2,13,3,1.5600000000000005,1.5600000000000005,0.0,0.0,0.0,1.0106980343878442,80.0,80.0,0.6666666666666666,0.6666666666666666,36.234165198440486,24.120512580952134,0.0,0.0,0.0,0.0,0.0,0.0,-12.113652617488352,0.0,1.0106980343878442,0.0,0.0,0.0
NEW_FAILURES,2,13,4,2.304545454545454,2.304545454545454,0.0,1.0106980343878442,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,54.68965219044268,54.041485577102435,0.0,0.0,0.0,0.0,0.0,0.0,-0.6481666133402442,1.0106980343878442,0.0,0.0,0.0,0.0
NEW_FAILURES,2,14,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,98.74099735904245,90.46904156508863,0.0,0.0,0.0,0.0,0.0,0.0,-8.271955793953822,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,14,2,3.0727272727272736,2.836363636363637,0.0,0.0,0.0,0.0,157.57575757575756,145.45454545454547,0.7878787878787878,0.7272727272727273,63.40544195315591,52.35408513834027,0.0,0.0,0.0,0.0,-0.23636363636363678,-12.121212121212096,-11.051356814815641,0.0,0.0,0.0,-0.06060606060606055,0.0
NEW_FAILURES,2,14,3,1.5600000000000005,1.4181818181818184,0.0,0.0,0.0,0.12863198911462304,80.0,72.72727272727273,0.6666666666666666,0.6060606060606061,36.803042213005696,24.41893942458454,0.0,0.0,0.0,0.0,-0.14181818181818207,-7.272727272727266,-12.384102788421156,0.0,0.12863198911462304,0.0,-0.06060606060606055,0.0
NEW_FAILURES,2,14,4,2.304545454545454,2.304545454545454,0.0,0.12863198911462304,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,55.148204250237605,54.62866962601202,0.0,0.0,0.0,0.0,0.0,0.0,-0.5195346242255852,0.12863198911462304,0.0,0.0,0.0,0.0
NEW_FAILURES,2,15,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,100.0917944292712,91.8198386353173,0.0,0.0,0.0,0.0,0.0,0.0,-8.271955793953907,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,15,2,3.0727272727272736,3.0727272727272736,0.0,0.0,3.4558527792799665,0.0,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,60.53784439691377,52.94234036137811,0.0,0.0,0.0,0.0,0.0,0.0,-7.595504035535662,0.0,-3.4558527792799665,0.0,0.0,0.0
NEW_FAILURES,2,15,3,1.8436363636363646,1.7018181818181826,0.0,0.0,0.0,0.49891026093042784,94.54545454545455,87.27272727272727,0.7878787878787878,0.7272727272727273,37.45733099412026,24.43249976295058,0.0,0.0,0.0,0.0,-0.14181818181818207,-7.2727272727272805,-13.024831231169681,0.0,0.49891026093042784,0.0,-0.06060606060606055,0.0
NEW_FAILURES,2,15,4,2.304545454545454,2.304545454545454,3.4558527792799665,0.49891026093042784,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,58.754943523520694,55.27846638094555,0.0,0.0,0.0,0.0,0.0,0.0,-3.476477142575142,-2.9569425183495386,0.0,0.0,0.0,0.0
NEW_FAILURES,2,16,1,4.609090909090908,4.609090909090908,0.0,0.0,0.0,0.0,236.36363636363637,236.36363636363637,0.7878787878787878,0.7878787878787878,100.97712095109023,92.70516515713632,0.0,0.0,0.0,0.0,0.0,0.0,-8.271955793953907,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,2,16,2,3.0727272727272736,3.0727272727272736,0.0,0.0,6.229359921415218,0.0,157.57575757575756,157.57575757575756,0.7878787878787878,0.7878787878787878,54.275621686114036,52.9094775719936,0.0,0.0,0.0,0.0,0.0,0.0,-1.3661441141204378,0.0,-6.229359921415218,0.0,0.0,0.0
NEW_FAILURES,2,16,3,1.8436363636363646,1.8436363636363646,0.0,0.0,0.0,0.22005056163635822,94.54545454545455,94.54545454545455,0.7878787878787878,0.7878787878787878,37.913395178147944,24.66851338534184,0.0,0.0,0.0,0.0,0.0,0.0,-13.244881792806105,0.0,0.22005056163635822,0.0,0.0,0.0
NEW_FAILURES,2,16,4,2.304545454545454,2.304545454545454,6.229359921415218,0.22005056163635822,0.0,0.0,118.18181818181819,118.18181818181819,0.7878787878787878,0.7878787878787878,65.2029806568253,55.71719415447139,0.0,0.0,0.0,0.0,0.0,0.0,-9.48578650235391,-6.00930935977886,0.0,0.0,0.0,0.0
NEW_FAILURES,3,17,1,5.849999999999997,5.849999999999997,3.5511840968640644,2.428148466722333,1.6485775910917322,0.605129507682003,300.0,300.0,1.0,1.0,103.70264553404633,95.35110219336043,0.0,0.0,0.0,0.0,0.0,0.0,-8.351543340685893,-1.1230356301417315,-1.043448083409729,0.0,0.0,0.0
NEW_FAILURES,3,17,2,3.6636363636363654,3.900000000000002,2.648900898673406,0.4028328372962599,4.861341741698021,2.773546008681791,187.87878787878788,200.0,0.9393939393939394,1.0,52.93178615082516,51.64373334470748,0.0,0.0,0.0,0.0,0.23636363636363678,12.121212121212125,-1.2880528061176832,-2.246068061377146,-2.08779573301623,0.0,0.06060606060606055,0.0
NEW_FAILURES,3,17,3,2.1981818181818196,2.1272727272727288,1.210090106850178,1.4244124666905837,2.240062605260244,3.2313194859389447,112.72727272727273,109.0909090909091,0.9393939393939394,0.9090909090909091,37.495807721223976,23.403082316670535,0.0,0.0,0.0,0.0,-0.07090909090909081,-3.6363636363636402,-14.092725404553441,0.21432235984040582,0.9912568806787005,0.0,-0.030303030303030387,0.0
NEW_FAILURES,3,17,4,2.836363636363635,2.9249999999999985,4.441354680027958,4.07136333299992,3.101547844365606,1.716762101406359,145.45454545454547,150.0,0.9696969696969697,1.0,66.77181582553135,58.38946008274491,0.0,0.0,0.0,0.0,0.0886363636363634,4.5454545454545325,-8.382355742786437,-0.36999134702803804,-1.384785742959247,0.0,0.030303030303030276,0.0
NEW_FAILURES,3,18,1,5.752692873630596,5.849999999999997,0.09738425472022302,0.4754244470097182,0.0,0.0,295.00989095541536,300.0,0.9696969696969697,1.0,105.02834893186221,97.15215290983514,0.0,0.0,0.0,0.0,0.09730712636940098,4.990109044584642,-7.876196022027074,0.37804019228949515,0.0,0.0,0.030303030303030276,0.0
NEW_FAILURES,3,18,2,3.6636363636363654,3.545454545454547,0.08952222191273637,0.0,1.0323926452570242,0.13721862323313638,187.87878787878788,181.8181818181818,0.9393939393939394,0.9090909090909091,53.78919805385015,53.18861522966177,0.0,0.0,0.0,0.0,-0.11818181818181817,-6.060606060606062,-0.600582824188379,-0.08952222191273637,-0.8951740220238878,0.0,-0.030303030303030387,0.0
NEW_FAILURES,3,18,3,1.7727272727272736,1.7727272727272736,0.0,0.0,0.10961763538752982,0.4754244470097182,90.9090909090909,90.9090909090909,0.7575757575757576,0.7575757575757576,36.681109894976714,22.222577678801077,0.0,0.0,0.0,0.0,0.0,0.0,-14.458532216175637,0.0,0.36580681162218837,0.0,0.0,0.0
NEW_FAILURES,3,18,4,2.7477272727272712,2.9249999999999985,1.0524880587318177,0.13721862323313638,0.09738425472022302,0.0,140.9090909090909,150.0,0.9393939393939394,1.0,68.12804512928221,59.10507693299002,0.0,0.0,0.0,0.0,0.17727272727272725,9.090909090909093,-9.02296819629219,-0.9152694354986813,-0.09738425472022302,0.0,0.06060606060606055,0.0
NEW_FAILURES,3,19,1,4.786363636363634,5.4954545454545425,0.0,0.7056773980062969,0.0,0.0,245.45454545454547,281.8181818181818,0.8181818181818182,0.9393939393939394,106.79846341453586,100.33703569960605,0.0,0.0,0.0,0.0,0.7090909090909081,36.363636363636346,-6.461427714929812,0.7056773980062969,0.0,0.0,0.12121212121212122,0.0
NEW_FAILURES,3,19,2,2.7181818181818187,2.5138876779495503,0.0,0.0,0.0,0.18052148267282483,139.3939393939394,128.91731681792564,0.696969696969697,0.6363636363636364,55.265143847187254,54.27974540009379,0.0,0.0,0.0,0.0,-0.20429414023226844,-10.476622576013767,-0.9853984470934662,0.0,0.18052148267282483,0.0,-0.06060606060606066,0.0
NEW_FAILURES,3,19,3,1.4181818181818184,1.4890909090909095,0.0,0.0,0.9375822933128243,0.7056773980062969,72.72727272727273,76.36363636363636,0.6060606060606061,0.6363636363636364,34.931682702617415,20.775964472657396,0.0,0.0,0.0,0.0,0.07090909090909103,3.636363636363626,-14.15571822996002,0.0,-0.23190489530652736,0.0,0.030303030303030276,0.0
NEW_FAILURES,3,19,4,2.659090909090908,2.9249999999999985,0.9375822933128243,0.18052148267282483,0.0,0.0,136.36363636363637,150.0,0.9090909090909091,1.0,70.16031714969392,60.646197233670854,0.0,0.0,0.0,0.0,0.26590909090909065,13.636363636363626,-9.51411991602307,-0.7570608106399994,0.0,0.0,0.09090909090909094,0.0
NEW_FAILURES,3,20,1,4.31721664549162,4.064503558978452,0.0,0.0,0.0,0.0,221.39572540982672,208.436079947613,0.696969696969697,0.6666666666666666,109.25379786639172,102.53965706494873,0.0,0.0,0.0,0.0,-0.25271308651316815,-12.959645462213729,-6.714140801442994,0.0,0.0,0.0,-0.030303030303030387,0.0
NEW_FAILURES,3,20,2,2.450329832688462,2.43903921401553,0.0,0.0,2.071178976991897,0.29814972317770033,125.65794013786983,125.07893405207847,0.6060606060606061,0.6060606060606061,54.712617684250276,55.488957872298045,0.0,0.0,0.0,0.0,-0.01129061867293224,-0.579006085791363,0.7763401880477687,0.0,-1.7730292538141965,0.0,0.0,0.0
NEW_FAILURES,3,20,3,0.673975449523207,0.7323392342079879,0.0,0.6349295800219108,0.0,0.0,34.56284356529262,37.55585816451219,0.030303030303030304,0.030303030303030304,34.11897367398842,20.65654880873508,0.0,0.0,0.0,0.0,0.05836378468478087,2.9930145992195705,-13.46242486525334,0.6349295800219108,0.0,0.0,0.0,0.0
NEW_FAILURES,3,20,4,2.5704545454545444,2.836363636363635,2.071178976991897,0.29814972317770033,0.0,0.6349295800219108,131.8181818181818,145.45454545454547,0.8787878787878788,0.9696969696969697,73.86330996294517,62.20714030399508,0.0,0.0,0.0,0.0,0.26590909090909065,13.636363636363654,-11.656169658950084,-1.7730292538141965,0.6349295800219108,0.0,0.09090909090909094,0.0
NEW_FAILURES,3,21,1,4.43181818181818,4.646156339052511,0.0,0.0,0.0,0.0,227.27272727272728,238.2644276437186,0.7575757575757576,0.7575757575757576,112.28920440298296,105.78940175877428,0.0,0.0,0.0,0.0,0.21433815723433103,10.99170037099131,-6.499802644208685,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,3,21,2,2.6627000932643115,2.4150458382277415,0.0,0.0,0.0,0.0,136.54872273150312,123.84850452449955,0.6666666666666666,0.6060606060606061,56.75419976509222,57.28288569810345,0.0,0.0,0.0,0.0,-0.2476542550365699,-12.700218207003573,0.5286859330112321,0.0,0.0,0.0,-0.06060606060606055,0.0
NEW_FAILURES,3,21,3,0.35653966853217256,0.3888155422090791,0.0,0.0,0.0,0.0,18.284085565752452,19.93925857482458,0.030303030303030304,0.030303030303030304,33.484390357085786,20.054241365509352,0.0,0.0,0.0,0.0,0.03227587367690654,1.6551730090721293,-13.430148991576434,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,3,21,4,2.6463360849278206,2.836363636363635,0.0,0.0,0.0,0.0,135.7095428168114,145.45454545454547,0.8787878787878788,0.9696969696969697,75.80566551597657,64.33952340846233,0.0,0.0,0.0,0.0,0.1900275514358145,9.745002637734075,-11.466142107514244,0.0,0.0,0.0,0.09090909090909094,0.0
NEW_FAILURES,3,22,1,5.67272727272727,5.849999999999997,0.4067016325344818,0.40376285529224243,0.0,0.0,290.90909090909093,300.0,0.9696969696969697,1.0,117.43769221142684,111.11222351724854,0.0,0.0,0.0,0.0,0.1772727272727268,9.090909090909065,-6.325468694178298,-0.0029387772422393987,0.0,0.0,0.030303030303030276,0.0
NEW_FAILURES,3,22,2,3.632148014506646,3.4892037251747827,0.2365840637487815,0.0,1.4314120141267817,0.0,186.26400074393044,178.9335243679375,0.9090909090909091,0.8787878787878788,58.88096082300971,60.461530417067074,0.0,0.0,0.0,0.0,-0.14294428933186332,-7.33047637599293,1.5805695940573656,-0.2365840637487815,-1.4314120141267817,0.0,-0.030303030303030276,0.0
NEW_FAILURES,3,22,3,0.8499198082236668,0.832677122842709,0.0,0.033663006102363634,0.2365840637487815,0.9284942958873242,43.585631190957194,42.701390915010705,0.030303030303030304,0.030303030303030304,33.50305231029978,19.39741340730623,0.0,0.0,0.0,0.0,-0.017242685380957745,-0.8842402759464889,-14.105638902993547,0.033663006102363634,0.6919102321385427,0.0,0.0,0.0
NEW_FAILURES,3,22,4,2.659090909090908,2.9249999999999985,1.0247103815923,0.5247314405950818,0.0,0.033663006102363634,136.36363636363637,150.0,0.9090909090909091,1.0,79.02014645206224,67.28627148835744,0.0,0.0,0.0,0.0,0.26590909090909065,13.636363636363626,-11.733874963704793,-0.4999789409972182,0.033663006102363634,0.0,0.09090909090909094,0.0
NEW_FAILURES,3,23,1,5.849999999999997,5.849999999999997,0.18066454896354395,0.19571490363375332,0.0,0.0,300.0,300.0,1.0,1.0,123.00288621198135,116.69246787247332,0.0,0.0,0.0,0.0,0.0,0.0,-6.310418339508033,0.015050354670209376,0.0,0.0,0.0,0.0
NEW_FAILURES,3,23,2,3.900000000000002,3.900000000000002,0.0,0.0,0.0,0.0,200.0,200.0,1.0,1.0,62.470401816798486,64.05097141085585,0.0,0.0,0.0,0.0,0.0,0.0,1.5805695940573656,0.0,0.0,0.0,0.0,0.0
NEW_FAILURES,3,23,3,1.3169770511820753,1.3169770511820855,0.0,0.47096166470038786,0.18066454896354395,0.19571490363375332,67.5372846760039,67.53728467600445,0.0,0.0,34.24291561834441,20.593188025381025,0.0,0.0,0.0,0.0,1.021405182655144e-14,5.400124791776761e-13,-13.649727592963387,0.47096166470038786,0.015050354670209376,0.0,0.0,0.0
NEW_FAILURES,3,23,4,2.9249999999999985,2.9249999999999985,0.0,0.0,0.0,0.47096166470038786,150.0,150.0,1.0,1.0,81.68441292173026,69.47957629332505,0.0,0.0,0.0,0.0,0.0,0.0,-12.204836628405204,0.0,0.47096166470038786,0.0,0.0,0.0
NEW_FAILURES,3,24,1,5.849999999999997,5.849999999999997,0.10651698522936455,0.0821253471294094,0.0,0.0,300.0,300.0,1.0,1.0,128.49393264880177,122.1591226711938,0.0,0.0,0.0,0.0,0.0,0.0,-6.334809977607975,-0.02439163809995515,0.0,0.0,0.0,0.0
NEW_FAILURES,3,24,2,3.900000000000002,3.900000000000002,0.40091380868310694,0.0,0.033315102533800905,0.0821253471294094,200.0,200.0,1.0,1.0,66.11688251052546,67.24772805130408,0.0,0.0,0.0,0.0,0.0,0.0,1.1308455407786226,-0.40091380868310694,0.048810244595608496,0.0,0.0,0.0
NEW_FAILURES,3,24,3,2.3400000000000016,2.3400000000000016,0.033315102533800905,0.0,0.10651698522936455,0.7308596323815879,120.0,120.0,1.0,1.0,36.31148913856192,22.004103795912453,0.0,0.0,0.0,0.0,0.0,0.0,-14.307385342649464,-0.033315102533800905,0.6243426471522233,0.0,0.0,0.0
NEW_FAILURES,3,24,4,2.9249999999999985,2.9249999999999985,0.0,0.7308596323815879,0.40091380868310694,0.0,150.0,150.0,1.0,1.0,83.94776558271516,72.87470239537463,0.0,0.0,0.0,0.0,0.0,0.0,-11.073063187340537,0.7308596323815879,-0.40091380868310694,0.0,0.0,0.0
NEW_FAILURES,4,25,1,5.849999999999997,5.849999999999997,2.672749980196705,7.44207384937618,0.3938511178605943,0.34286536763058245,300.0,300.0,1.0,1.0,135.77652142312195,134.2902314011907,0.0846310088016249,0.11284134506883321,0.0,0.0,0.0,0.0,-1.4862900219312394,4.769323869179475,-0.05098575023001184,0.028210336267208314,0.0,0.0
NEW_FAILURES,4,25,2,3.900000000000002,3.900000000000002,5.520594506824986,0.8810924525301773,6.137300073830387,8.926560033116909,200.0,200.0,1.0,1.0,69.11785057423715,62.81993410143449,0.02823263692828909,0.02823263692828909,0.0,0.0,0.0,0.0,-6.297916472802662,-4.639502054294809,2.7892599592865217,0.0,0.0,0.0
NEW_FAILURES,4,25,3,2.3400000000000016,2.3400000000000016,0.4430347949896455,0.1067981051061556,11.686228038178458,6.32843749386665,120.0,120.0,1.0,1.0,27.22809171620312,17.942260227982004,0.01802041791699636,0.01802041791699636,0.0,0.0,0.0,0.0,-9.285831488221117,-0.33623668988348987,-5.357790544311808,0.0,0.0,0.0
NEW_FAILURES,4,25,4,2.9249999999999985,2.9249999999999985,9.74691431938615,8.4418015968751,0.1659143715280485,1.2739031092734736,150.0,150.0,1.0,1.0,96.01130863061589,82.54094601516022,0.0790101607066668,0.09481219284800016,0.0,0.0,0.0,0.0,-13.47036261545567,-1.3051127225110495,1.1079887377454252,0.015802032141333355,0.0,0.0
NEW_FAILURES,4,26,1,5.849999999999997,5.849999999999997,0.0,0.10877093920572181,0.47847036791566666,0.0,300.0,300.0,1.0,1.0,140.72489601119818,139.8540576326555,0.04231550440081245,0.07052584066802074,0.0,0.0,0.0,0.0,-0.8708383785426861,0.10877093920572181,-0.47847036791566666,0.028210336267208293,0.0,0.0
NEW_FAILURES,4,26,2,3.900000000000002,3.900000000000002,0.8711696975588791,0.0015331825703109364,0.0,0.6297135774061228,200.0,200.0,1.0,1.0,73.60669390251314,65.80942733731574,0.02823263692828909,0.02823263692828909,0.0,0.0,0.0,0.0,-7.797266565197404,-0.8696365149885681,0.6297135774061228,0.0,0.0,0.0
NEW_FAILURES,4,26,3,2.3400000000000016,2.3400000000000016,0.0,0.0,0.8711696975588791,0.0015331825703109364,120.0,120.0,1.0,1.0,28.336513660304323,19.92031868707178,0.03604083583399282,0.03604083583399282,0.0,0.0,0.0,0.0,-8.416194973232543,0.0,-0.8696365149885681,0.0,0.0,0.0
NEW_FAILURES,4,26,4,2.9249999999999985,2.9249999999999985,0.47847036791566666,0.5209426382004009,0.0,0.0,150.0,150.0,1.0,1.0,99.1935505485529,85.7814622355233,0.039505080353333485,0.05530711249466688,0.0,0.0,0.0,0.0,-13.4120883130296,0.042472270284734215,0.0,0.015802032141333397,0.0,0.0
