site_id,site_node,stage01,stage02,stage03,stage04
1,24,5.12017603249831,20.0897088693297,21.6536899119838,8.13642518618822
2,14,5.82608695652174,12.2546583850932,13.8819875776397,4.03726708074534
3,18,1.58579677669568,7.09247608377144,8.42454537619581,5.89718176333707
4,31,2.86806883365201,10.3563358247871,12.5777855032157,4.19780983834521
