intensity_a,loc,lf,beta_transport_risk,gamma_transport_availability,alpha_loh_activation,notes
1,3,7,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,3,8,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,2,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,3,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,4,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,5,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,6,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,7,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,4,8,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,2,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,3,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,4,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,5,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,6,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,7,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,5,8,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,2,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,3,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,4,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,5,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,6,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,7,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,6,8,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,2,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,3,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,4,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,5,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,6,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,7,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
1,7,8,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,2,0.018571428571428572,0.9814285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,3,0.037142857142857144,0.9628571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,4,0.055714285714285716,0.9442857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,5,0.07428571428571429,0.9257142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,6,0.09285714285714287,0.9071428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,7,0.11142857142857143,0.8885714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,1,8,0.13,0.87,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,2,0.02023809523809524,0.9797619047619047,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,3,0.04047619047619048,0.9595238095238096,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,4,0.06071428571428572,0.9392857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,5,0.08095238095238096,0.919047619047619,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,6,0.1011904761904762,0.8988095238095238,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,7,0.12142857142857144,0.8785714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,2,8,0.1416666666666667,0.8583333333333333,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,2,0.021904761904761906,0.9780952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,3,0.04380952380952381,0.9561904761904761,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,4,0.06571428571428573,0.9342857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,5,0.08761904761904762,0.9123809523809524,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,6,0.10952380952380955,0.8904761904761904,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,7,0.13142857142857145,0.8685714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,3,8,0.15333333333333335,0.8466666666666667,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,2,0.02357142857142857,0.9764285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,3,0.04714285714285714,0.9528571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,4,0.07071428571428572,0.9292857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,5,0.09428571428571428,0.9057142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,6,0.11785714285714287,0.8821428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,7,0.14142857142857143,0.8585714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,4,8,0.165,0.835,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,2,0.025238095238095237,0.9747619047619047,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,3,0.05047619047619047,0.9495238095238095,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,4,0.0757142857142857,0.9242857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,5,0.10095238095238095,0.8990476190476191,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,6,0.12619047619047621,0.8738095238095238,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,7,0.1514285714285714,0.8485714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,5,8,0.17666666666666667,0.8233333333333334,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,2,0.026904761904761904,0.9730952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,3,0.05380952380952381,0.9461904761904762,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,4,0.08071428571428571,0.9192857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,5,0.10761904761904761,0.8923809523809524,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,6,0.13452380952380955,0.8654761904761905,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,7,0.16142857142857142,0.8385714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,6,8,0.18833333333333335,0.8116666666666666,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,2,0.02857142857142857,0.9714285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,3,0.05714285714285714,0.9428571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,4,0.08571428571428572,0.9142857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,5,0.11428571428571428,0.8857142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,6,0.14285714285714288,0.8571428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,7,0.17142857142857143,0.8285714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
2,7,8,0.2,0.8,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,2,0.037142857142857144,0.9628571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,3,0.07428571428571429,0.9257142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,4,0.11142857142857143,0.8885714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,5,0.14857142857142858,0.8514285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,6,0.18571428571428575,0.8142857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,7,0.22285714285714286,0.7771428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,1,8,0.26,0.74,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,2,0.04047619047619048,0.9595238095238096,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,3,0.08095238095238096,0.919047619047619,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,4,0.12142857142857144,0.8785714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,5,0.1619047619047619,0.8380952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,6,0.2023809523809524,0.7976190476190476,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,7,0.24285714285714288,0.7571428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,2,8,0.2833333333333334,0.7166666666666666,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,2,0.04380952380952381,0.9561904761904761,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,3,0.08761904761904762,0.9123809523809524,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,4,0.13142857142857145,0.8685714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,5,0.17523809523809525,0.8247619047619048,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,6,0.2190476190476191,0.7809523809523808,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,7,0.2628571428571429,0.7371428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,3,8,0.3066666666666667,0.6933333333333334,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,2,0.04714285714285714,0.9528571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,3,0.09428571428571428,0.9057142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,4,0.14142857142857143,0.8585714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,5,0.18857142857142856,0.8114285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,6,0.23571428571428574,0.7642857142857142,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,7,0.28285714285714286,0.7171428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,4,8,0.33,0.6699999999999999,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,2,0.05047619047619047,0.9495238095238095,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,3,0.10095238095238095,0.8990476190476191,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,4,0.1514285714285714,0.8485714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,5,0.2019047619047619,0.7980952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,6,0.25238095238095243,0.7476190476190476,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,7,0.3028571428571428,0.6971428571428572,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,5,8,0.35333333333333333,0.6466666666666667,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,2,0.05380952380952381,0.9461904761904762,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,3,0.10761904761904761,0.8923809523809524,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,4,0.16142857142857142,0.8385714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,5,0.21523809523809523,0.7847619047619048,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,6,0.2690476190476191,0.7309523809523809,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,7,0.32285714285714284,0.6771428571428572,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,6,8,0.3766666666666667,0.6233333333333333,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,2,0.05714285714285714,0.9428571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,3,0.11428571428571428,0.8857142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,4,0.17142857142857143,0.8285714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,5,0.22857142857142856,0.7714285714285715,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,6,0.28571428571428575,0.7142857142857142,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,7,0.34285714285714286,0.6571428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
3,7,8,0.4,0.6,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,2,0.05571428571428571,0.9442857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,3,0.11142857142857142,0.8885714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,4,0.16714285714285712,0.8328571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,5,0.22285714285714284,0.7771428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,6,0.2785714285714286,0.7214285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,7,0.33428571428571424,0.6657142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,1,8,0.39,0.61,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,2,0.06071428571428571,0.9392857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,3,0.12142857142857141,0.8785714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,4,0.18214285714285713,0.8178571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,5,0.24285714285714283,0.7571428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,6,0.30357142857142855,0.6964285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,7,0.36428571428571427,0.6357142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,2,8,0.425,0.575,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,2,0.06571428571428571,0.9342857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,3,0.13142857142857142,0.8685714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,4,0.19714285714285715,0.8028571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,5,0.26285714285714284,0.7371428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,6,0.32857142857142857,0.6714285714285715,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,7,0.3942857142857143,0.6057142857142856,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,3,8,0.46,0.54,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,2,0.0707142857142857,0.9292857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,3,0.1414285714285714,0.8585714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,4,0.2121428571428571,0.7878571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,5,0.2828571428571428,0.7171428571428572,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,6,0.35357142857142854,0.6464285714285715,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,7,0.4242857142857142,0.5757142857142858,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,4,8,0.49499999999999994,0.5050000000000001,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,2,0.0757142857142857,0.9242857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,3,0.1514285714285714,0.8485714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,4,0.22714285714285712,0.7728571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,5,0.3028571428571428,0.6971428571428572,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,6,0.37857142857142856,0.6214285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,7,0.45428571428571424,0.5457142857142858,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,5,8,0.5299999999999999,0.4700000000000001,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,2,0.0807142857142857,0.9192857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,3,0.1614285714285714,0.8385714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,4,0.2421428571428571,0.7578571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,5,0.3228571428571428,0.6771428571428573,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,6,0.4035714285714285,0.5964285714285715,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,7,0.4842857142857142,0.5157142857142858,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,6,8,0.565,0.43500000000000005,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,2,0.0857142857142857,0.9142857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,3,0.1714285714285714,0.8285714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,4,0.2571428571428571,0.7428571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,5,0.3428571428571428,0.6571428571428573,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,6,0.42857142857142855,0.5714285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,7,0.5142857142857142,0.48571428571428577,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
4,7,8,0.6,0.4,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,2,0.07428571428571429,0.9257142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,3,0.14857142857142858,0.8514285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,4,0.22285714285714286,0.7771428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,5,0.29714285714285715,0.7028571428571428,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,6,0.3714285714285715,0.6285714285714286,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,7,0.44571428571428573,0.5542857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,1,8,0.52,0.48,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,2,0.08095238095238096,0.919047619047619,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,3,0.1619047619047619,0.8380952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,4,0.24285714285714288,0.7571428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,5,0.3238095238095238,0.6761904761904762,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,6,0.4047619047619048,0.5952380952380951,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,7,0.48571428571428577,0.5142857142857142,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,2,8,0.5666666666666668,0.43333333333333324,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,2,0.08761904761904762,0.9123809523809524,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,3,0.17523809523809525,0.8247619047619048,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,4,0.2628571428571429,0.7371428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,5,0.3504761904761905,0.6495238095238095,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,6,0.4380952380952382,0.5619047619047618,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,7,0.5257142857142858,0.4742857142857142,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,3,8,0.6133333333333334,0.3866666666666666,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,2,0.09428571428571428,0.9057142857142857,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,3,0.18857142857142856,0.8114285714285714,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,4,0.28285714285714286,0.7171428571428571,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,5,0.3771428571428571,0.6228571428571429,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,6,0.4714285714285715,0.5285714285714285,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,7,0.5657142857142857,0.4342857142857143,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,4,8,0.66,0.33999999999999997,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,5,1,0.0,1.0,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,5,2,0.10095238095238095,0.8990476190476191,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,5,3,0.2019047619047619,0.7980952380952381,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
5,5,4,0.3028571428571428,0.6971428571428572,0.0,"v2 full-state parameterized beta; beta is transport friction, not absorbing"
