experiment,terminal_mode,dt_h,time_limit_s,pmax1_kw,pmax2_kw,pmax3_kw,pmax4_kw,rmax1_kg,rmax2_kg,rmax3_kg,rmax4_kg,htt_capacity_kg_per_stage,N_HTT,Q_HTT_kg,ordinary_demand_template_total_kg,holding_cost,ordinary_shortage_penalty,terminal_gap_penalty,electricity_stage_price_1,electricity_stage_price_2,electricity_stage_price_3,electricity_stage_price_4,electricity_stage_price_5,electricity_stage_price_6,electricity_stage_price_7,electricity_stage_price_8
E3_8h_htt_4over3,chi2_eta003,8,3600,300,200,120,150,46.8,31.2,18.72,23.4,213.333333333333,2,80,144,0.05,200,2000,0.36375,0.785,0.75375,0.36375,0.785,0.75375,0.36375,0.785
